
Execution at 2020-03-10 19:12:50.523537
---------------------------------------
read_csv                       | 7.712e-04 s | Records: 3
show_rentals                   | 6.527e-03 s | Records: 0
show_rentals                   | 1.642e-02 s | Records: 0
show_rentals                   | 6.439e-03 s | Records: 0
show_rentals                   | 6.308e-03 s | Records: 0
show_rentals                   | 6.603e-03 s | Records: 0
show_rentals                   | 7.248e-03 s | Records: 0
show_rentals                   | 1.618e-02 s | Records: 0
show_rentals                   | 1.725e-02 s | Records: 0
show_rentals                   | 1.758e-02 s | Records: 0
show_rentals                   | 1.670e-02 s | Records: 0
show_rentals                   | 1.649e-02 s | Records: 0
show_rentals                   | 7.611e-03 s | Records: 0
show_rentals                   | 1.692e-02 s | Records: 0
show_rentals                   | 1.696e-02 s | Records: 0
show_rentals                   | 6.997e-03 s | Records: 0
show_rentals                   | 8.452e-03 s | Records: 1
show_rentals                   | 1.909e-02 s | Records: 1
show_rentals                   | 6.959e-03 s | Records: 0
show_rentals                   | 1.803e-02 s | Records: 0
show_rentals                   | 1.802e-02 s | Records: 0
show_rentals                   | 6.964e-03 s | Records: 0
show_rentals                   | 7.682e-03 s | Records: 0
show_rentals                   | 9.399e-03 s | Records: 1
show_rentals                   | 8.795e-03 s | Records: 1
show_rentals                   | 7.417e-03 s | Records: 0
show_rentals                   | 7.687e-03 s | Records: 0
show_rentals                   | 8.490e-03 s | Records: 0
show_rentals                   | 9.742e-03 s | Records: 1
show_rentals                   | 7.925e-03 s | Records: 0
show_rentals                   | 8.195e-03 s | Records: 0
show_rentals                   | 8.503e-03 s | Records: 0
show_rentals                   | 9.217e-03 s | Records: 0
show_rentals                   | 8.314e-03 s | Records: 0
show_rentals                   | 2.051e-02 s | Records: 0
show_rentals                   | 8.520e-03 s | Records: 0
show_rentals                   | 1.134e-02 s | Records: 2
show_rentals                   | 7.214e-03 s | Records: 0
show_rentals                   | 7.445e-03 s | Records: 0
show_rentals                   | 7.769e-03 s | Records: 0
show_rentals                   | 7.945e-03 s | Records: 0
show_rentals                   | 7.905e-03 s | Records: 0
show_rentals                   | 7.541e-03 s | Records: 0
show_rentals                   | 8.773e-03 s | Records: 1
show_rentals                   | 1.800e-02 s | Records: 0
show_rentals                   | 9.026e-03 s | Records: 1
show_rentals                   | 8.493e-03 s | Records: 1
show_rentals                   | 7.329e-03 s | Records: 0
show_rentals                   | 7.088e-03 s | Records: 0
show_rentals                   | 9.100e-03 s | Records: 1
show_rentals                   | 7.602e-03 s | Records: 0
show_rentals                   | 1.813e-02 s | Records: 0
show_rentals                   | 7.219e-03 s | Records: 0
show_rentals                   | 7.491e-03 s | Records: 0
show_rentals                   | 7.810e-03 s | Records: 0
show_rentals                   | 8.288e-03 s | Records: 1
show_rentals                   | 8.295e-03 s | Records: 1
show_rentals                   | 1.886e-02 s | Records: 1
show_rentals                   | 1.932e-02 s | Records: 1
show_rentals                   | 1.097e-02 s | Records: 2
show_rentals                   | 7.481e-03 s | Records: 0
show_rentals                   | 1.804e-02 s | Records: 0
show_rentals                   | 7.505e-03 s | Records: 0
show_rentals                   | 8.130e-03 s | Records: 0
show_rentals                   | 8.711e-03 s | Records: 1
show_rentals                   | 7.253e-03 s | Records: 0
show_rentals                   | 7.458e-03 s | Records: 0
show_rentals                   | 7.350e-03 s | Records: 0
show_rentals                   | 7.408e-03 s | Records: 0
show_rentals                   | 7.757e-03 s | Records: 0
show_rentals                   | 7.855e-03 s | Records: 0
show_rentals                   | 8.025e-03 s | Records: 0
show_rentals                   | 1.854e-02 s | Records: 0
show_rentals                   | 7.161e-03 s | Records: 0
show_rentals                   | 7.324e-03 s | Records: 0
show_rentals                   | 7.529e-03 s | Records: 0
show_rentals                   | 7.621e-03 s | Records: 0
show_rentals                   | 2.035e-02 s | Records: 2
show_rentals                   | 1.839e-02 s | Records: 0
show_rentals                   | 1.869e-02 s | Records: 1
show_rentals                   | 7.486e-03 s | Records: 0
show_rentals                   | 7.566e-03 s | Records: 0
show_rentals                   | 1.946e-02 s | Records: 1
show_rentals                   | 1.849e-02 s | Records: 0
show_rentals                   | 7.554e-03 s | Records: 0
show_rentals                   | 7.488e-03 s | Records: 0
show_rentals                   | 8.984e-03 s | Records: 1
show_rentals                   | 7.785e-03 s | Records: 0
show_rentals                   | 7.599e-03 s | Records: 0
show_rentals                   | 9.436e-03 s | Records: 1
show_rentals                   | 7.528e-03 s | Records: 0
show_rentals                   | 1.794e-02 s | Records: 0
show_rentals                   | 7.958e-03 s | Records: 0
show_rentals                   | 7.099e-03 s | Records: 0
show_rentals                   | 7.818e-03 s | Records: 0
show_rentals                   | 7.332e-03 s | Records: 0
show_rentals                   | 1.796e-02 s | Records: 0
show_rentals                   | 7.845e-03 s | Records: 0
show_rentals                   | 7.480e-03 s | Records: 0
show_rentals                   | 9.188e-03 s | Records: 1
show_rentals                   | 1.782e-02 s | Records: 0
show_rentals                   | 1.778e-02 s | Records: 0
show_rentals                   | 1.832e-02 s | Records: 0
show_rentals                   | 1.811e-02 s | Records: 0
show_rentals                   | 1.790e-02 s | Records: 0
show_rentals                   | 1.818e-02 s | Records: 1
show_rentals                   | 1.873e-02 s | Records: 1
show_rentals                   | 1.792e-02 s | Records: 0
show_rentals                   | 1.028e-02 s | Records: 1
show_rentals                   | 8.571e-03 s | Records: 0
show_rentals                   | 9.082e-03 s | Records: 0
show_rentals                   | 1.046e-02 s | Records: 0
show_rentals                   | 1.055e-02 s | Records: 0
show_rentals                   | 2.022e-02 s | Records: 0
show_rentals                   | 2.181e-02 s | Records: 0
show_rentals                   | 1.209e-02 s | Records: 1
show_rentals                   | 1.141e-02 s | Records: 0
show_rentals                   | 1.084e-02 s | Records: 0
show_rentals                   | 2.061e-02 s | Records: 0
show_rentals                   | 1.035e-02 s | Records: 0
show_rentals                   | 1.321e-02 s | Records: 1
show_rentals                   | 1.524e-02 s | Records: 2
show_rentals                   | 1.050e-02 s | Records: 0
show_rentals                   | 1.002e-02 s | Records: 0
show_rentals                   | 1.461e-02 s | Records: 2
show_rentals                   | 1.239e-02 s | Records: 1
show_rentals                   | 1.008e-02 s | Records: 0
show_rentals                   | 1.002e-02 s | Records: 0
show_rentals                   | 1.936e-02 s | Records: 0
show_rentals                   | 6.403e-03 s | Records: 0
show_rentals                   | 1.759e-02 s | Records: 0
show_rentals                   | 8.078e-03 s | Records: 0
show_rentals                   | 7.849e-03 s | Records: 0
show_rentals                   | 8.724e-03 s | Records: 1
show_rentals                   | 7.247e-03 s | Records: 0
show_rentals                   | 5.799e-03 s | Records: 0
show_rentals                   | 5.624e-03 s | Records: 0
show_rentals                   | 6.209e-03 s | Records: 0
show_rentals                   | 6.917e-03 s | Records: 0
show_rentals                   | 7.174e-03 s | Records: 0
show_rentals                   | 1.713e-02 s | Records: 0
show_rentals                   | 1.642e-02 s | Records: 0
show_rentals                   | 4.949e-03 s | Records: 0
show_rentals                   | 6.324e-03 s | Records: 1
show_rentals                   | 5.263e-03 s | Records: 0
show_rentals                   | 5.434e-03 s | Records: 0
show_rentals                   | 6.246e-03 s | Records: 1
show_rentals                   | 5.202e-03 s | Records: 0
show_rentals                   | 5.334e-03 s | Records: 1
show_rentals                   | 5.849e-03 s | Records: 1
show_rentals                   | 8.117e-03 s | Records: 2
show_rentals                   | 5.681e-03 s | Records: 0
show_rentals                   | 5.461e-03 s | Records: 0
show_rentals                   | 1.999e-02 s | Records: 1
show_rentals                   | 8.320e-03 s | Records: 0
show_rentals                   | 9.079e-03 s | Records: 0
show_rentals                   | 8.838e-03 s | Records: 0
show_rentals                   | 8.748e-03 s | Records: 0
show_rentals                   | 8.627e-03 s | Records: 0
show_rentals                   | 7.736e-03 s | Records: 0
show_rentals                   | 7.419e-03 s | Records: 0
show_rentals                   | 8.390e-03 s | Records: 0
show_rentals                   | 8.485e-03 s | Records: 0
show_rentals                   | 1.876e-02 s | Records: 0
show_rentals                   | 9.842e-03 s | Records: 1
show_rentals                   | 7.513e-03 s | Records: 0
show_rentals                   | 1.051e-02 s | Records: 1
show_rentals                   | 9.844e-03 s | Records: 0
show_rentals                   | 7.299e-03 s | Records: 0
show_rentals                   | 6.654e-03 s | Records: 0
show_rentals                   | 7.136e-03 s | Records: 0
show_rentals                   | 6.009e-03 s | Records: 0
show_rentals                   | 6.610e-03 s | Records: 0
show_rentals                   | 5.767e-03 s | Records: 0
show_rentals                   | 6.854e-03 s | Records: 0
show_rentals                   | 5.808e-03 s | Records: 0
show_rentals                   | 5.955e-03 s | Records: 0
show_rentals                   | 6.459e-03 s | Records: 0
show_rentals                   | 7.026e-03 s | Records: 1
show_rentals                   | 5.814e-03 s | Records: 0
show_rentals                   | 1.670e-02 s | Records: 0
show_rentals                   | 6.715e-03 s | Records: 0
show_rentals                   | 6.976e-03 s | Records: 0
show_rentals                   | 6.895e-03 s | Records: 0
show_rentals                   | 6.585e-03 s | Records: 0
show_rentals                   | 8.212e-03 s | Records: 0
show_rentals                   | 6.980e-03 s | Records: 0
show_rentals                   | 6.779e-03 s | Records: 0
show_rentals                   | 2.095e-02 s | Records: 0
show_rentals                   | 1.282e-02 s | Records: 1
show_rentals                   | 6.667e-03 s | Records: 0
show_rentals                   | 7.011e-03 s | Records: 0
show_rentals                   | 6.098e-03 s | Records: 0
show_rentals                   | 7.951e-03 s | Records: 0
show_rentals                   | 6.591e-03 s | Records: 0
show_rentals                   | 7.999e-03 s | Records: 1
show_rentals                   | 9.074e-03 s | Records: 0
show_rentals                   | 1.198e-02 s | Records: 0
show_rentals                   | 8.739e-03 s | Records: 0
show_rentals                   | 5.538e-03 s | Records: 0
show_rentals                   | 5.819e-03 s | Records: 0
show_rentals                   | 4.187e-03 s | Records: 0
show_rentals                   | 4.326e-03 s | Records: 0
show_rentals                   | 4.286e-03 s | Records: 0
show_rentals                   | 4.596e-03 s | Records: 0
show_rentals                   | 4.447e-03 s | Records: 0
show_rentals                   | 4.484e-03 s | Records: 0
show_rentals                   | 4.110e-03 s | Records: 0
show_rentals                   | 4.119e-03 s | Records: 0
show_rentals                   | 5.622e-03 s | Records: 1
show_rentals                   | 5.036e-03 s | Records: 0
show_rentals                   | 4.886e-03 s | Records: 0
show_rentals                   | 5.324e-03 s | Records: 0
show_rentals                   | 4.736e-03 s | Records: 0
show_rentals                   | 5.155e-03 s | Records: 0
show_rentals                   | 4.590e-03 s | Records: 0
show_rentals                   | 1.521e-02 s | Records: 0
show_rentals                   | 4.872e-03 s | Records: 0
show_rentals                   | 5.073e-03 s | Records: 0
show_rentals                   | 4.676e-03 s | Records: 0
show_rentals                   | 5.051e-03 s | Records: 0
show_rentals                   | 5.545e-03 s | Records: 0
show_rentals                   | 4.755e-03 s | Records: 0
show_rentals                   | 5.471e-03 s | Records: 1
show_rentals                   | 5.253e-03 s | Records: 0
show_rentals                   | 4.989e-03 s | Records: 0
show_rentals                   | 1.561e-02 s | Records: 0
show_rentals                   | 6.733e-03 s | Records: 1
show_rentals                   | 6.209e-03 s | Records: 0
show_rentals                   | 6.238e-03 s | Records: 0
show_rentals                   | 6.432e-03 s | Records: 0
show_rentals                   | 6.913e-03 s | Records: 0
show_rentals                   | 6.290e-03 s | Records: 0
show_rentals                   | 6.712e-03 s | Records: 0
show_rentals                   | 6.218e-03 s | Records: 0
show_rentals                   | 8.235e-03 s | Records: 1
show_rentals                   | 6.332e-03 s | Records: 0
show_rentals                   | 6.782e-03 s | Records: 0
show_rentals                   | 7.527e-03 s | Records: 0
show_rentals                   | 1.865e-02 s | Records: 1
show_rentals                   | 6.168e-03 s | Records: 0
show_rentals                   | 7.107e-03 s | Records: 0
show_rentals                   | 6.074e-03 s | Records: 0
show_rentals                   | 7.821e-03 s | Records: 0
show_rentals                   | 1.505e-02 s | Records: 0
show_rentals                   | 5.280e-03 s | Records: 0
show_rentals                   | 7.931e-03 s | Records: 2
show_rentals                   | 8.057e-03 s | Records: 1
show_rentals                   | 8.031e-03 s | Records: 0
show_rentals                   | 1.672e-02 s | Records: 1
show_rentals                   | 4.643e-03 s | Records: 0
show_rentals                   | 4.951e-03 s | Records: 0
show_rentals                   | 6.079e-03 s | Records: 0
show_rentals                   | 6.017e-03 s | Records: 1
show_rentals                   | 8.076e-03 s | Records: 2
show_rentals                   | 5.084e-03 s | Records: 0
show_rentals                   | 4.521e-03 s | Records: 0
show_rentals                   | 5.226e-03 s | Records: 0
show_rentals                   | 1.489e-02 s | Records: 0
show_rentals                   | 1.576e-02 s | Records: 0
show_rentals                   | 5.296e-03 s | Records: 0
show_rentals                   | 5.483e-03 s | Records: 0
show_rentals                   | 6.972e-03 s | Records: 0
show_rentals                   | 5.366e-03 s | Records: 0
show_rentals                   | 1.629e-02 s | Records: 0
show_rentals                   | 4.425e-03 s | Records: 0
show_rentals                   | 5.937e-03 s | Records: 0
show_rentals                   | 5.084e-03 s | Records: 0
show_rentals                   | 4.991e-03 s | Records: 0
show_rentals                   | 4.549e-03 s | Records: 0
show_rentals                   | 5.885e-03 s | Records: 1
show_rentals                   | 5.167e-03 s | Records: 0
show_rentals                   | 1.730e-02 s | Records: 0
show_rentals                   | 5.665e-02 s | Records: 1

Execution at 2020-03-10 19:14:49.380497
---------------------------------------
read_csv                       | 8.874e-04 s | Records: 3
read_csv                       | 7.704e-04 s | Records: 3
read_csv                       | 2.505e-02 s | Records: 1503
read_csv                       | 2.417e-02 s | Records: 2004
read_csv                       | 5.364e-03 s | Records: 505
read_csv                       | 2.371e-02 s | Records: 2004
read_csv                       | 2.388e-02 s | Records: 1503
read_csv                       | 4.643e-03 s | Records: 505
import_data                    | 2.242e-01 s | Records: 2
read_csv                       | 2.386e-02 s | Records: 1503
read_csv                       | 2.177e-02 s | Records: 2004
read_csv                       | 4.103e-03 s | Records: 505
show_available_products        | 6.845e-03 s | Records: 0
read_csv                       | 2.507e-02 s | Records: 2004
read_csv                       | 4.001e-02 s | Records: 1503
read_csv                       | 5.260e-03 s | Records: 505
import_data                    | 2.575e-01 s | Records: 2
show_available_products        | 2.680e+00 s | Records: 1853
read_csv                       | 1.774e-02 s | Records: 1503
read_csv                       | 1.983e-02 s | Records: 2004
read_csv                       | 4.834e-03 s | Records: 505
read_csv                       | 2.313e-02 s | Records: 2004
read_csv                       | 2.367e-02 s | Records: 1503
read_csv                       | 4.563e-03 s | Records: 505
import_data                    | 2.354e-01 s | Records: 2
show_available_products        | 2.743e+00 s | Records: 1853
show_products_for_customer     | 2.745e+00 s | Records: 1853
read_csv                       | 1.797e-02 s | Records: 1503
read_csv                       | 1.571e-02 s | Records: 2004
read_csv                       | 3.062e-03 s | Records: 505
read_csv                       | 1.636e-02 s | Records: 2004
read_csv                       | 2.130e-02 s | Records: 1503
read_csv                       | 4.505e-03 s | Records: 505
import_data                    | 2.094e-01 s | Records: 2
show_rentals                   | 1.744e-02 s | Records: 0
show_rentals                   | 1.962e-02 s | Records: 2
show_rentals                   | 9.382e-03 s | Records: 2
show_rentals                   | 1.679e-02 s | Records: 1
show_rentals                   | 1.162e-02 s | Records: 3
show_rentals                   | 1.807e-02 s | Records: 0
show_rentals                   | 2.023e-02 s | Records: 2
show_rentals                   | 1.905e-02 s | Records: 1
show_rentals                   | 6.512e-03 s | Records: 0
show_rentals                   | 1.891e-02 s | Records: 1
show_rentals                   | 6.940e-03 s | Records: 0
show_rentals                   | 1.852e-02 s | Records: 1
show_rentals                   | 1.847e-02 s | Records: 0
show_rentals                   | 1.830e-02 s | Records: 0
show_rentals                   | 1.766e-02 s | Records: 0
show_rentals                   | 1.794e-02 s | Records: 0
show_rentals                   | 1.984e-02 s | Records: 1
show_rentals                   | 8.961e-03 s | Records: 1
show_rentals                   | 7.421e-03 s | Records: 0
show_rentals                   | 1.838e-02 s | Records: 0
show_rentals                   | 1.762e-02 s | Records: 0
show_rentals                   | 1.145e-02 s | Records: 1
show_rentals                   | 1.792e-02 s | Records: 0
show_rentals                   | 2.015e-02 s | Records: 1
show_rentals                   | 1.989e-02 s | Records: 1
show_rentals                   | 1.752e-02 s | Records: 0
show_rentals                   | 1.679e-02 s | Records: 0
show_rentals                   | 7.938e-03 s | Records: 0
show_rentals                   | 1.897e-02 s | Records: 0
show_rentals                   | 7.804e-03 s | Records: 0
show_rentals                   | 8.101e-03 s | Records: 0
show_rentals                   | 7.559e-03 s | Records: 0
show_rentals                   | 6.025e-03 s | Records: 0
show_rentals                   | 5.558e-03 s | Records: 0
show_rentals                   | 5.579e-03 s | Records: 0
show_rentals                   | 6.444e-03 s | Records: 0
show_rentals                   | 6.362e-03 s | Records: 0
show_rentals                   | 1.710e-02 s | Records: 0
show_rentals                   | 1.732e-02 s | Records: 0
show_rentals                   | 1.825e-02 s | Records: 0
show_rentals                   | 1.746e-02 s | Records: 0
show_rentals                   | 1.789e-02 s | Records: 0
show_rentals                   | 7.324e-03 s | Records: 0
show_rentals                   | 1.783e-02 s | Records: 0
show_rentals                   | 1.858e-02 s | Records: 0
show_rentals                   | 1.991e-02 s | Records: 1
show_rentals                   | 9.800e-03 s | Records: 1
show_rentals                   | 1.739e-02 s | Records: 0
show_rentals                   | 8.681e-03 s | Records: 1
show_rentals                   | 1.859e-02 s | Records: 0
show_rentals                   | 1.953e-02 s | Records: 1
show_rentals                   | 6.581e-03 s | Records: 0
show_rentals                   | 1.618e-02 s | Records: 0
show_rentals                   | 2.068e-02 s | Records: 1
show_rentals                   | 7.352e-03 s | Records: 0
show_rentals                   | 1.661e-02 s | Records: 0
show_rentals                   | 1.778e-02 s | Records: 0
show_rentals                   | 7.737e-03 s | Records: 0
show_rentals                   | 2.036e-02 s | Records: 1
show_rentals                   | 1.791e-02 s | Records: 0
show_rentals                   | 7.596e-03 s | Records: 0
show_rentals                   | 6.604e-03 s | Records: 0
show_rentals                   | 1.735e-02 s | Records: 0
show_rentals                   | 1.793e-02 s | Records: 0
show_rentals                   | 1.796e-02 s | Records: 0
show_rentals                   | 7.515e-03 s | Records: 0
show_rentals                   | 1.822e-02 s | Records: 0
show_rentals                   | 7.593e-03 s | Records: 0
show_rentals                   | 7.124e-03 s | Records: 0
show_rentals                   | 2.062e-02 s | Records: 1
show_rentals                   | 1.015e-02 s | Records: 1
show_rentals                   | 7.566e-03 s | Records: 0
show_rentals                   | 7.268e-03 s | Records: 0
show_rentals                   | 1.787e-02 s | Records: 0
show_rentals                   | 1.710e-02 s | Records: 0
show_rentals                   | 7.016e-03 s | Records: 0
show_rentals                   | 1.706e-02 s | Records: 0
show_rentals                   | 6.003e-03 s | Records: 0
show_rentals                   | 5.307e-03 s | Records: 0
show_rentals                   | 6.480e-03 s | Records: 1
show_rentals                   | 1.682e-02 s | Records: 0
show_rentals                   | 5.987e-03 s | Records: 0
show_rentals                   | 1.599e-02 s | Records: 0
show_rentals                   | 1.702e-02 s | Records: 0
show_rentals                   | 8.930e-03 s | Records: 1
show_rentals                   | 8.012e-03 s | Records: 0
show_rentals                   | 1.834e-02 s | Records: 0
show_rentals                   | 7.938e-03 s | Records: 0
show_rentals                   | 1.875e-02 s | Records: 0
show_rentals                   | 1.853e-02 s | Records: 1
show_rentals                   | 7.738e-03 s | Records: 0
show_rentals                   | 8.329e-03 s | Records: 0
show_rentals                   | 1.031e-02 s | Records: 1
show_rentals                   | 2.050e-02 s | Records: 1
show_rentals                   | 9.571e-03 s | Records: 1
show_rentals                   | 7.617e-03 s | Records: 0
show_rentals                   | 8.091e-03 s | Records: 0
show_rentals                   | 1.838e-02 s | Records: 0
show_rentals                   | 2.070e-02 s | Records: 1
show_rentals                   | 1.755e-02 s | Records: 0
show_rentals                   | 1.673e-02 s | Records: 0
show_rentals                   | 1.679e-02 s | Records: 0
show_rentals                   | 1.883e-02 s | Records: 1
show_rentals                   | 1.760e-02 s | Records: 0
show_rentals                   | 1.692e-02 s | Records: 0
show_rentals                   | 1.926e-02 s | Records: 1
show_rentals                   | 1.779e-02 s | Records: 0
show_rentals                   | 1.792e-02 s | Records: 0
show_rentals                   | 9.573e-03 s | Records: 1
show_rentals                   | 1.762e-02 s | Records: 1
show_rentals                   | 1.668e-02 s | Records: 0
show_rentals                   | 1.690e-02 s | Records: 0
show_rentals                   | 1.713e-02 s | Records: 0
show_rentals                   | 2.773e-02 s | Records: 0
show_rentals                   | 1.773e-02 s | Records: 0
show_rentals                   | 1.775e-02 s | Records: 1
show_rentals                   | 1.620e-02 s | Records: 0
show_rentals                   | 1.537e-02 s | Records: 0
show_rentals                   | 1.619e-02 s | Records: 0
show_rentals                   | 1.785e-02 s | Records: 0
show_rentals                   | 8.021e-03 s | Records: 0
show_rentals                   | 2.017e-02 s | Records: 1
show_rentals                   | 8.172e-03 s | Records: 0
show_rentals                   | 7.519e-03 s | Records: 0
show_rentals                   | 1.820e-02 s | Records: 0
show_rentals                   | 7.754e-03 s | Records: 0
show_rentals                   | 7.467e-03 s | Records: 0
show_rentals                   | 1.751e-02 s | Records: 0
show_rentals                   | 8.604e-03 s | Records: 0
show_rentals                   | 1.695e-02 s | Records: 0
show_rentals                   | 1.695e-02 s | Records: 0
show_rentals                   | 9.624e-03 s | Records: 1
show_rentals                   | 7.495e-03 s | Records: 0
show_rentals                   | 1.044e-02 s | Records: 1
show_rentals                   | 7.662e-03 s | Records: 0
show_rentals                   | 2.814e-02 s | Records: 0
show_rentals                   | 7.570e-03 s | Records: 0
show_rentals                   | 7.622e-03 s | Records: 0
show_rentals                   | 2.032e-02 s | Records: 1
show_rentals                   | 7.611e-03 s | Records: 0
show_rentals                   | 1.821e-02 s | Records: 0
show_rentals                   | 1.687e-02 s | Records: 0
show_rentals                   | 1.146e-02 s | Records: 2
show_rentals                   | 7.226e-03 s | Records: 0
show_rentals                   | 1.710e-02 s | Records: 0
show_rentals                   | 6.347e-03 s | Records: 0
show_rentals                   | 1.898e-02 s | Records: 1
show_rentals                   | 1.741e-02 s | Records: 0
show_rentals                   | 7.671e-03 s | Records: 0
show_rentals                   | 7.227e-03 s | Records: 0
show_rentals                   | 1.796e-02 s | Records: 0
show_rentals                   | 1.684e-02 s | Records: 0
show_rentals                   | 7.452e-03 s | Records: 0
show_rentals                   | 1.734e-02 s | Records: 0
show_rentals                   | 7.516e-03 s | Records: 0
show_rentals                   | 7.376e-03 s | Records: 0
show_rentals                   | 1.669e-02 s | Records: 0
show_rentals                   | 1.776e-02 s | Records: 0
show_rentals                   | 9.886e-03 s | Records: 2
show_rentals                   | 8.394e-03 s | Records: 1
show_rentals                   | 7.386e-03 s | Records: 0
show_rentals                   | 7.257e-03 s | Records: 0
show_rentals                   | 1.696e-02 s | Records: 0
show_rentals                   | 1.789e-02 s | Records: 0
show_rentals                   | 7.405e-03 s | Records: 0
show_rentals                   | 5.908e-03 s | Records: 0
show_rentals                   | 5.875e-03 s | Records: 0
show_rentals                   | 1.742e-02 s | Records: 0
show_rentals                   | 6.794e-03 s | Records: 0
show_rentals                   | 1.724e-02 s | Records: 0
show_rentals                   | 9.577e-03 s | Records: 1
show_rentals                   | 6.940e-03 s | Records: 0
show_rentals                   | 7.299e-03 s | Records: 0
show_rentals                   | 1.889e-02 s | Records: 1
show_rentals                   | 7.605e-03 s | Records: 0
show_rentals                   | 6.790e-03 s | Records: 0
show_rentals                   | 1.769e-02 s | Records: 0
show_rentals                   | 7.400e-03 s | Records: 0
show_rentals                   | 1.648e-02 s | Records: 0
show_rentals                   | 1.974e-02 s | Records: 1
show_rentals                   | 7.552e-03 s | Records: 0
show_rentals                   | 7.395e-03 s | Records: 0
show_rentals                   | 1.797e-02 s | Records: 0
show_rentals                   | 8.069e-03 s | Records: 1
show_rentals                   | 6.091e-03 s | Records: 0
show_rentals                   | 1.698e-02 s | Records: 0
show_rentals                   | 7.312e-03 s | Records: 0
show_rentals                   | 7.434e-03 s | Records: 0
show_rentals                   | 6.863e-03 s | Records: 0
show_rentals                   | 7.119e-03 s | Records: 0
show_rentals                   | 6.921e-03 s | Records: 0
show_rentals                   | 7.941e-03 s | Records: 0
show_rentals                   | 1.726e-02 s | Records: 0
show_rentals                   | 9.759e-03 s | Records: 1
show_rentals                   | 7.479e-03 s | Records: 0
show_rentals                   | 8.027e-03 s | Records: 0
show_rentals                   | 1.695e-02 s | Records: 0
show_rentals                   | 1.747e-02 s | Records: 0
show_rentals                   | 7.542e-03 s | Records: 0
show_rentals                   | 7.783e-03 s | Records: 0
show_rentals                   | 7.559e-03 s | Records: 0
show_rentals                   | 1.855e-02 s | Records: 0
show_rentals                   | 7.595e-03 s | Records: 0
show_rentals                   | 2.048e-02 s | Records: 1
show_rentals                   | 1.889e-02 s | Records: 0
show_rentals                   | 1.995e-02 s | Records: 0
show_rentals                   | 8.901e-03 s | Records: 0
show_rentals                   | 1.045e-02 s | Records: 1
show_rentals                   | 1.961e-02 s | Records: 0
show_rentals                   | 2.110e-02 s | Records: 1
show_rentals                   | 1.863e-02 s | Records: 0
show_rentals                   | 1.821e-02 s | Records: 0
show_rentals                   | 9.226e-03 s | Records: 0
show_rentals                   | 8.395e-03 s | Records: 0
show_rentals                   | 1.016e-02 s | Records: 1
show_rentals                   | 8.521e-03 s | Records: 0
show_rentals                   | 1.153e-02 s | Records: 1
show_rentals                   | 1.914e-02 s | Records: 0
show_rentals                   | 8.648e-03 s | Records: 0
show_rentals                   | 1.782e-02 s | Records: 0
show_rentals                   | 1.887e-02 s | Records: 0
show_rentals                   | 8.396e-03 s | Records: 0
show_rentals                   | 8.482e-03 s | Records: 0
show_rentals                   | 1.713e-02 s | Records: 0
show_rentals                   | 7.534e-03 s | Records: 0
show_rentals                   | 1.640e-02 s | Records: 0
show_rentals                   | 2.077e-02 s | Records: 1
show_rentals                   | 7.315e-03 s | Records: 0
show_rentals                   | 6.777e-03 s | Records: 0
show_rentals                   | 1.691e-02 s | Records: 0
show_rentals                   | 1.702e-02 s | Records: 0
show_rentals                   | 6.962e-03 s | Records: 0
show_rentals                   | 1.726e-02 s | Records: 0
show_rentals                   | 1.913e-02 s | Records: 1
show_rentals                   | 5.938e-03 s | Records: 0
show_rentals                   | 7.188e-03 s | Records: 0
show_rentals                   | 1.806e-02 s | Records: 0
show_rentals                   | 5.336e-03 s | Records: 0
show_rentals                   | 6.647e-03 s | Records: 0
show_rentals                   | 5.171e-03 s | Records: 0
show_rentals                   | 6.548e-03 s | Records: 1
show_rentals                   | 1.621e-02 s | Records: 0
show_rentals                   | 1.683e-02 s | Records: 0
show_rentals                   | 1.029e-02 s | Records: 2
show_rentals                   | 8.595e-03 s | Records: 1
show_rentals                   | 1.823e-02 s | Records: 0
show_rentals                   | 1.772e-02 s | Records: 0
show_rentals                   | 6.752e-03 s | Records: 0
show_rentals                   | 1.965e-02 s | Records: 1
show_rentals                   | 5.551e-03 s | Records: 0
show_rentals                   | 5.388e-03 s | Records: 0
show_rentals                   | 1.628e-02 s | Records: 0
show_rentals                   | 2.024e-02 s | Records: 2
show_rentals                   | 7.027e-03 s | Records: 0
show_rentals                   | 6.313e-03 s | Records: 0
show_rentals                   | 7.661e-03 s | Records: 1
show_rentals                   | 7.672e-03 s | Records: 2
show_rentals                   | 4.488e-03 s | Records: 0
show_rentals                   | 2.685e-02 s | Records: 0
show_rentals                   | 6.995e-03 s | Records: 0
show_rentals                   | 7.002e-03 s | Records: 0
show_rentals                   | 1.823e-02 s | Records: 0
show_rentals                   | 1.774e-02 s | Records: 0
show_rentals                   | 1.815e-02 s | Records: 0
show_rentals                   | 2.064e-02 s | Records: 1
show_rentals                   | 7.322e-03 s | Records: 0
show_rentals                   | 5.762e-03 s | Records: 0
show_rentals                   | 1.566e-02 s | Records: 0
show_rentals                   | 5.561e-03 s | Records: 0
show_rentals                   | 4.871e-03 s | Records: 0
show_rentals                   | 4.857e-03 s | Records: 0
show_rentals                   | 4.882e-03 s | Records: 0
show_rentals                   | 6.116e-03 s | Records: 1
