rental_id,product_id,customer_id,amount,time,price,total
rnt1210,prd8844,user1210,64,35,466,1043840
rnt1211,prd5603,user1211,67,341,7,159929
rnt1212,prd9722,user1212,6,131,221,173706
rnt1213,prd6798,user1213,53,140,113,838460
rnt1214,prd1015,user1214,6,334,463,927852
rnt1215,prd2533,user1215,25,107,220,588500
rnt1216,prd4533,user1216,79,263,226,4695602
rnt1217,prd42,user1217,30,132,439,1738440
rnt1218,prd5867,user1218,77,37,175,498575
rnt1219,prd3197,user1219,19,340,21,135660
rnt1220,prd1583,user1220,78,218,173,2941692
rnt1221,prd849,user1221,77,175,383,5160925
rnt1222,prd9128,user1222,79,333,210,5524470
rnt1223,prd5385,user1223,87,161,285,3991995
rnt1224,prd2375,user1224,90,8,354,254880
rnt1225,prd1552,user1225,93,290,85,2292450
rnt1226,prd2460,user1226,37,73,314,848114
rnt1227,prd7082,user1227,58,309,145,2598690
rnt1228,prd9019,user1228,49,266,158,2059372
rnt1229,prd955,user1229,49,58,485,1378370
rnt1230,prd5571,user1230,47,92,442,1911208
rnt1231,prd770,user1231,60,106,71,451560
rnt1232,prd2157,user1232,60,162,218,2118960
rnt1233,prd502,user1233,26,353,460,4221880
rnt1234,prd2464,user1234,60,88,2,10560
rnt1235,prd3648,user1235,58,195,163,1843530
rnt1236,prd7221,user1236,23,305,451,3163765
rnt1237,prd714,user1237,47,275,137,1770725
rnt1238,prd2389,user1238,41,81,177,587817
rnt1239,prd3255,user1239,73,16,203,237104
rnt1240,prd4659,user1240,12,216,283,733536
rnt1241,prd8454,user1241,11,139,416,636064
rnt1242,prd8920,user1242,54,288,179,2783808
rnt1243,prd6427,user1243,48,106,331,1684128
rnt1244,prd8203,user1244,71,309,460,10091940
rnt1245,prd4830,user1245,62,56,315,1093680
rnt1246,prd2228,user1246,84,32,282,758016
rnt1247,prd8256,user1247,50,6,98,29400
rnt1248,prd1578,user1248,13,68,317,280228
rnt1249,prd9960,user1249,40,143,421,2408120
rnt1250,prd9729,user1250,73,121,111,980463
rnt1251,prd7308,user1251,89,284,28,707728
rnt1252,prd5850,user1252,30,361,142,1537860
rnt1253,prd1404,user1253,84,325,252,6879600
rnt1254,prd3603,user1254,21,268,114,641592
rnt1255,prd9349,user1255,92,178,59,966184
rnt1256,prd1616,user1256,98,301,361,10648778
rnt1257,prd1197,user1257,85,329,81,2265165
rnt1258,prd4813,user1258,98,36,5,17640
rnt1259,prd8618,user1259,67,58,248,963728
rnt1260,prd758,user1260,83,192,80,1274880
rnt1261,prd2767,user1261,23,354,135,1099170
rnt1262,prd3942,user1262,20,289,370,2138600
rnt1263,prd8783,user1263,14,288,206,830592
rnt1264,prd3572,user1264,87,92,303,2425212
rnt1265,prd4934,user1265,32,159,255,1297440
rnt1266,prd7190,user1266,29,353,200,2047400
rnt1267,prd4957,user1267,66,44,369,1071576
rnt1268,prd9517,user1268,63,164,289,2985948
rnt1269,prd7793,user1269,20,300,158,948000
rnt1270,prd1767,user1270,21,278,120,700560
rnt1271,prd4488,user1271,15,206,471,1455390
rnt1272,prd9393,user1272,46,195,58,520260
rnt1273,prd6046,user1273,95,129,310,3799050
rnt1274,prd6932,user1274,68,80,186,1011840
rnt1275,prd9511,user1275,79,281,470,10433530
rnt1276,prd5510,user1276,45,271,434,5292630
rnt1277,prd7184,user1277,68,257,44,768944
rnt1278,prd1877,user1278,67,218,10,146060
rnt1279,prd7386,user1279,10,344,209,718960
rnt1280,prd8337,user1280,73,108,485,3823740
rnt1281,prd527,user1281,66,101,297,1979802
rnt1282,prd2793,user1282,19,39,444,329004
rnt1283,prd1537,user1283,39,64,483,1205568
rnt1284,prd4688,user1284,27,95,389,997785
rnt1285,prd6537,user1285,32,179,214,1225792
rnt1286,prd6455,user1286,90,125,108,1215000
rnt1287,prd4605,user1287,96,206,101,1997376
rnt1288,prd7216,user1288,44,281,355,4389220
rnt1289,prd9807,user1289,67,170,32,364480
rnt1290,prd3791,user1290,0,349,51,0
rnt1291,prd5076,user1291,69,145,362,3621810
rnt1292,prd4744,user1292,84,236,184,3647616
rnt1293,prd302,user1293,57,152,314,2720496
rnt1294,prd308,user1294,39,112,144,628992
rnt1295,prd5068,user1295,82,160,479,6284480
rnt1296,prd5628,user1296,38,314,12,143184
rnt1297,prd3945,user1297,12,38,317,144552
rnt1298,prd3947,user1298,15,176,101,266640
rnt1299,prd4811,user1299,100,116,154,1786400
rnt1300,prd5961,user1300,15,122,51,93330
rnt1301,prd7408,user1301,56,347,446,8666672
rnt1302,prd2982,user1302,97,135,19,248805
rnt1303,prd8099,user1303,72,212,162,2472768
rnt1304,prd9394,user1304,82,142,405,4715820
rnt1305,prd1046,user1305,6,166,335,333660
rnt1306,prd9392,user1306,25,196,137,671300
rnt1307,prd7187,user1307,47,36,217,367164
rnt1308,prd2950,user1308,14,322,304,1370432
rnt1309,prd5887,user1309,5,268,355,475700
rnt1310,prd3201,user1310,40,205,248,2033600
rnt1311,prd9900,user1311,85,157,26,346970
rnt1312,prd733,user1312,44,64,474,1334784
rnt1313,prd9159,user1313,47,114,445,2384310
rnt1314,prd281,user1314,98,240,298,7008960
rnt1315,prd3608,user1315,16,18,122,35136
rnt1316,prd1559,user1316,57,355,338,6839430
rnt1317,prd8709,user1317,0,358,7,0
rnt1318,prd4642,user1318,56,116,151,980896
rnt1319,prd4875,user1319,74,238,247,4350164
rnt1320,prd4583,user1320,30,155,60,279000
rnt1321,prd8232,user1321,98,94,247,2275364
rnt1322,prd1999,user1322,68,16,60,65280
rnt1323,prd9795,user1323,17,249,482,2040306
rnt1324,prd7889,user1324,38,292,75,832200
rnt1325,prd1971,user1325,62,223,200,2765200
rnt1326,prd2242,user1326,27,44,263,312444
rnt1327,prd8371,user1327,68,348,337,7974768
rnt1328,prd3684,user1328,89,77,70,479710
rnt1329,prd2422,user1329,2,207,42,17388
rnt1330,prd7836,user1330,3,55,60,9900
rnt1331,prd1154,user1331,24,286,27,185328
rnt1332,prd6743,user1332,98,216,131,2773008
rnt1333,prd1327,user1333,75,318,123,2933550
rnt1334,prd7662,user1334,50,204,252,2570400
rnt1335,prd5765,user1335,6,96,476,274176
rnt1336,prd6809,user1336,16,170,462,1256640
rnt1337,prd9335,user1337,29,319,393,3635643
rnt1338,prd1780,user1338,51,306,78,1217268
rnt1339,prd2967,user1339,97,23,257,573367
rnt1340,prd4642,user1340,11,217,365,871255
rnt1341,prd3046,user1341,95,263,212,5296820
rnt1342,prd9049,user1342,93,281,92,2404236
rnt1343,prd7174,user1343,70,205,393,5639550
rnt1344,prd3464,user1344,76,129,9,88236
rnt1345,prd9254,user1345,47,349,402,6594006
rnt1346,prd993,user1346,58,351,41,834678
rnt1347,prd1370,user1347,54,36,399,775656
rnt1348,prd8544,user1348,27,41,12,13284
rnt1349,prd4311,user1349,39,309,41,494091
rnt1350,prd6238,user1350,75,187,318,4459950
rnt1351,prd3573,user1351,90,191,354,6085260
rnt1352,prd1750,user1352,27,215,378,2194290
rnt1353,prd2476,user1353,43,14,470,282940
rnt1354,prd5655,user1354,27,357,426,4106214
rnt1355,prd988,user1355,30,227,258,1756980
rnt1356,prd7167,user1356,76,139,388,4098832
rnt1357,prd930,user1357,31,297,190,1749330
rnt1358,prd7005,user1358,49,327,483,7739109
rnt1359,prd3155,user1359,44,197,138,1196184
rnt1360,prd848,user1360,8,320,77,197120
rnt1361,prd3804,user1361,15,235,19,66975
rnt1362,prd4170,user1362,45,168,179,1353240
rnt1363,prd8368,user1363,84,101,338,2867592
rnt1364,prd7934,user1364,89,153,120,1634040
rnt1365,prd7866,user1365,87,166,171,2469582
rnt1366,prd1748,user1366,13,108,2,2808
rnt1367,prd7751,user1367,78,187,12,175032
rnt1368,prd6870,user1368,59,193,453,5158311
rnt1369,prd1149,user1369,60,88,476,2513280
rnt1370,prd3053,user1370,41,226,335,3104110
rnt1371,prd7731,user1371,81,359,88,2558952
rnt1372,prd758,user1372,29,13,89,33553
rnt1373,prd3977,user1373,75,258,10,193500
rnt1374,prd7011,user1374,90,329,156,4619160
rnt1375,prd7844,user1375,23,347,285,2274585
rnt1376,prd596,user1376,86,59,448,2273152
rnt1377,prd3752,user1377,36,136,456,2232576
rnt1378,prd1106,user1378,35,127,85,377825
rnt1379,prd7711,user1379,100,236,2,47200
rnt1380,prd5340,user1380,17,109,307,568871
rnt1381,prd22,user1381,79,67,80,423440
rnt1382,prd1603,user1382,24,187,373,1674024
rnt1383,prd96,user1383,52,11,63,36036
rnt1384,prd4494,user1384,70,31,42,91140
rnt1385,prd7017,user1385,40,56,401,898240
rnt1386,prd4752,user1386,79,249,266,5232486
rnt1387,prd5826,user1387,18,329,290,1717380
rnt1388,prd9158,user1388,82,37,137,415658
rnt1389,prd157,user1389,57,19,304,329232
rnt1390,prd1189,user1390,11,130,60,85800
rnt1391,prd2581,user1391,87,286,227,5648214
rnt1392,prd4183,user1392,88,41,334,1205072
rnt1393,prd1470,user1393,37,245,230,2084950
rnt1394,prd66,user1394,93,304,246,6954912
rnt1395,prd5333,user1395,14,29,26,10556
rnt1396,prd6832,user1396,82,349,448,12820864
rnt1397,prd2045,user1397,92,82,472,3560768
rnt1398,prd2431,user1398,68,237,169,2723604
rnt1399,prd2795,user1399,47,10,452,212440
rnt1400,prd5314,user1400,88,174,90,1378080
rnt1401,prd7905,user1401,79,62,379,1856342
rnt1402,prd2373,user1402,30,69,38,78660
rnt1403,prd3645,user1403,44,167,152,1116896
rnt1404,prd5966,user1404,70,69,173,835590
rnt1405,prd1487,user1405,38,18,318,217512
rnt1406,prd1801,user1406,18,79,343,487746
rnt1407,prd3863,user1407,17,236,149,597788
rnt1408,prd2236,user1408,7,21,287,42189
rnt1409,prd9732,user1409,25,172,106,455800
rnt1410,prd4816,user1410,33,234,398,3073356
rnt1411,prd3264,user1411,12,107,408,523872
rnt1412,prd1039,user1412,15,154,439,1014090
rnt1413,prd3985,user1413,58,7,17,6902
rnt1414,prd2179,user1414,97,226,369,8089218
rnt1415,prd3021,user1415,95,217,39,803985
rnt1416,prd7003,user1416,89,60,249,1329660
rnt1417,prd1172,user1417,59,85,488,2447320
rnt1418,prd9862,user1418,6,266,345,550620
rnt1419,prd3999,user1419,24,336,85,685440
rnt1420,prd1836,user1420,51,36,222,407592
rnt1421,prd2474,user1421,73,175,79,1009225
rnt1422,prd5780,user1422,32,260,416,3461120
rnt1423,prd7823,user1423,38,320,496,6031360
rnt1424,prd8259,user1424,93,365,90,3055050
rnt1425,prd5919,user1425,64,19,300,364800
rnt1426,prd9828,user1426,87,119,38,393414
rnt1427,prd7836,user1427,8,179,78,111696
rnt1428,prd616,user1428,16,279,457,2040048
rnt1429,prd3784,user1429,60,311,112,2089920
rnt1430,prd8317,user1430,26,306,250,1989000
rnt1431,prd2705,user1431,96,95,283,2580960
rnt1432,prd4010,user1432,86,30,122,314760
rnt1433,prd9288,user1433,73,329,50,1200850
rnt1434,prd4852,user1434,81,244,29,573156
rnt1435,prd7049,user1435,50,263,265,3484750
rnt1436,prd6510,user1436,98,364,398,14197456
rnt1437,prd5625,user1437,45,95,280,1197000
rnt1438,prd5862,user1438,64,20,336,430080
rnt1439,prd3364,user1439,89,325,450,13016250
rnt1440,prd5407,user1440,87,80,209,1454640
rnt1441,prd2757,user1441,6,262,499,784428
rnt1442,prd9435,user1442,31,316,418,4094728
rnt1443,prd1341,user1443,21,315,225,1488375
rnt1444,prd6461,user1444,92,225,373,7721100
rnt1445,prd1428,user1445,21,212,346,1540392
rnt1446,prd9550,user1446,17,189,258,828954
rnt1447,prd9265,user1447,8,365,108,315360
rnt1448,prd5019,user1448,93,226,497,10445946
rnt1449,prd9126,user1449,36,364,438,5739552
rnt1450,prd4399,user1450,99,181,439,7866441
rnt1451,prd4502,user1451,74,209,115,1778590
rnt1452,prd8827,user1452,88,289,384,9765888
rnt1453,prd9179,user1453,88,146,13,167024
rnt1454,prd653,user1454,46,217,186,1856652
rnt1455,prd635,user1455,97,205,235,4672975
rnt1456,prd8727,user1456,16,364,353,2055872
rnt1457,prd5230,user1457,95,359,264,9003720
rnt1458,prd4969,user1458,7,363,203,515823
rnt1459,prd3671,user1459,6,337,234,473148
rnt1460,prd3685,user1460,49,184,232,2091712
rnt1461,prd9334,user1461,24,300,460,3312000
rnt1462,prd8098,user1462,97,215,9,187695
rnt1463,prd2073,user1463,34,270,107,982260
rnt1464,prd33,user1464,81,3,207,50301
rnt1465,prd8260,user1465,47,363,195,3326895
rnt1466,prd9474,user1466,98,363,174,6189876
rnt1467,prd2466,user1467,0,317,206,0
rnt1468,prd8721,user1468,71,348,220,5435760
rnt1469,prd3762,user1469,69,47,190,616170
rnt1470,prd9243,user1470,9,145,436,568980
rnt1471,prd6194,user1471,61,226,28,386008
rnt1472,prd8554,user1472,35,43,419,630595
rnt1473,prd1814,user1473,84,175,342,5027400
rnt1474,prd4045,user1474,18,34,115,70380
rnt1475,prd6649,user1475,33,194,295,1888590
rnt1476,prd9174,user1476,1,320,186,59520
rnt1477,prd3952,user1477,56,91,117,596232
rnt1478,prd9809,user1478,15,32,266,127680
rnt1479,prd5839,user1479,20,343,223,1529780
rnt1480,prd9223,user1480,77,347,388,10366972
rnt1481,prd6752,user1481,43,209,31,278597
rnt1482,prd9931,user1482,90,325,49,1433250
rnt1483,prd2195,user1483,72,56,0,0
rnt1484,prd4595,user1484,36,328,271,3199968
rnt1485,prd3675,user1485,81,196,197,3127572
rnt1486,prd2525,user1486,62,344,371,7912688
rnt1487,prd2183,user1487,96,226,131,2842176
rnt1488,prd4548,user1488,81,60,264,1283040
rnt1489,prd4827,user1489,46,361,284,4716104
rnt1490,prd6181,user1490,75,178,371,4952850
rnt1491,prd2670,user1491,29,54,61,95526
rnt1492,prd999,user1492,42,220,99,914760
rnt1493,prd4101,user1493,5,192,35,33600
rnt1494,prd9766,user1494,70,107,209,1565410
rnt1495,prd561,user1495,30,118,208,736320
rnt1496,prd6206,user1496,98,152,77,1146992
rnt1497,prd318,user1497,4,184,200,147200
rnt1498,prd8225,user1498,22,296,247,1608464
rnt1499,prd2308,user1499,75,62,31,144150
rnt1500,prd5104,user1500,21,257,371,2002287
rnt1501,prd8009,user1501,15,190,354,1008900
rnt1502,prd1828,user1502,2,113,202,45652
rnt1503,prd2592,user1503,31,52,321,517452
rnt1504,prd1470,user1504,46,115,51,269790
rnt1505,prd6885,user1505,86,223,261,5005458
rnt1506,prd3508,user1506,14,224,407,1276352
rnt1507,prd9442,user1507,18,283,157,799758
rnt1508,prd460,user1508,4,277,113,125204
rnt1509,prd1991,user1509,66,339,373,8345502
rnt1510,prd9805,user1510,83,48,477,1900368
rnt1511,prd2181,user1511,93,285,292,7739460
rnt1512,prd5776,user1512,34,62,145,305660
rnt1513,prd1314,user1513,65,8,179,93080
rnt1514,prd1998,user1514,35,353,308,3805340
rnt1515,prd8698,user1515,34,70,85,202300
rnt1516,prd588,user1516,27,56,397,600264
rnt1517,prd5723,user1517,23,320,220,1619200
rnt1518,prd4250,user1518,33,133,287,1259643
rnt1519,prd5333,user1519,45,330,412,6118200
rnt1520,prd654,user1520,85,331,222,6245970
rnt1521,prd7073,user1521,46,297,269,3675078
rnt1522,prd2917,user1522,45,31,40,55800
rnt1523,prd809,user1523,18,135,91,221130
rnt1524,prd4091,user1524,50,131,46,301300
rnt1525,prd593,user1525,1,310,116,35960
rnt1526,prd7423,user1526,90,108,464,4510080
rnt1527,prd5692,user1527,74,74,28,153328
rnt1528,prd7417,user1528,82,23,143,269698
rnt1529,prd2774,user1529,71,279,338,6695442
rnt1530,prd2326,user1530,91,319,371,10769759
rnt1531,prd9781,user1531,75,304,226,5152800
rnt1532,prd7348,user1532,49,99,351,1702701
rnt1533,prd434,user1533,2,16,414,13248
rnt1534,prd8082,user1534,54,94,232,1177632
rnt1535,prd8013,user1535,16,294,120,564480
rnt1536,prd6997,user1536,71,157,416,4637152
rnt1537,prd2654,user1537,3,115,316,109020
rnt1538,prd605,user1538,30,159,365,1741050
rnt1539,prd7116,user1539,88,32,250,704000
rnt1540,prd2977,user1540,80,9,407,293040
rnt1541,prd7692,user1541,79,300,348,8247600
rnt1542,prd3373,user1542,39,327,109,1390077
rnt1543,prd6735,user1543,55,199,376,4115320
rnt1544,prd5793,user1544,71,32,257,583904
rnt1545,prd9731,user1545,49,60,216,635040
rnt1546,prd4196,user1546,2,301,266,160132
rnt1547,prd540,user1547,12,283,49,166404
rnt1548,prd5295,user1548,46,313,79,1137442
rnt1549,prd7517,user1549,32,20,374,239360
rnt1550,prd6395,user1550,42,62,57,148428
rnt1551,prd5889,user1551,27,118,441,1405026
rnt1552,prd1394,user1552,41,187,204,1564068
rnt1553,prd709,user1553,93,25,484,1125300
rnt1554,prd9614,user1554,24,210,277,1396080
rnt1555,prd8891,user1555,16,238,411,1565088
rnt1556,prd4653,user1556,76,173,94,1235912
rnt1557,prd2693,user1557,36,309,385,4282740
rnt1558,prd5572,user1558,57,64,108,393984
rnt1559,prd2567,user1559,71,172,346,4225352
rnt1560,prd5839,user1560,78,46,242,868296
rnt1561,prd2000,user1561,70,280,273,5350800
rnt1562,prd3484,user1562,62,292,83,1502632
rnt1563,prd5486,user1563,7,140,426,417480
rnt1564,prd4098,user1564,52,234,75,912600
rnt1565,prd4625,user1565,78,121,330,3114540
rnt1566,prd8481,user1566,74,62,226,1036888
rnt1567,prd4170,user1567,75,162,328,3985200
rnt1568,prd4105,user1568,86,120,96,990720
rnt1569,prd676,user1569,11,227,292,729124
rnt1570,prd5784,user1570,97,193,37,692677
rnt1571,prd54,user1571,54,156,94,791856
rnt1572,prd82,user1572,65,99,341,2194335
rnt1573,prd4720,user1573,99,113,96,1073952
rnt1574,prd6331,user1574,2,98,192,37632
rnt1575,prd2492,user1575,94,348,425,13902600
rnt1576,prd3140,user1576,55,241,416,5514080
rnt1577,prd2498,user1577,62,62,11,42284
rnt1578,prd7410,user1578,64,10,181,115840
rnt1579,prd4980,user1579,51,119,402,2439738
rnt1580,prd5717,user1580,60,236,395,5593200
rnt1581,prd4785,user1581,32,119,332,1264256
rnt1582,prd8853,user1582,85,119,338,3418870
rnt1583,prd9284,user1583,85,160,384,5222400
rnt1584,prd876,user1584,3,136,244,99552
rnt1585,prd80,user1585,84,159,474,6330744
rnt1586,prd8687,user1586,68,246,355,5938440
rnt1587,prd6663,user1587,51,329,148,2483292
rnt1588,prd7549,user1588,56,177,0,0
rnt1589,prd7501,user1589,96,23,474,1046592
rnt1590,prd889,user1590,86,146,50,627800
rnt1591,prd2485,user1591,17,4,454,30872
rnt1592,prd9738,user1592,2,107,52,11128
rnt1593,prd294,user1593,72,269,299,5791032
rnt1594,prd9769,user1594,52,322,305,5106920
rnt1595,prd3120,user1595,74,332,201,4938168
rnt1596,prd356,user1596,95,18,149,254790
rnt1597,prd7599,user1597,43,83,218,778042
rnt1598,prd6165,user1598,95,266,487,12306490
rnt1599,prd5969,user1599,40,5,21,4200
rnt1600,prd2879,user1600,26,283,403,2965274
rnt1601,prd473,user1601,87,169,115,1690845
rnt1602,prd6309,user1602,3,171,225,115425
rnt1603,prd9974,user1603,4,134,386,206896
rnt1604,prd6132,user1604,96,157,131,1974432
rnt1605,prd9178,user1605,74,323,360,8604720
rnt1606,prd1102,user1606,72,289,218,4536144
rnt1607,prd4739,user1607,13,361,173,811889
rnt1608,prd7990,user1608,51,282,286,4113252
rnt1609,prd8445,user1609,65,85,113,624325
rnt1610,prd6950,user1610,80,150,473,5676000
rnt1611,prd7391,user1611,47,353,209,3467519
rnt1612,prd2419,user1612,31,50,143,221650
rnt1613,prd5452,user1613,12,326,488,1909056
rnt1614,prd2346,user1614,24,272,10,65280
rnt1615,prd5498,user1615,5,162,439,355590
rnt1616,prd7302,user1616,48,24,84,96768
rnt1617,prd5237,user1617,41,228,379,3542892
rnt1618,prd9846,user1618,82,159,410,5345580
rnt1619,prd2500,user1619,70,208,236,3436160
rnt1620,prd8170,user1620,82,215,260,4583800
rnt1621,prd5162,user1621,64,8,443,226816
rnt1622,prd1467,user1622,28,6,355,59640
rnt1623,prd8549,user1623,2,33,384,25344
rnt1624,prd975,user1624,32,155,50,248000
rnt1625,prd955,user1625,54,137,217,1605366
rnt1626,prd3499,user1626,62,200,253,3137200
rnt1627,prd6947,user1627,21,365,138,1057770
rnt1628,prd1076,user1628,42,124,309,1609272
rnt1629,prd8094,user1629,65,78,52,263640
rnt1630,prd7383,user1630,67,88,380,2240480
rnt1631,prd760,user1631,72,338,295,7179120
rnt1632,prd6896,user1632,16,57,421,383952
rnt1633,prd9436,user1633,38,352,256,3424256
rnt1634,prd7946,user1634,60,86,271,1398360
rnt1635,prd3090,user1635,81,359,303,8810937
rnt1636,prd2318,user1636,76,228,145,2512560
rnt1637,prd5587,user1637,29,361,170,1779730
rnt1638,prd2469,user1638,48,210,427,4304160
rnt1639,prd1130,user1639,46,0,249,0
rnt1640,prd80,user1640,9,255,26,59670
rnt1641,prd6920,user1641,17,263,350,1564850
rnt1642,prd9432,user1642,48,5,171,41040
rnt1643,prd4497,user1643,77,349,284,7631932
rnt1644,prd9986,user1644,1,356,153,54468
rnt1645,prd8760,user1645,85,101,0,0
rnt1646,prd479,user1646,84,119,351,3508596
rnt1647,prd9326,user1647,57,216,400,4924800
rnt1648,prd3276,user1648,16,135,96,207360
rnt1649,prd2951,user1649,97,171,72,1194264
rnt1650,prd378,user1650,66,350,258,5959800
rnt1651,prd74,user1651,5,11,379,20845
rnt1652,prd3351,user1652,67,284,493,9380804
rnt1653,prd1858,user1653,90,251,298,6731820
rnt1654,prd4215,user1654,92,348,166,5314656
rnt1655,prd6718,user1655,100,79,106,837400
rnt1656,prd8884,user1656,18,286,340,1750320
rnt1657,prd8090,user1657,25,265,76,503500
rnt1658,prd9701,user1658,17,170,150,433500
rnt1659,prd2948,user1659,87,271,212,4998324
rnt1660,prd5926,user1660,30,359,235,2530950
rnt1661,prd7719,user1661,35,71,124,308140
rnt1662,prd5297,user1662,28,271,146,1107848
rnt1663,prd1088,user1663,0,329,365,0
rnt1664,prd34,user1664,24,293,184,1293888
rnt1665,prd8933,user1665,40,137,312,1709760
rnt1666,prd4747,user1666,29,206,65,388310
rnt1667,prd4232,user1667,27,59,342,544806
rnt1668,prd2900,user1668,35,338,121,1431430
rnt1669,prd951,user1669,15,154,363,838530
rnt1670,prd4356,user1670,71,298,307,6495506
rnt1671,prd9303,user1671,30,231,168,1164240
rnt1672,prd6178,user1672,17,118,275,551650
rnt1673,prd9630,user1673,31,245,173,1313935
rnt1674,prd9543,user1674,4,30,224,26880
rnt1675,prd1307,user1675,59,360,357,7582680
rnt1676,prd3859,user1676,82,229,101,1896578
rnt1677,prd4553,user1677,17,6,339,34578
rnt1678,prd8743,user1678,41,309,61,772809
rnt1679,prd7664,user1679,10,354,146,516840
rnt1680,prd8240,user1680,5,263,98,128870
rnt1681,prd889,user1681,2,94,155,29140
rnt1682,prd1791,user1682,93,0,174,0
rnt1683,prd1660,user1683,76,297,248,5597856
rnt1684,prd8714,user1684,81,221,444,7948044
rnt1685,prd214,user1685,90,58,99,516780
rnt1686,prd8499,user1686,90,66,475,2821500
rnt1687,prd666,user1687,58,98,129,733236
rnt1688,prd987,user1688,91,42,184,703248
rnt1689,prd4076,user1689,92,265,158,3852040
rnt1690,prd3263,user1690,90,357,394,12659220
rnt1691,prd1308,user1691,1,114,500,57000
rnt1692,prd9735,user1692,2,178,328,116768
rnt1693,prd5263,user1693,70,13,121,110110
rnt1694,prd3660,user1694,26,244,383,2429752
rnt1695,prd3799,user1695,45,234,44,463320
rnt1696,prd2691,user1696,49,218,473,5052586
rnt1697,prd2045,user1697,63,132,328,2727648
rnt1698,prd8475,user1698,77,19,137,200431
rnt1699,prd4561,user1699,54,337,202,3675996
rnt1700,prd4763,user1700,96,260,416,10383360
rnt1701,prd2028,user1701,72,85,111,679320
rnt1702,prd5797,user1702,35,19,477,317205
rnt1703,prd2397,user1703,80,216,348,6013440
rnt1704,prd4692,user1704,47,279,109,1429317
rnt1705,prd8748,user1705,5,92,66,30360
rnt1706,prd989,user1706,77,132,86,874104
rnt1707,prd3620,user1707,42,173,118,857388
rnt1708,prd3726,user1708,71,365,480,12439200
rnt1709,prd7636,user1709,36,215,451,3490740
rnt1710,prd7467,user1710,66,20,480,633600
rnt1711,prd5489,user1711,63,36,119,269892
rnt1712,prd3,user1712,70,342,208,4979520
rnt1713,prd2698,user1713,14,283,195,772590
rnt1714,prd6429,user1714,77,144,233,2583504
rnt1715,prd5771,user1715,93,93,348,3009852
rnt1716,prd5544,user1716,75,281,478,10073850
rnt1717,prd2701,user1717,99,328,66,2143152
rnt1718,prd8682,user1718,59,291,201,3450969
rnt1719,prd5062,user1719,37,230,147,1250970
rnt1720,prd9784,user1720,82,231,310,5872020
rnt1721,prd3476,user1721,92,227,499,10421116
rnt1722,prd1308,user1722,18,9,210,34020
rnt1723,prd3389,user1723,15,294,59,260190
rnt1724,prd6754,user1724,45,75,216,729000
rnt1725,prd8508,user1725,35,9,283,89145
rnt1726,prd9093,user1726,26,137,457,1627834
rnt1727,prd5828,user1727,29,124,81,291276
rnt1728,prd3786,user1728,33,173,29,165561
rnt1729,prd5228,user1729,30,38,8,9120
rnt1730,prd8495,user1730,32,64,345,706560
rnt1731,prd677,user1731,14,132,61,112728
rnt1732,prd5995,user1732,66,55,263,954690
rnt1733,prd2274,user1733,51,361,25,460275
rnt1734,prd1406,user1734,88,343,410,12375440
rnt1735,prd3235,user1735,46,91,416,1741376
rnt1736,prd7145,user1736,13,339,95,418665
rnt1737,prd2402,user1737,61,98,177,1058106
rnt1738,prd2206,user1738,9,166,137,204678
rnt1739,prd9186,user1739,88,26,474,1084512
rnt1740,prd1212,user1740,67,8,334,179024
rnt1741,prd1032,user1741,85,179,186,2829990
rnt1742,prd419,user1742,36,158,5,28440
rnt1743,prd1219,user1743,97,218,322,6809012
rnt1744,prd9596,user1744,25,111,418,1159950
rnt1745,prd2440,user1745,80,194,34,527680
rnt1746,prd635,user1746,63,28,438,772632
rnt1747,prd1437,user1747,67,129,395,3413985
rnt1748,prd7980,user1748,39,177,291,2008773
rnt1749,prd6341,user1749,92,150,91,1255800
rnt1750,prd787,user1750,20,281,325,1826500
rnt1751,prd9676,user1751,15,63,147,138915
rnt1752,prd3097,user1752,99,131,497,6445593
rnt1753,prd9521,user1753,33,305,51,513315
rnt1754,prd1405,user1754,76,193,78,1144104
rnt1755,prd4485,user1755,18,40,404,290880
rnt1756,prd9121,user1756,45,289,152,1976760
rnt1757,prd6255,user1757,65,183,332,3949140
rnt1758,prd4276,user1758,51,166,231,1955646
rnt1759,prd8286,user1759,89,176,40,626560
rnt1760,prd2678,user1760,67,279,319,5963067
rnt1761,prd8483,user1761,23,225,0,0
rnt1762,prd1414,user1762,48,189,455,4127760
rnt1763,prd8775,user1763,42,12,363,182952
rnt1764,prd1631,user1764,48,1,445,21360
rnt1765,prd8498,user1765,0,243,364,0
rnt1766,prd6247,user1766,0,149,166,0
rnt1767,prd5416,user1767,18,146,472,1240416
rnt1768,prd8372,user1768,49,362,139,2465582
rnt1769,prd8207,user1769,12,62,101,75144
rnt1770,prd8972,user1770,22,281,334,2064788
rnt1771,prd4293,user1771,82,334,178,4875064
rnt1772,prd3349,user1772,54,136,84,616896
rnt1773,prd8222,user1773,100,26,285,741000
rnt1774,prd519,user1774,22,223,404,1982024
rnt1775,prd5444,user1775,98,84,261,2148552
rnt1776,prd6479,user1776,79,1,409,32311
rnt1777,prd9262,user1777,81,311,280,7053480
rnt1778,prd8590,user1778,16,93,361,537168
rnt1779,prd8435,user1779,6,194,390,453960
rnt1780,prd9963,user1780,93,197,32,586272
rnt1781,prd3921,user1781,19,340,466,3010360
