rental_id,product_id,customer_id
rental_id821,product_id821,customer_id821
rental_id822,product_id822,customer_id822
rental_id823,product_id823,customer_id823
rental_id824,product_id824,customer_id824
rental_id825,product_id825,customer_id825
rental_id826,product_id826,customer_id826
rental_id827,product_id827,customer_id827
rental_id828,product_id828,customer_id828
rental_id829,product_id829,customer_id829
rental_id830,product_id830,customer_id830
rental_id831,product_id831,customer_id831
rental_id832,product_id832,customer_id832
rental_id833,product_id833,customer_id833
rental_id834,product_id834,customer_id834
rental_id835,product_id835,customer_id835
rental_id836,product_id836,customer_id836
rental_id837,product_id837,customer_id837
rental_id838,product_id838,customer_id838
rental_id839,product_id839,customer_id839
rental_id840,product_id840,customer_id840
rental_id841,product_id841,customer_id841
rental_id842,product_id842,customer_id842
rental_id843,product_id843,customer_id843
rental_id844,product_id844,customer_id844
rental_id845,product_id845,customer_id845
rental_id846,product_id846,customer_id846
rental_id847,product_id847,customer_id847
rental_id848,product_id848,customer_id848
rental_id849,product_id849,customer_id849
rental_id850,product_id850,customer_id850
rental_id851,product_id851,customer_id851
rental_id852,product_id852,customer_id852
rental_id853,product_id853,customer_id853
rental_id854,product_id854,customer_id854
rental_id855,product_id855,customer_id855
rental_id856,product_id856,customer_id856
rental_id857,product_id857,customer_id857
rental_id858,product_id858,customer_id858
rental_id859,product_id859,customer_id859
rental_id860,product_id860,customer_id860
rental_id861,product_id861,customer_id861
rental_id862,product_id862,customer_id862
rental_id863,product_id863,customer_id863
rental_id864,product_id864,customer_id864
rental_id865,product_id865,customer_id865
rental_id866,product_id866,customer_id866
rental_id867,product_id867,customer_id867
rental_id868,product_id868,customer_id868
rental_id869,product_id869,customer_id869
rental_id870,product_id870,customer_id870
rental_id871,product_id871,customer_id871
rental_id872,product_id872,customer_id872
rental_id873,product_id873,customer_id873
rental_id874,product_id874,customer_id874
rental_id875,product_id875,customer_id875
rental_id876,product_id876,customer_id876
rental_id877,product_id877,customer_id877
rental_id878,product_id878,customer_id878
rental_id879,product_id879,customer_id879
rental_id880,product_id880,customer_id880
rental_id881,product_id881,customer_id881
rental_id882,product_id882,customer_id882
rental_id883,product_id883,customer_id883
rental_id884,product_id884,customer_id884
rental_id885,product_id885,customer_id885
rental_id886,product_id886,customer_id886
rental_id887,product_id887,customer_id887
rental_id888,product_id888,customer_id888
rental_id889,product_id889,customer_id889
rental_id890,product_id890,customer_id890
rental_id891,product_id891,customer_id891
rental_id892,product_id892,customer_id892
rental_id893,product_id893,customer_id893
rental_id894,product_id894,customer_id894
rental_id895,product_id895,customer_id895
rental_id896,product_id896,customer_id896
rental_id897,product_id897,customer_id897
rental_id898,product_id898,customer_id898
rental_id899,product_id899,customer_id899
rental_id900,product_id900,customer_id900
rental_id901,product_id901,customer_id901
rental_id902,product_id902,customer_id902
rental_id903,product_id903,customer_id903
rental_id904,product_id904,customer_id904
rental_id905,product_id905,customer_id905
rental_id906,product_id906,customer_id906
rental_id907,product_id907,customer_id907
rental_id908,product_id908,customer_id908
rental_id909,product_id909,customer_id909
rental_id910,product_id910,customer_id910
rental_id911,product_id911,customer_id911
rental_id912,product_id912,customer_id912
rental_id913,product_id913,customer_id913
rental_id914,product_id914,customer_id914
rental_id915,product_id915,customer_id915
rental_id916,product_id916,customer_id916
rental_id917,product_id917,customer_id917
rental_id918,product_id918,customer_id918
rental_id919,product_id919,customer_id919
rental_id920,product_id920,customer_id920
rental_id921,product_id921,customer_id921
rental_id922,product_id922,customer_id922
rental_id923,product_id923,customer_id923
rental_id924,product_id924,customer_id924
rental_id925,product_id925,customer_id925
rental_id926,product_id926,customer_id926
rental_id927,product_id927,customer_id927
rental_id928,product_id928,customer_id928
rental_id929,product_id929,customer_id929
rental_id930,product_id930,customer_id930
rental_id931,product_id931,customer_id931
rental_id932,product_id932,customer_id932
rental_id933,product_id933,customer_id933
rental_id934,product_id934,customer_id934
rental_id935,product_id935,customer_id935
rental_id936,product_id936,customer_id936
rental_id937,product_id937,customer_id937
rental_id938,product_id938,customer_id938
rental_id939,product_id939,customer_id939
rental_id940,product_id940,customer_id940
rental_id941,product_id941,customer_id941
rental_id942,product_id942,customer_id942
rental_id943,product_id943,customer_id943
rental_id944,product_id944,customer_id944
rental_id945,product_id945,customer_id945
rental_id946,product_id946,customer_id946
rental_id947,product_id947,customer_id947
rental_id948,product_id948,customer_id948
rental_id949,product_id949,customer_id949
rental_id950,product_id950,customer_id950
rental_id951,product_id951,customer_id951
rental_id952,product_id952,customer_id952
rental_id953,product_id953,customer_id953
rental_id954,product_id954,customer_id954
rental_id955,product_id955,customer_id955
rental_id956,product_id956,customer_id956
rental_id957,product_id957,customer_id957
rental_id958,product_id958,customer_id958
rental_id959,product_id959,customer_id959
rental_id960,product_id960,customer_id960
rental_id961,product_id961,customer_id961
rental_id962,product_id962,customer_id962
rental_id963,product_id963,customer_id963
rental_id964,product_id964,customer_id964
rental_id965,product_id965,customer_id965
rental_id966,product_id966,customer_id966
rental_id967,product_id967,customer_id967
rental_id968,product_id968,customer_id968
rental_id969,product_id969,customer_id969
rental_id970,product_id970,customer_id970
rental_id971,product_id971,customer_id971
rental_id972,product_id972,customer_id972
rental_id973,product_id973,customer_id973
rental_id974,product_id974,customer_id974
rental_id975,product_id975,customer_id975
rental_id976,product_id976,customer_id976
rental_id977,product_id977,customer_id977
rental_id978,product_id978,customer_id978
rental_id979,product_id979,customer_id979
rental_id980,product_id980,customer_id980
rental_id981,product_id981,customer_id981
rental_id982,product_id982,customer_id982
rental_id983,product_id983,customer_id983
rental_id984,product_id984,customer_id984
rental_id985,product_id985,customer_id985
rental_id986,product_id986,customer_id986
rental_id987,product_id987,customer_id987
rental_id988,product_id988,customer_id988
rental_id989,product_id989,customer_id989
rental_id990,product_id990,customer_id990
rental_id991,product_id991,customer_id991
rental_id992,product_id992,customer_id992
rental_id993,product_id993,customer_id993
rental_id994,product_id994,customer_id994
rental_id995,product_id995,customer_id995
rental_id996,product_id996,customer_id996
rental_id997,product_id997,customer_id997
rental_id998,product_id998,customer_id998
rental_id999,product_id999,customer_id999
