prod_id,description,prod_type,qty_avail
prod0416,"Desk; size: XL, color: silver, finish: bare",bedroom,18
prod0417,"Coffee table; size: L, color: brown, finish: silver",livingroom,0
prod0418,"Stool; size: S, color: white, finish: resin",livingroom,17
prod0419,"Bar stool; size: S, color: red, finish: silver",livingroom,27
prod0420,"Dining table; size: S, color: silver, finish: oil",livingroom,9
prod0421,"Stand; size: XL, color: gold, finish: silver",bedroom,2
prod0422,"Stand; size: XL, color: black, finish: gold",livingroom,27
prod0423,"Sofa; size: S, color: silver, finish: gold",bedroom,21
prod0424,"L-shaped sofa; size: M, color: black, finish: silver",livingroom,18
prod0425,"End table; size: L, color: black, finish: resin",kitchen,15
prod0426,"TV stand; size: XL, color: bronze, finish: varnish",bedroom,11
prod0427,"Bed frame; size: L, color: blue, finish: gold",bedroom,5
prod0428,"L-shaped sofa; size: S, color: blue, finish: bare",kitchen,0
prod0429,"Bed frame; size: M, color: brown, finish: paint",bedroom,29
prod0430,"Desk; size: M, color: silver, finish: paint",bedroom,9
prod0431,"Stand; size: L, color: red, finish: resin",livingroom,12
prod0432,"Bar stool; size: M, color: purple, finish: silver",kitchen,8
prod0433,"Dresser; size: XL, color: white, finish: gold",livingroom,29
prod0434,"Stand; size: M, color: silver, finish: bare",livingroom,9
prod0435,"Stand; size: S, color: silver, finish: diamonds",kitchen,15
prod0436,"Desk; size: XL, color: red, finish: platinum",livingroom,5
prod0437,"L-shaped sofa; size: S, color: gold, finish: platinum",livingroom,4
prod0438,"Stool; size: XL, color: black, finish: wood",bedroom,4
prod0439,"Book shelf; size: L, color: bronze, finish: platinum",kitchen,22
prod0440,"Coffee table; size: S, color: white, finish: silver",livingroom,25
prod0441,"Sofa; size: S, color: brown, finish: platinum",kitchen,7
prod0442,"L-shaped sofa; size: XL, color: black, finish: resin",bedroom,28
prod0443,"Bed frame; size: M, color: green, finish: oil",bedroom,2
prod0444,"Dining table; size: S, color: blue, finish: resin",bedroom,28
prod0445,"Bed frame; size: XL, color: brown, finish: diamonds",bedroom,20
prod0446,"Coffee table; size: M, color: blue, finish: paint",bedroom,21
prod0447,"Stand; size: XL, color: purple, finish: oil",livingroom,7
prod0448,"End table; size: L, color: black, finish: diamonds",kitchen,21
prod0449,"L-shaped sofa; size: L, color: bronze, finish: varnish",kitchen,12
prod0450,"Coffee table; size: XL, color: silver, finish: wood",kitchen,22
prod0451,"Sofa; size: S, color: red, finish: paint",bedroom,14
prod0452,"Stand; size: S, color: bronze, finish: diamonds",kitchen,24
prod0453,"Dresser; size: L, color: green, finish: wood",kitchen,29
prod0454,"Stand; size: S, color: white, finish: resin",bedroom,4
prod0455,"End table; size: M, color: silver, finish: bare",kitchen,8
prod0456,"Bed frame; size: XL, color: white, finish: diamonds",kitchen,11
prod0457,"Bed frame; size: S, color: white, finish: oil",kitchen,15
prod0458,"Bar stool; size: S, color: gold, finish: gold",kitchen,5
prod0459,"End table; size: M, color: purple, finish: wood",kitchen,23
prod0460,"Coffee table; size: L, color: silver, finish: paint",kitchen,22
prod0461,"TV stand; size: L, color: purple, finish: silver",livingroom,20
prod0462,"Sofa; size: S, color: silver, finish: chrome",kitchen,6
prod0463,"Dresser; size: S, color: green, finish: gold",kitchen,8
prod0464,"TV stand; size: XL, color: brown, finish: platinum",livingroom,6
prod0465,"Book shelf; size: M, color: blue, finish: chrome",bedroom,5
prod0466,"Sofa; size: M, color: silver, finish: wood",bedroom,0
prod0467,"Desk; size: M, color: brown, finish: paint",bedroom,10
prod0468,"Desk; size: M, color: red, finish: paint",kitchen,11
prod0469,"TV stand; size: S, color: green, finish: gold",livingroom,11
prod0470,"Book shelf; size: L, color: green, finish: diamonds",bedroom,22
prod0471,"TV stand; size: S, color: white, finish: chrome",kitchen,10
prod0472,"Book shelf; size: XL, color: black, finish: chrome",bedroom,13
prod0473,"Dresser; size: S, color: green, finish: gold",kitchen,21
prod0474,"TV stand; size: M, color: red, finish: varnish",livingroom,22
prod0475,"Sofa; size: XL, color: gold, finish: bare",bedroom,20
prod0476,"Desk; size: S, color: bronze, finish: diamonds",livingroom,15
prod0477,"Stool; size: L, color: brown, finish: gold",livingroom,19
prod0478,"TV stand; size: M, color: green, finish: silver",livingroom,19
prod0479,"Stool; size: S, color: bronze, finish: oil",livingroom,8
prod0480,"End table; size: L, color: green, finish: chrome",livingroom,19
prod0481,"Dining table; size: XL, color: black, finish: wood",livingroom,3
prod0482,"Dining table; size: S, color: purple, finish: bare",livingroom,7
prod0483,"Bar stool; size: M, color: bronze, finish: silver",livingroom,25
prod0484,"Sofa; size: XL, color: red, finish: oil",kitchen,5
prod0485,"Stand; size: XL, color: silver, finish: lacquer",bedroom,15
prod0486,"End table; size: XL, color: purple, finish: platinum",bedroom,19
prod0487,"Desk; size: XL, color: red, finish: varnish",livingroom,9
prod0488,"Desk; size: S, color: red, finish: oil",bedroom,22
prod0489,"Dining table; size: M, color: purple, finish: chrome",bedroom,6
prod0490,"Book shelf; size: M, color: red, finish: bare",bedroom,25
prod0491,"Bar stool; size: M, color: gold, finish: paint",kitchen,9
prod0492,"Desk; size: M, color: bronze, finish: chrome",kitchen,23
prod0493,"TV stand; size: XL, color: blue, finish: resin",kitchen,26
prod0494,"Desk; size: M, color: black, finish: wood",kitchen,2
prod0495,"Bed frame; size: S, color: green, finish: resin",bedroom,18
prod0496,"Bed frame; size: XL, color: silver, finish: platinum",bedroom,22
prod0497,"Dining table; size: L, color: bronze, finish: bare",livingroom,8
prod0498,"Desk; size: XL, color: bronze, finish: resin",kitchen,16
prod0499,"Dresser; size: XL, color: silver, finish: platinum",bedroom,16
prod0500,"Dresser; size: XL, color: purple, finish: oil",livingroom,24
