prod_id,description,prod_type,qty_avail
prod0415,"Sofa; size: S, color: red, finish: bare",livingroom,9
prod0416,"Dresser; size: L, color: green, finish: platinum",livingroom,9
prod0417,"Sofa; size: S, color: black, finish: wood",bedroom,29
prod0418,"L-shaped sofa; size: XL, color: silver, finish: platinum",kitchen,11
prod0419,"Dresser; size: L, color: bronze, finish: varnish",livingroom,20
prod0420,"Desk; size: M, color: bronze, finish: silver",livingroom,9
prod0421,"Stool; size: S, color: white, finish: oil",kitchen,27
prod0422,"Coffee table; size: S, color: green, finish: paint",kitchen,4
prod0423,"L-shaped sofa; size: S, color: purple, finish: gold",kitchen,21
prod0424,"Dresser; size: XL, color: blue, finish: diamonds",livingroom,11
prod0425,"Desk; size: L, color: white, finish: bare",livingroom,25
prod0426,"Sofa; size: M, color: bronze, finish: platinum",bedroom,29
prod0427,"Sofa; size: M, color: green, finish: lacquer",bedroom,15
prod0428,"Stool; size: S, color: brown, finish: diamonds",kitchen,5
prod0429,"Desk; size: L, color: brown, finish: wood",bedroom,13
prod0430,"Bed frame; size: M, color: gold, finish: silver",livingroom,24
prod0431,"Sofa; size: XL, color: bronze, finish: paint",livingroom,20
prod0432,"Desk; size: XL, color: gold, finish: silver",bedroom,16
prod0433,"Stool; size: S, color: bronze, finish: chrome",bedroom,22
prod0434,"Desk; size: L, color: silver, finish: lacquer",bedroom,3
prod0435,"Desk; size: M, color: gold, finish: chrome",kitchen,13
prod0436,"Bar stool; size: L, color: black, finish: varnish",livingroom,7
prod0437,"Dresser; size: M, color: red, finish: diamonds",bedroom,0
prod0438,"Stool; size: M, color: purple, finish: chrome",livingroom,1
prod0439,"L-shaped sofa; size: XL, color: red, finish: resin",bedroom,26
prod0440,"Stool; size: L, color: gold, finish: lacquer",kitchen,20
prod0441,"Stand; size: S, color: black, finish: diamonds",bedroom,28
prod0442,"End table; size: XL, color: red, finish: bare",kitchen,7
prod0443,"End table; size: XL, color: silver, finish: diamonds",kitchen,5
prod0444,"Book shelf; size: L, color: bronze, finish: varnish",livingroom,19
prod0445,"TV stand; size: L, color: purple, finish: platinum",kitchen,24
prod0446,"Desk; size: M, color: red, finish: gold",bedroom,18
prod0447,"Dresser; size: L, color: silver, finish: resin",bedroom,14
prod0448,"Sofa; size: S, color: black, finish: resin",bedroom,17
prod0449,"Sofa; size: S, color: bronze, finish: paint",livingroom,26
prod0450,"End table; size: L, color: silver, finish: resin",bedroom,26
prod0451,"L-shaped sofa; size: XL, color: white, finish: gold",livingroom,19
prod0452,"Dresser; size: L, color: purple, finish: lacquer",bedroom,15
prod0453,"Desk; size: XL, color: black, finish: paint",bedroom,0
prod0454,"Dresser; size: M, color: brown, finish: bare",kitchen,29
prod0455,"Stand; size: S, color: brown, finish: resin",kitchen,22
prod0456,"Dresser; size: L, color: silver, finish: varnish",livingroom,15
prod0457,"Bed frame; size: S, color: silver, finish: paint",kitchen,6
prod0458,"Book shelf; size: M, color: green, finish: silver",kitchen,25
prod0459,"Coffee table; size: L, color: bronze, finish: oil",livingroom,5
prod0460,"End table; size: XL, color: bronze, finish: bare",livingroom,9
prod0461,"Book shelf; size: XL, color: brown, finish: gold",livingroom,24
prod0462,"Coffee table; size: S, color: brown, finish: bare",bedroom,16
prod0463,"Bar stool; size: S, color: green, finish: diamonds",bedroom,0
prod0464,"L-shaped sofa; size: M, color: silver, finish: paint",kitchen,9
prod0465,"Sofa; size: XL, color: black, finish: resin",livingroom,28
prod0466,"Sofa; size: M, color: gold, finish: silver",livingroom,3
prod0467,"Dining table; size: M, color: gold, finish: lacquer",livingroom,22
prod0468,"TV stand; size: XL, color: bronze, finish: silver",livingroom,25
prod0469,"Book shelf; size: S, color: green, finish: paint",livingroom,29
prod0470,"Coffee table; size: M, color: bronze, finish: silver",bedroom,22
prod0471,"Desk; size: S, color: bronze, finish: paint",kitchen,4
prod0472,"Sofa; size: S, color: purple, finish: resin",bedroom,9
prod0473,"L-shaped sofa; size: L, color: brown, finish: diamonds",livingroom,1
prod0474,"Bed frame; size: XL, color: silver, finish: wood",bedroom,26
prod0475,"Book shelf; size: M, color: black, finish: bare",bedroom,2
prod0476,"Stand; size: M, color: silver, finish: wood",bedroom,17
prod0477,"Book shelf; size: M, color: black, finish: diamonds",kitchen,10
prod0478,"Desk; size: XL, color: red, finish: diamonds",livingroom,5
prod0479,"Book shelf; size: S, color: white, finish: silver",livingroom,22
prod0480,"TV stand; size: L, color: blue, finish: platinum",kitchen,22
prod0481,"Desk; size: L, color: bronze, finish: varnish",bedroom,16
prod0482,"L-shaped sofa; size: M, color: purple, finish: oil",bedroom,6
prod0483,"TV stand; size: L, color: brown, finish: varnish",bedroom,21
prod0484,"Bed frame; size: XL, color: blue, finish: lacquer",livingroom,17
prod0485,"Desk; size: XL, color: blue, finish: silver",livingroom,20
prod0486,"Dresser; size: S, color: black, finish: oil",bedroom,6
prod0487,"L-shaped sofa; size: M, color: black, finish: diamonds",livingroom,5
prod0488,"Dresser; size: L, color: green, finish: lacquer",livingroom,9
prod0489,"Stool; size: XL, color: white, finish: gold",kitchen,12
prod0490,"Dresser; size: S, color: blue, finish: oil",livingroom,20
prod0491,"Desk; size: XL, color: bronze, finish: paint",livingroom,7
prod0492,"TV stand; size: M, color: purple, finish: gold",bedroom,7
prod0493,"Dresser; size: S, color: brown, finish: chrome",livingroom,1
prod0494,"L-shaped sofa; size: M, color: bronze, finish: bare",livingroom,1
prod0495,"End table; size: XL, color: brown, finish: platinum",livingroom,16
prod0496,"Sofa; size: L, color: green, finish: platinum",bedroom,11
prod0497,"End table; size: XL, color: white, finish: wood",kitchen,0
prod0498,"End table; size: L, color: red, finish: bare",bedroom,3
prod0499,"Dresser; size: XL, color: black, finish: varnish",kitchen,0
prod0500,"Bar stool; size: S, color: blue, finish: resin",livingroom,22
prod0501,"Coffee table; size: XL, color: black, finish: bare",bedroom,27
prod0502,"Dining table; size: L, color: blue, finish: oil",kitchen,12
prod0503,"Desk; size: S, color: blue, finish: bare",kitchen,20
prod0504,"Stool; size: L, color: red, finish: lacquer",bedroom,16
prod0505,"Coffee table; size: L, color: green, finish: lacquer",bedroom,25
prod0506,"Stool; size: S, color: white, finish: paint",bedroom,12
prod0507,"Desk; size: M, color: blue, finish: chrome",bedroom,23
prod0508,"Book shelf; size: XL, color: brown, finish: varnish",bedroom,29
prod0509,"Book shelf; size: L, color: green, finish: varnish",bedroom,16
prod0510,"Bed frame; size: M, color: black, finish: silver",bedroom,19
prod0511,"Stool; size: XL, color: green, finish: oil",kitchen,4
prod0512,"Bar stool; size: XL, color: green, finish: lacquer",bedroom,22
prod0513,"TV stand; size: S, color: green, finish: platinum",kitchen,10
prod0514,"Coffee table; size: S, color: blue, finish: varnish",livingroom,24
prod0515,"Desk; size: L, color: gold, finish: oil",kitchen,14
prod0516,"End table; size: S, color: black, finish: resin",livingroom,15
prod0517,"Dining table; size: S, color: bronze, finish: silver",livingroom,23
prod0518,"Stand; size: L, color: blue, finish: varnish",bedroom,29
prod0519,"TV stand; size: L, color: white, finish: platinum",bedroom,7
prod0520,"TV stand; size: S, color: blue, finish: resin",bedroom,11
prod0521,"L-shaped sofa; size: L, color: silver, finish: gold",livingroom,24
prod0522,"Coffee table; size: L, color: blue, finish: oil",livingroom,6
prod0523,"Dining table; size: S, color: green, finish: resin",kitchen,17
prod0524,"Sofa; size: S, color: red, finish: oil",bedroom,15
prod0525,"Dresser; size: S, color: silver, finish: diamonds",livingroom,3
prod0526,"Desk; size: S, color: purple, finish: platinum",livingroom,22
prod0527,"Bed frame; size: M, color: purple, finish: lacquer",livingroom,2
prod0528,"L-shaped sofa; size: S, color: black, finish: wood",livingroom,15
prod0529,"Bar stool; size: XL, color: brown, finish: lacquer",bedroom,2
prod0530,"Coffee table; size: L, color: black, finish: resin",kitchen,22
prod0531,"TV stand; size: S, color: gold, finish: lacquer",bedroom,23
prod0532,"TV stand; size: L, color: bronze, finish: paint",kitchen,7
prod0533,"Dining table; size: M, color: bronze, finish: gold",kitchen,28
prod0534,"Book shelf; size: XL, color: black, finish: lacquer",kitchen,12
prod0535,"Stool; size: M, color: black, finish: oil",bedroom,20
prod0536,"End table; size: XL, color: red, finish: lacquer",kitchen,25
prod0537,"L-shaped sofa; size: L, color: red, finish: diamonds",livingroom,11
prod0538,"Bar stool; size: S, color: gold, finish: bare",livingroom,21
prod0539,"TV stand; size: L, color: brown, finish: gold",livingroom,15
prod0540,"Bar stool; size: L, color: black, finish: paint",livingroom,11
prod0541,"Book shelf; size: L, color: white, finish: lacquer",livingroom,12
prod0542,"Book shelf; size: M, color: brown, finish: diamonds",livingroom,11
prod0543,"Desk; size: M, color: black, finish: resin",kitchen,10
prod0544,"TV stand; size: M, color: gold, finish: oil",livingroom,25
prod0545,"TV stand; size: XL, color: red, finish: oil",kitchen,28
prod0546,"Bar stool; size: XL, color: gold, finish: bare",kitchen,13
prod0547,"Desk; size: M, color: bronze, finish: silver",kitchen,19
prod0548,"End table; size: S, color: green, finish: silver",kitchen,5
prod0549,"Dresser; size: L, color: silver, finish: varnish",bedroom,14
prod0550,"Bed frame; size: M, color: silver, finish: resin",kitchen,14
prod0551,"End table; size: M, color: red, finish: gold",kitchen,29
prod0552,"Stand; size: L, color: brown, finish: platinum",bedroom,17
prod0553,"Sofa; size: XL, color: white, finish: wood",kitchen,24
prod0554,"TV stand; size: XL, color: blue, finish: chrome",kitchen,26
prod0555,"Bed frame; size: S, color: purple, finish: gold",bedroom,21
prod0556,"Desk; size: L, color: red, finish: bare",bedroom,11
prod0557,"Bar stool; size: XL, color: purple, finish: varnish",livingroom,24
prod0558,"Dining table; size: S, color: purple, finish: gold",bedroom,2
prod0559,"Stool; size: XL, color: bronze, finish: platinum",bedroom,5
prod0560,"TV stand; size: M, color: brown, finish: resin",kitchen,22
prod0561,"Dresser; size: L, color: red, finish: paint",livingroom,23
prod0562,"Book shelf; size: M, color: white, finish: gold",livingroom,16
prod0563,"Bar stool; size: XL, color: red, finish: chrome",bedroom,26
prod0564,"Stand; size: L, color: purple, finish: diamonds",bedroom,15
prod0565,"Desk; size: M, color: brown, finish: lacquer",livingroom,26
prod0566,"Desk; size: L, color: purple, finish: silver",livingroom,9
prod0567,"Dresser; size: L, color: brown, finish: paint",bedroom,20
prod0568,"End table; size: XL, color: bronze, finish: varnish",bedroom,7
prod0569,"Bed frame; size: S, color: blue, finish: bare",livingroom,10
prod0570,"TV stand; size: M, color: brown, finish: resin",bedroom,3
prod0571,"Dining table; size: S, color: green, finish: resin",bedroom,17
prod0572,"End table; size: S, color: silver, finish: chrome",livingroom,2
prod0573,"Sofa; size: S, color: red, finish: lacquer",kitchen,28
prod0574,"Dining table; size: XL, color: bronze, finish: diamonds",livingroom,4
prod0575,"Book shelf; size: S, color: green, finish: diamonds",livingroom,21
prod0576,"Desk; size: L, color: silver, finish: silver",bedroom,22
prod0577,"Coffee table; size: L, color: blue, finish: bare",kitchen,1
prod0578,"End table; size: L, color: gold, finish: bare",livingroom,26
prod0579,"Bed frame; size: M, color: black, finish: platinum",bedroom,27
prod0580,"Stand; size: L, color: red, finish: varnish",livingroom,0
prod0581,"Coffee table; size: L, color: black, finish: resin",livingroom,29
prod0582,"End table; size: S, color: brown, finish: varnish",bedroom,10
prod0583,"Bar stool; size: S, color: red, finish: gold",bedroom,2
prod0584,"Book shelf; size: L, color: gold, finish: lacquer",livingroom,11
prod0585,"Bed frame; size: M, color: purple, finish: gold",kitchen,24
prod0586,"End table; size: L, color: purple, finish: gold",bedroom,18
prod0587,"TV stand; size: S, color: green, finish: bare",livingroom,28
prod0588,"L-shaped sofa; size: S, color: blue, finish: gold",livingroom,14
prod0589,"End table; size: M, color: green, finish: wood",livingroom,17
prod0590,"Sofa; size: XL, color: blue, finish: wood",kitchen,5
prod0591,"Coffee table; size: XL, color: brown, finish: platinum",livingroom,17
prod0592,"Sofa; size: M, color: silver, finish: oil",bedroom,4
prod0593,"L-shaped sofa; size: XL, color: blue, finish: wood",bedroom,21
prod0594,"L-shaped sofa; size: L, color: black, finish: wood",livingroom,26
prod0595,"Sofa; size: XL, color: purple, finish: silver",kitchen,29
prod0596,"Sofa; size: XL, color: gold, finish: chrome",livingroom,26
prod0597,"Bar stool; size: M, color: red, finish: resin",kitchen,20
prod0598,"Coffee table; size: XL, color: bronze, finish: bare",livingroom,21
prod0599,"Bed frame; size: M, color: brown, finish: resin",bedroom,13
prod0600,"Book shelf; size: S, color: white, finish: paint",livingroom,29
prod0601,"TV stand; size: L, color: red, finish: diamonds",bedroom,7
prod0602,"TV stand; size: M, color: silver, finish: bare",bedroom,20
prod0603,"Book shelf; size: L, color: black, finish: bare",bedroom,22
prod0604,"Dresser; size: XL, color: bronze, finish: gold",livingroom,6
prod0605,"Stool; size: XL, color: purple, finish: diamonds",kitchen,29
prod0606,"Desk; size: L, color: purple, finish: bare",bedroom,18
prod0607,"Book shelf; size: M, color: green, finish: paint",kitchen,16
prod0608,"Bar stool; size: XL, color: white, finish: diamonds",bedroom,25
prod0609,"End table; size: XL, color: bronze, finish: silver",bedroom,0
prod0610,"Coffee table; size: S, color: purple, finish: oil",kitchen,26
prod0611,"Dresser; size: L, color: brown, finish: wood",kitchen,29
prod0612,"Bar stool; size: S, color: blue, finish: resin",kitchen,11
prod0613,"Book shelf; size: XL, color: gold, finish: gold",bedroom,14
prod0614,"Dining table; size: L, color: blue, finish: gold",bedroom,26
prod0615,"End table; size: XL, color: red, finish: oil",livingroom,27
prod0616,"Desk; size: M, color: black, finish: platinum",kitchen,28
prod0617,"Dining table; size: M, color: red, finish: diamonds",kitchen,22
prod0618,"Stool; size: S, color: silver, finish: silver",kitchen,20
prod0619,"Bar stool; size: S, color: purple, finish: paint",bedroom,8
prod0620,"Bed frame; size: M, color: red, finish: paint",livingroom,14
prod0621,"Bed frame; size: S, color: green, finish: oil",bedroom,23
prod0622,"End table; size: S, color: silver, finish: gold",bedroom,16
prod0623,"Book shelf; size: XL, color: silver, finish: resin",bedroom,25
prod0624,"Stand; size: L, color: gold, finish: resin",kitchen,5
prod0625,"Coffee table; size: M, color: silver, finish: paint",kitchen,7
prod0626,"L-shaped sofa; size: S, color: white, finish: platinum",livingroom,27
prod0627,"TV stand; size: M, color: gold, finish: wood",livingroom,21
prod0628,"Desk; size: L, color: green, finish: diamonds",bedroom,22
prod0629,"TV stand; size: M, color: blue, finish: chrome",bedroom,29
prod0630,"Coffee table; size: S, color: purple, finish: chrome",bedroom,0
prod0631,"End table; size: XL, color: red, finish: platinum",bedroom,2
prod0632,"Stand; size: S, color: silver, finish: platinum",livingroom,5
prod0633,"Book shelf; size: XL, color: white, finish: paint",livingroom,23
prod0634,"L-shaped sofa; size: L, color: brown, finish: silver",livingroom,24
prod0635,"Stool; size: S, color: brown, finish: platinum",livingroom,13
prod0636,"Stool; size: XL, color: silver, finish: varnish",kitchen,22
prod0637,"Book shelf; size: S, color: blue, finish: bare",bedroom,12
prod0638,"Bar stool; size: XL, color: bronze, finish: wood",livingroom,11
prod0639,"Coffee table; size: S, color: green, finish: silver",kitchen,16
prod0640,"Dresser; size: L, color: bronze, finish: bare",kitchen,19
prod0641,"L-shaped sofa; size: L, color: brown, finish: varnish",kitchen,3
prod0642,"Dresser; size: M, color: gold, finish: diamonds",livingroom,6
prod0643,"Dining table; size: M, color: brown, finish: paint",livingroom,16
prod0644,"Dining table; size: M, color: brown, finish: diamonds",kitchen,23
prod0645,"Dining table; size: S, color: brown, finish: diamonds",kitchen,10
prod0646,"Dining table; size: S, color: purple, finish: varnish",livingroom,25
prod0647,"Sofa; size: XL, color: purple, finish: gold",livingroom,17
prod0648,"Stand; size: XL, color: brown, finish: resin",kitchen,18
prod0649,"Dining table; size: M, color: red, finish: varnish",bedroom,24
prod0650,"Dining table; size: M, color: green, finish: platinum",bedroom,15
prod0651,"End table; size: XL, color: gold, finish: bare",bedroom,11
prod0652,"Coffee table; size: L, color: white, finish: gold",kitchen,1
prod0653,"Dresser; size: XL, color: white, finish: varnish",livingroom,20
prod0654,"Dresser; size: L, color: bronze, finish: chrome",kitchen,4
prod0655,"Stand; size: L, color: gold, finish: wood",livingroom,21
prod0656,"Stool; size: S, color: brown, finish: platinum",bedroom,26
prod0657,"Bar stool; size: M, color: white, finish: wood",kitchen,0
prod0658,"Dresser; size: XL, color: gold, finish: bare",livingroom,21
prod0659,"Book shelf; size: S, color: brown, finish: paint",livingroom,4
prod0660,"Stand; size: M, color: brown, finish: varnish",kitchen,10
prod0661,"TV stand; size: M, color: black, finish: resin",bedroom,29
prod0662,"End table; size: XL, color: gold, finish: wood",kitchen,12
prod0663,"TV stand; size: XL, color: silver, finish: diamonds",livingroom,5
prod0664,"L-shaped sofa; size: S, color: brown, finish: silver",bedroom,6
prod0665,"Stand; size: S, color: black, finish: gold",livingroom,26
prod0666,"L-shaped sofa; size: M, color: gold, finish: chrome",bedroom,25
prod0667,"Dresser; size: L, color: bronze, finish: resin",kitchen,26
prod0668,"TV stand; size: XL, color: green, finish: gold",kitchen,28
prod0669,"Bed frame; size: M, color: brown, finish: silver",kitchen,27
prod0670,"Coffee table; size: S, color: white, finish: resin",bedroom,6
prod0671,"Book shelf; size: S, color: purple, finish: chrome",bedroom,17
prod0672,"Bar stool; size: XL, color: gold, finish: diamonds",bedroom,14
prod0673,"TV stand; size: XL, color: blue, finish: diamonds",kitchen,7
prod0674,"Sofa; size: S, color: brown, finish: gold",livingroom,6
prod0675,"Bar stool; size: XL, color: blue, finish: oil",kitchen,4
prod0676,"Coffee table; size: L, color: bronze, finish: oil",kitchen,14
prod0677,"Bed frame; size: S, color: purple, finish: lacquer",bedroom,5
prod0678,"Coffee table; size: S, color: gold, finish: paint",kitchen,29
prod0679,"Stool; size: S, color: green, finish: chrome",kitchen,17
prod0680,"L-shaped sofa; size: M, color: black, finish: platinum",bedroom,26
prod0681,"End table; size: M, color: purple, finish: gold",livingroom,19
prod0682,"Desk; size: L, color: purple, finish: wood",bedroom,4
prod0683,"Desk; size: M, color: gold, finish: paint",livingroom,19
prod0684,"Bar stool; size: S, color: silver, finish: wood",kitchen,27
prod0685,"Dresser; size: L, color: black, finish: paint",bedroom,8
prod0686,"End table; size: XL, color: black, finish: chrome",bedroom,0
prod0687,"Dining table; size: XL, color: bronze, finish: paint",livingroom,26
prod0688,"End table; size: L, color: gold, finish: silver",kitchen,22
prod0689,"Coffee table; size: XL, color: blue, finish: silver",kitchen,14
prod0690,"Dresser; size: L, color: purple, finish: oil",livingroom,10
prod0691,"Bed frame; size: S, color: white, finish: paint",kitchen,3
prod0692,"Stand; size: XL, color: red, finish: diamonds",livingroom,22
prod0693,"Dresser; size: XL, color: bronze, finish: chrome",bedroom,25
prod0694,"Dresser; size: M, color: gold, finish: gold",bedroom,3
prod0695,"Bar stool; size: S, color: gold, finish: silver",kitchen,2
prod0696,"Coffee table; size: XL, color: green, finish: bare",bedroom,19
prod0697,"Dining table; size: S, color: bronze, finish: bare",kitchen,21
prod0698,"TV stand; size: M, color: green, finish: platinum",kitchen,2
prod0699,"L-shaped sofa; size: XL, color: brown, finish: paint",bedroom,20
prod0700,"TV stand; size: XL, color: silver, finish: bare",livingroom,29
prod0701,"Desk; size: XL, color: black, finish: platinum",bedroom,11
prod0702,"TV stand; size: XL, color: purple, finish: oil",kitchen,28
prod0703,"Bed frame; size: L, color: white, finish: diamonds",livingroom,11
prod0704,"Stand; size: L, color: gold, finish: oil",bedroom,12
prod0705,"Bed frame; size: L, color: red, finish: lacquer",livingroom,9
prod0706,"Coffee table; size: L, color: gold, finish: gold",livingroom,5
prod0707,"Coffee table; size: S, color: silver, finish: varnish",kitchen,7
prod0708,"End table; size: XL, color: blue, finish: chrome",livingroom,28
prod0709,"Dresser; size: XL, color: gold, finish: silver",livingroom,27
prod0710,"Bed frame; size: M, color: black, finish: silver",kitchen,0
prod0711,"Dining table; size: S, color: black, finish: silver",kitchen,26
prod0712,"End table; size: M, color: gold, finish: wood",livingroom,25
prod0713,"Stool; size: XL, color: green, finish: diamonds",livingroom,25
prod0714,"End table; size: L, color: silver, finish: diamonds",bedroom,17
prod0715,"End table; size: L, color: black, finish: chrome",kitchen,12
prod0716,"Coffee table; size: L, color: red, finish: diamonds",livingroom,2
prod0717,"Dresser; size: S, color: gold, finish: resin",livingroom,5
prod0718,"L-shaped sofa; size: L, color: green, finish: chrome",livingroom,17
prod0719,"Stool; size: M, color: gold, finish: platinum",livingroom,25
prod0720,"Book shelf; size: L, color: red, finish: bare",livingroom,25
prod0721,"Stool; size: L, color: purple, finish: gold",livingroom,6
prod0722,"Stand; size: M, color: black, finish: varnish",livingroom,24
prod0723,"Bed frame; size: S, color: black, finish: diamonds",bedroom,20
prod0724,"Dresser; size: XL, color: green, finish: oil",kitchen,14
prod0725,"TV stand; size: L, color: gold, finish: resin",livingroom,16
prod0726,"Book shelf; size: S, color: gold, finish: silver",livingroom,10
prod0727,"Dresser; size: L, color: blue, finish: oil",livingroom,25
prod0728,"Desk; size: L, color: brown, finish: paint",bedroom,16
prod0729,"Desk; size: XL, color: blue, finish: lacquer",livingroom,6
prod0730,"End table; size: L, color: black, finish: oil",livingroom,0
prod0731,"Dresser; size: S, color: purple, finish: platinum",kitchen,27
prod0732,"Bar stool; size: XL, color: black, finish: chrome",bedroom,28
prod0733,"End table; size: S, color: bronze, finish: bare",kitchen,27
prod0734,"Stand; size: S, color: white, finish: varnish",kitchen,5
prod0735,"Bar stool; size: S, color: purple, finish: silver",bedroom,23
prod0736,"Stand; size: M, color: silver, finish: varnish",bedroom,4
prod0737,"Dining table; size: M, color: white, finish: lacquer",kitchen,0
prod0738,"Stool; size: L, color: gold, finish: oil",bedroom,6
prod0739,"Stand; size: S, color: gold, finish: lacquer",kitchen,13
prod0740,"L-shaped sofa; size: XL, color: white, finish: platinum",livingroom,9
prod0741,"Bed frame; size: L, color: purple, finish: resin",kitchen,7
prod0742,"Dresser; size: M, color: gold, finish: platinum",livingroom,12
prod0743,"Bed frame; size: XL, color: gold, finish: gold",bedroom,10
prod0744,"L-shaped sofa; size: M, color: gold, finish: varnish",livingroom,12
prod0745,"TV stand; size: XL, color: purple, finish: platinum",livingroom,18
prod0746,"Stool; size: XL, color: red, finish: platinum",livingroom,20
prod0747,"Dining table; size: L, color: bronze, finish: platinum",livingroom,21
prod0748,"Stool; size: L, color: black, finish: silver",bedroom,21
prod0749,"Book shelf; size: L, color: gold, finish: resin",bedroom,25
prod0750,"Stand; size: XL, color: white, finish: wood",kitchen,7
prod0751,"Stand; size: S, color: blue, finish: diamonds",livingroom,21
prod0752,"Bar stool; size: L, color: gold, finish: resin",bedroom,21
prod0753,"Bed frame; size: L, color: silver, finish: varnish",bedroom,23
prod0754,"End table; size: L, color: bronze, finish: gold",livingroom,16
prod0755,"Stand; size: M, color: bronze, finish: lacquer",bedroom,9
prod0756,"Dining table; size: L, color: green, finish: varnish",livingroom,14
prod0757,"Stand; size: S, color: white, finish: wood",kitchen,13
prod0758,"Dresser; size: S, color: black, finish: lacquer",bedroom,17
prod0759,"TV stand; size: S, color: gold, finish: resin",kitchen,14
prod0760,"Dining table; size: L, color: white, finish: platinum",livingroom,26
prod0761,"End table; size: L, color: silver, finish: silver",livingroom,14
prod0762,"Stand; size: XL, color: red, finish: wood",livingroom,28
prod0763,"Book shelf; size: XL, color: purple, finish: bare",kitchen,10
prod0764,"Stand; size: XL, color: blue, finish: bare",bedroom,24
prod0765,"Sofa; size: L, color: gold, finish: varnish",livingroom,5
prod0766,"Bar stool; size: M, color: silver, finish: resin",kitchen,1
prod0767,"L-shaped sofa; size: S, color: bronze, finish: varnish",bedroom,17
prod0768,"L-shaped sofa; size: M, color: green, finish: chrome",livingroom,7
prod0769,"Stand; size: XL, color: green, finish: bare",bedroom,17
prod0770,"Stand; size: L, color: black, finish: varnish",bedroom,12
prod0771,"Coffee table; size: M, color: purple, finish: wood",kitchen,10
prod0772,"End table; size: XL, color: green, finish: varnish",kitchen,6
prod0773,"Sofa; size: L, color: silver, finish: bare",bedroom,26
prod0774,"Stand; size: S, color: gold, finish: bare",livingroom,5
prod0775,"Bar stool; size: L, color: blue, finish: platinum",kitchen,0
prod0776,"Stand; size: XL, color: blue, finish: varnish",bedroom,10
prod0777,"Coffee table; size: L, color: silver, finish: wood",bedroom,22
prod0778,"Coffee table; size: M, color: green, finish: platinum",bedroom,6
prod0779,"Stand; size: L, color: purple, finish: wood",kitchen,6
prod0780,"Sofa; size: M, color: black, finish: gold",livingroom,15
prod0781,"Sofa; size: S, color: white, finish: bare",kitchen,17
prod0782,"End table; size: XL, color: gold, finish: varnish",livingroom,16
prod0783,"L-shaped sofa; size: S, color: white, finish: platinum",bedroom,17
prod0784,"Desk; size: XL, color: bronze, finish: gold",kitchen,28
prod0785,"Sofa; size: L, color: purple, finish: chrome",bedroom,22
prod0786,"Dining table; size: L, color: blue, finish: varnish",bedroom,5
prod0787,"Sofa; size: XL, color: green, finish: bare",bedroom,4
prod0788,"L-shaped sofa; size: M, color: black, finish: resin",bedroom,1
prod0789,"Book shelf; size: XL, color: silver, finish: oil",bedroom,1
prod0790,"Desk; size: L, color: purple, finish: oil",livingroom,26
prod0791,"Coffee table; size: M, color: black, finish: wood",kitchen,7
prod0792,"Bed frame; size: L, color: red, finish: bare",bedroom,25
prod0793,"Dining table; size: M, color: black, finish: bare",bedroom,3
prod0794,"Dining table; size: M, color: purple, finish: oil",livingroom,8
prod0795,"L-shaped sofa; size: M, color: gold, finish: paint",livingroom,5
prod0796,"TV stand; size: S, color: green, finish: resin",livingroom,21
prod0797,"Desk; size: XL, color: blue, finish: paint",livingroom,4
prod0798,"Stool; size: L, color: black, finish: diamonds",kitchen,23
prod0799,"Stand; size: XL, color: blue, finish: wood",livingroom,22
prod0800,"Book shelf; size: L, color: purple, finish: chrome",livingroom,6
prod0801,"Dresser; size: S, color: bronze, finish: varnish",kitchen,26
prod0802,"Stool; size: L, color: green, finish: gold",bedroom,27
prod0803,"Dresser; size: XL, color: red, finish: oil",bedroom,11
prod0804,"Coffee table; size: L, color: brown, finish: wood",bedroom,17
prod0805,"Stool; size: S, color: purple, finish: silver",bedroom,5
prod0806,"Bed frame; size: L, color: red, finish: paint",kitchen,21
prod0807,"Bed frame; size: S, color: silver, finish: chrome",bedroom,29
prod0808,"Dining table; size: XL, color: white, finish: oil",bedroom,25
prod0809,"TV stand; size: M, color: red, finish: bare",livingroom,12
prod0810,"Bed frame; size: XL, color: purple, finish: oil",kitchen,6
prod0811,"Dining table; size: L, color: green, finish: platinum",bedroom,6
prod0812,"Dresser; size: XL, color: blue, finish: oil",livingroom,7
prod0813,"Bar stool; size: L, color: white, finish: varnish",bedroom,28
prod0814,"L-shaped sofa; size: S, color: bronze, finish: bare",bedroom,27
prod0815,"Desk; size: S, color: brown, finish: silver",bedroom,19
prod0816,"Coffee table; size: S, color: green, finish: paint",kitchen,4
prod0817,"Dining table; size: M, color: red, finish: lacquer",kitchen,1
prod0818,"Stool; size: M, color: silver, finish: chrome",kitchen,23
prod0819,"L-shaped sofa; size: S, color: black, finish: oil",livingroom,29
prod0820,"TV stand; size: S, color: brown, finish: platinum",bedroom,17
prod0821,"Bed frame; size: XL, color: brown, finish: paint",kitchen,28
prod0822,"Sofa; size: XL, color: silver, finish: resin",kitchen,14
prod0823,"Coffee table; size: L, color: gold, finish: lacquer",bedroom,26
prod0824,"Stool; size: S, color: black, finish: oil",kitchen,21
prod0825,"Coffee table; size: M, color: white, finish: varnish",livingroom,24
prod0826,"TV stand; size: XL, color: purple, finish: varnish",kitchen,5
prod0827,"End table; size: S, color: brown, finish: diamonds",livingroom,29
prod0828,"Bed frame; size: XL, color: blue, finish: silver",livingroom,24
