prod_id,description,prod_type,qty_avail
prod1025,"Bar stool; size: XL, color: red, finish: chrome",bedroom,17
prod1026,"Sofa; size: XL, color: bronze, finish: oil",bedroom,21
prod1027,"Book shelf; size: XL, color: black, finish: chrome",livingroom,7
prod1028,"Coffee table; size: M, color: brown, finish: bare",bedroom,19
prod1029,"Bar stool; size: S, color: blue, finish: oil",kitchen,3
prod1030,"Dining table; size: XL, color: bronze, finish: chrome",livingroom,29
prod1031,"Desk; size: XL, color: green, finish: varnish",livingroom,3
prod1032,"Dresser; size: XL, color: blue, finish: chrome",bedroom,23
prod1033,"Stand; size: L, color: brown, finish: diamonds",bedroom,16
prod1034,"Desk; size: XL, color: red, finish: platinum",livingroom,5
prod1035,"Stand; size: M, color: gold, finish: oil",bedroom,4
prod1036,"End table; size: S, color: blue, finish: bare",kitchen,7
prod1037,"Stool; size: XL, color: white, finish: silver",kitchen,10
prod1038,"Stand; size: XL, color: red, finish: lacquer",livingroom,27
prod1039,"Bed frame; size: L, color: purple, finish: paint",kitchen,2
prod1040,"Stool; size: M, color: gold, finish: gold",bedroom,27
prod1041,"Sofa; size: M, color: silver, finish: oil",kitchen,22
prod1042,"Book shelf; size: S, color: gold, finish: lacquer",livingroom,19
prod1043,"Sofa; size: M, color: green, finish: diamonds",kitchen,13
prod1044,"TV stand; size: M, color: bronze, finish: silver",kitchen,29
prod1045,"Stand; size: XL, color: brown, finish: bare",livingroom,29
prod1046,"End table; size: XL, color: gold, finish: bare",bedroom,12
prod1047,"Stand; size: S, color: bronze, finish: varnish",bedroom,28
prod1048,"Stool; size: XL, color: white, finish: lacquer",livingroom,9
prod1049,"End table; size: M, color: gold, finish: chrome",kitchen,11
prod1050,"End table; size: S, color: green, finish: varnish",kitchen,29
prod1051,"Sofa; size: L, color: bronze, finish: gold",kitchen,11
prod1052,"L-shaped sofa; size: M, color: blue, finish: gold",kitchen,14
prod1053,"Sofa; size: S, color: bronze, finish: wood",livingroom,0
prod1054,"Book shelf; size: XL, color: bronze, finish: paint",livingroom,4
prod1055,"End table; size: S, color: blue, finish: resin",livingroom,24
prod1056,"End table; size: L, color: white, finish: bare",livingroom,13
prod1057,"Sofa; size: XL, color: black, finish: oil",livingroom,22
prod1058,"Bar stool; size: S, color: bronze, finish: silver",kitchen,3
prod1059,"Stand; size: S, color: purple, finish: platinum",bedroom,0
prod1060,"Bed frame; size: M, color: red, finish: chrome",kitchen,27
prod1061,"Dresser; size: L, color: silver, finish: diamonds",livingroom,14
prod1062,"TV stand; size: L, color: brown, finish: resin",bedroom,29
prod1063,"Stand; size: L, color: gold, finish: chrome",livingroom,19
prod1064,"Bar stool; size: XL, color: brown, finish: lacquer",livingroom,26
prod1065,"Stand; size: S, color: white, finish: diamonds",livingroom,11
prod1066,"Bed frame; size: M, color: black, finish: silver",bedroom,28
prod1067,"Book shelf; size: XL, color: blue, finish: gold",kitchen,24
prod1068,"Stand; size: S, color: brown, finish: resin",kitchen,11
prod1069,"End table; size: L, color: green, finish: gold",bedroom,19
prod1070,"Dining table; size: M, color: blue, finish: resin",livingroom,19
prod1071,"End table; size: S, color: brown, finish: paint",bedroom,29
prod1072,"Desk; size: S, color: green, finish: resin",bedroom,5
prod1073,"Sofa; size: XL, color: black, finish: platinum",bedroom,3
prod1074,"Stool; size: L, color: bronze, finish: bare",bedroom,12
prod1075,"End table; size: L, color: purple, finish: silver",bedroom,14
prod1076,"Desk; size: XL, color: gold, finish: platinum",kitchen,10
prod1077,"Dresser; size: XL, color: bronze, finish: varnish",livingroom,21
prod1078,"Dresser; size: L, color: bronze, finish: paint",kitchen,23
prod1079,"Desk; size: S, color: blue, finish: bare",bedroom,24
prod1080,"Bar stool; size: S, color: brown, finish: wood",kitchen,4
prod1081,"Desk; size: S, color: blue, finish: paint",livingroom,26
prod1082,"Bed frame; size: S, color: green, finish: lacquer",kitchen,12
prod1083,"Bar stool; size: S, color: bronze, finish: silver",bedroom,19
prod1084,"Desk; size: M, color: white, finish: oil",livingroom,2
prod1085,"Desk; size: S, color: white, finish: oil",kitchen,14
prod1086,"Bed frame; size: L, color: brown, finish: diamonds",kitchen,12
prod1087,"Stool; size: L, color: green, finish: platinum",bedroom,17
prod1088,"Bar stool; size: L, color: red, finish: oil",bedroom,21
prod1089,"Book shelf; size: L, color: silver, finish: gold",bedroom,13
prod1090,"Stool; size: L, color: purple, finish: oil",kitchen,24
prod1091,"Sofa; size: S, color: silver, finish: paint",bedroom,11
prod1092,"TV stand; size: M, color: gold, finish: resin",kitchen,24
prod1093,"TV stand; size: M, color: silver, finish: chrome",livingroom,12
prod1094,"Bed frame; size: L, color: white, finish: chrome",kitchen,18
prod1095,"Sofa; size: XL, color: brown, finish: diamonds",bedroom,19
prod1096,"L-shaped sofa; size: S, color: gold, finish: paint",bedroom,29
prod1097,"Dresser; size: XL, color: red, finish: gold",kitchen,7
prod1098,"Desk; size: S, color: silver, finish: wood",bedroom,7
prod1099,"Stool; size: M, color: white, finish: platinum",kitchen,21
prod1100,"Coffee table; size: S, color: blue, finish: oil",kitchen,4
prod1101,"Bed frame; size: M, color: bronze, finish: varnish",bedroom,22
prod1102,"End table; size: S, color: white, finish: gold",livingroom,5
prod1103,"Dresser; size: S, color: purple, finish: chrome",kitchen,4
prod1104,"End table; size: XL, color: gold, finish: gold",kitchen,16
prod1105,"Stand; size: L, color: green, finish: paint",bedroom,15
prod1106,"Sofa; size: S, color: white, finish: resin",kitchen,14
prod1107,"End table; size: XL, color: bronze, finish: gold",livingroom,10
prod1108,"Bar stool; size: S, color: bronze, finish: platinum",kitchen,10
prod1109,"Book shelf; size: M, color: red, finish: varnish",kitchen,5
prod1110,"Coffee table; size: L, color: brown, finish: varnish",bedroom,28
prod1111,"Desk; size: XL, color: gold, finish: resin",livingroom,10
prod1112,"Bed frame; size: M, color: bronze, finish: silver",kitchen,7
prod1113,"Dining table; size: M, color: silver, finish: gold",kitchen,20
prod1114,"L-shaped sofa; size: XL, color: green, finish: lacquer",bedroom,3
prod1115,"Stand; size: M, color: black, finish: resin",livingroom,4
prod1116,"Book shelf; size: S, color: bronze, finish: lacquer",bedroom,11
prod1117,"Bar stool; size: XL, color: green, finish: silver",kitchen,9
prod1118,"Bed frame; size: M, color: black, finish: diamonds",bedroom,25
prod1119,"Bar stool; size: M, color: green, finish: wood",livingroom,15
prod1120,"Bar stool; size: XL, color: bronze, finish: diamonds",livingroom,25
prod1121,"TV stand; size: L, color: black, finish: diamonds",kitchen,17
prod1122,"Stool; size: XL, color: purple, finish: paint",kitchen,23
prod1123,"Book shelf; size: M, color: bronze, finish: silver",livingroom,11
prod1124,"Coffee table; size: S, color: green, finish: varnish",livingroom,27
prod1125,"Stool; size: L, color: bronze, finish: varnish",bedroom,29
prod1126,"Stool; size: XL, color: black, finish: chrome",bedroom,6
prod1127,"Dresser; size: M, color: red, finish: varnish",kitchen,6
prod1128,"Desk; size: M, color: purple, finish: lacquer",kitchen,20
prod1129,"Bar stool; size: M, color: brown, finish: bare",livingroom,26
prod1130,"Bed frame; size: S, color: green, finish: platinum",kitchen,21
prod1131,"Dining table; size: XL, color: green, finish: resin",bedroom,19
prod1132,"Stool; size: S, color: blue, finish: resin",bedroom,17
prod1133,"Coffee table; size: L, color: black, finish: silver",livingroom,25
prod1134,"Stool; size: L, color: brown, finish: lacquer",bedroom,16
prod1135,"TV stand; size: S, color: white, finish: gold",kitchen,20
prod1136,"Dresser; size: XL, color: bronze, finish: lacquer",bedroom,15
prod1137,"L-shaped sofa; size: L, color: white, finish: resin",livingroom,25
prod1138,"Desk; size: XL, color: green, finish: diamonds",kitchen,6
prod1139,"Bar stool; size: XL, color: white, finish: platinum",kitchen,19
prod1140,"End table; size: S, color: silver, finish: gold",kitchen,4
prod1141,"Dining table; size: M, color: white, finish: oil",kitchen,13
prod1142,"TV stand; size: XL, color: white, finish: varnish",kitchen,25
prod1143,"Coffee table; size: L, color: purple, finish: paint",livingroom,24
prod1144,"L-shaped sofa; size: S, color: brown, finish: gold",kitchen,12
prod1145,"Stand; size: S, color: silver, finish: diamonds",bedroom,1
prod1146,"Dresser; size: XL, color: gold, finish: varnish",kitchen,9
prod1147,"Desk; size: S, color: green, finish: gold",kitchen,11
prod1148,"Dining table; size: L, color: purple, finish: oil",livingroom,27
prod1149,"Dining table; size: XL, color: silver, finish: oil",livingroom,11
prod1150,"Bed frame; size: XL, color: silver, finish: lacquer",bedroom,16
prod1151,"TV stand; size: S, color: purple, finish: bare",kitchen,4
prod1152,"TV stand; size: L, color: green, finish: bare",kitchen,16
prod1153,"Bar stool; size: L, color: gold, finish: varnish",kitchen,9
prod1154,"L-shaped sofa; size: M, color: blue, finish: gold",kitchen,25
prod1155,"End table; size: S, color: green, finish: chrome",kitchen,4
prod1156,"Bar stool; size: L, color: purple, finish: lacquer",bedroom,19
prod1157,"Coffee table; size: L, color: blue, finish: oil",livingroom,22
prod1158,"Sofa; size: XL, color: bronze, finish: wood",bedroom,8
prod1159,"Bar stool; size: XL, color: bronze, finish: platinum",livingroom,3
prod1160,"Dining table; size: L, color: white, finish: paint",livingroom,15
prod1161,"Stool; size: M, color: brown, finish: lacquer",bedroom,7
prod1162,"Book shelf; size: S, color: purple, finish: gold",livingroom,12
prod1163,"Dresser; size: S, color: black, finish: platinum",bedroom,11
prod1164,"Desk; size: S, color: red, finish: resin",livingroom,5
prod1165,"Coffee table; size: XL, color: white, finish: lacquer",bedroom,16
prod1166,"Dining table; size: S, color: red, finish: chrome",bedroom,4
prod1167,"Stool; size: S, color: black, finish: bare",livingroom,13
prod1168,"Stand; size: S, color: silver, finish: chrome",livingroom,3
prod1169,"Bar stool; size: M, color: purple, finish: varnish",bedroom,8
prod1170,"Sofa; size: S, color: green, finish: gold",bedroom,29
prod1171,"Dining table; size: L, color: green, finish: paint",kitchen,19
prod1172,"Book shelf; size: XL, color: brown, finish: lacquer",livingroom,21
prod1173,"Stand; size: XL, color: purple, finish: resin",bedroom,3
prod1174,"Stand; size: L, color: brown, finish: varnish",livingroom,3
prod1175,"Coffee table; size: L, color: bronze, finish: platinum",kitchen,11
prod1176,"L-shaped sofa; size: L, color: bronze, finish: varnish",bedroom,11
prod1177,"Bar stool; size: XL, color: gold, finish: resin",livingroom,29
prod1178,"Stool; size: XL, color: silver, finish: lacquer",bedroom,24
prod1179,"Desk; size: S, color: green, finish: gold",bedroom,21
prod1180,"Stool; size: XL, color: gold, finish: chrome",livingroom,11
prod1181,"TV stand; size: M, color: white, finish: bare",bedroom,26
prod1182,"Sofa; size: S, color: bronze, finish: gold",bedroom,12
prod1183,"Stand; size: S, color: red, finish: varnish",kitchen,26
prod1184,"Bar stool; size: L, color: bronze, finish: bare",kitchen,13
prod1185,"Bar stool; size: XL, color: silver, finish: silver",livingroom,26
prod1186,"Bed frame; size: L, color: white, finish: gold",livingroom,8
prod1187,"Dresser; size: S, color: red, finish: diamonds",livingroom,27
prod1188,"Stool; size: XL, color: white, finish: gold",livingroom,5
prod1189,"TV stand; size: XL, color: silver, finish: gold",livingroom,16
prod1190,"Stool; size: L, color: green, finish: bare",livingroom,16
prod1191,"Coffee table; size: XL, color: bronze, finish: oil",bedroom,23
prod1192,"Desk; size: S, color: blue, finish: resin",kitchen,20
prod1193,"Coffee table; size: L, color: black, finish: diamonds",bedroom,16
prod1194,"Bed frame; size: M, color: black, finish: gold",livingroom,12
prod1195,"Bed frame; size: XL, color: blue, finish: lacquer",bedroom,22
prod1196,"L-shaped sofa; size: M, color: blue, finish: lacquer",bedroom,11
prod1197,"Bar stool; size: S, color: gold, finish: oil",bedroom,11
prod1198,"Bar stool; size: L, color: black, finish: varnish",kitchen,1
prod1199,"Coffee table; size: M, color: blue, finish: diamonds",livingroom,18
prod1200,"Bed frame; size: XL, color: silver, finish: diamonds",livingroom,24
prod1201,"Bar stool; size: S, color: gold, finish: platinum",bedroom,17
prod1202,"Dining table; size: XL, color: silver, finish: oil",livingroom,26
prod1203,"Book shelf; size: S, color: purple, finish: wood",kitchen,26
prod1204,"Dining table; size: L, color: brown, finish: bare",kitchen,15
prod1205,"Sofa; size: L, color: bronze, finish: oil",kitchen,26
prod1206,"Desk; size: L, color: purple, finish: lacquer",livingroom,19
prod1207,"Dresser; size: L, color: gold, finish: oil",bedroom,9
prod1208,"Stool; size: M, color: red, finish: paint",livingroom,12
prod1209,"Dining table; size: S, color: green, finish: varnish",bedroom,8
prod1210,"Bar stool; size: L, color: purple, finish: wood",bedroom,3
prod1211,"Desk; size: M, color: bronze, finish: paint",kitchen,0
prod1212,"Desk; size: M, color: white, finish: paint",kitchen,3
prod1213,"Book shelf; size: XL, color: black, finish: diamonds",livingroom,24
prod1214,"Desk; size: M, color: gold, finish: resin",livingroom,12
prod1215,"TV stand; size: S, color: gold, finish: lacquer",kitchen,22
prod1216,"Stand; size: L, color: white, finish: varnish",kitchen,28
prod1217,"Stool; size: L, color: bronze, finish: diamonds",bedroom,7
prod1218,"TV stand; size: L, color: black, finish: diamonds",kitchen,27
prod1219,"Sofa; size: XL, color: gold, finish: platinum",kitchen,22
prod1220,"Book shelf; size: XL, color: bronze, finish: paint",kitchen,11
prod1221,"Desk; size: XL, color: blue, finish: lacquer",bedroom,19
prod1222,"Book shelf; size: M, color: silver, finish: platinum",bedroom,24
prod1223,"Bar stool; size: XL, color: gold, finish: lacquer",livingroom,5
prod1224,"Book shelf; size: S, color: green, finish: platinum",bedroom,10
prod1225,"TV stand; size: XL, color: black, finish: wood",kitchen,26
prod1226,"L-shaped sofa; size: L, color: black, finish: paint",kitchen,19
prod1227,"Bed frame; size: XL, color: brown, finish: bare",bedroom,29
prod1228,"Bar stool; size: XL, color: silver, finish: oil",bedroom,13
prod1229,"Bar stool; size: XL, color: brown, finish: chrome",kitchen,22
prod1230,"Dresser; size: L, color: brown, finish: lacquer",bedroom,21
prod1231,"Dining table; size: S, color: black, finish: resin",kitchen,0
prod1232,"Dresser; size: L, color: silver, finish: bare",kitchen,13
prod1233,"Bar stool; size: S, color: blue, finish: platinum",livingroom,26
prod1234,"End table; size: S, color: blue, finish: lacquer",bedroom,17
prod1235,"Stand; size: XL, color: green, finish: lacquer",bedroom,19
prod1236,"Dresser; size: L, color: black, finish: diamonds",bedroom,27
prod1237,"Stand; size: L, color: brown, finish: platinum",bedroom,4
prod1238,"Dining table; size: M, color: black, finish: gold",livingroom,17
prod1239,"TV stand; size: XL, color: brown, finish: resin",bedroom,22
prod1240,"L-shaped sofa; size: S, color: purple, finish: wood",bedroom,9
prod1241,"L-shaped sofa; size: L, color: red, finish: oil",bedroom,9
prod1242,"Stool; size: XL, color: brown, finish: bare",bedroom,15
prod1243,"Coffee table; size: M, color: gold, finish: gold",kitchen,11
prod1244,"Dining table; size: M, color: red, finish: gold",bedroom,21
prod1245,"Bar stool; size: L, color: blue, finish: varnish",livingroom,19
prod1246,"Stand; size: S, color: brown, finish: chrome",kitchen,8
prod1247,"Bar stool; size: M, color: silver, finish: varnish",livingroom,29
prod1248,"L-shaped sofa; size: XL, color: bronze, finish: gold",livingroom,6
prod1249,"Coffee table; size: L, color: purple, finish: silver",bedroom,22
prod1250,"Stool; size: M, color: purple, finish: wood",bedroom,8
prod1251,"Coffee table; size: L, color: red, finish: chrome",livingroom,26
prod1252,"Stand; size: L, color: red, finish: paint",livingroom,27
prod1253,"Dresser; size: M, color: bronze, finish: platinum",livingroom,3
prod1254,"L-shaped sofa; size: L, color: green, finish: gold",livingroom,24
prod1255,"Desk; size: XL, color: brown, finish: bare",bedroom,25
prod1256,"Book shelf; size: L, color: bronze, finish: resin",livingroom,16
prod1257,"Bar stool; size: S, color: blue, finish: resin",livingroom,0
prod1258,"Sofa; size: M, color: white, finish: wood",livingroom,20
prod1259,"Bar stool; size: XL, color: black, finish: bare",bedroom,0
prod1260,"Bed frame; size: XL, color: red, finish: gold",bedroom,15
prod1261,"Sofa; size: M, color: gold, finish: lacquer",kitchen,17
prod1262,"L-shaped sofa; size: S, color: purple, finish: resin",bedroom,19
prod1263,"Book shelf; size: S, color: gold, finish: silver",livingroom,24
prod1264,"L-shaped sofa; size: L, color: white, finish: oil",kitchen,0
prod1265,"End table; size: L, color: bronze, finish: resin",bedroom,6
prod1266,"Bed frame; size: L, color: blue, finish: resin",bedroom,16
prod1267,"Desk; size: XL, color: bronze, finish: paint",kitchen,0
prod1268,"L-shaped sofa; size: S, color: gold, finish: wood",livingroom,0
prod1269,"Book shelf; size: XL, color: blue, finish: platinum",kitchen,14
prod1270,"Dresser; size: XL, color: red, finish: bare",livingroom,8
prod1271,"L-shaped sofa; size: M, color: black, finish: varnish",bedroom,24
prod1272,"Stool; size: XL, color: bronze, finish: varnish",livingroom,7
prod1273,"Dining table; size: S, color: bronze, finish: diamonds",kitchen,29
prod1274,"Coffee table; size: XL, color: red, finish: bare",kitchen,2
prod1275,"Dresser; size: M, color: brown, finish: diamonds",bedroom,5
prod1276,"End table; size: XL, color: green, finish: diamonds",livingroom,8
prod1277,"Desk; size: S, color: red, finish: platinum",livingroom,26
prod1278,"Dining table; size: L, color: green, finish: silver",kitchen,7
prod1279,"Stand; size: S, color: brown, finish: paint",livingroom,24
prod1280,"TV stand; size: XL, color: green, finish: wood",livingroom,20
prod1281,"Book shelf; size: S, color: red, finish: lacquer",kitchen,22
prod1282,"L-shaped sofa; size: L, color: silver, finish: silver",livingroom,28
prod1283,"Bed frame; size: L, color: silver, finish: paint",livingroom,12
prod1284,"Sofa; size: L, color: bronze, finish: gold",kitchen,4
prod1285,"Desk; size: XL, color: gold, finish: wood",kitchen,12
prod1286,"Stool; size: L, color: white, finish: bare",bedroom,23
prod1287,"Bed frame; size: M, color: silver, finish: gold",livingroom,2
prod1288,"TV stand; size: L, color: white, finish: wood",livingroom,25
prod1289,"Book shelf; size: XL, color: gold, finish: chrome",kitchen,26
prod1290,"Stool; size: L, color: bronze, finish: bare",livingroom,27
prod1291,"Bed frame; size: XL, color: red, finish: oil",bedroom,20
prod1292,"Bar stool; size: XL, color: black, finish: oil",kitchen,5
prod1293,"Sofa; size: XL, color: black, finish: diamonds",kitchen,26
prod1294,"Stand; size: L, color: white, finish: diamonds",livingroom,12
prod1295,"Bed frame; size: S, color: green, finish: gold",livingroom,3
prod1296,"End table; size: L, color: white, finish: oil",bedroom,3
prod1297,"TV stand; size: XL, color: red, finish: paint",livingroom,13
prod1298,"Dresser; size: M, color: black, finish: silver",bedroom,10
prod1299,"Bar stool; size: S, color: brown, finish: lacquer",livingroom,5
prod1300,"Stand; size: S, color: gold, finish: lacquer",bedroom,24
prod1301,"Dresser; size: S, color: gold, finish: chrome",bedroom,25
prod1302,"Bed frame; size: S, color: brown, finish: bare",livingroom,23
prod1303,"Bar stool; size: S, color: bronze, finish: lacquer",kitchen,19
prod1304,"End table; size: XL, color: black, finish: bare",kitchen,3
prod1305,"Sofa; size: S, color: purple, finish: silver",livingroom,8
prod1306,"Dresser; size: S, color: silver, finish: silver",kitchen,11
prod1307,"Dresser; size: XL, color: green, finish: platinum",livingroom,23
prod1308,"Coffee table; size: M, color: brown, finish: gold",kitchen,21
prod1309,"Bed frame; size: XL, color: silver, finish: resin",bedroom,19
prod1310,"Bar stool; size: M, color: purple, finish: diamonds",livingroom,8
prod1311,"Desk; size: S, color: green, finish: lacquer",livingroom,12
prod1312,"End table; size: XL, color: blue, finish: gold",bedroom,4
prod1313,"Stand; size: L, color: silver, finish: resin",livingroom,9
prod1314,"Dresser; size: L, color: brown, finish: wood",kitchen,12
prod1315,"TV stand; size: S, color: gold, finish: varnish",kitchen,9
prod1316,"Sofa; size: M, color: white, finish: wood",livingroom,1
prod1317,"Dresser; size: S, color: green, finish: lacquer",bedroom,20
prod1318,"Bed frame; size: L, color: gold, finish: gold",livingroom,5
prod1319,"Coffee table; size: M, color: black, finish: oil",livingroom,18
prod1320,"Dining table; size: M, color: bronze, finish: diamonds",bedroom,19
prod1321,"Sofa; size: S, color: green, finish: wood",livingroom,1
prod1322,"Book shelf; size: M, color: blue, finish: paint",kitchen,17
prod1323,"L-shaped sofa; size: M, color: gold, finish: lacquer",bedroom,28
prod1324,"End table; size: XL, color: black, finish: silver",livingroom,13
prod1325,"TV stand; size: S, color: black, finish: varnish",kitchen,17
prod1326,"Bar stool; size: L, color: red, finish: diamonds",livingroom,16
prod1327,"TV stand; size: S, color: white, finish: varnish",bedroom,4
prod1328,"L-shaped sofa; size: XL, color: white, finish: paint",bedroom,8
prod1329,"Stand; size: XL, color: purple, finish: silver",livingroom,2
prod1330,"TV stand; size: M, color: blue, finish: paint",bedroom,22
prod1331,"End table; size: L, color: purple, finish: bare",bedroom,4
prod1332,"Desk; size: L, color: blue, finish: bare",livingroom,2
prod1333,"Book shelf; size: L, color: blue, finish: diamonds",kitchen,2
prod1334,"Bed frame; size: S, color: black, finish: bare",bedroom,7
prod1335,"Stand; size: L, color: green, finish: chrome",kitchen,3
prod1336,"Book shelf; size: L, color: silver, finish: gold",livingroom,5
prod1337,"Dresser; size: L, color: gold, finish: bare",bedroom,4
prod1338,"TV stand; size: L, color: purple, finish: lacquer",bedroom,22
prod1339,"End table; size: M, color: white, finish: oil",bedroom,13
prod1340,"Dining table; size: S, color: blue, finish: gold",bedroom,7
prod1341,"L-shaped sofa; size: S, color: white, finish: oil",bedroom,12
prod1342,"End table; size: M, color: blue, finish: gold",livingroom,9
prod1343,"Coffee table; size: XL, color: bronze, finish: varnish",bedroom,4
prod1344,"Book shelf; size: L, color: gold, finish: diamonds",livingroom,27
prod1345,"Dining table; size: XL, color: white, finish: bare",livingroom,1
prod1346,"End table; size: M, color: red, finish: lacquer",kitchen,14
prod1347,"Dresser; size: M, color: bronze, finish: platinum",livingroom,29
prod1348,"TV stand; size: M, color: gold, finish: gold",bedroom,13
prod1349,"Dresser; size: L, color: purple, finish: bare",kitchen,2
prod1350,"Desk; size: L, color: black, finish: chrome",kitchen,26
prod1351,"TV stand; size: XL, color: brown, finish: lacquer",bedroom,14
prod1352,"Bar stool; size: S, color: red, finish: chrome",kitchen,17
prod1353,"Sofa; size: S, color: gold, finish: bare",livingroom,5
prod1354,"Book shelf; size: S, color: brown, finish: oil",kitchen,8
prod1355,"L-shaped sofa; size: L, color: black, finish: gold",livingroom,29
prod1356,"Coffee table; size: XL, color: silver, finish: diamonds",livingroom,27
prod1357,"Stool; size: XL, color: gold, finish: silver",livingroom,29
prod1358,"Desk; size: M, color: brown, finish: platinum",livingroom,2
prod1359,"TV stand; size: S, color: green, finish: bare",bedroom,14
prod1360,"Desk; size: M, color: white, finish: chrome",livingroom,14
prod1361,"L-shaped sofa; size: L, color: blue, finish: paint",bedroom,19
prod1362,"TV stand; size: L, color: green, finish: diamonds",kitchen,13
prod1363,"TV stand; size: XL, color: gold, finish: silver",kitchen,21
prod1364,"L-shaped sofa; size: XL, color: green, finish: oil",bedroom,0
prod1365,"Sofa; size: M, color: black, finish: bare",kitchen,26
prod1366,"Dresser; size: S, color: bronze, finish: bare",livingroom,12
prod1367,"Bar stool; size: S, color: bronze, finish: wood",kitchen,20
prod1368,"Sofa; size: M, color: white, finish: varnish",kitchen,7
prod1369,"Desk; size: L, color: brown, finish: silver",kitchen,3
prod1370,"Stool; size: L, color: black, finish: bare",kitchen,19
prod1371,"Sofa; size: L, color: white, finish: gold",kitchen,20
prod1372,"Bed frame; size: XL, color: bronze, finish: lacquer",bedroom,24
prod1373,"Dresser; size: M, color: red, finish: resin",livingroom,24
prod1374,"Stand; size: S, color: gold, finish: silver",bedroom,9
prod1375,"Bed frame; size: L, color: red, finish: silver",kitchen,26
prod1376,"L-shaped sofa; size: M, color: green, finish: wood",livingroom,20
prod1377,"Bed frame; size: XL, color: bronze, finish: resin",kitchen,27
prod1378,"Desk; size: S, color: bronze, finish: resin",bedroom,4
prod1379,"TV stand; size: M, color: red, finish: diamonds",livingroom,5
prod1380,"L-shaped sofa; size: L, color: silver, finish: gold",bedroom,15
prod1381,"Desk; size: L, color: blue, finish: wood",livingroom,2
prod1382,"Coffee table; size: L, color: blue, finish: varnish",bedroom,11
prod1383,"Stool; size: S, color: blue, finish: varnish",kitchen,17
prod1384,"Stool; size: S, color: blue, finish: bare",livingroom,9
prod1385,"Dining table; size: M, color: black, finish: chrome",bedroom,29
prod1386,"Dining table; size: S, color: white, finish: diamonds",livingroom,2
prod1387,"End table; size: M, color: black, finish: platinum",bedroom,0
prod1388,"Book shelf; size: M, color: silver, finish: lacquer",kitchen,13
prod1389,"Stool; size: M, color: red, finish: chrome",bedroom,8
prod1390,"Book shelf; size: L, color: bronze, finish: wood",bedroom,13
prod1391,"Bar stool; size: M, color: bronze, finish: lacquer",bedroom,22
prod1392,"Book shelf; size: XL, color: silver, finish: varnish",kitchen,24
prod1393,"Coffee table; size: S, color: purple, finish: platinum",bedroom,4
prod1394,"Stand; size: XL, color: red, finish: oil",livingroom,6
prod1395,"Dresser; size: L, color: bronze, finish: diamonds",kitchen,26
prod1396,"Dresser; size: S, color: green, finish: diamonds",kitchen,12
prod1397,"Bed frame; size: L, color: black, finish: diamonds",kitchen,21
prod1398,"Sofa; size: XL, color: silver, finish: wood",kitchen,1
prod1399,"Stand; size: M, color: gold, finish: resin",livingroom,3
prod1400,"L-shaped sofa; size: XL, color: gold, finish: paint",livingroom,27
prod1401,"Stand; size: S, color: bronze, finish: varnish",kitchen,14
prod1402,"Dining table; size: S, color: silver, finish: varnish",kitchen,22
prod1403,"Stand; size: XL, color: black, finish: gold",livingroom,8
prod1404,"TV stand; size: XL, color: silver, finish: diamonds",kitchen,21
prod1405,"End table; size: M, color: blue, finish: platinum",kitchen,14
prod1406,"Desk; size: L, color: blue, finish: wood",bedroom,6
prod1407,"Coffee table; size: L, color: black, finish: bare",bedroom,20
prod1408,"L-shaped sofa; size: S, color: gold, finish: platinum",kitchen,23
prod1409,"Sofa; size: M, color: silver, finish: varnish",kitchen,5
prod1410,"Stool; size: S, color: bronze, finish: resin",kitchen,25
prod1411,"Dining table; size: M, color: gold, finish: chrome",bedroom,0
prod1412,"End table; size: M, color: silver, finish: oil",bedroom,19
prod1413,"L-shaped sofa; size: XL, color: bronze, finish: resin",kitchen,11
prod1414,"End table; size: L, color: bronze, finish: chrome",livingroom,16
prod1415,"Dining table; size: S, color: black, finish: diamonds",bedroom,24
prod1416,"Dresser; size: XL, color: purple, finish: silver",livingroom,20
prod1417,"Dining table; size: S, color: purple, finish: lacquer",kitchen,11
prod1418,"Dining table; size: M, color: purple, finish: lacquer",bedroom,0
prod1419,"Desk; size: XL, color: brown, finish: platinum",kitchen,7
prod1420,"Stand; size: XL, color: brown, finish: paint",bedroom,12
prod1421,"L-shaped sofa; size: L, color: gold, finish: platinum",kitchen,11
prod1422,"Dresser; size: L, color: green, finish: diamonds",bedroom,5
prod1423,"TV stand; size: M, color: brown, finish: lacquer",kitchen,24
prod1424,"Sofa; size: M, color: gold, finish: chrome",kitchen,15
prod1425,"Sofa; size: M, color: brown, finish: silver",kitchen,29
prod1426,"Stand; size: S, color: silver, finish: oil",kitchen,0
prod1427,"Coffee table; size: L, color: bronze, finish: resin",livingroom,29
prod1428,"Desk; size: XL, color: blue, finish: bare",livingroom,25
prod1429,"TV stand; size: XL, color: brown, finish: paint",bedroom,3
prod1430,"Book shelf; size: M, color: red, finish: varnish",kitchen,29
prod1431,"Sofa; size: XL, color: purple, finish: platinum",kitchen,7
prod1432,"Bed frame; size: S, color: brown, finish: paint",bedroom,11
prod1433,"End table; size: M, color: silver, finish: bare",kitchen,12
prod1434,"Stool; size: XL, color: purple, finish: silver",livingroom,2
prod1435,"Coffee table; size: S, color: silver, finish: paint",livingroom,25
prod1436,"Stool; size: S, color: bronze, finish: bare",livingroom,12
