_id,description,product_type,quantity_available
prod2451,shovel,yard,89
prod2452,sofa,living_room,35
prod2453,shears,yard,93
prod2454,table,dining_room,100
prod2455,shears,yard,90
prod2456,ladder,yard,95
prod2457,painting,living_room,31
prod2458,painting,living_room,80
prod2459,ladder,yard,27
prod2460,rug,living_room,18
prod2461,desk,office,76
prod2462,lamp,living_room,67
prod2463,lamp,living_room,78
prod2464,sofa,living_room,44
prod2465,rug,living_room,17
prod2466,painting,living_room,100
prod2467,desk,office,5
prod2468,ladder,yard,96
prod2469,painting,living_room,68
prod2470,desk,office,68
prod2471,lawnmower,yard,51
prod2472,rug,living_room,58
prod2473,desk,office,26
prod2474,shears,yard,84
prod2475,lawnmower,yard,95
prod2476,lamp,living_room,20
prod2477,painting,living_room,15
prod2478,rug,living_room,3
prod2479,lamp,living_room,2
prod2480,painting,living_room,11
prod2481,shears,yard,46
prod2482,painting,living_room,72
prod2483,sofa,living_room,34
prod2484,shed,yard,82
prod2485,shed,yard,52
prod2486,shovel,yard,31
prod2487,shovel,yard,60
prod2488,shovel,yard,53
prod2489,shovel,yard,62
prod2490,shed,yard,14
prod2491,chair,dining_room,49
prod2492,shovel,yard,90
prod2493,shed,yard,29
prod2494,desk,office,63
prod2495,painting,living_room,72
prod2496,painting,living_room,100
prod2497,painting,living_room,86
prod2498,rug,living_room,89
prod2499,shears,yard,92
prod2500,sofa,living_room,46
prod2501,rug,living_room,95
prod2502,lamp,living_room,40
prod2503,shed,yard,47
prod2504,shears,yard,86
prod2505,rug,living_room,39
prod2506,table,dining_room,10
prod2507,shovel,yard,18
prod2508,ladder,yard,75
prod2509,shed,yard,44
prod2510,shed,yard,94
prod2511,shed,yard,40
prod2512,shears,yard,7
prod2513,shed,yard,67
prod2514,table,dining_room,90
prod2515,table,dining_room,64
prod2516,rug,living_room,44
prod2517,shed,yard,90
prod2518,lamp,living_room,33
prod2519,shed,yard,87
prod2520,chair,dining_room,14
prod2521,shovel,yard,64
prod2522,sofa,living_room,0
prod2523,lamp,living_room,69
prod2524,shovel,yard,30
prod2525,lawnmower,yard,12
prod2526,ladder,yard,40
prod2527,sofa,living_room,20
prod2528,ladder,yard,27
prod2529,desk,office,68
prod2530,sofa,living_room,96
prod2531,table,dining_room,54
prod2532,shed,yard,85
prod2533,desk,office,43
prod2534,rug,living_room,86
prod2535,lamp,living_room,3
prod2536,chair,dining_room,74
prod2537,lawnmower,yard,77
prod2538,rug,living_room,88
prod2539,lawnmower,yard,95
prod2540,shed,yard,59
prod2541,shed,yard,100
prod2542,rug,living_room,9
prod2543,sofa,living_room,94
prod2544,table,dining_room,84
prod2545,lamp,living_room,5
prod2546,sofa,living_room,23
prod2547,sofa,living_room,53
prod2548,shears,yard,0
prod2549,shed,yard,33
prod2550,desk,office,76
prod2551,shovel,yard,2
prod2552,shed,yard,75
prod2553,desk,office,94
prod2554,sofa,living_room,97
prod2555,ladder,yard,9
prod2556,rug,living_room,35
prod2557,sofa,living_room,33
prod2558,ladder,yard,78
prod2559,shovel,yard,54
prod2560,painting,living_room,4
prod2561,sofa,living_room,97
prod2562,painting,living_room,15
prod2563,rug,living_room,23
prod2564,lawnmower,yard,17
prod2565,shovel,yard,47
prod2566,shovel,yard,46
prod2567,shears,yard,17
prod2568,shovel,yard,18
prod2569,desk,office,86
prod2570,ladder,yard,72
prod2571,table,dining_room,66
prod2572,shears,yard,18
prod2573,painting,living_room,3
prod2574,sofa,living_room,68
prod2575,rug,living_room,19
prod2576,rug,living_room,39
prod2577,desk,office,7
prod2578,table,dining_room,57
prod2579,lawnmower,yard,70
prod2580,shed,yard,2
prod2581,lamp,living_room,70
prod2582,chair,dining_room,19
prod2583,shovel,yard,38
prod2584,chair,dining_room,93
prod2585,painting,living_room,15
prod2586,sofa,living_room,21
prod2587,lamp,living_room,59
prod2588,rug,living_room,98
prod2589,shovel,yard,15
prod2590,shed,yard,3
prod2591,shed,yard,6
prod2592,sofa,living_room,80
prod2593,shears,yard,67
prod2594,painting,living_room,0
prod2595,lamp,living_room,45
prod2596,shovel,yard,23
prod2597,desk,office,22
prod2598,ladder,yard,12
prod2599,table,dining_room,1
prod2600,ladder,yard,23
prod2601,table,dining_room,35
prod2602,sofa,living_room,22
prod2603,lawnmower,yard,38
prod2604,shed,yard,33
prod2605,ladder,yard,11
prod2606,shed,yard,53
prod2607,shears,yard,11
prod2608,lamp,living_room,67
prod2609,lamp,living_room,91
prod2610,shovel,yard,37
prod2611,lawnmower,yard,81
prod2612,rug,living_room,35
prod2613,shed,yard,34
prod2614,lamp,living_room,78
prod2615,desk,office,8
prod2616,sofa,living_room,53
prod2617,painting,living_room,78
prod2618,lawnmower,yard,2
prod2619,lawnmower,yard,65
prod2620,painting,living_room,96
prod2621,ladder,yard,4
prod2622,rug,living_room,49
prod2623,chair,dining_room,46
prod2624,rug,living_room,66
prod2625,lawnmower,yard,8
prod2626,lamp,living_room,48
prod2627,shed,yard,62
prod2628,shed,yard,56
prod2629,painting,living_room,24
prod2630,sofa,living_room,2
prod2631,shed,yard,54
prod2632,lawnmower,yard,39
prod2633,desk,office,87
prod2634,shears,yard,94
prod2635,lamp,living_room,50
prod2636,lamp,living_room,31
prod2637,sofa,living_room,69
prod2638,painting,living_room,66
prod2639,shears,yard,9
prod2640,rug,living_room,73
prod2641,shears,yard,12
prod2642,lawnmower,yard,92
prod2643,shed,yard,47
prod2644,desk,office,74
prod2645,painting,living_room,42
prod2646,shed,yard,78
prod2647,ladder,yard,8
prod2648,shovel,yard,8
prod2649,ladder,yard,86
prod2650,table,dining_room,8
prod2651,rug,living_room,29
prod2652,ladder,yard,52
prod2653,desk,office,4
prod2654,ladder,yard,100
prod2655,shovel,yard,50
prod2656,shovel,yard,51
prod2657,shovel,yard,26
prod2658,table,dining_room,7
prod2659,chair,dining_room,32
prod2660,shovel,yard,10
prod2661,shed,yard,8
prod2662,table,dining_room,74
prod2663,ladder,yard,23
prod2664,shed,yard,84
prod2665,lamp,living_room,59
prod2666,shovel,yard,79
prod2667,shed,yard,82
prod2668,shovel,yard,29
prod2669,lamp,living_room,40
prod2670,painting,living_room,85
prod2671,painting,living_room,13
prod2672,lawnmower,yard,99
prod2673,table,dining_room,56
prod2674,lawnmower,yard,38
prod2675,sofa,living_room,39
prod2676,shed,yard,13
prod2677,rug,living_room,28
prod2678,table,dining_room,81
prod2679,lamp,living_room,63
prod2680,shovel,yard,2
prod2681,sofa,living_room,72
prod2682,rug,living_room,14
prod2683,table,dining_room,3
prod2684,rug,living_room,9
prod2685,painting,living_room,77
prod2686,ladder,yard,96
prod2687,sofa,living_room,93
prod2688,shears,yard,51
prod2689,shears,yard,12
prod2690,lawnmower,yard,45
prod2691,rug,living_room,30
prod2692,painting,living_room,58
prod2693,chair,dining_room,84
prod2694,shears,yard,71
prod2695,chair,dining_room,61
prod2696,lawnmower,yard,36
prod2697,shed,yard,43
prod2698,lawnmower,yard,35
prod2699,shears,yard,78
prod2700,desk,office,37
prod2701,lawnmower,yard,44
prod2702,desk,office,71
prod2703,rug,living_room,42
prod2704,ladder,yard,77
prod2705,shears,yard,9
prod2706,lawnmower,yard,95
prod2707,lawnmower,yard,98
prod2708,lawnmower,yard,26
prod2709,lamp,living_room,6
prod2710,lawnmower,yard,7
prod2711,chair,dining_room,38
prod2712,table,dining_room,37
prod2713,rug,living_room,63
prod2714,shed,yard,89
prod2715,rug,living_room,1
prod2716,chair,dining_room,2
prod2717,painting,living_room,75
prod2718,ladder,yard,87
prod2719,desk,office,75
prod2720,desk,office,61
prod2721,shovel,yard,67
prod2722,lawnmower,yard,96
prod2723,desk,office,69
prod2724,table,dining_room,69
prod2725,chair,dining_room,82
prod2726,painting,living_room,4
prod2727,shears,yard,77
prod2728,shed,yard,96
prod2729,shovel,yard,51
prod2730,desk,office,31
prod2731,sofa,living_room,52
prod2732,rug,living_room,34
prod2733,rug,living_room,23
prod2734,shears,yard,49
prod2735,lamp,living_room,44
prod2736,chair,dining_room,91
prod2737,sofa,living_room,6
prod2738,ladder,yard,53
prod2739,shovel,yard,36
prod2740,table,dining_room,10
prod2741,shears,yard,28
prod2742,rug,living_room,19
prod2743,painting,living_room,71
prod2744,painting,living_room,56
prod2745,sofa,living_room,55
prod2746,ladder,yard,78
prod2747,shovel,yard,15
prod2748,rug,living_room,72
prod2749,chair,dining_room,50
prod2750,chair,dining_room,97
prod2751,chair,dining_room,90
prod2752,desk,office,90
prod2753,lamp,living_room,10
prod2754,desk,office,27
prod2755,desk,office,47
prod2756,painting,living_room,70
prod2757,sofa,living_room,65
prod2758,table,dining_room,79
prod2759,desk,office,50
prod2760,shears,yard,37
prod2761,shovel,yard,27
prod2762,table,dining_room,21
prod2763,painting,living_room,6
prod2764,shears,yard,61
prod2765,table,dining_room,1
prod2766,shears,yard,97
prod2767,chair,dining_room,24
prod2768,table,dining_room,27
prod2769,desk,office,83
prod2770,lamp,living_room,49
prod2771,ladder,yard,94
prod2772,sofa,living_room,89
prod2773,lawnmower,yard,33
prod2774,shears,yard,80
prod2775,sofa,living_room,62
prod2776,painting,living_room,4
prod2777,table,dining_room,94
prod2778,ladder,yard,50
prod2779,sofa,living_room,54
prod2780,painting,living_room,12
prod2781,shears,yard,100
prod2782,lamp,living_room,36
prod2783,sofa,living_room,46
prod2784,shears,yard,64
prod2785,shovel,yard,5
prod2786,chair,dining_room,52
prod2787,table,dining_room,64
prod2788,rug,living_room,30
prod2789,lawnmower,yard,29
prod2790,lawnmower,yard,42
prod2791,painting,living_room,80
prod2792,lamp,living_room,33
prod2793,table,dining_room,69
prod2794,lawnmower,yard,16
prod2795,shears,yard,40
prod2796,painting,living_room,4
prod2797,lamp,living_room,48
prod2798,painting,living_room,91
prod2799,shed,yard,76
prod2800,sofa,living_room,7
prod2801,lawnmower,yard,70
prod2802,ladder,yard,71
prod2803,desk,office,84
prod2804,shed,yard,52
prod2805,desk,office,15
prod2806,painting,living_room,53
prod2807,lawnmower,yard,3
prod2808,shed,yard,89
prod2809,lawnmower,yard,0
prod2810,table,dining_room,28
prod2811,rug,living_room,82
prod2812,shed,yard,74
prod2813,chair,dining_room,66
prod2814,shovel,yard,7
prod2815,lawnmower,yard,60
prod2816,ladder,yard,15
prod2817,shed,yard,86
prod2818,sofa,living_room,96
prod2819,ladder,yard,67
prod2820,painting,living_room,10
prod2821,rug,living_room,31
prod2822,chair,dining_room,31
prod2823,chair,dining_room,67
prod2824,ladder,yard,82
prod2825,shovel,yard,64
prod2826,painting,living_room,15
prod2827,chair,dining_room,12
prod2828,rug,living_room,5
prod2829,lamp,living_room,79
prod2830,rug,living_room,25
prod2831,lawnmower,yard,69
prod2832,shears,yard,12
prod2833,chair,dining_room,23
prod2834,lamp,living_room,67
prod2835,lawnmower,yard,70
prod2836,sofa,living_room,26
prod2837,painting,living_room,58
prod2838,sofa,living_room,62
prod2839,sofa,living_room,73
prod2840,desk,office,25
prod2841,chair,dining_room,74
prod2842,painting,living_room,36
prod2843,lawnmower,yard,18
prod2844,shed,yard,65
prod2845,chair,dining_room,79
prod2846,chair,dining_room,53
prod2847,shed,yard,38
prod2848,desk,office,75
prod2849,ladder,yard,0
prod2850,shears,yard,93
prod2851,lamp,living_room,84
prod2852,painting,living_room,10
prod2853,sofa,living_room,51
prod2854,shed,yard,77
prod2855,shears,yard,69
prod2856,rug,living_room,72
prod2857,shovel,yard,44
prod2858,desk,office,51
prod2859,rug,living_room,5
prod2860,ladder,yard,71
prod2861,ladder,yard,51
prod2862,lawnmower,yard,8
prod2863,chair,dining_room,0
prod2864,table,dining_room,50
prod2865,painting,living_room,86
prod2866,shovel,yard,3
prod2867,table,dining_room,70
prod2868,table,dining_room,10
prod2869,desk,office,19
prod2870,ladder,yard,70
prod2871,painting,living_room,53
prod2872,shovel,yard,24
prod2873,sofa,living_room,48
prod2874,lamp,living_room,67
prod2875,shed,yard,28
prod2876,lawnmower,yard,15
prod2877,table,dining_room,14
prod2878,chair,dining_room,14
prod2879,rug,living_room,98
prod2880,shears,yard,57
prod2881,lawnmower,yard,24
prod2882,desk,office,18
prod2883,rug,living_room,33
prod2884,ladder,yard,15
prod2885,table,dining_room,31
prod2886,sofa,living_room,60
prod2887,sofa,living_room,15
prod2888,table,dining_room,46
prod2889,desk,office,9
prod2890,sofa,living_room,97
prod2891,shears,yard,65
prod2892,lamp,living_room,72
prod2893,table,dining_room,92
prod2894,chair,dining_room,8
prod2895,ladder,yard,98
prod2896,sofa,living_room,4
prod2897,table,dining_room,20
prod2898,painting,living_room,91
prod2899,lawnmower,yard,26
prod2900,desk,office,52
prod2901,chair,dining_room,9
prod2902,lamp,living_room,24
prod2903,shovel,yard,3
prod2904,lawnmower,yard,76
prod2905,chair,dining_room,14
prod2906,shovel,yard,76
prod2907,lawnmower,yard,67
prod2908,desk,office,49
prod2909,lawnmower,yard,49
prod2910,table,dining_room,40
prod2911,ladder,yard,88
prod2912,lawnmower,yard,87
prod2913,shears,yard,4
prod2914,desk,office,85
prod2915,lamp,living_room,73
prod2916,lamp,living_room,94
prod2917,sofa,living_room,72
prod2918,painting,living_room,62
prod2919,painting,living_room,42
prod2920,rug,living_room,100
prod2921,shears,yard,29
prod2922,shovel,yard,87
prod2923,lawnmower,yard,70
prod2924,ladder,yard,59
prod2925,lawnmower,yard,3
prod2926,lawnmower,yard,8
prod2927,desk,office,84
prod2928,shovel,yard,90
prod2929,rug,living_room,56
prod2930,shears,yard,56
prod2931,shed,yard,11
prod2932,desk,office,10
prod2933,shovel,yard,0
prod2934,lamp,living_room,31
prod2935,table,dining_room,74
prod2936,painting,living_room,75
prod2937,chair,dining_room,3
prod2938,desk,office,67
prod2939,shears,yard,39
prod2940,lamp,living_room,38
prod2941,shed,yard,19
prod2942,lawnmower,yard,24
prod2943,sofa,living_room,72
prod2944,rug,living_room,78
prod2945,shed,yard,92
prod2946,table,dining_room,28
prod2947,shears,yard,29
prod2948,shears,yard,4
prod2949,lamp,living_room,83
prod2950,lawnmower,yard,23
prod2951,shed,yard,64
prod2952,ladder,yard,22
prod2953,shears,yard,54
prod2954,ladder,yard,81
prod2955,shed,yard,4
prod2956,sofa,living_room,43
prod2957,lawnmower,yard,14
prod2958,shed,yard,94
prod2959,table,dining_room,56
prod2960,shed,yard,15
prod2961,shovel,yard,27
prod2962,desk,office,73
prod2963,ladder,yard,50
prod2964,table,dining_room,6
prod2965,painting,living_room,72
prod2966,chair,dining_room,21
prod2967,sofa,living_room,85
prod2968,shovel,yard,40
prod2969,rug,living_room,10
prod2970,desk,office,43
prod2971,lawnmower,yard,76
prod2972,rug,living_room,90
prod2973,shovel,yard,17
prod2974,lamp,living_room,8
prod2975,shears,yard,98
prod2976,table,dining_room,16
prod2977,ladder,yard,73
prod2978,shed,yard,37
prod2979,lamp,living_room,64
prod2980,shears,yard,47
prod2981,shed,yard,71
prod2982,chair,dining_room,31
prod2983,chair,dining_room,54
prod2984,painting,living_room,21
prod2985,lamp,living_room,93
prod2986,sofa,living_room,0
prod2987,chair,dining_room,52
prod2988,table,dining_room,77
prod2989,lamp,living_room,13
prod2990,lamp,living_room,17
prod2991,sofa,living_room,5
prod2992,lamp,living_room,76
prod2993,table,dining_room,26
prod2994,sofa,living_room,45
prod2995,sofa,living_room,10
prod2996,sofa,living_room,11
prod2997,rug,living_room,66
prod2998,rug,living_room,10
prod2999,ladder,yard,1
prod3000,shears,yard,66
prod3001,rug,living_room,56
prod3002,ladder,yard,87
prod3003,chair,dining_room,94
prod3004,lamp,living_room,42
prod3005,shed,yard,94
prod3006,lawnmower,yard,41
prod3007,ladder,yard,82
prod3008,sofa,living_room,24
prod3009,rug,living_room,65
prod3010,lawnmower,yard,41
prod3011,shears,yard,64
prod3012,shears,yard,72
prod3013,painting,living_room,26
prod3014,lawnmower,yard,40
prod3015,lawnmower,yard,1
prod3016,chair,dining_room,14
prod3017,shears,yard,40
prod3018,table,dining_room,4
prod3019,shears,yard,37
prod3020,shed,yard,43
prod3021,lawnmower,yard,68
prod3022,ladder,yard,21
prod3023,lamp,living_room,19
prod3024,lawnmower,yard,82
prod3025,lawnmower,yard,25
prod3026,ladder,yard,59
prod3027,chair,dining_room,47
prod3028,sofa,living_room,23
prod3029,chair,dining_room,1
prod3030,painting,living_room,99
prod3031,rug,living_room,21
prod3032,rug,living_room,82
prod3033,table,dining_room,28
prod3034,table,dining_room,82
prod3035,desk,office,100
prod3036,sofa,living_room,47
prod3037,table,dining_room,25
prod3038,lamp,living_room,47
prod3039,sofa,living_room,73
prod3040,painting,living_room,75
prod3041,lamp,living_room,36
prod3042,shears,yard,64
prod3043,painting,living_room,65
prod3044,chair,dining_room,51
prod3045,sofa,living_room,25
prod3046,shovel,yard,90
prod3047,sofa,living_room,35
prod3048,sofa,living_room,87
prod3049,desk,office,62
prod3050,desk,office,99
prod3051,rug,living_room,38
prod3052,lawnmower,yard,28
prod3053,desk,office,3
prod3054,shovel,yard,30
prod3055,painting,living_room,41
prod3056,lawnmower,yard,41
prod3057,sofa,living_room,8
prod3058,chair,dining_room,44
prod3059,shovel,yard,82
prod3060,rug,living_room,50
prod3061,desk,office,34
prod3062,table,dining_room,81
prod3063,lamp,living_room,46
prod3064,shed,yard,34
prod3065,shovel,yard,32
prod3066,lawnmower,yard,20
prod3067,lawnmower,yard,27
prod3068,painting,living_room,74
prod3069,shovel,yard,86
prod3070,shears,yard,85
prod3071,shears,yard,42
prod3072,rug,living_room,63
prod3073,painting,living_room,100
prod3074,desk,office,84
prod3075,desk,office,10
prod3076,lawnmower,yard,75
prod3077,chair,dining_room,81
prod3078,shovel,yard,59
prod3079,shovel,yard,44
prod3080,lamp,living_room,57
prod3081,sofa,living_room,77
prod3082,lamp,living_room,76
prod3083,chair,dining_room,98
prod3084,sofa,living_room,66
prod3085,painting,living_room,40
prod3086,lawnmower,yard,43
prod3087,shed,yard,51
prod3088,shovel,yard,44
prod3089,chair,dining_room,17
prod3090,shovel,yard,87
prod3091,painting,living_room,35
prod3092,shed,yard,75
prod3093,shears,yard,62
prod3094,lawnmower,yard,96
prod3095,lamp,living_room,67
prod3096,chair,dining_room,31
prod3097,shovel,yard,86
prod3098,shed,yard,5
prod3099,desk,office,43
prod3100,table,dining_room,69
prod3101,table,dining_room,35
prod3102,painting,living_room,22
prod3103,painting,living_room,66
prod3104,painting,living_room,80
prod3105,shed,yard,52
prod3106,table,dining_room,35
prod3107,painting,living_room,86
prod3108,chair,dining_room,31
prod3109,lawnmower,yard,3
prod3110,lawnmower,yard,19
prod3111,painting,living_room,55
prod3112,ladder,yard,41
prod3113,ladder,yard,30
prod3114,shears,yard,76
prod3115,rug,living_room,32
prod3116,ladder,yard,64
prod3117,shovel,yard,94
prod3118,ladder,yard,97
prod3119,desk,office,36
prod3120,shears,yard,87
prod3121,lamp,living_room,55
prod3122,table,dining_room,72
prod3123,sofa,living_room,69
prod3124,chair,dining_room,74
prod3125,painting,living_room,26
prod3126,shed,yard,24
prod3127,rug,living_room,22
prod3128,painting,living_room,97
prod3129,shovel,yard,16
prod3130,sofa,living_room,45
prod3131,shed,yard,82
prod3132,rug,living_room,35
prod3133,chair,dining_room,26
prod3134,desk,office,76
prod3135,ladder,yard,71
prod3136,shed,yard,43
prod3137,lamp,living_room,13
prod3138,sofa,living_room,93
prod3139,painting,living_room,96
prod3140,desk,office,11
prod3141,table,dining_room,11
prod3142,ladder,yard,18
prod3143,ladder,yard,66
prod3144,lamp,living_room,75
prod3145,shovel,yard,34
prod3146,painting,living_room,39
prod3147,shovel,yard,64
prod3148,sofa,living_room,26
prod3149,shovel,yard,54
prod3150,table,dining_room,21
prod3151,table,dining_room,68
prod3152,painting,living_room,1
prod3153,lawnmower,yard,3
prod3154,desk,office,75
prod3155,table,dining_room,36
prod3156,lamp,living_room,68
prod3157,shed,yard,47
prod3158,chair,dining_room,86
prod3159,table,dining_room,18
prod3160,shovel,yard,76
prod3161,sofa,living_room,63
prod3162,desk,office,0
prod3163,ladder,yard,57
prod3164,shears,yard,56
prod3165,lamp,living_room,10
prod3166,chair,dining_room,98
prod3167,chair,dining_room,28
prod3168,shears,yard,88
prod3169,shovel,yard,67
prod3170,sofa,living_room,80
prod3171,rug,living_room,37
prod3172,ladder,yard,37
prod3173,shovel,yard,19
prod3174,chair,dining_room,73
prod3175,lawnmower,yard,28
prod3176,table,dining_room,66
prod3177,rug,living_room,70
prod3178,rug,living_room,15
prod3179,shovel,yard,64
prod3180,desk,office,88
prod3181,lamp,living_room,45
prod3182,desk,office,6
prod3183,desk,office,75
prod3184,shears,yard,21
prod3185,rug,living_room,40
prod3186,shears,yard,14
prod3187,desk,office,5
prod3188,desk,office,30
prod3189,lawnmower,yard,28
prod3190,painting,living_room,77
prod3191,rug,living_room,21
prod3192,table,dining_room,65
prod3193,table,dining_room,44
prod3194,sofa,living_room,48
prod3195,painting,living_room,97
prod3196,sofa,living_room,86
prod3197,shovel,yard,67
prod3198,sofa,living_room,47
prod3199,chair,dining_room,56
prod3200,shovel,yard,18
prod3201,lawnmower,yard,24
prod3202,shears,yard,92
prod3203,desk,office,4
prod3204,shears,yard,12
prod3205,rug,living_room,9
prod3206,desk,office,5
prod3207,desk,office,11
prod3208,painting,living_room,51
prod3209,lamp,living_room,77
prod3210,chair,dining_room,38
prod3211,desk,office,84
prod3212,painting,living_room,13
prod3213,shovel,yard,77
prod3214,shed,yard,21
prod3215,rug,living_room,41
prod3216,chair,dining_room,21
prod3217,chair,dining_room,86
prod3218,chair,dining_room,80
prod3219,rug,living_room,65
prod3220,shovel,yard,94
prod3221,lamp,living_room,23
prod3222,ladder,yard,36
prod3223,ladder,yard,72
prod3224,rug,living_room,93
prod3225,chair,dining_room,61
prod3226,lamp,living_room,23
prod3227,painting,living_room,53
prod3228,painting,living_room,43
prod3229,ladder,yard,45
prod3230,shears,yard,9
prod3231,painting,living_room,71
prod3232,table,dining_room,24
prod3233,painting,living_room,77
prod3234,lawnmower,yard,3
prod3235,shears,yard,49
prod3236,table,dining_room,26
prod3237,desk,office,93
prod3238,rug,living_room,76
prod3239,ladder,yard,19
prod3240,shears,yard,28
prod3241,shed,yard,20
prod3242,shears,yard,22
prod3243,shovel,yard,77
prod3244,chair,dining_room,90
prod3245,sofa,living_room,22
prod3246,rug,living_room,73
prod3247,shed,yard,7
prod3248,rug,living_room,0
prod3249,shears,yard,36
prod3250,shed,yard,6
prod3251,painting,living_room,67
prod3252,shovel,yard,89
prod3253,sofa,living_room,99
prod3254,shovel,yard,88
prod3255,ladder,yard,49
prod3256,sofa,living_room,23
prod3257,sofa,living_room,93
prod3258,lawnmower,yard,81
prod3259,painting,living_room,22
prod3260,ladder,yard,37
prod3261,ladder,yard,40
prod3262,ladder,yard,65
prod3263,ladder,yard,91
prod3264,lamp,living_room,22
prod3265,lamp,living_room,11
prod3266,table,dining_room,17
prod3267,desk,office,94
prod3268,lamp,living_room,69
prod3269,desk,office,3
prod3270,table,dining_room,9
prod3271,ladder,yard,16
prod3272,lawnmower,yard,31
prod3273,sofa,living_room,68
prod3274,shovel,yard,92
prod3275,table,dining_room,8
prod3276,table,dining_room,82
prod3277,chair,dining_room,16
prod3278,shed,yard,61
prod3279,lamp,living_room,81
prod3280,lawnmower,yard,76
prod3281,shed,yard,85
prod3282,shovel,yard,24
prod3283,shovel,yard,37
prod3284,lamp,living_room,33
prod3285,chair,dining_room,62
prod3286,shears,yard,19
prod3287,shovel,yard,87
prod3288,lamp,living_room,12
prod3289,desk,office,17
prod3290,shed,yard,88
prod3291,lamp,living_room,90
prod3292,lawnmower,yard,23
prod3293,shears,yard,14
prod3294,painting,living_room,96
prod3295,ladder,yard,40
prod3296,table,dining_room,77
prod3297,shovel,yard,3
prod3298,chair,dining_room,3
prod3299,lawnmower,yard,16
prod3300,sofa,living_room,46
prod3301,ladder,yard,80
prod3302,shovel,yard,35
prod3303,lamp,living_room,75
prod3304,rug,living_room,81
prod3305,lamp,living_room,46
prod3306,sofa,living_room,7
prod3307,rug,living_room,61
prod3308,lawnmower,yard,51
prod3309,shed,yard,69
prod3310,shears,yard,89
prod3311,lamp,living_room,96
prod3312,shovel,yard,51
prod3313,table,dining_room,36
prod3314,desk,office,49
prod3315,chair,dining_room,21
prod3316,ladder,yard,34
prod3317,painting,living_room,24
prod3318,painting,living_room,29
prod3319,ladder,yard,10
prod3320,chair,dining_room,2
prod3321,rug,living_room,92
prod3322,lamp,living_room,29
prod3323,shed,yard,32
prod3324,table,dining_room,35
prod3325,shovel,yard,76
prod3326,rug,living_room,65
prod3327,table,dining_room,47
prod3328,painting,living_room,27
prod3329,chair,dining_room,88
prod3330,shed,yard,82
prod3331,ladder,yard,64
prod3332,shovel,yard,53
prod3333,shovel,yard,94
prod3334,lamp,living_room,68
prod3335,painting,living_room,30
prod3336,lamp,living_room,77
prod3337,table,dining_room,61
prod3338,chair,dining_room,91
prod3339,chair,dining_room,87
prod3340,lamp,living_room,39
prod3341,table,dining_room,44
prod3342,chair,dining_room,14
prod3343,sofa,living_room,54
prod3344,lamp,living_room,1
prod3345,sofa,living_room,23
prod3346,ladder,yard,7
prod3347,rug,living_room,21
prod3348,lawnmower,yard,2
prod3349,rug,living_room,8
prod3350,ladder,yard,64
prod3351,ladder,yard,81
prod3352,sofa,living_room,52
prod3353,chair,dining_room,86
prod3354,lamp,living_room,47
prod3355,rug,living_room,36
prod3356,shovel,yard,15
prod3357,rug,living_room,97
prod3358,painting,living_room,64
prod3359,shed,yard,54
prod3360,shed,yard,72
prod3361,lamp,living_room,6
prod3362,lamp,living_room,92
prod3363,shears,yard,79
prod3364,ladder,yard,21
prod3365,table,dining_room,55
prod3366,rug,living_room,72
prod3367,desk,office,64
prod3368,ladder,yard,49
prod3369,ladder,yard,49
prod3370,shed,yard,49
prod3371,lamp,living_room,1
prod3372,lawnmower,yard,16
prod3373,table,dining_room,49
prod3374,chair,dining_room,15
prod3375,rug,living_room,54
prod3376,ladder,yard,78
prod3377,painting,living_room,34
prod3378,lawnmower,yard,74
prod3379,lamp,living_room,67
prod3380,desk,office,68
prod3381,shears,yard,54
prod3382,chair,dining_room,56
prod3383,chair,dining_room,71
prod3384,ladder,yard,33
prod3385,shears,yard,92
prod3386,lawnmower,yard,0
prod3387,rug,living_room,11
prod3388,desk,office,99
prod3389,lamp,living_room,94
prod3390,desk,office,89
prod3391,rug,living_room,90
prod3392,painting,living_room,14
prod3393,lawnmower,yard,45
prod3394,shears,yard,92
prod3395,shears,yard,29
prod3396,desk,office,55
prod3397,ladder,yard,31
prod3398,chair,dining_room,75
prod3399,chair,dining_room,71
prod3400,shovel,yard,25
prod3401,shears,yard,64
prod3402,lamp,living_room,96
prod3403,desk,office,49
prod3404,shovel,yard,12
prod3405,shovel,yard,47
prod3406,lamp,living_room,7
prod3407,painting,living_room,33
prod3408,lawnmower,yard,10
prod3409,rug,living_room,12
prod3410,shed,yard,64
prod3411,painting,living_room,3
prod3412,rug,living_room,22
prod3413,desk,office,11
prod3414,table,dining_room,43
prod3415,rug,living_room,100
prod3416,ladder,yard,47
prod3417,sofa,living_room,96
prod3418,shears,yard,40
prod3419,shed,yard,15
prod3420,painting,living_room,94
prod3421,ladder,yard,81
prod3422,rug,living_room,73
prod3423,lawnmower,yard,28
prod3424,lamp,living_room,56
prod3425,shovel,yard,31
prod3426,ladder,yard,64
prod3427,lawnmower,yard,15
prod3428,lawnmower,yard,28
prod3429,shears,yard,0
prod3430,shovel,yard,69
prod3431,shears,yard,53
prod3432,ladder,yard,81
prod3433,shovel,yard,23
prod3434,shed,yard,60
prod3435,table,dining_room,7
prod3436,table,dining_room,14
prod3437,table,dining_room,19
prod3438,desk,office,72
prod3439,lamp,living_room,19
prod3440,table,dining_room,19
prod3441,desk,office,72
