RentalID, UserID, ProductID
rnt00932,user00696,prd00886
rnt00933,user00593,prd00542
rnt00934,user00602,prd00907
rnt00935,user00246,prd00600
rnt00936,user00531,prd00136
rnt00937,user00684,prd00720
rnt00938,user00807,prd00449
rnt00939,user00310,prd00446
rnt00940,user00522,prd00174
rnt00941,user00333,prd00726
rnt00942,user00275,prd00844
rnt00943,user00942,prd00477
rnt00944,user00118,prd00224
rnt00945,user00384,prd00782
rnt00946,user00625,prd00974
rnt00947,user00029,prd00895
rnt00948,user00802,prd00007
rnt00949,user00784,prd00785
rnt00950,user00155,prd00248
rnt00951,user00488,prd00961
rnt00952,user00936,prd00728
rnt00953,user00661,prd00913
rnt00954,user00582,prd00510
rnt00955,user00956,prd00944
rnt00956,user00924,prd00821
rnt00957,user00199,prd00656
rnt00958,user00894,prd00926
rnt00959,user00434,prd00393
rnt00960,user00354,prd00850
rnt00961,user00637,prd00531
rnt00962,user00159,prd00297
rnt00963,user00586,prd00437
rnt00964,user00219,prd00660
rnt00965,user00586,prd00831
rnt00966,user00053,prd00967
rnt00967,user00740,prd00857
rnt00968,user00688,prd00787
rnt00969,user00921,prd00751
rnt00970,user00149,prd00804
rnt00971,user00866,prd00346
rnt00972,user00726,prd00203
rnt00973,user00928,prd00204
rnt00974,user00115,prd00207
rnt00975,user00420,prd00511
rnt00976,user00347,prd00992
rnt00977,user00076,prd00081
rnt00978,user00398,prd00666
rnt00979,user00799,prd00401
rnt00980,user00476,prd00606
rnt00981,user00691,prd00846
rnt00982,user00505,prd00902
rnt00983,user00480,prd00690
rnt00984,user00848,prd00116
rnt00985,user00788,prd00216
rnt00986,user00250,prd00426
rnt00987,user00815,prd00929
rnt00988,user00156,prd00975
rnt00989,user00057,prd00031
rnt00990,user00093,prd00687
rnt00991,user00248,prd00487
rnt00992,user00920,prd00672
rnt00993,user00425,prd00420
rnt00994,user00616,prd00441
rnt00995,user00317,prd00112
rnt00996,user00117,prd00887
rnt00997,user00722,prd00826
rnt00998,user00686,prd00953
rnt00999,user00264,prd00632
rnt01000,user00112,prd00908
