RentalID,UserID,ProductID
rnt00932,user00710,prd00724
rnt00933,user00227,prd00079
rnt00934,user00525,prd00473
rnt00935,user00878,prd00323
rnt00936,user00538,prd00606
rnt00937,user00900,prd00745
rnt00938,user00496,prd00454
rnt00939,user00931,prd00137
rnt00940,user00092,prd00629
rnt00941,user00583,prd00550
rnt00942,user00330,prd00201
rnt00943,user00657,prd00676
rnt00944,user00816,prd00272
rnt00945,user00554,prd00527
rnt00946,user00504,prd00674
rnt00947,user00941,prd00204
rnt00948,user00948,prd00523
rnt00949,user00881,prd00374
rnt00950,user00757,prd00279
rnt00951,user00893,prd00994
rnt00952,user00901,prd00642
rnt00953,user00813,prd00438
rnt00954,user00174,prd00891
rnt00955,user00549,prd00664
rnt00956,user00276,prd00496
rnt00957,user00840,prd00406
rnt00958,user00586,prd00771
rnt00959,user00563,prd00358
rnt00960,user00592,prd00948
rnt00961,user00384,prd00771
rnt00962,user00633,prd00264
rnt00963,user00578,prd00864
rnt00964,user00517,prd00884
rnt00965,user00547,prd00872
rnt00966,user00996,prd00229
rnt00967,user00186,prd00652
rnt00968,user00086,prd00424
rnt00969,user00148,prd00193
rnt00970,user00190,prd00156
rnt00971,user00099,prd00035
rnt00972,user00470,prd00566
rnt00973,user00465,prd00273
rnt00974,user00280,prd00961
rnt00975,user00100,prd00042
rnt00976,user00223,prd00645
rnt00977,user00742,prd00266
rnt00978,user00348,prd00548
rnt00979,user00267,prd00536
rnt00980,user00153,prd00731
rnt00981,user00313,prd00506
rnt00982,user00815,prd00796
rnt00983,user00716,prd00430
rnt00984,user00233,prd00012
rnt00985,user00817,prd00834
rnt00986,user00509,prd00725
rnt00987,user00140,prd00638
rnt00988,user00471,prd00938
rnt00989,user00626,prd00825
rnt00990,user00716,prd00360
rnt00991,user00253,prd00887
rnt00992,user00757,prd00699
rnt00993,user00333,prd00606
rnt00994,user00124,prd00134
rnt00995,user00740,prd00292
rnt00996,user00860,prd00668
rnt00997,user00949,prd00747
rnt00998,user00315,prd00676
rnt00999,user00252,prd00703
rnt01000,user00999,prd00167
rnt01001,user00283,prd00862
