ProductID,Description,ProductType,QuantityAvailable
prd00579,qNZYtCrlNvucDW,YxucOsrwpHqLW,7
prd00580,ren,qOUuVBSpvmKXS,2
prd00581,pHFCjuseCJM,yx,3
prd00582,mZuMGLOREijcap,FxEBGy,7
prd00583,onrDMXYAbTIDv,BsAVKeYRendi,9
prd00584,gwbmfj,OWzcnsYZEMMAd,1
prd00585,jNDFGBAfUeIq,vCVVuZLRzUxAh,3
prd00586,QYOKVLTCwUYgae,ytItXzarAcnT,8
prd00587,wr,LmRzClduuX,3
prd00588,vqKwXUECgwrp,PjnyWu,2
prd00589,PxWDXJTrtbFKbCx,qfaFu,5
prd00590,DvCpsHwG,R,7
prd00591,zDdCyJwdGBSA,mBnMrv,5
prd00592,rCIivcF,xQevP,4
prd00593,kDpldRSFdzct,hLS,3
prd00594,D,qmrbEmQ,2
prd00595,fWKbjmLpzVgs,r,3
prd00596,kxDZVvMXLTQObYe,LFIbKvrWvwa,1
prd00597,xwctjyP,UGbFf,3
prd00598,QfbaxUUZeZpqZu,zTVIS,10
prd00599,pyOmLmJD,KlYafkeslKuWN,6
prd00600,fgl,mMMETWlFoIPD,2
prd00601,zflte,pUfk,6
prd00602,vyYRNKiHaGoQ,kqrq,4
prd00603,ZRtc,G,6
prd00604,dyOF,rXjdpGMYTCtGCby,7
prd00605,xJIFsAOYWt,os,2
prd00606,gJoWBBcYPH,wq,6
prd00607,eIZA,VQSvaCp,5
prd00608,QEiALTHoMd,tvUEc,6
prd00609,ufFZrYxfyMVji,JNQwzR,1
prd00610,TDgCF,TkyPdYwlGsI,1
prd00611,zpRSqSJyg,OzGotEYF,4
prd00612,bJW,XRVrMqlBbOsMx,5
prd00613,PAP,Nvlufjspze,9
prd00614,aCfcVB,QjfgmayfpUu,5
prd00615,tVhJcSU,tNkFeqrUqTDjR,2
prd00616,dBFanBVgmO,GoWxDysxCy,2
prd00617,VFH,AeODk,1
prd00618,JRNOgGeT,yhC,2
prd00619,ObTMfRwDLknwFCw,bJV,1
prd00620,KttEElpLtwRkD,NdfPJSSH,10
prd00621,qS,QLCYxQCKmISbi,4
prd00622,fB,cmqO,3
prd00623,yWrxkHvaQ,BGRcLXJEnMXQ,5
prd00624,hyeg,a,4
prd00625,WPVisCAzPADWeTR,QiJwRfdwJtfjn,9
prd00626,PsgxuNqHfPjtwl,REPgjOoBXQ,4
prd00627,fhlu,LMksvVpKObNFa,9
prd00628,LtFPWC,qIlupMCE,6
prd00629,FmnyXz,RhHkDXBMIcnkBP,9
prd00630,SAGbdBOW,AWF,6
prd00631,DpLegp,GtNRLgxhsPwf,10
prd00632,L,pwJAvFJcT,9
prd00633,kDgfKX,RmTZqGmSamGmimK,1
prd00634,swjEDZFZvmaTE,lyJWxfSSFaGdm,7
prd00635,bsxwNuacE,kvzbGZyICAmMGNG,3
prd00636,JOBThR,MiKVyrwGXJOicT,5
prd00637,TZ,B,5
prd00638,hmwBJ,mfoWGyvkMxQUDgB,8
prd00639,UnJvLKLOePIId,xkdwvlPDdZ,3
prd00640,PdmrS,KTiGnMauR,1
prd00641,dAHjBkYqC,ybeEiqAZ,9
prd00642,ErPnPebHnhnRHnt,mu,5
prd00643,tEnQvzDGNQ,bxspgEM,10
prd00644,WLIZvSLatA,MAIz,9
prd00645,AzhxfYm,cyioJTwhwVKDMFG,1
prd00646,zvCvOCTqcRTPMx,KqI,7
prd00647,UrYW,XwmbWhtl,1
prd00648,OT,aT,6
prd00649,j,ICHjxzvnj,8
prd00650,qjQpid,KbGFbUru,10
prd00651,ClfZQ,azBZFXmSlLqo,6
prd00652,VAAxITa,HldIX,8
prd00653,EeYw,mdqkmpAXh,3
prd00654,anxkZLUjZRgLO,Qs,10
prd00655,ouoydaSTFj,pF,2
prd00656,Rbdpk,YA,3
prd00657,GvvNFNveU,qFKU,7
prd00658,mNZuCSc,iywRXaAIyiJgL,7
prd00659,RbbPd,vkz,6
prd00660,moevbrB,xdCsCWrBLx,8
prd00661,a,PQHAc,9
prd00662,UcLCEY,TqsznJMaOzDer,4
prd00663,df,MvKlne,10
prd00664,zgSNcnOPA,LEjf,4
prd00665,bNxfgGjjcDdOWf,ucMJagwi,1
prd00666,sM,cWnGIHStqJP,3
prd00667,PigfguvDBLkNPuh,t,10
prd00668,aIz,Fq,4
prd00669,dFsSOrVV,tJuIIkLy,5
prd00670,dhVlOHNZCVM,uOP,9
prd00671,I,IIZcHoozXRz,3
prd00672,uQiMPZr,XIqFuQRRx,5
prd00673,SvtzkRyarmT,RENpyrLWzao,8
prd00674,WabgFkPuPYxmDn,IlgRMwGvPRax,1
prd00675,rW,XaiHnucvugu,2
prd00676,uzmtHFxCQrDNBY,RKtRukbEsN,1
prd00677,Pylw,qRRnNbKl,1
prd00678,tsRdaSBpRjvLqwN,aj,7
prd00679,DJgPPjwACg,GfShUoNSkJJ,9
prd00680,KObiRK,WgNgPwNIPUYeRc,7
prd00681,xYSPi,nVOiCDFsu,10
prd00682,swINoEXfpvx,VVl,3
prd00683,uYbduceq,DBhXCko,6
prd00684,diy,JHbeZLX,3
prd00685,gzqWDCyr,rZ,6
prd00686,HNmzFPHMcczY,R,6
prd00687,KfQiitOxQl,mFSqpzirFBNO,4
prd00688,aVGS,hKVu,10
prd00689,mf,nNaThrnYMQ,7
prd00690,uNzRJV,bhj,2
prd00691,Qz,xc,5
prd00692,yWvsQTJmFdtU,DkVI,4
prd00693,w,IllSERaDqFsefT,3
prd00694,TLfOK,GpUfXvpXJMOvlC,10
prd00695,yynCFyiWsSQdY,yxGmubQSKcSWyiS,2
prd00696,XOFuyqrVZ,NzCzRTMWiS,9
prd00697,NudHNipUHwPfN,aHbokBPJUhzR,9
prd00698,SkLpJYOhzmo,Ysv,3
prd00699,nRbIJbP,CAeVJfvqzW,8
prd00700,eEEudukisuBY,MuDcmspzFksBm,5
prd00701,ocYzCG,zWlzltCTKjRTAiM,9
prd00702,IZhByJafQ,efKzjLNmlpp,10
prd00703,dsovC,yusItaCiVYob,6
prd00704,hWK,pA,1
prd00705,AUNy,AVY,1
prd00706,eUVgLmwBWWsGnt,wmjn,10
prd00707,bdFRrkUNTwosQdj,mamjuzbB,3
prd00708,SXrcEIpP,MTC,6
prd00709,yXxDaamffMpuyuN,giUcLLcOmi,4
prd00710,dhs,NVdsOcigMgOA,4
prd00711,SMCUPy,R,1
prd00712,WE,iyFpFf,9
prd00713,bjypWAoQKilm,TRPD,4
prd00714,VohCaBW,UN,1
prd00715,RmDxmj,VuEBqhlLG,7
prd00716,GHpyaNZMXrlK,hKNpfaRY,6
prd00717,xTTJZbj,rORl,8
prd00718,lKFLzmCP,DYgduVE,4
prd00719,exOcW,WvCGc,7
prd00720,toq,mg,8
prd00721,jcKLIfBvnr,oZtm,6
prd00722,wn,UfnVnlaAJvzBO,10
prd00723,kfpPPYBQt,ljHrrQjIHFdX,7
prd00724,hZzwAoRSPLPTwqE,OpOruzDXRL,5
prd00725,M,uSJfSr,3
prd00726,be,MHOVuOJsXPgDIPB,9
prd00727,PRjwEf,mX,7
prd00728,l,NxWmJPOYVjFPN,2
prd00729,cBCqzLvckfuatn,ynEtMXGvEMkAE,6
prd00730,AVNJJWHFfXUBxq,s,7
prd00731,ouvHMwPR,DOx,5
prd00732,i,mFGRMvwzp,10
prd00733,anSSK,FTHKbtiZG,8
prd00734,po,PSnLbLRKyyFfjOt,7
prd00735,jOKXOtaBzmF,NAtKYONdHPQc,10
prd00736,OAZnBAg,tlZKhIAIRckbWSK,5
prd00737,jEKMZn,zHLIbJJPyDEsfr,8
prd00738,IhRaarDFN,gXnlSxEFTPdPZl,10
prd00739,yVUi,Tn,5
prd00740,xADaXDphjoEB,ky,9
prd00741,uHxNHYMDWIV,BVaa,3
prd00742,FLep,xR,6
prd00743,ipZZrO,EyWjWKmVqDMLutU,9
prd00744,TGTtjUIiypmFAI,fQXAoRvbmsrZ,4
prd00745,hUikThS,QvRJUuxSivNymFr,5
prd00746,ngVOCBx,lGLHV,2
prd00747,ffnaL,UbSowvDnZRDfYr,10
prd00748,mIEJxqqhDCn,znoAYG,4
prd00749,YajT,waKGjl,8
prd00750,gtyCSPthgETNkZC,PIqxVlepL,3
prd00751,J,iSN,3
prd00752,ShtVUAKOVMKm,qmnwV,7
prd00753,bFUSGOkpQ,aWVm,4
prd00754,TEtsIySGKVIsD,btRUnyoMlBLQtuH,3
prd00755,huZmHftjBcgNRTP,uuynUaqdrtR,9
prd00756,YlYywXtRwpsp,uDAbacvAMdO,9
prd00757,w,IyCaqfTbNFYOAF,9
prd00758,HYnUo,Bjhcd,4
prd00759,WORxCfjXHyqOI,wdX,9
prd00760,UsjWHj,oGxUGTEKvjQNvZe,9
prd00761,YlWVxaiiGQ,KSXBrBsFMTxaB,2
prd00762,tmmIBNQXnt,kXFiMuYcsl,8
prd00763,HeLYgDg,jI,8
prd00764,ZsQ,xFWh,5
prd00765,jyefBHTu,AdgJEEqOuiygCn,9
prd00766,xB,ZyADjvBBmWE,2
prd00767,TDD,ObAskWJgsrp,6
prd00768,GmAf,kAUKekyNffOmkUC,7
prd00769,QejIRjSYXFKvxCR,IyuzTNaB,2
prd00770,ByHR,Fw,3
prd00771,UdjDrvQUEGvzIuR,zQoCTwSolF,8
prd00772,yAPUi,nLXeFofEjaCe,5
prd00773,Jelwfrn,SDHfT,2
prd00774,dOaukSLCaNVENU,VxghwuaHwDdpw,7
prd00775,tr,fGCP,7
prd00776,EwhkEquGI,qvdEImFRLGzokx,10
prd00777,ODEABDSWrdo,WYfgyrtlmX,9
prd00778,stfDOFsVIaGy,gVwCAer,5
prd00779,PWZOKL,xYwbuNyr,2
prd00780,dzEbZwWvpstYkbW,PNkyDruoeFZDK,7
prd00781,flwTGmels,B,7
prd00782,PYvQe,CKYpHSJFuTx,3
prd00783,eFiMepAhjHcvln,cizFaA,4
prd00784,dKoiEUFHmgF,i,7
prd00785,NI,GrmMU,10
prd00786,R,a,3
prd00787,P,EYo,3
prd00788,liYu,QNPIB,2
prd00789,RSaAPVMGWb,bKFVoBxAIbA,8
prd00790,hcgpBZLpfJwdCVf,Avs,4
prd00791,dBhLQRMefURh,SHNwRNQkL,6
prd00792,ffqjZHMzEqYFw,wnOiLlMe,6
prd00793,Gn,gfaywSEpF,7
prd00794,XbwMEPqJsmd,MGeSrGyJHSmH,4
prd00795,JdqnKJbnpwMQg,KshwWPShmi,7
prd00796,ewYszaIwPEZzJw,goHCUioMfTXMu,6
prd00797,WVSkIHM,vpBAwpDeE,3
prd00798,L,FNrvp,10
prd00799,KDhWNguHJxIFnT,IGlEJPUps,2
prd00800,vNEBAulJmPd,pDcDM,4
prd00801,COSCC,NjotmTiDTpjeA,7
prd00802,DfVXy,ApkPAnOCQmHy,3
prd00803,zw,Jjrrcdsh,6
prd00804,EmZOGpb,WpTsrAZUH,3
prd00805,xIDcDpnTYGYe,CRnYcKzjIIL,10
prd00806,MjqsbsqX,liuviru,1
prd00807,oAz,J,6
prd00808,t,dPiKSPSxjetn,2
prd00809,QGIR,njpuvztKO,10
prd00810,LzSVrdGI,Zpl,2
prd00811,TasSB,kikqd,6
prd00812,OhUC,aKgRnCUU,9
prd00813,KeeuMobfIdD,bHqueYbiAwRMZty,2
prd00814,QJbqBSjM,NPAfBaDGEGy,2
prd00815,NdrErnwfHBtcRG,bB,6
prd00816,wGrnyqnrD,qlaUKaMTgx,3
prd00817,GOWJnFU,erBhBOBuwnO,2
prd00818,Hpe,mXwzKMnetIqFY,10
prd00819,ykTBZ,AgBjRrVEiADQpt,4
prd00820,WSQsSETIIuVtxxw,jRYyoGMiFh,7
prd00821,CsSkJyiccPkBRPU,YCUF,5
prd00822,fSfZoZzVmIWde,qnfdgYlKKIV,9
prd00823,juttkICzrs,pGFmQNzeDfZY,7
prd00824,nlVGQIWeJhwy,fFwMSTXQa,10
prd00825,uEiqDpshufcox,Boxa,4
prd00826,miGgaYgCyRLCCP,kUldBZXXAoBRQG,7
prd00827,PAQzGoeZlhxnTVb,sOtbTF,1
prd00828,XbLK,iyihKVKVcmEaUf,2
prd00829,CdVOAsAxbaLi,ygkTnSDgUfMkYKS,7
prd00830,Vgs,LVjQEmlk,7
prd00831,nVip,mDY,5
prd00832,T,Tlhitf,1
prd00833,ulUAoMYv,uAlhsbFrq,10
prd00834,wReVNtcWqgpJ,SfXaIVPXrHGHe,7
prd00835,D,alLxDbigZlFggT,6
prd00836,dxKSyNCBBkkXsWV,jCIvrguk,6
prd00837,M,ziBPcZGqYbMuMj,5
prd00838,ABpK,OH,10
prd00839,zuIPyxWgy,lZlLosymM,1
prd00840,vzRzpij,yTOMrwsLoOIUL,9
prd00841,TryrcRT,dbQozOAvmkIQX,1
prd00842,Jfsm,ITQDHxAUCiIQ,1
prd00843,rDgtuT,IlGbzemlCVln,8
prd00844,eLXs,p,5
prd00845,ETOiCcuLR,ODljEyLJupcQQD,10
prd00846,QD,ZiSpsQuTFQKn,2
prd00847,TcNOaSzB,fUQFCjtkbhCNSw,6
prd00848,cqLcEdCmVo,RDPbsAllZsL,8
prd00849,vnNIdlxyaTd,abPyVFGNXUcTgRT,10
prd00850,EYgSmhUY,uYStzecKPchw,2
prd00851,jIBQJMckMQYVg,iurlelGZcxCQdN,8
prd00852,ljRe,OfLIvXvkYHuNc,10
prd00853,cpeuUVFYYWh,nWLI,10
prd00854,UQ,JhiVLlcZSFx,9
prd00855,hCfomtrC,TmLnVzhQhSmxCTo,3
prd00856,NMj,zSjvuFcdgHGdY,10
prd00857,xycauyajEYmmjPr,m,7
prd00858,SlGGTdebxTMRyUm,kX,5
prd00859,zE,NxGKoWRyMpWeB,3
prd00860,lWbb,hyCGKuaq,7
prd00861,MwwBoEkEPjkJelk,mjFqQWWYcXVz,6
prd00862,Q,vdHkGwFQx,5
prd00863,uopPKK,oscPMpZq,7
prd00864,hjoFowmVcQ,tZRlXkDwdrf,2
prd00865,ADqqTD,tO,9
prd00866,yUg,S,6
prd00867,FDkOZ,fQaS,8
prd00868,EzQ,mW,1
prd00869,HhXoW,XT,4
prd00870,DTqEjCK,JPBWkWbxR,6
prd00871,NjhvVHfxOukFVT,yGlnwYtuiAuoW,2
prd00872,PxNYpmEN,SVkt,5
prd00873,g,jOoYvTAp,2
prd00874,sTQzxpdrHXH,LufLw,4
prd00875,dIK,cdFpjMnGl,2
prd00876,vZN,sQvFhuPl,3
prd00877,ckDfvTNCLHvk,wLrRqAAn,9
prd00878,ezyKggOBGoAOGMA,iHdumMohka,10
prd00879,Twsc,WKmiko,9
prd00880,C,ITNgkANXIC,9
prd00881,HPlUcSTFqzKamO,eEqDBswEZlqJYU,1
prd00882,jqPBePStXYhCp,A,2
prd00883,JEIqHtxteiUbvn,xYaYbgf,10
prd00884,j,NyUwfIo,6
prd00885,qgKcANyPfQm,Q,1
prd00886,aqMiew,NVWBDejYx,7
prd00887,YKfkjXdGxIaRLZw,ywHNzqstFXLbX,1
prd00888,vLS,xwYRLpr,4
prd00889,SxS,DREVFZBwfAHR,9
prd00890,gcTfGT,GPgusNUwqK,7
prd00891,ZSAwHswbehOUuqb,NlsWnh,8
prd00892,fEK,jXIvFe,2
prd00893,iCukfuufwlFzv,xjKGmXN,3
prd00894,IurKrsWRBHTlOdd,dcRcJqAt,2
prd00895,KexfK,dTBLnFqSYbHNI,7
prd00896,cqTfVeUFFq,sBQiYXEtwA,7
prd00897,H,jIYoGhWRKPeSYZ,6
prd00898,RJBxlJVIXweNZ,i,1
prd00899,XnXVFGlwy,AuVTg,10
prd00900,dSaGlEYpoeyp,vWenZUuAdZOyzq,4
prd00901,z,jZwgbTZFtciai,3
prd00902,Fmqyb,mfssF,7
prd00903,TwurWIR,uYpf,10
prd00904,YtmOLjjh,ZuOSPEaR,7
prd00905,eRRJrSkbQvMVUZ,gGsmyD,8
prd00906,VxXzJFwzkb,BOjGhRiHnDQDXg,10
prd00907,fZPWXGyjxeg,tX,3
prd00908,WIbTrc,KfkWcpZM,10
prd00909,sY,sb,7
prd00910,S,aoiSfzQRhaCF,2
prd00911,ObzBGWnmk,L,10
prd00912,Mkzl,lWOmCjoc,2
prd00913,L,eHwMYmCaVhHdc,10
prd00914,LIy,cApPPcS,6
prd00915,ueDnxSHmS,FOmNqiEOjwSDcd,2
prd00916,eDYpL,tsAuMperYcAHdn,7
prd00917,jBDybWEnGm,DoxugtNdTFnCAe,5
prd00918,TjGFFjEJBUg,lVVYdPhceVpP,9
prd00919,ZfsHYNusWsrkKml,UMJqxGBHqZoTYwT,3
prd00920,kp,mJKSncFbpRonDhU,3
prd00921,bOOJRvqVCbyk,GcNVgnc,3
prd00922,siVTgGMGq,rodyockdAlLIK,10
prd00923,sztDrkzYiKwBv,dgKkpNaZ,10
prd00924,SIs,bClksB,8
prd00925,AkjefnLaqbH,kAT,1
prd00926,GAMT,EQwEfOsBdAqwIq,10
prd00927,yhkRzmVJywfg,SXgbeCbUsU,1
prd00928,wjgXf,OLC,5
prd00929,NNztayaGIkC,UwzSocE,6
prd00930,AqoANA,hivu,1
prd00931,BGVcMKScXYB,NcXWS,3
prd00932,xwcZ,gkp,2
prd00933,JHrVhniefZ,llZF,8
prd00934,RXSniacUVqXivjr,pIcBt,5
prd00935,gSMqhIUfdhHVv,k,10
prd00936,KHfUiDFvl,L,5
prd00937,dx,ZKOJRUcMQOxYyg,10
prd00938,nmtbrXA,KePIaupoRcni,4
prd00939,WfZRbHOwYYTfI,ZETyAjCsA,10
prd00940,NOqRt,kYlAKAlfVyTFs,4
prd00941,L,AEWd,1
prd00942,WGESC,AgaaFaUM,6
prd00943,GEPFLxtMgURF,H,7
prd00944,PdRYiVvNwpj,mSFko,4
prd00945,dglpGW,LYGIihnIFu,4
prd00946,ZUPtsrRuU,SMRtHjKqlPx,5
prd00947,oEXvrSiKl,VIa,2
prd00948,fVzOsvpqvUGa,S,1
prd00949,unsxdRwmYj,gumRNplNwMLJ,3
prd00950,MKWOocYLip,ehitUtTB,5
prd00951,ozKOzXCtC,iVN,4
prd00952,IISzMahhUulsIKw,UpM,4
prd00953,Ib,iHne,5
prd00954,oKhUMRQNAj,sOdNjXvW,2
prd00955,FLNyk,Wfi,1
prd00956,Xo,igFNGObGLpdK,9
prd00957,wDHn,dbdDKIJnGfL,8
prd00958,td,V,9
prd00959,pdrIigMJGjLWldO,NfmYi,3
prd00960,JiNjxZ,dWnrHCow,1
prd00961,LIaAjzsMdioi,NqNikSFThEUQJD,9
prd00962,UvZI,sZV,2
prd00963,IKh,R,6
prd00964,IpKzKK,uDtw,10
prd00965,ogcPz,hygGwjlMBRDN,2
prd00966,WWaLxr,tHwqHNNx,2
prd00967,PwERRQsBVxB,Rh,3
prd00968,sL,h,7
prd00969,FTpdlXusM,kUsHzwuZ,8
prd00970,YzkqOIlNkwGGHgW,WPWyFmORtRR,1
prd00971,NNE,JYGO,5
prd00972,fxuc,FP,8
prd00973,tnndSDFR,YMEKycvYJ,5
prd00974,bKpkVAv,NeeboXPHzCH,6
prd00975,HrVYnLU,ECEWQ,3
prd00976,VkNdiHPcKGnPp,zrKxTu,6
prd00977,zxh,nwzG,9
prd00978,AvgWBizf,ZEfLBNxPBZ,8
prd00979,zWKrBeUBEPGGK,vRJbfka,2
prd00980,n,kcWiu,6
prd00981,rktPBGEX,v,4
prd00982,ueFHmzgNjMkh,Ow,9
prd00983,bIoXNbbECF,IrKcyexsJkTXTv,3
prd00984,hsOpcJRaIIFl,aHrwf,3
prd00985,LtGrNFnVfj,n,4
prd00986,a,GESLghQYs,3
prd00987,RAtjxBNQhjyecP,yl,4
prd00988,rWkWTFuhXA,ep,9
prd00989,crA,Eiq,4
prd00990,IL,veGpwnYdxGmbMzj,10
prd00991,skzchmvStTRO,krzyOxjLxtjeA,1
prd00992,QEo,YC,6
prd00993,KSzHNAl,BFlzwj,6
prd00994,hk,mugieIkjj,7
prd00995,N,Bf,1
prd00996,dXaAPXjC,Bn,4
prd00997,gfjFGgTBWrQsOeG,uSzoToik,5
prd00998,OAKbcUtgHX,DyCoBqtAlWSDp,7
prd00999,LujQOSWQFJv,GTmAt,6
prd01000,zuGZCocFhu,seJnwGwRdthhP,5
prd01001,NhHf,p,1
