rental_id,product_id,customer_id,amount,time,price,total
R20898,P21501,C20898,51,266,40,542640
R20899,P50139,C20899,84,236,421,8345904
R20900,P20481,C20900,67,17,421,479519
R20901,P34275,C20901,98,315,183,5649210
R20902,P75785,C20902,65,270,323,5668650
R20903,P55798,C20903,60,349,218,4564920
R20904,P57859,C20904,50,351,144,2527200
R20905,P98592,C20905,6,135,104,84240
R20906,P42148,C20906,53,82,9,39114
R20907,P35822,C20907,47,5,48,11280
R20908,P3912,C20908,14,35,241,118090
R20909,P93014,C20909,74,206,133,2027452
R20910,P64406,C20910,33,289,52,495924
R20911,P62893,C20911,21,249,480,2509920
R20912,P57552,C20912,77,124,383,3656884
R20913,P15994,C20913,83,341,78,2207634
R20914,P64006,C20914,29,211,83,507877
R20915,P64343,C20915,74,341,125,3154250
R20916,P48722,C20916,43,117,142,714402
R20917,P83298,C20917,90,329,442,13087620
R20918,P28483,C20918,8,230,364,669760
R20919,P41121,C20919,91,76,379,2621164
R20920,P10872,C20920,90,24,125,270000
R20921,P74633,C20921,5,79,445,175775
R20922,P33167,C20922,4,112,116,51968
R20923,P16562,C20923,14,88,20,24640
R20924,P88326,C20924,35,157,260,1428700
R20925,P23354,C20925,12,160,424,814080
R20926,P38771,C20926,20,163,458,1493080
R20927,P14437,C20927,0,346,113,0
R20928,P31728,C20928,74,304,424,9538304
R20929,P77426,C20929,71,330,474,11105820
R20930,P20923,C20930,81,275,430,9578250
R20931,P79836,C20931,36,201,252,1823472
R20932,P70813,C20932,68,197,269,3603524
R20933,P67926,C20933,96,8,341,261888
R20934,P85016,C20934,15,313,351,1647945
R20935,P65545,C20935,18,190,435,1487700
R20936,P67224,C20936,21,39,81,66339
R20937,P75631,C20937,77,255,294,5772690
R20938,P59425,C20938,71,345,432,10581840
R20939,P25866,C20939,59,175,27,278775
R20940,P35294,C20940,41,295,328,3967160
R20941,P67555,C20941,31,283,231,2026563
R20942,P65547,C20942,79,8,298,188336
R20943,P63590,C20943,22,242,254,1352296
R20944,P99458,C20944,42,259,73,794094
R20945,P84913,C20945,95,13,148,182780
R20946,P31428,C20946,51,99,380,1918620
R20947,P11266,C20947,4,228,367,334704
R20948,P3816,C20948,96,294,276,7789824
R20949,P46257,C20949,63,167,124,1304604
R20950,P81557,C20950,15,139,154,321090
R20951,P76672,C20951,93,187,212,3686892
R20952,P37626,C20952,43,12,414,213624
R20953,P32764,C20953,63,205,230,2970450
R20954,P60572,C20954,85,100,374,3179000
R20955,P6081,C20955,9,130,469,548730
R20956,P52818,C20956,73,116,197,1668196
R20957,P48753,C20957,76,24,413,753312
R20958,P50074,C20958,63,180,360,4082400
R20959,P30494,C20959,58,299,314,5445388
R20960,P28057,C20960,95,169,363,5827965
R20961,P42739,C20961,51,163,223,1853799
R20962,P41089,C20962,89,70,303,1887690
R20963,P72086,C20963,61,7,105,44835
R20964,P64847,C20964,12,179,217,466116
R20965,P21111,C20965,20,259,309,1600620
R20966,P23247,C20966,76,259,191,3759644
R20967,P90207,C20967,82,74,299,1814332
R20968,P24843,C20968,15,234,466,1635660
R20969,P77522,C20969,71,116,41,337676
R20970,P92143,C20970,46,89,329,1346926
R20971,P79258,C20971,13,77,235,235235
R20972,P10280,C20972,87,82,145,1034430
R20973,P72165,C20973,24,237,109,619992
R20974,P10771,C20974,7,268,42,78792
R20975,P13359,C20975,18,239,351,1510002
R20976,P14938,C20976,91,192,451,7879872
R20977,P25832,C20977,44,349,329,5052124
R20978,P61394,C20978,86,53,52,237016
R20979,P70090,C20979,16,38,295,179360
R20980,P78729,C20980,49,175,357,3061275
R20981,P81302,C20981,51,261,395,5257845
R20982,P11704,C20982,46,248,95,1083760
R20983,P48668,C20983,70,95,211,1403150
R20984,P12772,C20984,53,355,203,3819445
R20985,P90687,C20985,36,361,358,4652568
R20986,P84399,C20986,28,86,121,291368
R20987,P62422,C20987,44,297,188,2456784
R20988,P38563,C20988,38,218,444,3678096
R20989,P4821,C20989,2,224,348,155904
R20990,P36225,C20990,16,5,331,26480
R20991,P87204,C20991,80,101,334,2698720
R20992,P75780,C20992,91,49,252,1123668
R20993,P55232,C20993,39,95,169,626145
R20994,P84127,C20994,3,358,36,38664
R20995,P22917,C20995,49,200,148,1450400
R20996,P328,C20996,8,319,200,510400
R20997,P97112,C20997,75,169,461,5843175
R20998,P36269,C20998,71,343,498,12127794
R20999,P22814,C20999,40,2,466,37280
R21000,P52918,C21000,34,8,321,87312
R21001,P54469,C21001,74,177,134,1755132
R21002,P86211,C21002,29,60,381,662940
R21003,P36081,C21003,16,56,369,330624
R21004,P16552,C21004,52,11,431,246532
R21005,P70780,C21005,46,329,460,6961640
R21006,P26092,C21006,50,365,195,3558750
R21007,P54228,C21007,34,282,150,1438200
R21008,P68231,C21008,1,220,138,30360
R21009,P88178,C21009,75,202,455,6893250
R21010,P17654,C21010,11,132,284,412368
R21011,P90872,C21011,39,335,99,1293435
R21012,P63997,C21012,37,257,457,4345613
R21013,P15659,C21013,92,62,205,1169320
R21014,P65722,C21014,9,105,206,194670
R21015,P77864,C21015,16,133,108,229824
R21016,P73727,C21016,30,107,466,1495860
R21017,P84679,C21017,85,177,452,6800340
R21018,P40468,C21018,83,72,306,1828656
R21019,P26114,C21019,18,268,337,1625688
R21020,P84633,C21020,8,64,306,156672
R21021,P77259,C21021,58,51,257,760206
R21022,P98123,C21022,26,95,159,392730
R21023,P66291,C21023,49,362,143,2536534
R21024,P89502,C21024,46,332,356,5436832
R21025,P97269,C21025,46,212,448,4368896
R21026,P11706,C21026,52,79,415,1704820
R21027,P59031,C21027,9,155,117,163215
R21028,P82056,C21028,98,359,283,9956506
R21029,P2841,C21029,19,321,49,298851
R21030,P70352,C21030,7,241,228,384636
R21031,P39011,C21031,38,65,103,254410
R21032,P98089,C21032,53,279,490,7245630
R21033,P72899,C21033,53,91,239,1152697
R21034,P48257,C21034,29,248,348,2502816
R21035,P94492,C21035,28,118,445,1470280
R21036,P56465,C21036,95,73,158,1095730
R21037,P46407,C21037,72,131,330,3112560
R21038,P29868,C21038,24,161,171,660744
R21039,P8833,C21039,24,74,205,364080
R21040,P92570,C21040,0,312,489,0
R21041,P5620,C21041,0,26,61,0
R21042,P19486,C21042,83,41,240,816720
R21043,P3398,C21043,25,124,375,1162500
R21044,P75937,C21044,65,184,147,1758120
R21045,P35945,C21045,5,315,387,609525
R21046,P37187,C21046,68,132,90,807840
R21047,P5027,C21047,73,94,76,521512
R21048,P81347,C21048,25,110,2,5500
R21049,P30856,C21049,3,43,215,27735
R21050,P43830,C21050,71,246,346,6043236
R21051,P90565,C21051,79,146,72,830448
R21052,P54966,C21052,50,75,22,82500
R21053,P66879,C21053,18,244,426,1870992
R21054,P86401,C21054,28,313,272,2383808
R21055,P30963,C21055,40,225,469,4221000
R21056,P59247,C21056,73,300,224,4905600
R21057,P21216,C21057,93,164,50,762600
R21058,P4189,C21058,10,274,203,556220
R21059,P95257,C21059,71,210,389,5799990
R21060,P42066,C21060,24,190,193,880080
R21061,P81942,C21061,54,323,389,6784938
R21062,P19528,C21062,27,149,15,60345
R21063,P55393,C21063,65,232,306,4614480
R21064,P56409,C21064,25,160,228,912000
R21065,P87035,C21065,63,215,262,3548790
R21066,P26420,C21066,24,90,257,555120
R21067,P57712,C21067,17,56,167,158984
R21068,P38628,C21068,91,39,322,1142778
R21069,P24072,C21069,32,37,281,332704
R21070,P38062,C21070,86,5,313,134590
R21071,P22152,C21071,56,246,450,6199200
R21072,P82477,C21072,50,206,133,1369900
R21073,P23265,C21073,45,163,402,2948670
R21074,P69526,C21074,21,87,125,228375
R21075,P16337,C21075,55,354,99,1927530
R21076,P72837,C21076,54,62,216,723168
R21077,P63573,C21077,89,69,211,1295751
R21078,P43108,C21078,65,280,171,3112200
R21079,P10594,C21079,0,158,56,0
R21080,P44292,C21080,82,351,90,2590380
R21081,P94173,C21081,69,243,251,4208517
R21082,P75159,C21082,3,37,218,24198
R21083,P1325,C21083,14,33,393,181566
R21084,P9456,C21084,32,134,260,1114880
R21085,P55040,C21085,54,27,177,258066
R21086,P80593,C21086,82,238,455,8879780
R21087,P7675,C21087,34,113,387,1486854
R21088,P62676,C21088,67,97,207,1345293
R21089,P19402,C21089,97,45,215,938475
R21090,P40826,C21090,28,281,317,2494156
R21091,P30050,C21091,63,198,68,848232
R21092,P39224,C21092,90,249,458,10263780
R21093,P32944,C21093,99,362,436,15625368
R21094,P74759,C21094,76,294,88,1966272
R21095,P11321,C21095,52,310,41,660920
R21096,P32178,C21096,58,48,229,637536
R21097,P39324,C21097,18,148,68,181152
R21098,P78795,C21098,66,254,187,3134868
R21099,P62572,C21099,0,3,477,0
R21100,P50301,C21100,60,207,270,3353400
R21101,P69255,C21101,28,65,317,576940
R21102,P21529,C21102,8,290,157,364240
R21103,P51604,C21103,38,283,138,1484052
R21104,P54613,C21104,19,96,27,49248
R21105,P10950,C21105,25,340,231,1963500
R21106,P3811,C21106,30,140,58,243600
R21107,P84905,C21107,77,36,54,149688
R21108,P75447,C21108,61,144,284,2494656
R21109,P45999,C21109,80,174,298,4148160
R21110,P91643,C21110,100,79,207,1635300
R21111,P30527,C21111,62,284,124,2183392
R21112,P34785,C21112,51,167,270,2299590
R21113,P27184,C21113,69,262,322,5821116
R21114,P44479,C21114,29,232,384,2583552
R21115,P73465,C21115,13,173,305,685945
R21116,P27391,C21116,44,40,382,672320
R21117,P28233,C21117,55,136,426,3186480
R21118,P27783,C21118,57,177,381,3843909
R21119,P19330,C21119,50,13,234,152100
R21120,P3335,C21120,81,354,131,3756294
R21121,P85947,C21121,60,112,411,2761920
R21122,P51294,C21122,99,32,395,1251360
R21123,P69121,C21123,75,286,123,2638350
R21124,P14055,C21124,93,270,283,7106130
R21125,P29158,C21125,57,149,328,2785704
R21126,P9107,C21126,7,336,233,548016
R21127,P56446,C21127,1,56,478,26768
R21128,P53008,C21128,49,147,393,2830779
R21129,P5758,C21129,22,100,94,206800
R21130,P65497,C21130,24,121,258,749232
R21131,P61474,C21131,20,219,163,713940
R21132,P9314,C21132,44,58,362,923824
R21133,P90183,C21133,13,116,22,33176
R21134,P62389,C21134,12,131,232,364704
R21135,P71776,C21135,7,221,88,136136
R21136,P82162,C21136,97,248,372,8948832
R21137,P57912,C21137,34,110,60,224400
R21138,P59177,C21138,3,169,253,128271
R21139,P55566,C21139,82,228,257,4804872
R21140,P65927,C21140,87,3,352,91872
R21141,P38060,C21141,5,109,309,168405
R21142,P21829,C21142,48,195,17,159120
R21143,P53318,C21143,22,276,499,3029928
R21144,P29727,C21144,83,154,255,3259410
R21145,P26920,C21145,15,24,391,140760
R21146,P11227,C21146,18,290,481,2510820
R21147,P24335,C21147,54,360,384,7464960
R21148,P29801,C21148,25,13,171,55575
R21149,P38893,C21149,19,281,488,2605432
R21150,P80858,C21150,37,186,221,1520922
R21151,P30550,C21151,43,143,123,756327
R21152,P21713,C21152,40,275,198,2178000
R21153,P41830,C21153,5,335,397,664975
R21154,P35482,C21154,12,131,439,690108
R21155,P15287,C21155,48,67,138,443808
R21156,P5937,C21156,5,34,242,41140
R21157,P53972,C21157,46,102,320,1501440
R21158,P41515,C21158,33,184,51,309672
R21159,P31177,C21159,86,24,440,908160
R21160,P9012,C21160,16,314,50,251200
R21161,P86193,C21161,51,363,404,7479252
R21162,P20112,C21162,45,322,284,4115160
R21163,P37577,C21163,65,332,264,5697120
R21164,P90859,C21164,3,99,186,55242
R21165,P37771,C21165,33,310,41,419430
R21166,P50215,C21166,11,214,222,522588
R21167,P64453,C21167,58,364,478,10091536
R21168,P82695,C21168,76,362,200,5502400
R21169,P34389,C21169,56,8,242,108416
R21170,P92322,C21170,46,17,460,359720
R21171,P81138,C21171,13,180,95,222300
R21172,P53021,C21172,36,208,351,2628288
R21173,P80030,C21173,1,202,38,7676
R21174,P60822,C21174,17,70,499,593810
R21175,P59274,C21175,10,226,204,461040
R21176,P1335,C21176,5,253,425,537625
R21177,P75934,C21177,48,253,129,1566576
R21178,P14175,C21178,95,365,353,12240275
R21179,P58090,C21179,19,164,339,1056324
R21180,P34119,C21180,20,18,4,1440
R21181,P5610,C21181,58,276,239,3825912
R21182,P98002,C21182,84,267,338,7580664
R21183,P5379,C21183,56,315,29,511560
R21184,P79192,C21184,98,353,304,10516576
R21185,P24768,C21185,3,359,166,178782
R21186,P8308,C21186,8,134,212,227264
R21187,P90367,C21187,21,111,55,128205
R21188,P62751,C21188,16,245,343,1344560
R21189,P27332,C21189,25,83,202,419150
R21190,P52124,C21190,79,268,157,3324004
R21191,P68807,C21191,72,131,467,4404744
R21192,P62573,C21192,21,65,154,210210
R21193,P50720,C21193,1,215,37,7955
R21194,P12195,C21194,27,257,276,1915164
R21195,P55205,C21195,87,270,246,5778540
R21196,P42046,C21196,24,83,128,254976
R21197,P94845,C21197,3,64,175,33600
R21198,P3629,C21198,48,274,289,3800928
R21199,P66545,C21199,60,305,457,8363100
R21200,P55778,C21200,73,275,231,4637325
R21201,P72454,C21201,50,255,476,6069000
R21202,P93900,C21202,17,349,156,925548
R21203,P31225,C21203,2,13,334,8684
R21204,P97167,C21204,94,177,255,4242690
R21205,P58127,C21205,31,97,71,213497
R21206,P40094,C21206,69,264,13,236808
R21207,P83415,C21207,84,81,111,755244
R21208,P99031,C21208,55,141,105,814275
R21209,P49770,C21209,8,15,242,29040
R21210,P71252,C21210,59,14,442,365092
R21211,P91318,C21211,97,355,446,15358010
R21212,P89759,C21212,16,121,202,391072
R21213,P24310,C21213,58,350,308,6252400
R21214,P70990,C21214,25,132,104,343200
R21215,P78959,C21215,92,290,106,2828080
R21216,P10318,C21216,89,52,5,23140
R21217,P97836,C21217,82,183,454,6812724
R21218,P69801,C21218,92,282,178,4618032
R21219,P28943,C21219,75,65,302,1472250
R21220,P51198,C21220,53,226,185,2215930
R21221,P32137,C21221,38,113,325,1395550
R21222,P21995,C21222,28,307,474,4074504
R21223,P45098,C21223,61,16,38,37088
R21224,P64005,C21224,11,184,125,253000
R21225,P32874,C21225,90,253,387,8811990
R21226,P3794,C21226,67,356,179,4269508
R21227,P27633,C21227,80,176,205,2886400
R21228,P11721,C21228,16,103,78,128544
R21229,P40791,C21229,21,325,31,211575
R21230,P30672,C21230,87,106,382,3522804
R21231,P85055,C21231,21,208,127,554736
R21232,P31021,C21232,94,23,333,719946
R21233,P36108,C21233,72,334,420,10100160
R21234,P31066,C21234,57,206,132,1549944
R21235,P86803,C21235,49,28,35,48020
R21236,P97291,C21236,39,202,175,1378650
R21237,P13490,C21237,40,43,319,548680
R21238,P29126,C21238,31,255,142,1122510
R21239,P14924,C21239,8,76,244,148352
R21240,P92837,C21240,83,257,340,7252540
R21241,P5582,C21241,5,23,113,12995
R21242,P83477,C21242,97,236,149,3410908
R21243,P45082,C21243,34,135,70,321300
R21244,P23684,C21244,90,211,433,8222670
R21245,P14797,C21245,89,232,405,8362440
R21246,P27464,C21246,76,223,53,898244
R21247,P95823,C21247,78,350,252,6879600
R21248,P84497,C21248,9,330,32,95040
R21249,P85091,C21249,83,156,415,5373420
R21250,P78197,C21250,21,105,125,275625
R21251,P31289,C21251,64,359,47,1079872
R21252,P96006,C21252,87,154,288,3858624
R21253,P12482,C21253,69,48,294,973728
R21254,P72115,C21254,81,77,396,2469852
R21255,P66275,C21255,53,121,444,2847372
R21256,P86182,C21256,45,186,494,4134780
R21257,P9041,C21257,24,313,40,300480
R21258,P17995,C21258,44,127,96,536448
R21259,P12918,C21259,94,135,318,4035420
R21260,P84405,C21260,6,278,208,346944
R21261,P23996,C21261,17,69,373,437529
R21262,P36251,C21262,10,47,210,98700
R21263,P4775,C21263,21,121,278,706398
R21264,P99484,C21264,23,241,15,83145
R21265,P68987,C21265,20,324,206,1334880
R21266,P63496,C21266,19,149,52,147212
R21267,P89279,C21267,12,325,172,670800
R21268,P9056,C21268,98,150,326,4792200
R21269,P81349,C21269,10,164,447,733080
R21270,P16416,C21270,79,99,464,3628944
R21271,P91969,C21271,55,198,483,5259870
R21272,P70166,C21272,50,112,59,330400
R21273,P86841,C21273,35,258,154,1390620
R21274,P12455,C21274,18,113,402,817668
R21275,P35118,C21275,57,50,70,199500
R21276,P19555,C21276,7,210,102,149940
R21277,P10737,C21277,51,315,318,5108670
R21278,P39826,C21278,45,101,266,1208970
R21279,P89385,C21279,87,68,320,1893120
R21280,P70892,C21280,38,306,255,2965140
R21281,P1018,C21281,9,292,486,1277208
R21282,P16782,C21282,31,147,380,1731660
R21283,P35532,C21283,42,160,131,880320
R21284,P52827,C21284,22,28,270,166320
R21285,P65958,C21285,7,114,103,82194
R21286,P2410,C21286,90,168,191,2887920
R21287,P79140,C21287,73,150,349,3821550
R21288,P20858,C21288,19,13,106,26182
R21289,P19408,C21289,4,270,370,399600
R21290,P91607,C21290,68,325,240,5304000
R21291,P89939,C21291,59,314,220,4075720
R21292,P69721,C21292,55,351,107,2065635
R21293,P31738,C21293,89,155,207,2855565
R21294,P81347,C21294,8,83,480,318720
R21295,P83307,C21295,87,219,99,1886247
R21296,P16240,C21296,42,158,304,2017344
R21297,P46844,C21297,20,329,295,1941100
R21298,P41043,C21298,17,239,362,1470806
R21299,P39225,C21299,98,333,261,8517474
R21300,P6465,C21300,52,44,151,345488
R21301,P11909,C21301,37,364,433,5831644
R21302,P337,C21302,49,228,458,5116776
R21303,P55186,C21303,59,176,276,2865984
R21304,P30867,C21304,92,181,211,3513572
R21305,P53739,C21305,40,113,77,348040
R21306,P44312,C21306,12,332,349,1390416
R21307,P70107,C21307,9,100,391,351900
R21308,P20352,C21308,11,249,319,873741
R21309,P84455,C21309,44,325,148,2116400
R21310,P60483,C21310,86,118,59,598732
R21311,P93126,C21311,56,130,185,1346800
R21312,P66972,C21312,47,176,427,3532144
R21313,P53295,C21313,85,61,231,1197735
R21314,P89684,C21314,67,133,251,2236661
R21315,P82804,C21315,30,121,200,726000
R21316,P4264,C21316,35,298,185,1929550
R21317,P26072,C21317,36,30,211,227880
R21318,P67996,C21318,29,303,291,2557017
R21319,P140,C21319,98,60,213,1252440
R21320,P71462,C21320,39,148,377,2176044
R21321,P94548,C21321,86,271,17,396202
R21322,P91813,C21322,18,304,339,1855008
R21323,P41902,C21323,44,224,497,4898432
R21324,P62644,C21324,65,185,156,1875900
R21325,P40369,C21325,52,112,470,2737280
R21326,P9904,C21326,15,208,17,53040
R21327,P45475,C21327,7,255,484,863940
R21328,P72370,C21328,33,349,215,2476155
R21329,P22667,C21329,55,343,218,4112570
R21330,P96050,C21330,61,147,76,681492
R21331,P78373,C21331,41,257,1,10537
R21332,P50956,C21332,89,129,157,1802517
R21333,P41040,C21333,6,68,335,136680
R21334,P60041,C21334,46,352,459,7432128
R21335,P29614,C21335,4,96,308,118272
R21336,P68869,C21336,27,243,212,1390932
R21337,P18296,C21337,57,112,340,2170560
R21338,P55880,C21338,65,161,493,5159245
R21339,P15249,C21339,80,151,416,5025280
R21340,P21415,C21340,98,338,162,5366088
R21341,P24751,C21341,97,307,463,13787677
R21342,P67308,C21342,33,358,381,4501134
R21343,P6043,C21343,40,192,249,1912320
R21344,P32790,C21344,49,285,229,3197985
R21345,P24700,C21345,95,176,269,4497680
R21346,P928,C21346,51,333,60,1018980
R21347,P30078,C21347,99,183,99,1793583
R21348,P20722,C21348,88,120,186,1964160
R21349,P948,C21349,98,111,195,2121210
R21350,P57412,C21350,84,302,156,3957408
R21351,P62764,C21351,64,70,355,1590400
R21352,P98403,C21352,57,240,25,342000
R21353,P27960,C21353,61,154,326,3062444
R21354,P74870,C21354,89,173,95,1462715
R21355,P62014,C21355,5,188,232,218080
R21356,P44808,C21356,5,140,296,207200
R21357,P66963,C21357,31,61,325,614575
R21358,P80158,C21358,31,222,233,1603506
R21359,P95457,C21359,24,191,261,1196424
R21360,P53197,C21360,26,294,9,68796
R21361,P55791,C21361,9,167,473,710919
R21362,P17732,C21362,94,155,302,4400140
R21363,P43198,C21363,22,45,115,113850
R21364,P9500,C21364,1,317,225,71325
R21365,P80518,C21365,2,208,463,192608
R21366,P30381,C21366,11,296,456,1484736
R21367,P32021,C21367,53,73,161,622909
R21368,P33316,C21368,78,185,110,1587300
R21369,P55088,C21369,56,87,444,2163168
R21370,P22610,C21370,78,353,149,4102566
R21371,P27636,C21371,5,83,300,124500
R21372,P20761,C21372,59,73,495,2131965
R21373,P88635,C21373,23,284,182,1188824
R21374,P34226,C21374,72,346,174,4334688
R21375,P23508,C21375,41,177,380,2757660
R21376,P47213,C21376,88,8,82,57728
R21377,P77500,C21377,16,61,123,120048
R21378,P59004,C21378,86,308,116,3072608
R21379,P39939,C21379,93,71,81,534843
R21380,P42948,C21380,40,306,331,4051440
R21381,P93462,C21381,95,22,89,186010
R21382,P74919,C21382,56,53,433,1285144
R21383,P36722,C21383,15,15,94,21150
R21384,P54879,C21384,56,86,423,2037168
R21385,P7338,C21385,67,240,97,1559760
R21386,P92848,C21386,47,347,91,1484119
R21387,P47874,C21387,29,247,76,544388
R21388,P66000,C21388,47,348,251,4105356
R21389,P24449,C21389,76,21,161,256956
R21390,P61038,C21390,16,45,182,131040
R21391,P41633,C21391,35,208,134,975520
R21392,P17731,C21392,88,151,165,2192520
R21393,P17308,C21393,23,156,391,1402908
R21394,P34984,C21394,10,286,197,563420
R21395,P2988,C21395,91,236,226,4853576
R21396,P91143,C21396,50,311,446,6935300
R21397,P44842,C21397,88,310,33,900240
R21398,P2896,C21398,56,296,191,3166016
R21399,P11619,C21399,7,233,114,185934
R21400,P41535,C21400,84,338,233,6615336
R21401,P96976,C21401,44,157,358,2473064
R21402,P56446,C21402,82,72,38,224352
R21403,P92698,C21403,62,278,324,5584464
R21404,P1838,C21404,70,56,61,239120
R21405,P44434,C21405,91,171,253,3936933
R21406,P23459,C21406,83,118,65,636610
R21407,P18662,C21407,89,152,138,1866864
R21408,P61571,C21408,44,334,21,308616
R21409,P39008,C21409,35,245,407,3490025
R21410,P96270,C21410,59,155,63,576135
R21411,P82226,C21411,97,350,352,11950400
R21412,P61414,C21412,6,45,296,79920
R21413,P39031,C21413,80,293,83,1945520
R21414,P76052,C21414,29,173,297,1490049
R21415,P17758,C21415,77,262,291,5870634
R21416,P86064,C21416,97,222,135,2907090
R21417,P62173,C21417,26,29,31,23374
R21418,P38795,C21418,66,364,129,3099096
R21419,P72312,C21419,90,22,281,556380
R21420,P99277,C21420,97,72,242,1690128
R21421,P98422,C21421,42,140,240,1411200
R21422,P22147,C21422,63,271,195,3329235
R21423,P67954,C21423,92,88,428,3465088
R21424,P71623,C21424,41,159,352,2294688
R21425,P42083,C21425,63,357,383,8614053
R21426,P46123,C21426,80,82,433,2840480
R21427,P42560,C21427,63,151,99,941787
R21428,P9229,C21428,70,175,92,1127000
R21429,P59183,C21429,16,74,4,4736
R21430,P1346,C21430,23,354,455,3704610
R21431,P52905,C21431,51,92,298,1398216
R21432,P39161,C21432,51,325,415,6878625
R21433,P78018,C21433,27,274,417,3084966
R21434,P40778,C21434,1,70,286,20020
R21435,P13580,C21435,57,227,262,3390018
R21436,P95754,C21436,31,79,349,854701
R21437,P27090,C21437,7,229,136,218008
R21438,P71188,C21438,61,356,71,1541836
R21439,P92084,C21439,2,182,486,176904
R21440,P27435,C21440,93,254,425,10039350
R21441,P99641,C21441,19,103,400,782800
R21442,P12324,C21442,31,171,126,667926
R21443,P90310,C21443,53,333,324,5718276
R21444,P42770,C21444,53,32,324,549504
R21445,P79572,C21445,31,40,462,572880
R21446,P76526,C21446,33,59,251,488697
R21447,P57023,C21447,35,250,132,1155000
R21448,P74574,C21448,66,207,232,3169584
R21449,P20164,C21449,25,217,333,1806525
R21450,P747,C21450,49,52,410,1044680
R21451,P32430,C21451,11,144,316,500544
R21452,P37028,C21452,49,89,344,1500184
R21453,P10381,C21453,61,230,409,5738270
R21454,P19107,C21454,80,136,474,5157120
R21455,P13762,C21455,86,360,486,15046560
R21456,P61310,C21456,27,228,178,1095768
R21457,P72584,C21457,51,359,255,4668795
R21458,P1541,C21458,8,151,460,555680
R21459,P21699,C21459,5,29,358,51910
R21460,P27934,C21460,43,265,329,3748955
R21461,P95765,C21461,65,217,352,4964960
R21462,P42974,C21462,37,83,37,113627
R21463,P69440,C21463,99,309,10,305910
R21464,P45976,C21464,44,51,135,302940
R21465,P17750,C21465,68,135,253,2322540
R21466,P59499,C21466,63,25,323,508725
R21467,P93149,C21467,58,29,10,16820
R21468,P41023,C21468,5,330,173,285450
R21469,P46125,C21469,85,100,224,1904000
R21470,P54101,C21470,20,195,155,604500
R21471,P61830,C21471,98,358,428,15015952
R21472,P23369,C21472,84,86,237,1712088
R21473,P87663,C21473,98,208,340,6930560
R21474,P33225,C21474,69,61,119,500871
R21475,P36373,C21475,99,131,229,2969901
R21476,P66512,C21476,4,144,475,273600
R21477,P29251,C21477,78,206,113,1815684
R21478,P27800,C21478,90,281,186,4703940
R21479,P10724,C21479,55,13,298,213070
R21480,P83561,C21480,90,287,29,749070
R21481,P43629,C21481,68,289,197,3871444
R21482,P95235,C21482,87,239,35,727755
R21483,P3107,C21483,87,102,344,3052656
R21484,P80959,C21484,86,350,393,11829300
R21485,P1365,C21485,7,101,190,134330
R21486,P23793,C21486,31,217,110,739970
R21487,P73604,C21487,95,9,13,11115
R21488,P44883,C21488,98,201,297,5850306
R21489,P28219,C21489,36,297,14,149688
R21490,P55052,C21490,7,284,17,33796
R21491,P33172,C21491,24,273,150,982800
R21492,P99233,C21492,0,195,269,0
R21493,P79071,C21493,43,198,446,3797244
R21494,P95599,C21494,64,293,183,3431616
R21495,P81765,C21495,18,232,263,1098288
R21496,P66041,C21496,80,211,385,6498800
R21497,P84386,C21497,63,328,214,4422096
R21498,P42272,C21498,35,40,95,133000
R21499,P58563,C21499,86,124,319,3401816
R21500,P34222,C21500,77,195,127,1906905
R21501,P60867,C21501,42,299,209,2624622
R21502,P90072,C21502,8,355,209,593560
R21503,P46481,C21503,81,203,178,2926854
R21504,P45238,C21504,92,84,73,564144
R21505,P46216,C21505,88,263,269,6225736
R21506,P40984,C21506,71,76,390,2104440
R21507,P70420,C21507,86,26,237,529932
R21508,P40011,C21508,35,199,386,2688490
R21509,P92494,C21509,97,119,51,588693
R21510,P97756,C21510,64,73,235,1097920
R21511,P33968,C21511,33,72,357,848232
R21512,P44040,C21512,70,136,249,2370480
R21513,P69534,C21513,64,46,265,780160
R21514,P13230,C21514,81,206,489,8159454
R21515,P72945,C21515,56,98,224,1229312
R21516,P23477,C21516,91,247,86,1933022
R21517,P97179,C21517,93,208,345,6673680
R21518,P23559,C21518,51,61,438,1362618
R21519,P38265,C21519,20,162,293,949320
R21520,P84188,C21520,65,77,109,545545
R21521,P32239,C21521,81,59,426,2035854
R21522,P94621,C21522,20,199,335,1333300
R21523,P41634,C21523,76,41,75,233700
R21524,P86038,C21524,65,147,162,1547910
R21525,P73599,C21525,32,251,156,1252992
R21526,P21303,C21526,26,192,336,1677312
R21527,P28424,C21527,8,147,415,488040
R21528,P29566,C21528,65,136,183,1617720
R21529,P18839,C21529,89,199,459,8129349
R21530,P91337,C21530,21,58,404,492072
R21531,P11092,C21531,44,86,433,1638472
R21532,P9269,C21532,45,164,326,2405880
R21533,P17915,C21533,19,26,144,71136
R21534,P80363,C21534,96,68,63,411264
R21535,P78564,C21535,97,227,390,8587410
R21536,P78355,C21536,45,77,205,710325
R21537,P49945,C21537,6,364,346,755664
R21538,P64830,C21538,35,346,138,1671180
R21539,P40304,C21539,17,86,162,236844
R21540,P71092,C21540,55,175,400,3850000
R21541,P84756,C21541,20,316,33,208560
R21542,P28851,C21542,71,112,349,2775248
R21543,P19629,C21543,32,44,41,57728
R21544,P66117,C21544,8,39,459,143208
R21545,P19227,C21545,17,287,276,1346604
