rental_id,user_id,product_id,quantity_rented,start_date,end_date
2948,CID3104,PID5331,18,2019-03-25,2019-04-12
2949,CID6583,PID1516,22,2018-03-29,2021-10-11
2950,CID5526,PID9615,1,2012-12-29,2018-12-10
2951,CID4359,PID1411,10,2018-03-13,2020-02-29
2952,CID6142,PID2644,12,2015-10-24,2019-04-15
2953,CID4727,PID5684,18,2011-10-12,2022-06-27
2954,CID5869,PID0329,22,2017-12-05,2019-01-30
2955,CID8610,PID5484,15,2013-12-02,2020-01-08
2956,CID1252,PID7099,4,2014-09-08,2021-07-08
2957,CID2591,PID4589,2,2014-11-29,2017-08-05
2958,CID1100,PID7838,13,2018-07-18,2021-07-29
2959,CID1583,PID6820,10,2012-11-25,2018-04-20
2960,CID4069,PID9763,2,2012-04-11,2013-05-31
2961,CID8775,PID1664,4,2018-10-05,2021-03-31
2962,CID9344,PID1434,4,2012-10-19,2020-10-06
2963,CID4578,PID7855,3,2019-04-10,2023-01-15
2964,CID3613,PID6914,1,2014-03-21,2023-01-21
2965,CID3694,PID5573,10,2013-12-01,2018-01-25
2966,CID0909,PID3904,12,2011-12-17,2015-07-03
2967,CID6769,PID8851,1,2016-06-14,2018-01-28
2968,CID3219,PID8416,11,2014-04-02,2022-12-04
2969,CID8551,PID6839,19,2014-02-05,2017-03-04
2970,CID4456,PID1361,2,2013-04-15,2022-07-15
2971,CID4858,PID9066,15,2017-11-20,2018-12-01
2972,CID6322,PID1926,1,2019-12-23,2022-12-28
2973,CID3367,PID3683,4,2010-07-21,2016-10-14
2974,CID5781,PID3432,19,2015-12-21,2016-02-13
2975,CID7605,PID5093,24,2010-05-22,2013-05-02
2976,CID5992,PID2425,4,2012-02-07,2015-07-24
2977,CID9110,PID5002,25,2010-03-22,2021-01-12
2978,CID7133,PID0739,12,2020-01-26,2020-08-18
2979,CID2332,PID8937,13,2010-11-16,2022-07-10
2980,CID0851,PID1667,1,2014-07-03,2015-04-25
2981,CID0627,PID9576,4,2019-02-03,2020-03-28
2982,CID8013,PID5864,18,2018-09-06,2019-07-06
2983,CID1310,PID8293,13,2017-02-25,2019-06-07
2984,CID2782,PID4829,17,2016-03-16,2017-08-29
2985,CID0054,PID5447,16,2013-07-24,2016-12-11
2986,CID8233,PID8726,3,2015-03-13,2015-07-06
2987,CID2798,PID2242,4,2018-07-19,2018-09-30
2988,CID5505,PID4631,3,2014-03-05,2020-08-17
2989,CID0727,PID0709,21,2014-12-16,2018-07-21
2990,CID6837,PID0903,22,2011-05-02,2022-09-12
2991,CID9466,PID8283,3,2015-02-25,2015-04-23
2992,CID6278,PID6793,2,2018-02-18,2023-02-04
2993,CID7902,PID5340,3,2014-04-25,2019-09-26
2994,CID4208,PID6560,10,2018-06-03,2019-02-22
2995,CID7874,PID1705,3,2013-04-18,2019-09-27
2996,CID4409,PID1651,24,2019-06-20,2020-10-15
2997,CID6066,PID8677,12,2016-04-16,2023-03-16
2998,CID5788,PID6324,19,2017-11-21,2022-10-23
2999,CID1115,PID6710,4,2011-05-08,2017-05-29
3000,CID0733,PID9221,15,2014-07-19,2019-08-17
3001,CID9839,PID9194,12,2012-11-14,2014-07-23
3002,CID7308,PID4448,11,2018-09-18,2020-02-29
3003,CID9918,PID4591,2,2020-01-08,2022-06-13
3004,CID8678,PID5905,10,2011-06-06,2018-09-14
3005,CID1916,PID5436,19,2010-01-02,2017-12-19
3006,CID9020,PID7330,13,2019-12-17,2021-09-28
3007,CID4680,PID0994,10,2011-12-08,2012-10-15
3008,CID1252,PID4813,21,2017-09-13,2020-02-24
3009,CID5298,PID7266,20,2019-03-03,2021-08-26
3010,CID2886,PID1677,4,2010-01-11,2016-05-12
3011,CID3199,PID2494,3,2016-07-28,2018-07-09
3012,CID7310,PID5987,12,2016-02-09,2018-09-15
3013,CID9263,PID2063,17,2015-10-15,2020-11-26
3014,CID4524,PID2398,15,2019-09-23,2022-06-23
3015,CID6052,PID4640,2,2013-04-09,2020-02-26
3016,CID1258,PID2145,4,2016-01-18,2020-05-22
3017,CID8861,PID2294,4,2017-07-10,2022-12-09
3018,CID5464,PID2764,12,2015-09-29,2021-01-21
3019,CID7857,PID1927,18,2010-04-28,2016-04-23
3020,CID9457,PID7491,19,2010-05-18,2019-06-05
3021,CID6437,PID4094,12,2016-02-13,2022-06-26
3022,CID9484,PID1033,12,2016-05-25,2019-05-28
3023,CID6296,PID5698,14,2015-10-28,2022-07-13
3024,CID5904,PID6338,1,2010-05-15,2015-06-24
3025,CID4050,PID5461,3,2010-11-22,2013-01-08
3026,CID0271,PID0359,17,2018-09-20,2022-09-29
3027,CID9987,PID2963,22,2018-11-19,2020-08-15
3028,CID2768,PID4609,14,2013-08-01,2019-02-01
3029,CID4787,PID6595,12,2012-02-08,2013-10-02
3030,CID9084,PID1758,2,2020-02-20,2020-05-14
3031,CID0056,PID2035,2,2010-08-05,2018-08-23
3032,CID0459,PID0955,21,2018-10-18,2023-03-21
3033,CID3363,PID8459,10,2010-02-22,2023-01-03
3034,CID7337,PID4638,1,2018-06-07,2019-03-24
3035,CID3538,PID8718,1,2011-03-06,2019-02-03
3036,CID7434,PID4227,2,2012-03-28,2012-12-07
3037,CID6796,PID2233,3,2019-01-29,2022-11-01
3038,CID3945,PID4288,16,2016-03-27,2022-09-28
3039,CID4543,PID0674,2,2019-03-23,2021-09-22
3040,CID6062,PID1117,1,2017-12-17,2022-03-08
3041,CID0135,PID9878,10,2018-11-19,2019-09-19
3042,CID0658,PID5477,3,2010-05-28,2018-08-13
3043,CID6925,PID7112,12,2018-07-06,2020-02-28
3044,CID9098,PID2699,19,2016-02-06,2016-10-31
3045,CID9906,PID5982,25,2010-11-27,2021-04-18
3046,CID3969,PID7628,1,2014-07-18,2022-12-08
3047,CID4309,PID7278,3,2010-07-25,2022-04-23
3048,CID4812,PID4614,15,2012-03-22,2020-06-09
3049,CID2048,PID1586,10,2018-08-28,2021-08-18
3050,CID4953,PID4068,12,2010-08-15,2022-12-18
3051,CID6694,PID9208,2,2010-05-30,2022-01-21
3052,CID1567,PID6670,4,2019-09-10,2020-12-16
3053,CID9103,PID4798,1,2014-05-29,2021-11-26
3054,CID3135,PID3500,18,2016-07-28,2021-03-12
3055,CID6412,PID4715,4,2018-05-18,2022-06-29
3056,CID8019,PID8128,4,2018-01-15,2018-02-27
3057,CID9491,PID6123,23,2012-11-01,2020-10-07
3058,CID3952,PID3469,21,2012-04-22,2017-05-16
3059,CID1077,PID0053,15,2019-11-05,2020-07-14
3060,CID7615,PID6328,1,2011-08-27,2016-08-02
3061,CID5806,PID9291,13,2015-11-23,2022-01-26
3062,CID2246,PID3681,25,2017-08-22,2020-07-08
3063,CID9438,PID5947,4,2011-12-07,2019-05-11
3064,CID2727,PID2625,17,2018-07-24,2023-01-01
3065,CID2548,PID2110,1,2014-02-10,2022-09-14
3066,CID6838,PID5070,16,2010-09-29,2014-08-08
3067,CID0552,PID1582,20,2010-06-25,2014-11-03
3068,CID0894,PID7135,10,2018-07-22,2022-09-11
3069,CID3340,PID4503,12,2015-11-09,2015-12-18
3070,CID3810,PID9325,22,2013-12-28,2017-10-23
3071,CID7556,PID0826,3,2016-06-05,2021-03-12
3072,CID4876,PID3855,4,2010-07-22,2015-05-26
3073,CID7674,PID4367,4,2019-05-16,2021-03-24
3074,CID5189,PID1489,1,2015-08-31,2022-05-17
3075,CID0667,PID4258,2,2017-04-02,2021-01-09
3076,CID2128,PID4023,11,2014-09-12,2017-03-14
3077,CID4461,PID2097,19,2014-01-21,2021-01-05
3078,CID9911,PID0051,23,2011-04-08,2017-02-06
3079,CID9205,PID6915,2,2016-10-24,2019-12-08
3080,CID0418,PID1953,24,2011-04-25,2020-11-02
3081,CID1015,PID1618,1,2010-03-08,2022-03-17
3082,CID8877,PID3937,4,2016-06-04,2018-08-01
3083,CID0145,PID5625,1,2012-04-06,2015-07-09
3084,CID8080,PID5398,4,2017-04-23,2017-12-22
3085,CID4348,PID4958,11,2016-05-29,2017-02-23
3086,CID2899,PID7383,18,2010-12-03,2018-09-02
3087,CID5543,PID9808,25,2010-04-08,2020-05-20
3088,CID0247,PID0319,23,2018-06-12,2021-12-09
3089,CID4515,PID1681,4,2017-10-10,2018-09-05
3090,CID3192,PID0882,11,2014-10-20,2020-07-25
3091,CID7174,PID1031,25,2017-12-08,2020-01-27
3092,CID2111,PID9996,4,2014-04-25,2022-01-06
3093,CID8431,PID5972,3,2016-09-30,2018-09-17
3094,CID2077,PID5636,4,2016-07-20,2023-01-10
3095,CID2189,PID6011,11,2017-07-08,2019-06-10
3096,CID6217,PID6195,21,2015-10-28,2021-05-05
3097,CID5206,PID3671,2,2018-01-11,2022-05-13
3098,CID4157,PID4618,12,2014-02-11,2017-02-26
3099,CID2845,PID0254,16,2013-04-08,2017-08-29
3100,CID5907,PID7583,1,2010-12-27,2017-02-01
3101,CID0215,PID1481,16,2010-05-30,2014-10-09
3102,CID4153,PID7838,18,2011-06-08,2016-09-19
3103,CID6193,PID2220,19,2018-09-05,2019-09-12
3104,CID1745,PID1904,15,2015-07-22,2020-10-14
3105,CID8565,PID4644,25,2019-08-07,2022-11-03
3106,CID0346,PID3844,3,2019-11-17,2021-10-09
3107,CID5055,PID2320,3,2014-10-09,2016-09-25
3108,CID0459,PID7411,20,2019-08-10,2020-03-22
3109,CID4996,PID9346,4,2013-05-23,2019-12-03
3110,CID3474,PID1148,4,2018-12-03,2021-05-01
3111,CID2913,PID3418,17,2019-12-26,2021-11-05
3112,CID3611,PID4677,16,2017-08-05,2018-01-18
3113,CID5639,PID2132,16,2016-09-23,2019-06-03
3114,CID7992,PID2365,16,2011-10-28,2020-10-20
3115,CID6786,PID1356,11,2010-04-12,2021-09-12
3116,CID2368,PID2678,4,2019-03-02,2021-09-07
3117,CID0843,PID0839,2,2017-09-01,2021-04-22
3118,CID8628,PID9486,14,2012-07-18,2018-03-04
3119,CID0265,PID9159,1,2011-10-18,2012-04-27
3120,CID9191,PID0103,4,2019-06-24,2020-07-20
3121,CID7579,PID8237,20,2018-07-16,2022-01-01
3122,CID4428,PID4512,1,2012-01-27,2018-01-22
3123,CID6030,PID6202,3,2011-01-03,2022-02-08
3124,CID4069,PID9454,14,2017-09-16,2021-01-31
3125,CID1242,PID8557,25,2010-07-07,2020-09-18
3126,CID7029,PID0271,12,2018-07-28,2019-04-23
3127,CID6176,PID0614,4,2015-04-22,2022-10-06
3128,CID9242,PID8722,1,2013-08-29,2022-07-11
3129,CID0029,PID3431,4,2011-02-28,2023-01-30
3130,CID8769,PID3946,3,2019-12-25,2020-01-18
3131,CID6185,PID6018,4,2014-11-09,2017-04-27
3132,CID2870,PID3076,4,2017-04-26,2017-08-06
3133,CID4230,PID7260,15,2016-05-10,2018-06-22
3134,CID7562,PID3578,1,2016-09-04,2022-05-23
3135,CID4901,PID5412,4,2011-02-26,2017-09-30
3136,CID0985,PID1492,11,2011-12-22,2013-08-31
3137,CID9417,PID5780,1,2012-03-02,2017-07-15
3138,CID9682,PID8995,1,2017-10-26,2023-01-05
3139,CID2121,PID1451,12,2019-02-06,2023-04-01
3140,CID5049,PID3683,10,2012-08-31,2020-01-18
3141,CID2962,PID3364,4,2018-01-31,2020-06-28
3142,CID6475,PID2584,15,2011-11-20,2018-10-03
3143,CID3013,PID4629,20,2018-03-26,2020-07-18
3144,CID0371,PID6256,18,2017-12-27,2020-04-24
3145,CID0311,PID6229,1,2012-12-04,2018-10-10
3146,CID7007,PID2308,1,2018-02-05,2018-07-28
3147,CID0068,PID2417,17,2012-03-19,2023-03-20
3148,CID9236,PID0412,4,2017-11-29,2018-11-20
3149,CID5617,PID2976,2,2012-12-19,2019-02-08
3150,CID5096,PID5967,20,2013-04-06,2016-12-28
3151,CID5892,PID5483,24,2011-02-23,2019-10-09
3152,CID6945,PID2228,24,2011-10-24,2014-10-26
3153,CID9859,PID1641,1,2019-05-29,2022-07-07
3154,CID4338,PID7022,12,2019-02-03,2020-09-01
3155,CID4332,PID8135,25,2011-09-17,2017-09-20
3156,CID1388,PID3328,4,2010-02-06,2018-04-26
3157,CID8116,PID7399,2,2013-08-19,2015-07-22
3158,CID3872,PID8175,10,2016-01-22,2016-09-25
3159,CID5828,PID8264,1,2015-02-18,2021-01-27
3160,CID6808,PID8734,4,2010-07-21,2019-05-29
3161,CID0047,PID6651,21,2015-11-19,2022-12-17
3162,CID7241,PID2137,11,2011-08-30,2015-09-16
3163,CID1051,PID6916,10,2012-10-02,2020-06-10
3164,CID2400,PID0465,20,2012-02-23,2020-02-24
3165,CID4674,PID0428,19,2015-12-13,2016-11-03
3166,CID4918,PID7293,19,2017-12-18,2020-05-20
3167,CID1708,PID6959,24,2014-01-17,2016-04-30
3168,CID4265,PID7481,3,2012-07-30,2014-07-25
3169,CID7855,PID7344,1,2019-07-26,2021-02-06
3170,CID2937,PID6031,4,2013-10-27,2015-09-25
3171,CID7260,PID1138,17,2017-01-21,2022-04-03
3172,CID3995,PID2377,3,2014-12-27,2023-04-02
3173,CID2251,PID0070,3,2013-09-02,2020-01-26
3174,CID3628,PID4136,16,2014-12-08,2015-04-02
3175,CID8479,PID4714,19,2011-08-07,2019-08-20
3176,CID5705,PID3165,22,2016-12-12,2017-04-28
3177,CID4903,PID3412,1,2015-10-09,2020-02-19
3178,CID3595,PID4886,2,2010-05-29,2018-12-17
3179,CID4747,PID5553,2,2017-12-23,2022-10-21
3180,CID0870,PID2807,4,2015-04-10,2021-08-10
3181,CID3911,PID1371,21,2012-10-19,2013-09-26
3182,CID8037,PID1957,13,2014-06-05,2018-02-15
3183,CID5348,PID7808,19,2016-11-12,2022-07-08
3184,CID8689,PID2546,19,2015-09-10,2022-11-12
3185,CID9986,PID0105,4,2011-03-30,2020-08-07
3186,CID0992,PID2822,11,2016-03-18,2019-10-16
3187,CID0022,PID7016,4,2017-02-11,2017-07-06
3188,CID4568,PID8936,11,2019-07-12,2022-11-13
3189,CID3922,PID7963,25,2012-09-06,2020-05-01
3190,CID2495,PID7408,22,2018-07-11,2019-12-11
3191,CID0080,PID8381,25,2018-08-28,2020-03-25
3192,CID2075,PID6681,16,2015-02-14,2022-04-17
3193,CID4504,PID5066,16,2017-03-09,2019-03-27
3194,CID1165,PID7108,11,2013-01-09,2013-03-20
3195,CID0144,PID6702,2,2020-03-05,2021-09-15
3196,CID0834,PID9661,18,2017-08-31,2019-02-22
3197,CID7678,PID4162,1,2014-03-07,2014-06-03
3198,CID0324,PID0821,4,2011-12-26,2021-06-11
3199,CID6869,PID1904,10,2018-03-22,2021-08-04
3200,CID4019,PID9620,2,2010-06-28,2019-01-11
3201,CID6325,PID6861,25,2019-08-24,2021-08-11
3202,CID5978,PID9651,2,2018-04-04,2020-11-20
3203,CID7897,PID7991,16,2018-03-09,2022-05-23
3204,CID2138,PID4329,1,2018-06-11,2022-09-21
3205,CID3796,PID1493,24,2013-11-29,2023-01-25
3206,CID8723,PID2641,18,2012-06-26,2019-05-06
3207,CID6563,PID5545,4,2015-11-02,2019-12-22
3208,CID9400,PID4305,25,2010-11-07,2022-04-10
3209,CID9568,PID9461,4,2013-01-02,2013-06-04
3210,CID4323,PID9138,4,2016-01-21,2018-09-27
3211,CID3404,PID9815,3,2017-06-11,2020-07-24
3212,CID2442,PID0985,19,2019-04-09,2023-03-23
3213,CID4787,PID3587,23,2010-10-14,2022-09-16
3214,CID2719,PID0359,1,2019-09-13,2021-06-17
3215,CID9404,PID9084,1,2010-09-19,2021-10-09
3216,CID5926,PID4932,1,2013-09-08,2017-02-06
3217,CID5833,PID9760,2,2015-03-14,2018-11-16
3218,CID6519,PID4647,4,2013-02-14,2016-12-03
3219,CID8248,PID4837,18,2012-04-21,2017-06-16
3220,CID7167,PID9042,1,2014-07-08,2014-09-28
3221,CID2048,PID1301,4,2013-04-12,2022-11-22
3222,CID0952,PID9877,3,2015-08-28,2019-01-27
3223,CID7402,PID4187,18,2016-03-29,2017-04-24
3224,CID2047,PID2759,24,2010-02-27,2019-01-20
3225,CID7149,PID4743,4,2017-12-06,2021-12-25
3226,CID0392,PID3467,3,2017-10-29,2021-08-07
3227,CID0703,PID9349,18,2014-09-26,2019-03-16
3228,CID4107,PID1277,13,2017-04-03,2018-03-15
3229,CID3082,PID9964,4,2010-04-06,2013-12-10
3230,CID5755,PID6746,22,2013-11-28,2018-09-28
3231,CID3647,PID2371,1,2018-10-05,2021-04-23
3232,CID1836,PID6204,20,2013-05-15,2013-10-27
3233,CID2394,PID7190,21,2019-01-07,2019-05-31
3234,CID6652,PID7758,4,2019-09-07,2022-05-24
3235,CID6968,PID7468,13,2010-07-10,2022-11-08
3236,CID4920,PID9981,23,2014-07-25,2019-10-08
3237,CID1916,PID5481,2,2019-01-17,2023-03-26
3238,CID9318,PID1065,2,2017-03-19,2022-08-04
3239,CID1718,PID2909,15,2016-06-26,2020-06-28
3240,CID9351,PID7627,17,2013-02-16,2019-08-18
3241,CID3149,PID4133,21,2013-07-28,2020-11-26
3242,CID5027,PID5500,13,2012-08-31,2016-02-16
3243,CID0232,PID8581,25,2014-07-03,2020-12-29
3244,CID0326,PID3208,2,2012-01-17,2013-01-19
3245,CID4497,PID0877,4,2010-12-12,2017-04-05
3246,CID0629,PID0198,4,2013-05-14,2020-05-25
3247,CID3156,PID1286,19,2020-01-23,2020-07-21
3248,CID4874,PID2395,22,2016-02-03,2022-07-29
3249,CID7504,PID8427,1,2018-03-18,2023-01-30
3250,CID5558,PID3043,24,2015-11-01,2016-07-11
3251,CID0280,PID3249,4,2012-01-15,2022-07-13
3252,CID2290,PID1807,3,2010-04-14,2019-08-05
3253,CID3207,PID3855,1,2014-02-06,2020-08-30
3254,CID7579,PID9553,25,2015-01-27,2021-04-14
3255,CID8147,PID5529,3,2019-01-04,2021-08-06
3256,CID9917,PID8524,11,2012-05-01,2013-04-19
3257,CID5887,PID4343,4,2019-03-30,2021-03-14
3258,CID7680,PID5044,24,2010-10-22,2010-11-11
3259,CID3020,PID3243,15,2010-09-04,2012-11-23
3260,CID4876,PID3681,4,2019-03-29,2022-06-14
3261,CID0830,PID2095,1,2017-01-19,2022-03-29
3262,CID9232,PID9740,20,2016-07-10,2017-10-26
3263,CID6156,PID3072,13,2015-09-08,2020-03-17
3264,CID1074,PID1991,20,2017-06-13,2017-10-06
3265,CID9913,PID9787,18,2012-01-20,2019-05-06
3266,CID6037,PID6839,3,2019-05-21,2020-04-22
3267,CID6272,PID1447,23,2015-06-23,2017-12-05
3268,CID3022,PID2310,2,2017-11-05,2019-08-15
3269,CID0877,PID3354,1,2014-08-15,2022-10-06
3270,CID1765,PID3399,3,2012-04-21,2021-02-03
3271,CID2076,PID5158,10,2015-02-20,2019-02-12
3272,CID0782,PID0781,2,2011-03-02,2021-01-24
3273,CID6063,PID3610,17,2013-06-06,2018-05-14
3274,CID2806,PID5179,12,2018-11-14,2020-01-21
3275,CID5065,PID8662,2,2017-06-01,2020-12-09
3276,CID9951,PID7758,2,2017-04-24,2018-11-17
3277,CID0048,PID4125,24,2018-06-15,2019-01-31
3278,CID8011,PID2248,19,2012-11-29,2022-04-12
3279,CID7390,PID5074,16,2011-03-20,2016-04-26
3280,CID8069,PID4764,1,2016-03-14,2019-06-14
3281,CID5052,PID4889,4,2016-03-25,2020-08-07
3282,CID4359,PID1003,1,2014-08-09,2020-01-28
3283,CID0515,PID2131,3,2013-01-26,2013-10-27
3284,CID8788,PID8130,3,2018-05-11,2022-08-28
3285,CID5585,PID2899,25,2019-10-20,2019-11-23
3286,CID7850,PID5923,4,2016-03-20,2019-08-27
3287,CID6354,PID5406,3,2019-01-13,2022-12-23
3288,CID0370,PID7259,22,2011-10-05,2017-02-11
3289,CID3444,PID5632,3,2012-11-05,2021-05-24
3290,CID0469,PID8631,10,2013-06-13,2015-08-20
3291,CID4879,PID7739,1,2018-04-28,2019-10-06
3292,CID4288,PID5208,14,2019-07-09,2022-09-29
3293,CID3828,PID4721,3,2013-10-23,2017-11-13
3294,CID0820,PID6413,1,2010-06-29,2018-08-06
3295,CID7684,PID5075,4,2013-03-17,2016-06-08
3296,CID6023,PID3107,1,2012-03-28,2013-03-21
3297,CID9711,PID7426,1,2013-04-26,2015-11-15
3298,CID1295,PID2114,2,2018-10-30,2022-02-24
3299,CID9472,PID8308,10,2014-06-13,2015-04-08
3300,CID3101,PID5709,13,2016-02-17,2023-01-20
3301,CID3258,PID5948,2,2013-07-23,2015-06-11
3302,CID9495,PID4360,2,2018-07-25,2021-05-11
3303,CID0808,PID5409,11,2017-09-28,2020-01-22
3304,CID8981,PID4874,10,2012-02-23,2022-06-16
3305,CID3665,PID9574,23,2012-01-25,2017-03-30
3306,CID3670,PID5892,4,2010-05-19,2019-08-11
3307,CID1725,PID8894,2,2013-03-07,2015-04-30
3308,CID9260,PID8958,1,2014-12-05,2022-11-04
3309,CID2962,PID7312,3,2019-10-17,2022-11-17
3310,CID5287,PID7646,3,2014-02-12,2016-10-16
3311,CID5900,PID5487,25,2017-09-06,2018-09-07
3312,CID0991,PID9437,17,2012-06-18,2020-03-05
3313,CID1838,PID5568,25,2016-04-21,2016-09-11
3314,CID1726,PID7405,21,2012-05-26,2022-07-03
3315,CID4980,PID4967,12,2014-05-19,2019-10-21
3316,CID3088,PID8054,14,2018-11-23,2019-06-24
3317,CID2876,PID3478,14,2010-11-23,2020-05-02
3318,CID6611,PID4939,3,2012-10-26,2022-01-27
3319,CID7311,PID6397,1,2018-02-16,2023-01-28
3320,CID5231,PID0634,1,2010-01-20,2010-07-21
3321,CID8169,PID4247,18,2014-03-09,2020-07-21
3322,CID3356,PID1674,4,2010-11-04,2019-06-18
3323,CID1229,PID1153,3,2017-10-14,2018-07-15
3324,CID5100,PID5387,3,2014-04-15,2017-08-04
3325,CID8629,PID4129,1,2017-09-07,2018-12-26
3326,CID6844,PID6666,13,2015-12-14,2022-10-21
3327,CID6346,PID6207,1,2017-01-14,2018-09-06
3328,CID0513,PID1966,4,2015-09-14,2021-02-26
3329,CID8609,PID9703,10,2020-01-14,2021-01-16
3330,CID5091,PID4198,16,2010-06-27,2012-12-04
3331,CID0665,PID4904,12,2012-06-10,2021-04-21
3332,CID7601,PID4573,22,2011-02-25,2018-11-20
3333,CID9851,PID8120,21,2014-07-03,2018-10-29
3334,CID7450,PID5269,21,2014-05-01,2019-03-21
3335,CID6556,PID2413,13,2016-01-30,2018-05-17
3336,CID0972,PID5955,1,2012-05-24,2012-11-07
3337,CID4059,PID8576,4,2018-11-07,2020-01-02
3338,CID0708,PID6975,1,2020-02-14,2023-03-23
3339,CID5938,PID8790,4,2011-06-15,2013-08-05
3340,CID2745,PID8713,11,2010-06-05,2015-02-16
3341,CID3100,PID6119,1,2018-08-01,2018-10-02
3342,CID6057,PID7613,13,2015-07-30,2019-11-03
3343,CID8594,PID1560,2,2014-05-27,2019-07-12
3344,CID1432,PID0750,14,2017-09-21,2019-11-07
3345,CID9623,PID9926,22,2015-09-08,2021-12-15
3346,CID5091,PID8358,19,2010-08-11,2019-06-04
3347,CID7763,PID1882,2,2020-02-08,2021-10-24
3348,CID1184,PID2538,15,2013-10-22,2019-10-17
3349,CID6129,PID2947,2,2018-12-25,2022-10-24
3350,CID8643,PID2332,16,2019-07-26,2022-06-18
3351,CID1986,PID9415,2,2010-07-17,2013-02-28
3352,CID4601,PID5084,13,2017-10-04,2019-09-22
3353,CID6986,PID7894,1,2011-10-06,2015-05-14
3354,CID4277,PID5334,11,2016-05-09,2019-11-28
3355,CID3849,PID0633,16,2018-10-08,2021-08-20
3356,CID7726,PID2044,22,2010-10-16,2012-04-06
3357,CID3129,PID6280,11,2017-02-09,2020-08-12
3358,CID7137,PID1555,16,2015-07-31,2020-09-16
3359,CID2655,PID4567,3,2011-04-25,2020-02-20
3360,CID0278,PID6611,16,2014-06-26,2014-12-15
3361,CID7375,PID8708,3,2011-07-31,2020-02-20
3362,CID2341,PID5332,25,2015-11-04,2017-10-04
3363,CID5129,PID0809,11,2016-05-19,2019-02-14
3364,CID1726,PID8533,2,2010-07-09,2017-11-02
3365,CID1475,PID0281,3,2011-06-04,2021-06-26
3366,CID9265,PID5749,1,2014-07-10,2019-06-11
3367,CID5832,PID0575,22,2011-05-17,2017-05-05
3368,CID1742,PID2019,4,2014-04-30,2016-09-23
3369,CID2836,PID7300,1,2016-10-07,2017-08-06
3370,CID8077,PID0981,10,2010-02-10,2022-01-22
3371,CID0127,PID0900,11,2016-11-21,2021-07-29
3372,CID6792,PID0890,22,2014-01-09,2021-02-25
3373,CID6237,PID5004,11,2019-11-20,2020-11-20
3374,CID4461,PID4571,4,2019-08-29,2023-03-18
3375,CID3055,PID5232,1,2011-08-31,2022-03-04
3376,CID5738,PID7935,4,2019-08-06,2023-03-16
3377,CID8143,PID1790,16,2014-10-02,2019-09-24
3378,CID7254,PID1014,18,2018-05-14,2018-09-06
3379,CID0917,PID0111,22,2017-11-08,2020-05-16
3380,CID2280,PID7587,3,2010-09-29,2012-11-28
3381,CID4779,PID1428,3,2015-08-11,2017-01-22
3382,CID4996,PID5584,4,2017-12-13,2020-08-29
3383,CID5967,PID8689,1,2018-08-05,2019-02-24
3384,CID1325,PID2935,2,2015-02-15,2015-04-21
3385,CID2376,PID2664,13,2017-04-13,2022-01-16
3386,CID5986,PID5599,3,2019-07-06,2020-01-25
3387,CID8478,PID5911,23,2016-09-19,2020-12-08
3388,CID9864,PID1627,4,2020-01-30,2022-10-29
3389,CID2024,PID6749,1,2014-02-26,2021-11-09
3390,CID2279,PID3268,4,2019-08-04,2022-05-21
3391,CID2928,PID4923,3,2019-04-22,2020-07-27
3392,CID0756,PID4786,25,2015-10-08,2016-04-07
3393,CID1417,PID9073,3,2017-04-10,2019-10-31
3394,CID7281,PID3812,1,2015-02-20,2015-07-21
3395,CID0427,PID4378,23,2019-10-01,2020-09-23
3396,CID9814,PID4056,4,2011-02-15,2018-06-18
3397,CID1062,PID3173,1,2011-12-13,2017-11-03
3398,CID3125,PID5674,16,2010-08-13,2018-04-15
3399,CID4589,PID1785,1,2019-06-17,2021-12-17
3400,CID3623,PID0144,1,2018-05-19,2022-08-25
3401,CID5632,PID9413,4,2018-10-20,2021-05-05
3402,CID1229,PID0666,12,2017-04-03,2019-10-20
3403,CID9307,PID4050,17,2014-08-18,2016-06-04
3404,CID1667,PID3004,1,2018-11-03,2023-02-25
3405,CID1243,PID4864,2,2017-10-20,2022-02-22
3406,CID1323,PID5446,11,2013-10-08,2023-02-05
3407,CID9696,PID8361,1,2015-04-03,2020-09-23
3408,CID2913,PID5231,19,2011-09-15,2014-11-24
3409,CID6357,PID8147,12,2018-06-04,2020-11-06
3410,CID9628,PID6985,23,2014-06-09,2014-10-28
3411,CID1356,PID6338,15,2018-02-27,2018-03-20
3412,CID2721,PID1144,2,2020-02-28,2021-01-13
3413,CID0178,PID4338,12,2017-10-02,2018-11-01
3414,CID3964,PID7182,24,2018-02-06,2018-09-20
3415,CID8054,PID5682,1,2014-12-29,2020-11-06
3416,CID2057,PID5286,23,2011-05-26,2014-05-22
3417,CID5722,PID3309,10,2015-12-22,2017-12-29
3418,CID8624,PID4536,24,2019-02-22,2021-09-12
3419,CID6923,PID5043,3,2017-01-14,2018-09-27
3420,CID2234,PID6428,12,2017-09-04,2020-08-30
3421,CID2747,PID6904,4,2016-06-23,2016-11-06
3422,CID1215,PID8853,17,2012-08-17,2013-01-19
3423,CID9590,PID8018,1,2013-02-16,2019-02-01
3424,CID7811,PID4675,20,2010-02-22,2018-12-25
3425,CID9283,PID9532,3,2018-03-29,2020-12-22
3426,CID5384,PID2738,14,2015-03-01,2015-05-18
3427,CID0446,PID8767,3,2010-10-03,2011-06-25
3428,CID5372,PID5277,12,2013-04-21,2020-11-29
