_id,customer_id,product_id
rental_0867,user0720,SS5_734723
rental_0868,user0809,P_576234
rental_0869,user0576,S_49341
rental_0870,user0271,C_475077
rental_0871,user0123,E_286044
rental_0872,user0530,S_183851
rental_0873,user0710,JA_242584
rental_0874,user0077,S3A_633304
rental_0875,user0386,S6P_306092
rental_0876,user0123,MLC_982320
rental_0877,user0096,JAE_727802
rental_0878,user0938,M_871942
rental_0879,user0398,KMC_226546
rental_0880,user0468,VS_252740
rental_0881,user0899,SS_584119
rental_0882,user0036,7N_499138
rental_0883,user0392,MPTPT_774995
rental_0884,user0360,SN_945880
rental_0885,user0490,D_754406
rental_0886,user0495,NSN_395969
rental_0887,user0747,AL9_887267
rental_0888,user0777,MA_281684
rental_0889,user0305,MA_322577
rental_0890,user0883,SS_132962
rental_0891,user0071,RAS_396990
rental_0892,user0680,NSMA_802598
rental_0893,user0729,PT_784792
rental_0894,user0910,M_302412
rental_0895,user0600,MLC_982320
rental_0896,user0505,R_185717
rental_0897,user0189,JYA_76455
rental_0898,user0927,MAK_326926
rental_0899,user0753,ARMA_851090
rental_0900,user0711,S1_822585
rental_0901,user0376,R_427667
rental_0902,user0546,PCB_871311
rental_0903,user0353,AM_781522
rental_0904,user0228,SM_250895
rental_0905,user0271,SM_250895
rental_0906,user0985,99_474891
rental_0907,user0535,M8_996385
rental_0908,user0300,ENE_853017
rental_0909,user0319,C_401301
rental_0910,user0508,LW_205117
rental_0911,user0409,WMS_351620
rental_0912,user0717,V_579062
rental_0913,user0764,TR_766469
rental_0914,user0968,8W_210717
rental_0915,user0710,AMAS_888049
rental_0916,user0571,JME_20298
rental_0917,user0201,A_164059
rental_0918,user0956,SS_230366
rental_0919,user0657,4BP_509785
rental_0920,user0640,NSA_534496
rental_0921,user0196,TKPT_770300
rental_0922,user0676,6K_996513
rental_0923,user0856,M_459812
rental_0924,user0879,SM_250895
rental_0925,user0860,RL_717473
rental_0926,user0787,NSS_74222
rental_0927,user0164,84_361900
rental_0928,user0121,3_688027
rental_0929,user0514,MN_281588
rental_0930,user0519,MN_281588
rental_0931,user0461,C_26861
rental_0932,user0841,MAO_50291
rental_0933,user0463,68S_236841
rental_0934,user0368,D_593439
rental_0935,user0132,MS_423938
rental_0936,user0379,A6N_926614
rental_0937,user0064,3NSC_186354
rental_0938,user0205,AKA_615487
rental_0939,user0464,C_454326
rental_0940,user0948,A_186439
rental_0941,user0997,LV_438211
rental_0942,user0456,AK_912870
rental_0943,user0682,ANS_360233
rental_0944,user0079,SS_132962
rental_0945,user0623,A_650675
rental_0946,user0526,SL_513431
rental_0947,user0696,A_216520
rental_0948,user0770,LM_958458
rental_0949,user0587,A_472411
rental_0950,user0230,LMA_181615
rental_0951,user0400,DCD_225723
rental_0952,user0198,BNS_560705
rental_0953,user0596,JNNS_881478
rental_0954,user0396,LPL_63595
rental_0955,user0087,SCA_386818
rental_0956,user0665,LSS_512239
rental_0957,user0136,SA3_235657
rental_0958,user0157,J_521879
rental_0959,user0741,ENE_853017
rental_0960,user0201,SM7_550208
rental_0961,user0646,BC_565801
rental_0962,user0415,VAK_414417
rental_0963,user0486,L7_36473
rental_0964,user0186,MD_925703
rental_0965,user0270,1_86843
rental_0966,user0664,C_687307
rental_0967,user0854,W_941574
rental_0968,user0901,VR_926194
rental_0969,user0952,CJ_42760
rental_0970,user0781,3A_745490
rental_0971,user0100,B_62186
rental_0972,user0026,LK_333733
rental_0973,user0955,FV_784110
rental_0974,user0639,W_978251
rental_0975,user0815,L7_36473
rental_0976,user0115,ELL_328370
rental_0977,user0536,PA_691060
rental_0978,user0783,D_694659
rental_0979,user0346,NSJS_138731
rental_0980,user0830,VS_252740
rental_0981,user0752,MO_139749
rental_0982,user0467,3_688027
rental_0983,user0916,MDV_562441
rental_0984,user0334,FD_38376
rental_0985,user0292,CL_12837
rental_0986,user0886,NRM_83477
rental_0987,user0082,M_171513
rental_0988,user0564,M5_77083
rental_0989,user0103,SG_644159
rental_0990,user0051,KM_552974
rental_0991,user0835,LSS_512239
rental_0992,user0241,A_831065
rental_0993,user0821,L_788602
rental_0994,user0089,MSL_118154
rental_0995,user0092,PT_535004
rental_0996,user0387,84_361900
rental_0997,user0852,K_38502
rental_0998,user0382,SL_965214
rental_0999,user0536,B_548733
rental_1000,user0456,7S_174515
