product_id, description, product_type, quantity
prod559,YXtZmWztofmBzGc,furniture,8
prod560,LKDRSzegCfdFDjs,appliances,5
prod561,kaPLCDwcgxhIWLf,appliances,4
prod562,jFDGQaojHnatGSs,electronics,10
prod563,ljNQTpOjorhepQT,electronics,13
prod564,lzcJXEfGNvghRMR,electronics,15
prod565,UtXfcwyCGgAaoCV,electronics,2
prod566,wbbAewxQINbmhiB,furniture,8
prod567,pMXPseLIZacqFTM,electronics,7
prod568,kICUwgIalcRecBy,appliances,5
prod569,mcILdSmOdCEhmNg,furniture,12
prod570,bwfyjYMPbYnUkMU,furniture,9
prod571,oUevEvlEURWQaos,furniture,12
prod572,rzLDVgilnjniMMV,appliances,3
prod573,hljWMIoopRRtmhA,appliances,11
prod574,MWigvSryhhPZxsf,electronics,2
prod575,PgNRXXPygsRpmbW,electronics,13
prod576,EpTQujVuvYNBfTD,furniture,6
prod577,naTVQErnsTbATfQ,electronics,8
prod578,CRooPwlvvJxummV,electronics,5
prod579,SJDsVNReGXVNPVL,electronics,8
prod580,SLDRdSeTWHVCHBB,electronics,2
prod581,eDogVftzOOldcMV,furniture,9
prod582,HvvroeEEtdXURHr,furniture,11
prod583,RcYTPcFJVsOLLjy,electronics,7
prod584,xhTJabekNUIrXgu,furniture,3
prod585,YOEVaNkTFSwRHeS,furniture,7
prod586,bzvyOFNaYOZNEPo,electronics,11
prod587,yqJKIHysIsvrTGl,electronics,12
prod588,aZSdnROApnmmnQj,appliances,9
prod589,xOlpgZTMVvbxUJB,appliances,4
prod590,UOSSdNfmrKXhtkd,appliances,15
prod591,tIzWWctQpUeFBiJ,electronics,11
prod592,lsdjZyzKIKZoRTh,appliances,12
prod593,mruzBURsoGHdSSD,furniture,13
prod594,beYUyaLafTblKCT,furniture,2
prod595,bAukmPpgyRmAEVm,furniture,4
prod596,vmzFKtauochlJnB,electronics,8
prod597,nPKwOZTTsgHMcxn,furniture,6
prod598,NnTcawpffCBpMKd,furniture,14
prod599,FOInhjCtyzxGzOi,appliances,13
prod600,nLWvnKeHaqewMFp,furniture,4
prod601,NivRwEFqcHCEcBh,appliances,10
prod602,DglZwivGasdfZbm,furniture,13
prod603,ANIvCrEOVthUJJK,electronics,4
prod604,WiakGyJxDbjDbuq,appliances,12
prod605,afBimgdILcQdbVV,appliances,1
prod606,oSBUafrVhoViQGb,furniture,5
prod607,nHjTWpxSoNRUjsl,furniture,8
prod608,CPLEpqzozpNpWnF,furniture,14
prod609,kNVOhjHWIHonahI,appliances,6
prod610,MRTjXnYhBXKMZbf,furniture,15
prod611,CXrQZhQUpGYBHVT,furniture,11
prod612,gcuRhwgfFFatswD,furniture,6
prod613,FIyMWgsYEtawOWl,electronics,9
prod614,GOjaHTStRUNVNzc,furniture,3
prod615,iiVpTWxFQgWnCxI,furniture,5
prod616,BrtAakwqQNUHSlz,furniture,5
prod617,zVjtqxdPYAOcWQv,appliances,10
prod618,eAYUSJWtfjtZNLS,furniture,9
prod619,efokzDWdMjBRTlc,appliances,15
prod620,QgfJBfEQfsidYZk,appliances,7
prod621,hDDPwQdtmCyckZS,electronics,11
prod622,OICfwbJIEWZUnyr,electronics,2
prod623,GhbWjAcZDCPdhFm,furniture,1
prod624,VnSrgJmRShvVTGf,furniture,4
prod625,NqGnbbPxrfgXsHJ,electronics,2
prod626,XlnBclDdQwzzzbg,furniture,11
prod627,RWgQZXalybRPpQh,electronics,2
prod628,jwqMglsgBoJEKhk,furniture,5
prod629,bUJMxXiNTowjbvU,electronics,14
prod630,oAwUKNSYPhdJhua,electronics,8
prod631,aaMpZohHKYJTqKN,appliances,7
prod632,SllWkoLsRnEEify,appliances,12
prod633,GEtPEkzSnbVXreL,electronics,10
prod634,DgfNUZRoBGWfepy,electronics,7
prod635,UzITdvQYFDoEdXY,furniture,6
prod636,qHBirXPaADwpBXQ,appliances,5
prod637,nXFQYXiculaKPmY,appliances,15
prod638,OCIPaARHKvclIay,appliances,5
prod639,xSELyTKbRjnpgmi,furniture,8
prod640,gRPCQnrYKsiXSTm,furniture,7
prod641,LxBJVseieeSebYl,electronics,13
prod642,tQMkRAZYYILuCfc,appliances,10
prod643,LeqKcdDNdZOYgxQ,appliances,2
prod644,HSKnsEtxhiwuaYe,furniture,2
prod645,nNtmlnEMDxiXpDv,appliances,2
prod646,paBdeJwfKMZqqgW,furniture,9
prod647,NkhsCEOVImCXnGV,electronics,10
prod648,PerkmhMYCBuWtCH,electronics,10
prod649,xEHOXFhqGaURzRS,furniture,14
prod650,PjYUTWVwmDtWsPE,appliances,1
prod651,xxEEhxVfgcXVXpZ,furniture,13
prod652,LVRJzJIcHIKUvEj,furniture,4
prod653,cFfrIXjevzqJlii,electronics,8
prod654,jQQLSWoPdYzvoJv,furniture,4
prod655,SElArFnhSLKPOzE,furniture,8
prod656,jmPuXYZYAYXkHDH,furniture,7
prod657,wlXVMzyQpdpINyf,electronics,3
prod658,BeWZKHCtYZCGlyg,electronics,12
prod659,PiLQRFMyMfCiIii,electronics,14
prod660,rWvGoOYpMtFcfrS,electronics,11
prod661,MunvhWaftIQmAgZ,furniture,3
prod662,FNWlFkOPOxZYkNl,electronics,10
prod663,SGCyRQfjjxrjZfu,furniture,6
prod664,mGAdpJOwOhujBSc,appliances,15
prod665,VinxkiUiusPAUFk,electronics,2
prod666,PpJFxKSsTesSNpx,electronics,2
prod667,uyxTxfdruFEtLtq,electronics,4
prod668,VIVqLhzrFgEzasO,furniture,3
prod669,NfhjhJtbqsqUaqc,furniture,1
prod670,TfQDaIQglhTOmCY,appliances,6
prod671,BwUiXaHLNzhhBZI,appliances,3
prod672,rKoMLqLRACugMBa,appliances,3
prod673,DBIddAVPlXoSVPG,furniture,10
prod674,phGVXhvwNzORUII,appliances,12
prod675,uXeVtnjjBujViKN,furniture,6
prod676,DFkSsDMHafHNlze,appliances,7
prod677,akqjewJvLNoZWJN,electronics,4
prod678,CCvhjtGIfgknizh,furniture,8
prod679,TAyNjJcFgTajNHg,electronics,1
prod680,OQkemManzfsfIbA,furniture,1
prod681,cLtwZNJZaWdTBxi,electronics,14
prod682,UOECOTrTRBTNKgV,furniture,10
prod683,alwPlQtYqGrpFpS,electronics,14
prod684,qarWHuqxQYWaZSW,electronics,3
prod685,FPdmmUJTUMhmMeh,furniture,13
prod686,vlTFfUAgjyllbrG,appliances,12
prod687,QuaoUJBvYDtLBSA,electronics,9
prod688,lsPrBJvdNAHJBDV,appliances,8
prod689,jHsKXxcirdaNNzk,appliances,3
prod690,qqTkmAWtDQretPx,appliances,5
prod691,iuVGIjDLjvqeMnM,electronics,8
prod692,exZEznDfHgBWaIZ,appliances,9
prod693,dVFMOLMfeJSLyal,furniture,2
prod694,cQthLWWRNTtHKVO,furniture,12
prod695,kNXfvjagftMscHM,appliances,11
prod696,mhJNdEbiHZOctSG,furniture,13
prod697,XImCuAUwZxwdJwj,appliances,4
prod698,yZXfBFfoIIjIdDJ,furniture,12
prod699,YvQmhHNDXReaYZy,electronics,6
prod700,KOPTwHILAiMIsnX,furniture,3
prod701,rdXcXDljXiWGEGp,furniture,6
prod702,TynxWxaqqRtzMDr,furniture,12
prod703,wTDWjOmmNIixTYm,appliances,7
prod704,FJfxBkDzbAvnkFt,electronics,5
prod705,keXpUONoHLBYmsi,appliances,3
prod706,UePFKbccUOZBFTi,furniture,3
prod707,apeQpGROvzGMOXm,appliances,15
prod708,NwadDDVhnPCHpex,electronics,9
prod709,YYZXfBdGmjdoTOF,furniture,1
prod710,qgBSjZaWURMLFyN,furniture,3
prod711,cbKIXtLggRiqCwX,appliances,15
prod712,zKCQMaPKQOAvmPS,furniture,4
prod713,DyUddgUXbmnaEEy,appliances,1
prod714,yfSVULsbjhmpDMt,furniture,13
prod715,IdaVOhQABcYNsfq,appliances,13
prod716,okBvNJgjxCWBzzX,furniture,7
prod717,TJsgkrcqOfFVLwy,electronics,8
prod718,gEYduSeJYqHfaOJ,furniture,5
prod719,HHOWmvkYoPFPJCA,appliances,4
prod720,yOtAMWTaYqfxHfo,appliances,9
prod721,XguTYVeIYdUgdEC,furniture,5
prod722,NSLhfpVMaqSSHTC,furniture,13
prod723,ghPLSASQaZtunTg,furniture,1
prod724,LijBLXiBojKOJzu,furniture,15
prod725,DDOPcSKTgFaXBPY,furniture,14
prod726,xYaSTjcNaUilquX,electronics,2
prod727,hFiIEeWFEplyjsM,furniture,10
prod728,xMSisThHbWtIzZk,appliances,2
prod729,RvgQFiwgpCmVwyD,appliances,3
prod730,zpAiQMljksljoBn,furniture,8
prod731,arAYJAwuQHFLqmA,appliances,8
prod732,VIVQybFlonlfUnc,appliances,14
prod733,msIoybHuJcRPPDD,appliances,11
prod734,JTpQOAOQBeMMGVI,furniture,13
prod735,SGZzUvXEJozeGXL,furniture,6
prod736,LyJBogWrrrJLDGD,appliances,2
prod737,eAtRGIWQfHKqUCT,electronics,9
prod738,MosmwGBYstjgwZc,appliances,15
prod739,QkccbMMqBOdFRmC,appliances,8
prod740,yYlwuytWFBlvovz,appliances,3
prod741,PPQBncLmGwmXoSn,furniture,2
prod742,tqhlQJgdBclfaWm,electronics,7
prod743,bYipDHiixasWWqE,furniture,5
prod744,jcyeriTBgnLmHQK,appliances,5
prod745,LOlxDGOrSIdSlaf,furniture,2
prod746,cFuuWVLExgTjnXl,appliances,12
prod747,AxgiIRqPmoYIMUA,furniture,1
prod748,VwbnOCDGsTgFNGE,furniture,10
prod749,AjCNWiFtMbWzANJ,electronics,10
prod750,hftPUdknSGwMaiK,furniture,5
prod751,eMbaugSEcepkTKB,furniture,13
prod752,gWpwPOEPGSrSGoO,appliances,10
prod753,gOeNJvFLCnHZlrw,electronics,14
prod754,ceCcwPxRTlwORHR,appliances,8
prod755,XgmnTaKNrzOWrVf,appliances,11
prod756,kziJRwLcZZcmCAn,furniture,10
prod757,PvhOnfHvFPBgDSH,electronics,11
prod758,gtcfYWHMnUEzbxK,appliances,5
prod759,NfeCPgfAbSBHeJH,appliances,9
prod760,uYCYkMAOzVOCyel,furniture,14
prod761,gxlPoARcVZyIhcm,appliances,1
prod762,GMDnkGrTmPnKkUO,furniture,1
prod763,nFCbEzVAHyIBDgw,furniture,5
prod764,ylmhSaeiTZwolUT,furniture,13
prod765,EfbjLULJpWUoPuF,appliances,3
prod766,juWDkGuDCPxFQSO,furniture,6
prod767,VCOIwWEoNFwtFFK,furniture,10
prod768,jTLSBIGDNtuDtsC,furniture,7
prod769,UHvHNcQkgPbmfpM,furniture,3
prod770,exvxYSnEXHPODjB,appliances,4
prod771,IxZxFWQewaPIjAc,electronics,5
prod772,STteXFgeCvWaAAg,appliances,7
prod773,zRhVOVljgpPZrRL,furniture,9
prod774,xMVJYkGQxVDpyri,electronics,2
prod775,VpTrihEvYaareVC,electronics,15
prod776,PuemLOcRpNcmlfW,appliances,4
prod777,GRmjkqsiQwFRxoO,appliances,12
prod778,KfnBpCmktoNzfGO,furniture,6
prod779,KVDYbbXEbVkYtUq,electronics,12
prod780,oSiJcRtcsrwURSy,electronics,12
prod781,BjijnjCYHrXshiy,appliances,3
prod782,LTwyGsyAlSarIYO,furniture,10
prod783,nremclNjeDYloTw,electronics,13
prod784,jcReOwPghLNQQmp,appliances,15
prod785,OUgFIourjEHQkST,appliances,10
prod786,TijZotgeCTQbNMi,electronics,6
prod787,ODAssWatMYIPfaN,furniture,14
prod788,aCmhWIMYZolxTch,furniture,9
prod789,KigKgIoywLzEIbu,electronics,13
prod790,SXYDapQLtKGNDGO,appliances,5
prod791,WOfWdlxOkIEWjqt,furniture,5
prod792,JLHmrHpUqLoYyOD,appliances,1
prod793,VSLgEgNqXpBvNvD,furniture,1
prod794,NmXpgvaXUJFrWuW,appliances,7
prod795,WMyytcQjnukQodQ,furniture,9
prod796,DYKmwwjvYXDrnSI,furniture,2
prod797,iwRSzeqypHWaFoD,appliances,4
prod798,YxOQFcoJnVcZhVf,furniture,12
prod799,nztzuIiFHtvTCey,electronics,6
prod800,MuxaFfFqrsIezeu,electronics,3
prod801,leiCFlixPEeeNzO,electronics,8
prod802,MKyqSlxzstMPrFp,appliances,12
prod803,WmphgcWeqDwZGHx,electronics,15
prod804,dOjjUZalfPRJRYt,electronics,7
prod805,NSfoUYmmfXTZnng,electronics,3
prod806,InDQmrwGUqEaNZX,appliances,5
prod807,GGxtKixOYQYZmFt,furniture,12
prod808,NWnmbTdcfIBKTEM,electronics,7
prod809,BWElGmXvieyvqNm,electronics,15
prod810,SuBznAEUMAOPyNY,appliances,5
prod811,EojvIHauSrVUlwL,electronics,12
prod812,dGccYFNXVfvASYe,electronics,9
prod813,ciQtqRScKSaTkvP,furniture,3
prod814,yXdKSZRtHopiTyc,electronics,5
prod815,MTNaMYDpGkwPbHl,appliances,9
prod816,kWTwCSsnFiaQbDB,furniture,2
prod817,CSIoYEojxkjqEJL,electronics,3
prod818,olLEArysUzxzDrI,electronics,10
prod819,hMRDTuXFxxsstFh,appliances,8
prod820,kXpDqJJLTeqiRsI,appliances,14
prod821,lLIhbjWytcGOlNI,furniture,7
prod822,VuWRbOPRmsrAfcZ,furniture,3
prod823,OvpdJkvcyxnHXEZ,appliances,13
prod824,AupoKwHbORzWLXt,electronics,11
prod825,NrwAfLHVpaUFGgP,electronics,12
prod826,CbEuNaJJNwpLPXI,appliances,3
prod827,SjjaRQYKgGfmlqH,electronics,8
prod828,dTXfOKLkgndgzNB,electronics,15
prod829,QczivIjIwAkXFAh,appliances,8
prod830,PwAlRhrUdcCIGJs,appliances,5
prod831,OYYZlmPSVpScvld,electronics,8
prod832,QtqWhxbOuqpXDHz,furniture,13
prod833,kStCpYfRVSxOYEn,electronics,10
prod834,MvjWXSqbuQcbwMa,appliances,6
prod835,ZecjUMidpcuwOgR,furniture,10
prod836,tmgJYmJOXjCXfVZ,furniture,8
prod837,pKRxAtlyHXaWgIb,electronics,11
prod838,yayTGSONqALGbTp,furniture,5
prod839,UBnrwWAjViqsCcc,furniture,7
prod840,GHCxkSVZmPRYyfM,furniture,8
prod841,VbkIwwIZgLmGlDl,appliances,8
prod842,aiVNucEXPFtFVJJ,appliances,3
prod843,pkYDyFAWuznLiOc,electronics,8
prod844,mAfoOppHtUurZSi,electronics,1
prod845,JeKXKXjyiKHZjdg,appliances,1
prod846,lQgibRLeWTznbVK,appliances,5
prod847,ZCBYDqPwCnNlMId,furniture,5
prod848,mEsJPJDckqvVdyy,furniture,4
prod849,stWkgGfCWKOsvPj,furniture,7
prod850,NMOEFvApumTXOoE,furniture,4
prod851,RXIEOonNwRihBMi,furniture,10
prod852,QtQQGudMRtZTiiQ,furniture,7
prod853,zVcbWnDTMZZsApM,electronics,6
prod854,raWqaYsGjDbOiQb,furniture,8
prod855,oIgXKWiQzUNUbAz,furniture,4
prod856,NURsshiJtTjppKC,appliances,15
prod857,XWbpXOileclXFFt,furniture,11
prod858,nGugNmrwzxkTgGw,appliances,1
prod859,WPcxKVyQTnNhbvw,appliances,1
prod860,IBUeWRGonjllugr,appliances,15
prod861,uArPOVMoRzaFzyq,electronics,12
prod862,UwNboKWETKnTWiJ,electronics,4
prod863,VsXFWiOsdNLwhIJ,furniture,4
prod864,nTByfgvSPbIysei,furniture,15
prod865,NyXRkfEPMaNfvXv,furniture,14
prod866,sZOrCFhvibzzKbC,appliances,11
prod867,aZkfYDnPswPvzgG,furniture,7
prod868,fRFlWDTPYgMjlaT,electronics,2
prod869,xBhgtNyZGVZqzCi,electronics,15
prod870,XJevNFIytgbDrEu,appliances,10
prod871,FpUUJyjpWXugPtA,electronics,14
prod872,hVbmLGdSCYgFcJZ,electronics,12
prod873,kkrBkEmuvSduaWA,furniture,5
prod874,AVYLRxtSIwuTwlG,furniture,1
prod875,dRDfTnofwOqdCVV,electronics,2
prod876,vvInHmtASsXiNYQ,electronics,5
prod877,gEiISVgQeEUdnWO,electronics,4
prod878,psxdMjEYByCTvQc,furniture,11
prod879,GfvPneEHwCrteGn,electronics,14
prod880,XaMoNzbxkOlWtnz,electronics,13
prod881,JtEmVWOyhHZgnGk,appliances,9
prod882,NNaVrycCXpYbvsf,appliances,14
prod883,ONakfsserIgqNns,electronics,15
prod884,zhnpUgtlXtKqHXf,appliances,2
prod885,qfMtXtHNCNJLxlo,electronics,7
prod886,wwIjdSCuGtnsWLe,electronics,10
prod887,jZdkROgOlSAXkSm,electronics,7
prod888,BJPWOZSQkEouxQC,furniture,8
prod889,qZdJLcftRVeaRpi,appliances,6
prod890,ePMdzImemQyXDCM,electronics,3
prod891,WSVPdZPgPYbYtme,appliances,1
prod892,tcTvrJwzqZpJkJo,furniture,10
prod893,TUbVKvBomHMQZtm,electronics,15
prod894,aXMYweEKCRwmpuT,furniture,4
prod895,flOcqJfmHvBQZsc,appliances,5
prod896,fxcXfKRoApXyFpM,furniture,1
prod897,aqdNbAiRrzzPrLM,electronics,8
prod898,RTQdRKblbiJwbfh,furniture,15
prod899,HGHajcUInckPgOv,furniture,4
prod900,FIrPphohkhUlHuF,appliances,15
prod901,NjBgxqKwnjElXsL,appliances,2
prod902,gplAzqJzbATtzrR,appliances,12
prod903,rSyYYzxegVkQlVz,appliances,8
prod904,fIdoJqaePYUqiNW,electronics,14
prod905,FjkBBjByBIJLmmg,furniture,4
prod906,jWAdIFKJnsRPmBr,furniture,3
prod907,zuBHnOPYCFJJsap,electronics,9
prod908,csjPcQPYWFdhofp,furniture,11
prod909,IYEFmqrJOmjmTPO,furniture,1
prod910,GMSWkwQevhekRNz,electronics,3
prod911,MScBdoVrNjgJeBz,appliances,7
prod912,pKjXkViiYpSeryq,electronics,9
prod913,SNICdpreEybGZeH,appliances,2
prod914,kkeGivWLcMdnQRV,electronics,3
prod915,oytXSuZkrOWkwrT,furniture,2
prod916,VmBhEZdwrimxDTU,electronics,15
prod917,ncfojPzgZtFGuOZ,appliances,12
prod918,MxUwJReLRvFlcqw,furniture,7
prod919,qmOvczlFSFyWbai,electronics,15
prod920,VmZJMBRmJYvunYn,appliances,6
prod921,OmzoHPdkveKjdJV,appliances,2
prod922,nlHmFwVUmaOXLTf,appliances,8
prod923,HQCbjTkRdbbxDeX,electronics,15
prod924,FZqvQKTAyhyjYeK,appliances,13
prod925,qCzaOAytGzyAoWM,furniture,14
prod926,GJTJCeoALSYmEWN,appliances,3
prod927,lMbOlkoHNaFjdOa,electronics,12
prod928,sVMAbBdIOadkSSO,furniture,10
prod929,JAcMxrnuYyYkfJh,appliances,12
prod930,EEURSzaRAFkXZHU,appliances,2
prod931,GyfquTDApfxFtJD,electronics,11
prod932,qOyTKJIVFQaYUOe,furniture,13
prod933,xslzSssJlOVpeNT,electronics,10
prod934,jdDXNbYyueTUuCw,appliances,13
prod935,NkDPaXgriJZUjLz,furniture,8
prod936,QDdQpkSJxXqFxEh,electronics,6
prod937,NHXiMOaZmpHRdrl,electronics,6
prod938,BRqEDbLDHbotaOe,furniture,3
prod939,arRRDyYMhkftmDS,electronics,14
prod940,bvHcJfWcoHMGHXk,appliances,6
prod941,mrNBsmJWLSmUJus,furniture,8
prod942,oggKVtnMMNJduYw,electronics,13
prod943,KyoQGPMDqmuEULs,furniture,6
prod944,qmphjeGGjelDfxJ,electronics,14
prod945,kTsZwQLDuYUPLHy,furniture,11
prod946,hsUSagrAhFFbuSc,appliances,13
prod947,vemlzmUlsKVWLjU,furniture,2
prod948,FdIboNqutlPxRAT,appliances,15
prod949,VfNkiwyWhQHONjG,electronics,3
prod950,dXBEyoFWmnCZbwT,electronics,11
prod951,wHaDahiZgBZZycY,furniture,8
prod952,KMsSqXCyQSRtQqA,furniture,9
prod953,iiYFAAJgaUOUcfi,furniture,9
prod954,eKZUDnfcwpWejEE,furniture,4
prod955,RAivpRiPNXkCxWN,appliances,2
prod956,CeLShGHvqHroFCg,appliances,13
prod957,xuufaDWtMiIAYFx,electronics,14
prod958,jCZDDYeNqInLENf,appliances,8
prod959,qVUCLPzgzEISkjo,appliances,6
prod960,PogTQYbUWfAOcXq,electronics,4
prod961,ZjTwBuUoedNyFOk,appliances,10
prod962,gtVTDGWGaSMgNXg,electronics,12
prod963,sHofCnAlmivcEWy,electronics,5
prod964,zAkALIsCysCwwiD,electronics,8
prod965,nVWqDdUSUesfneW,furniture,9
prod966,agOSOyXEZmNpjOB,furniture,14
prod967,GICfraIRJXSugYV,furniture,10
prod968,xmGlpkNTsbSsevS,appliances,9
prod969,aAkrxWSpKrhYVxJ,furniture,2
prod970,fJydkvdpKNQIJYS,appliances,6
prod971,PGZqVtmwYOGdIBf,appliances,10
prod972,oEpGsDceGShHGHV,furniture,8
prod973,RZyElIURtjfauui,electronics,12
prod974,yFWDNaWEsekwbbs,furniture,3
prod975,tUIsUBSWOozborC,appliances,4
prod976,aleciWZTaqmotzf,appliances,15
prod977,ztNwXDTGOwoHZpb,appliances,7
prod978,NsdxzcNfwdnIdwV,electronics,6
prod979,neBBXVDGGxfXzjd,furniture,14
prod980,ErlsPNFWBXphlUU,electronics,14
prod981,qUWbOIMhcUqOzeE,electronics,6
prod982,EMgjpAsWpMKwwUW,appliances,9
prod983,RAWsDKmaILIpdpz,furniture,2
prod984,BNsbQLUQhsKujav,appliances,4
prod985,CuXDqgFssHgOLqA,electronics,8
prod986,xOYslmpVHnoanCK,appliances,4
prod987,ZYKyZYlJsYtTNnx,furniture,10
prod988,WNKzWarPkvdZfzu,electronics,12
prod989,qlMaQCBQSOUkEwp,electronics,2
prod990,PcoKauUYKerYNlU,appliances,9
prod991,oCnBWYyNSaaMWpl,furniture,7
prod992,FXWDXmxqYlnmsIb,furniture,15
prod993,HQKoRyKBJvNbYEa,furniture,3
prod994,FiymKzppyBYgijj,electronics,4
prod995,EhWwPTVXuslPbbX,appliances,12
prod996,qEqdAwtlGPKCEfC,electronics,14
prod997,SZnbXbYlGRRXVta,electronics,5
prod998,KzgswFTiTNAqiuK,appliances,5
prod999,PBXSqxdOjJdtIHB,furniture,11
