product_id, description, product_type, quantity
prod12933,zQmEIqBCeFbtbnF,appliances,14
prod12934,KWhAcZQQmuIuhlx,appliances,12
prod12935,hGoKrxrQMtCbaZF,appliances,13
prod12936,pkmOVodbtMJNvos,furniture,9
prod12937,aUAwVNhQUolqHQn,furniture,9
prod12938,MoSgJemMvAyJRkU,electronics,3
prod12939,rnkgABzQgPiqUjN,appliances,9
prod12940,fXilrKrGvqXomrm,electronics,10
prod12941,YjEoHtbxMmuJTWI,furniture,3
prod12942,nHbzhOufEffnssy,furniture,7
prod12943,LVlGPzDawYvCmFo,electronics,7
prod12944,gLUWbxqNKLjyXbt,furniture,14
prod12945,DFhMxhxQcANVSTN,appliances,12
prod12946,ybLZRVWscQOrkhN,electronics,4
prod12947,xTLPUmoNnEpjvQz,appliances,8
prod12948,HTjfjWXAbspriPP,furniture,10
prod12949,UAklwBmJsrcvcgj,furniture,9
prod12950,xhWmTRZcfilgFFf,furniture,1
prod12951,QTUQVzCmsZmCecL,furniture,5
prod12952,tzjbAFHYMONqcFc,appliances,10
prod12953,ejQYmFjLWmRnpPb,appliances,12
prod12954,sbTDBVNdWMWgLlQ,appliances,15
prod12955,JncQKwQqySIJVVZ,electronics,1
prod12956,ETMwzAIJVHVIALc,appliances,2
prod12957,bDBRTjMCLqtMtdt,electronics,12
prod12958,lEJxoOfOuhPVYWU,furniture,14
prod12959,gYkoGBAnqsMLaJX,appliances,11
prod12960,qvdLCFSNdNlsMyL,electronics,12
prod12961,LlQeLLtNqLrXYCj,appliances,6
prod12962,ZrKgDKGVwbkyjbv,electronics,14
prod12963,psXukvKdeZwfcUB,appliances,8
prod12964,FCVKPGENJEAREKF,furniture,14
prod12965,ZbEgNMTObyvceuZ,electronics,13
prod12966,WYaNJelnBuPoKDE,electronics,9
prod12967,jhEgjtHvVRdCkry,appliances,7
prod12968,NddTazOpgrTwJbS,appliances,15
prod12969,LftOCoymgcibvsh,furniture,15
prod12970,nEubLzjzzoskrfE,furniture,4
prod12971,UeoppJhcHYlJMOK,electronics,5
prod12972,GimrYEDcZswfyGY,furniture,13
prod12973,FlxoAyuZvRmQKlr,appliances,2
prod12974,LWhuHzJUdWOXpfp,furniture,3
prod12975,VVSLLtgxJCGZzJy,furniture,15
prod12976,AdFXVrTHAbYlNkY,electronics,13
prod12977,KNDRLCoyMcenrsR,furniture,12
prod12978,kbchgBgvouDLEKn,furniture,2
prod12979,ItVdbYrczmyAhrF,furniture,10
prod12980,TEjoHnwWiDIjcyf,appliances,5
prod12981,aMWXMYfajEUEmbZ,appliances,4
prod12982,yePMJuMdzTIvViG,appliances,2
prod12983,VlHXnkCSyoiImRX,furniture,3
prod12984,DUJzDZKEWiIUwwO,electronics,10
prod12985,wjYueEqtrieSZPK,electronics,15
prod12986,uxBbQRgiBWkVNfq,appliances,14
prod12987,bTfHEkYSvrGMpCo,appliances,1
prod12988,OzLejDYersVWicy,furniture,9
prod12989,sfhGPAMHzTZvHUW,appliances,9
prod12990,SQNJkFcggkXJbkY,appliances,12
prod12991,etBHerlkylGhDyJ,electronics,1
prod12992,hSfkFMGyJskohHU,appliances,13
prod12993,LvhoNSOsmfdqIcC,electronics,7
prod12994,FZpKloOMqdxhlkE,appliances,15
prod12995,EwtMKoeaiOZdiOZ,electronics,8
prod12996,ronBQScLdOqMQfX,appliances,14
prod12997,oGqWqMtUhBLhEaF,appliances,10
prod12998,xMiPfmSpuMiIdJi,furniture,7
prod12999,hTNldHjWCjejVGc,appliances,3
prod13000,xxlNwengJiXapqp,appliances,3
prod13001,YVDMJEauBJtnbZO,appliances,1
prod13002,MKdaDVaisUEYNNN,furniture,3
prod13003,TdfGocwxrLfMenl,electronics,13
prod13004,jDHsUNzTTGgDcXx,furniture,12
prod13005,OQsPrQcHWQQydFT,electronics,6
prod13006,iFEAxBqjfGpKcBy,appliances,1
prod13007,FDvDwZmGmavGqdR,appliances,15
prod13008,QNBDMFkNrtKmijM,appliances,3
prod13009,VyrwUpwjSvRVrYW,furniture,10
prod13010,fTRhWwpeNFfooRh,electronics,15
prod13011,GrhuUEhIfgTYRAa,furniture,11
prod13012,WkzEEiuTgcpjiyy,furniture,8
prod13013,LEURYwnElMOxyjL,electronics,4
prod13014,QSgYQRleHlZOQLC,appliances,2
prod13015,UtEiWkjwtGdNWel,furniture,10
prod13016,RiBILjJGrvmxsLu,appliances,7
prod13017,DDuAVkooJSRZzPI,appliances,5
prod13018,KWkApWVUzWJYxLK,furniture,5
prod13019,jvstVJWFszRGvEI,furniture,14
prod13020,xUaksiFVOTrAbOc,appliances,4
prod13021,xkEYifTAixWAgMC,furniture,7
prod13022,DjIlawcGDoMPXmE,furniture,3
prod13023,bZYuiKzTLFLyWXE,electronics,7
prod13024,pODiWhcTASmyqMv,appliances,9
prod13025,LSGlcDAUMHMAFXV,electronics,8
prod13026,TdwjkkRTdGtcCtA,appliances,8
prod13027,xsbtnUeCYbiBzyu,appliances,12
prod13028,fKIAUNKQqOTquet,electronics,10
prod13029,GdqdnYEBcsWUIoj,appliances,1
prod13030,gdpRgKOkyQmZKXI,furniture,10
prod13031,siaXWAQlGTZMENW,furniture,2
prod13032,duzaxbKUBxxOvBY,furniture,6
prod13033,RXplyTQRUcIZGeK,furniture,3
prod13034,UcrpGCmqfkIjZVn,appliances,7
prod13035,JIXfvLlIcDzpzRu,appliances,4
prod13036,PBvYrNHngRzrkfi,appliances,6
prod13037,WueIJqavUETMraR,furniture,6
prod13038,KHWeuNEcQEflSlt,electronics,12
prod13039,hgnNeDPVaFUzVhb,appliances,3
prod13040,ExVyvBTNTppsgan,appliances,4
prod13041,tFxFUHhFiVIewmm,furniture,11
prod13042,ZLLciAPVEXKHjpQ,furniture,9
prod13043,pMkeLkedUsQutWq,electronics,15
prod13044,KrzNmCkPzcrmGqz,furniture,7
prod13045,KpdTcArgIFUJmSO,furniture,3
prod13046,hsVvAJItnwZIoWz,furniture,15
prod13047,bvAuWMCYlguctLe,electronics,8
prod13048,OcOVvjjuesugCyX,appliances,7
prod13049,LPNSDxUUWOACgKM,furniture,2
prod13050,OkTyKhEyUJPEfKd,appliances,10
prod13051,lPFjmpbzsjkjJNV,appliances,10
prod13052,HwvizronQEIsKmL,electronics,8
prod13053,UHuvuGXlKbYTEDm,appliances,10
prod13054,sZjSppWXCQjcQIj,furniture,3
prod13055,wLQqGghcAtQyGRh,electronics,10
prod13056,gncqGgOkiidFgZv,electronics,6
prod13057,ojjskpLazfJfacy,appliances,13
prod13058,pLtgDCUPUsBZqZc,electronics,7
prod13059,mzLGyjrXKgJfdXD,electronics,8
prod13060,ShWdDIVOtiTxuXO,appliances,13
prod13061,jZygygsWBaRWpmK,electronics,3
prod13062,jRDafiDFAizpiVC,furniture,12
prod13063,gNmvCvEeOTTBFrR,furniture,12
prod13064,viZlIAuWzhRdfwd,appliances,1
prod13065,rurQwgGrpZldLHv,furniture,4
prod13066,mAzgIrAmdxvBZZd,electronics,3
prod13067,mNDpguPDSpoDbhF,appliances,15
prod13068,KbCozpbNfjdhXba,appliances,13
prod13069,wqHnTTRNLNPytMg,appliances,10
prod13070,oEIbAJBSunZNNVT,furniture,11
prod13071,TvteiXfRbQrIxml,electronics,1
prod13072,VDGTxqrCjGmVkRe,appliances,10
prod13073,SRoNjYjDPtFDQuq,appliances,2
prod13074,SDrAeFBTfzbfdsT,appliances,4
prod13075,HCgSaTCeExSnnrj,furniture,7
prod13076,PzytImIFfsoyIHa,electronics,3
prod13077,yBKgSIoXIQuZnwE,furniture,10
prod13078,oLJJjXFNUAgjcCf,electronics,15
prod13079,aumlMDxcSOKZUJx,furniture,3
prod13080,GdlPtEhgXNoIeFm,furniture,1
prod13081,MXZOpdZPEzoFWvZ,electronics,9
prod13082,bSoIleNxOhrmaWZ,furniture,11
prod13083,YkvlVIxdcKdoAfe,furniture,3
prod13084,ZwaVMMlzaePTNat,furniture,2
prod13085,dtAuumscjgpFCgg,appliances,8
prod13086,rQRBXjkGyiptdDN,electronics,3
prod13087,XLqILkhfqOQkBBK,furniture,12
prod13088,IamEbCCqrkukmYZ,appliances,14
prod13089,SreIhkvqdOVuDgV,appliances,3
prod13090,FWOmsHYLETzTqHE,furniture,3
prod13091,fhkMdAsXFNJkbFj,furniture,12
prod13092,MhepSiIsXTOPNVB,electronics,14
prod13093,aDJKOPBnmrPfVEd,electronics,6
prod13094,zqgQYGfSuELrYlp,electronics,14
prod13095,oGrNQSGJNpWyivP,appliances,12
prod13096,rvDEScDiORTdpuL,furniture,5
prod13097,PPgmcHlxrTRtfFt,furniture,10
prod13098,jxqmDsTZnJjjlPI,furniture,5
prod13099,SkKJvUwjCuBEbCG,furniture,12
prod13100,OAKuxzoDKFFObcU,electronics,13
prod13101,uTltaRSqqShaeXD,furniture,7
prod13102,VjFUHNaDZgBHjau,furniture,11
prod13103,QYRQlKPVKhjSKHz,furniture,9
prod13104,qIVYTwhdipOYkjk,electronics,14
prod13105,sdGHXPpwxObARGZ,furniture,8
prod13106,PuFNrdgFWiZhBSt,appliances,8
prod13107,WcdGbwhTVQAmSaf,furniture,9
prod13108,vQtmfuPQETRKHkk,appliances,11
prod13109,UtKHPshUIycyFdv,appliances,10
prod13110,aOaCpEDpySLxnLh,appliances,6
prod13111,tGbHjGLtUYfTWlf,appliances,14
prod13112,lJMsTBoVGlaUbdN,furniture,8
prod13113,avMRFaontlMyJqq,appliances,10
prod13114,oqsSvsFHnjdpIdL,appliances,13
prod13115,IqcStEmzJfzTLmo,furniture,3
prod13116,JjUVlAJpWqOSDQV,furniture,2
prod13117,lNFVQKUQugGVnFU,furniture,5
prod13118,ZbSQwpqOySxBOwO,appliances,13
prod13119,yaChbbJwCXQxNGQ,furniture,3
prod13120,zEaPPrqGfaCPJaN,appliances,12
prod13121,BshnvPZmagCwMYa,electronics,13
prod13122,OVkvtgMOWjxLasu,electronics,12
prod13123,QeAVUbzrzbDNKnb,appliances,12
prod13124,OlUPGJSVtqldnPC,appliances,8
prod13125,pukplDLanmLYGca,appliances,10
prod13126,XKLOhrZNOuSkbad,electronics,14
prod13127,JkbNHrQAHzankwE,appliances,7
prod13128,NmBUPEBGsiCrWxR,appliances,13
prod13129,ZDGUMpjBDphRRrq,appliances,7
prod13130,uLptCWsztWwxkYg,electronics,14
prod13131,wZReHObwRVwFnia,appliances,7
prod13132,QYJvuWuuXMfXMjy,furniture,12
prod13133,IiqBiLTvBbUeBrQ,appliances,2
prod13134,ecuPgFHycIEIfpy,furniture,2
prod13135,FtpsjjoONpTOxIz,furniture,7
prod13136,NMqupzpqVAsfcVD,appliances,14
prod13137,rGygyEvxKslLquh,electronics,14
prod13138,jqhDHHKTgSpOSlo,appliances,12
prod13139,VHLrFUUQodniqON,appliances,8
prod13140,rKJdRIccWWRdRaj,furniture,7
prod13141,zrZjpOnnOeLJuQU,electronics,8
prod13142,GvUElqaSVPapNLG,appliances,1
prod13143,CakyNBIxDPtRASb,furniture,8
prod13144,PMxTQxzdZwOqjKK,electronics,15
prod13145,qXBFhOmvLbsxLXJ,electronics,4
prod13146,PfKRVGKqoOkwCwe,electronics,9
prod13147,xpIHlWgHyKRdzty,electronics,10
prod13148,kToaaBzhSugnJcL,electronics,8
prod13149,LRmQFAXZUyEsLrl,appliances,10
prod13150,NiRwIliWIgzCmrn,appliances,1
prod13151,XLcOFWEnZMeQIsQ,furniture,6
prod13152,jCNinuhTdklKyOO,appliances,7
prod13153,rmLkJGuMMxMvjsb,furniture,11
prod13154,jnFvPxyWaNgayNs,furniture,11
prod13155,xqIJUFmpHZOfdsT,appliances,15
prod13156,RNPmuSvWYfVCFIU,electronics,9
prod13157,XpGlBCsPlyWrfeh,electronics,4
prod13158,NKWWZRPkaVYZdab,electronics,15
prod13159,ilqRtPuspmmTTMn,furniture,10
prod13160,DgpcGIpUsZjlVGd,furniture,1
prod13161,SxhzPqKGPoMiVef,appliances,1
prod13162,iUIxWOjkGfUfgWp,furniture,2
prod13163,CJuXGESljPtualg,electronics,11
prod13164,ITeKnJWISZhovWR,furniture,1
prod13165,VCgtrYTKyvLHgaw,appliances,6
prod13166,uVrzpaHgfVdjeqz,furniture,15
prod13167,NLPYdsOdaGEwaBq,furniture,12
prod13168,WNyViixmTJQggRT,appliances,9
prod13169,GZdcDkawMoKCgDj,electronics,13
prod13170,juWaqVZiYBZgZpw,furniture,14
prod13171,LsEMlVFCmoTqauF,furniture,11
prod13172,RclfiIrHIZKMTlA,appliances,6
prod13173,ikjebKIugtxgCNz,electronics,5
prod13174,ovdoGpGDxLxyHJS,furniture,13
prod13175,cEkYAIrFiMqGlIT,furniture,12
prod13176,loDVNfKxAUzoLNs,furniture,15
prod13177,qorINkXgxVkAsNS,furniture,2
prod13178,BvlLPWNHvUrfiNM,furniture,15
prod13179,FXcXfnmsqUfTTqh,appliances,9
prod13180,vnaRrHYtxqKAEae,furniture,7
prod13181,LdqAqpKqxpCPyRK,furniture,11
prod13182,YHSONwLNFKwdwiO,appliances,3
prod13183,ywVyBazBzFHesBM,furniture,6
prod13184,BHpYxPUZcIGdGVx,appliances,6
prod13185,cSzlpnDWKJrvvqI,appliances,9
prod13186,HggBQqECWMXorns,furniture,1
prod13187,uJBfTJglsvWyRFC,furniture,8
prod13188,IsoLzfxNxwmaxBQ,appliances,12
prod13189,qOtFzSfFAaafvgZ,appliances,2
prod13190,melKMiYvcTYfDBF,furniture,5
prod13191,UKRircKkykBIMxH,appliances,12
prod13192,okBRQZnzQWHwuTZ,electronics,5
prod13193,ctGkpqFwgLMGqmq,furniture,5
prod13194,lTUVLyvTUDqRlQO,furniture,6
prod13195,PKagkKgRLVIgpjF,electronics,13
prod13196,BitGCtzYhmoOYPp,electronics,2
prod13197,sHrfwELFTsGoqeN,appliances,9
prod13198,edsFAJukDNvhbeN,appliances,4
prod13199,XeAZPGRenRAtPit,furniture,11
prod13200,aavAfGpkZwYchAo,electronics,14
prod13201,kRXOmvGeBNtDXFU,appliances,8
prod13202,UVLvcuzeLQYoYOm,electronics,4
prod13203,DmCqhozwDMuoRqB,appliances,14
prod13204,DIbcZXbBvdKoeMm,furniture,2
prod13205,RcKdSsdtYRlZGSC,electronics,5
prod13206,LEulhdDLJRgVxyq,electronics,4
prod13207,IWwkmJDkaftCjJM,furniture,4
prod13208,vqVhvAejhIHaBlY,furniture,1
prod13209,SRfIFPsbbTRfyNy,electronics,14
prod13210,nhaPqAJmFRttQFk,electronics,7
prod13211,HlIrzPKQemzUXqa,appliances,5
prod13212,twkWbCrkfvSuhTJ,furniture,13
prod13213,bdtcMoGzgZTtgDR,appliances,14
prod13214,WNiIzMzJytvLCRl,electronics,10
prod13215,hhGQIgZFBCwOXJK,appliances,10
prod13216,ECwSSgcRCVzNpcr,electronics,1
prod13217,zGbUtJiwHIoHPXy,electronics,8
prod13218,oisNTJWyEYAfjBL,electronics,11
prod13219,CwATvjFNBNCyLHU,electronics,11
prod13220,JphPbedgOseBNur,furniture,14
prod13221,QwkMrxnXhdvZGXQ,furniture,13
prod13222,chdkjtMKxfGMwON,electronics,13
prod13223,hUAbhMKlkOKadjh,furniture,7
prod13224,FiSkqTQkPPAzcSG,electronics,4
prod13225,uzACnqQJZVkkZqP,furniture,14
prod13226,ENMEfGMLzySeIiC,electronics,14
prod13227,AxJEilfHMQGtkJw,electronics,11
prod13228,VlFDWVEDJwufGMa,appliances,2
prod13229,FBDEWoOrnwzkhfy,appliances,14
prod13230,ogrcuBBHgfRlgos,electronics,3
prod13231,jsdvEoRCwiZacAc,electronics,8
prod13232,OeSeoNEDcGbmeMW,appliances,10
prod13233,SIoQdWdtaiOjYKe,electronics,5
prod13234,yyMhgWpGMTUFjjV,appliances,2
prod13235,EiPuBcMqMtwCfua,appliances,14
prod13236,FFMmeNKWBKzSoEl,electronics,13
prod13237,KiEBXPdsieYeRhO,appliances,12
prod13238,dkIcIjsxiqnFqjH,electronics,13
prod13239,lMDoaysyCSrChYK,electronics,2
prod13240,rBfPYRCobmjVdJd,electronics,14
prod13241,LFcwwTOwUNSDqRa,furniture,2
prod13242,HMZeDzihrMSVDVI,furniture,3
prod13243,BMrQzJEcQrxtKHz,appliances,14
prod13244,IAedxZHGyHGPpDT,furniture,8
prod13245,SyHXECxBZBJDZVA,appliances,11
prod13246,rhgLftxsrQoyYZj,furniture,1
prod13247,jbMqjVTsXvEHABv,furniture,3
prod13248,mQMgEmdzpIFxbXR,electronics,5
prod13249,lLzrISwkgrjTzbT,appliances,15
prod13250,AFpIZeuMNaaIhhH,furniture,8
prod13251,GaLdsLqZhttlJOf,furniture,6
prod13252,pfJEDPXiqymMNJs,electronics,15
prod13253,EnSOvqJbvJOhNdC,electronics,15
prod13254,ooehesoVTASCwHr,furniture,10
prod13255,zxRIgYRoQseFJrq,appliances,8
prod13256,XKwHXqiCELStRyA,appliances,2
prod13257,hzxBjpkLrldbvdh,electronics,7
prod13258,sTpzGJAqdhPifet,electronics,12
prod13259,HTTlyYetZPHasuA,appliances,5
prod13260,MFNYzISmHEMaFJi,appliances,2
prod13261,iVsgXuvEvzWLiQF,electronics,7
prod13262,JRQsjGUdGMdHrsC,electronics,5
prod13263,JAaYsGowmUsGLor,electronics,7
prod13264,uCWewiBotbDRKva,appliances,15
prod13265,mpIlSBWahCOtPoz,electronics,7
prod13266,REvjleisTpUGBuf,electronics,7
prod13267,gSMEHBzgHMhkbBK,appliances,7
prod13268,jjMMVBuzVrscVah,furniture,2
prod13269,FjzkntPTeoseyEH,appliances,12
prod13270,XXmBAVvkoRAAyLw,furniture,4
prod13271,zZESUReqvtmPkAB,electronics,11
prod13272,IRpeEPabumQykJL,appliances,12
prod13273,htGcKKDfaVuILfz,furniture,3
prod13274,RxMNgmsAGqYYlgu,furniture,9
prod13275,pZbuwvwDdZKgqNI,electronics,12
prod13276,BqbIVphfQVdKiQm,furniture,11
prod13277,BgpCvbqwbQKopho,furniture,15
prod13278,YnzWKBKEseeIVGt,furniture,13
prod13279,yStHbeGZULmPWrq,electronics,5
prod13280,yNKFYuDyBMzcoyq,furniture,10
prod13281,aIZDsgOCbVfNXYL,electronics,13
prod13282,bcjGGvRkgmTwkfE,electronics,13
prod13283,spIhPkYZpawkArV,furniture,13
prod13284,RqlLdFdPOngbOIM,electronics,6
prod13285,pykZXdIbRHXtUei,furniture,4
prod13286,wJgGbxljbInVYFc,appliances,8
prod13287,gnVZuLLYtVZKqjl,furniture,10
prod13288,jkqcRVAbNKCZzrs,electronics,8
prod13289,QQzNmAIfGTgwwUf,furniture,3
prod13290,mKoMxmOZOElNbMm,appliances,15
prod13291,tPgSdTLbYGAfIKt,electronics,8
prod13292,iqcEyprfAUNpAue,electronics,3
prod13293,WCfKmiNfCvmuiUu,appliances,6
prod13294,ABEzjjHzKmqVGBv,electronics,10
prod13295,HvoNqYquVlNwicp,furniture,15
prod13296,PxBETmKMqSyCdon,furniture,13
prod13297,xsPWlRGzakNlTDf,furniture,3
prod13298,ZYGJwQJTrJvkBGy,furniture,1
prod13299,tQYVzOcgSumdJfR,electronics,2
prod13300,ngUbnWlDiPfpgLB,appliances,13
prod13301,hmtQXgXJwyuUouC,appliances,2
prod13302,jcYHfgcRVXQQSLO,electronics,11
prod13303,KfKCmeYcUZCngEI,electronics,1
prod13304,dIlmlZnFFScJvFM,appliances,9
prod13305,qscLeOcwXXCUluF,electronics,12
prod13306,LyFyxCmruvpjfPJ,furniture,12
prod13307,rMSaENhnoVPljnS,furniture,5
prod13308,CXBzXoIuYbxIXoX,furniture,15
prod13309,CTNwAIVXUGpVBJW,electronics,12
prod13310,NqHVFVfzbiMzVce,furniture,7
prod13311,HYdnoByyYOWIGYh,electronics,13
prod13312,kaLuPtmjChFJoPK,electronics,5
prod13313,ddbLbRiYrsoenqO,appliances,12
prod13314,iFYXYlnmVcaDxJQ,electronics,5
prod13315,WhQdRlIDNICGneM,electronics,3
prod13316,GDzaXjdSqdBmKwk,furniture,6
prod13317,VQIWsMvpOomHQIm,electronics,9
prod13318,msVamOiJZeTgNXZ,furniture,7
prod13319,OBoIcTZZKvDCRNc,appliances,4
prod13320,jNbnTljpoPycpMW,appliances,2
prod13321,BsGJPaOYIXdrMcl,furniture,7
prod13322,kmnJBVeFjRzMhsR,furniture,6
prod13323,QykTzJmdsDncGoN,appliances,1
prod13324,wmzyLbYhdtclaNH,electronics,1
prod13325,yEFhsSzhtIwTBnN,electronics,10
prod13326,PCHIVaHArIANBaz,appliances,8
prod13327,FhPsOOTmwfPWLWS,appliances,15
prod13328,dRwZYQWYqJBrtFX,furniture,2
prod13329,mnSeItLnrxPooZQ,electronics,7
prod13330,qXWSBxXUxjiYloY,electronics,15
prod13331,vqwMRrSrIbpdfTY,furniture,4
prod13332,QiipHYjFtXunBUo,furniture,9
prod13333,biazTETwjnjVYtU,electronics,13
prod13334,XxEEqDwJOiHVzIx,furniture,3
prod13335,ClaOEXzNaltddeK,furniture,7
prod13336,gbCxwLkxmQYaYFG,appliances,14
prod13337,KSppzVuYFaltcUo,furniture,8
prod13338,UgckIXayNdtxkrF,electronics,9
prod13339,zIcLOQHzuKmjjIU,electronics,6
prod13340,ekxMTxxNGGOkFRI,electronics,2
prod13341,SOvJZmcXURxWdDS,appliances,7
prod13342,fJKOxZkrDIJhqvM,electronics,10
prod13343,RNveaMWUPjXeCRL,appliances,9
prod13344,xTIvucxlXtwIfUS,electronics,10
prod13345,VgHMBTcGiCenGXL,appliances,1
prod13346,BpkTDMyTmgDIIkT,furniture,7
prod13347,WqMgAfBkFxJCbNW,furniture,9
prod13348,GLyQntTFFFYcPrs,furniture,2
prod13349,yHLDYHJwxFGxCTP,furniture,3
prod13350,auyUVEecsRaJBvU,electronics,7
prod13351,febSXknDvWVnsbg,furniture,12
prod13352,hjLwoGReQeIReNo,electronics,11
prod13353,DNIRbzdAyNoLlHf,furniture,8
prod13354,NbLyMlBwTMMQkYd,electronics,9
prod13355,AIBWrIUFHNqoFIp,appliances,8
prod13356,tfNQsMFKrdzyuUR,electronics,9
prod13357,jloLkcuqLEruPVF,furniture,3
prod13358,RPgteKYtwZbkZFT,appliances,5
prod13359,xcfQaMVLlugIRSp,furniture,3
prod13360,MyrTXVqUnElyFum,appliances,6
prod13361,VxMyzQiRLcYbMNS,appliances,2
prod13362,TqARHIHrATNTUIP,furniture,6
prod13363,imrUpQFgdpNbzOM,electronics,2
prod13364,kowDuKkpnuYfCRM,appliances,11
prod13365,MqqZLoNUiZGVxNW,electronics,15
prod13366,PNoJZShOxJwIzet,furniture,3
prod13367,pFHZLksmjlxBasG,appliances,5
prod13368,ZJmURjsNgWpIgCi,electronics,3
prod13369,jloMQepzoFoFYvH,appliances,12
prod13370,KemktmkOfZygenm,furniture,2
prod13371,eyRRkZOdyzhOyWJ,furniture,13
prod13372,ZPMyYPGJttebYRV,furniture,6
prod13373,SetoMjVUGfKGqpu,furniture,6
prod13374,llokgSXUoPPGbHb,appliances,3
prod13375,xAfokBqtTWyzdqE,furniture,7
prod13376,WsUlhFTtqrvvlrM,electronics,11
prod13377,pVatVJsuPHkZtAl,appliances,6
prod13378,gaFxqQngFneFgmK,appliances,12
prod13379,tQKSaqJapLzmNLM,furniture,10
prod13380,UzJIegbBQXdeknX,furniture,5
prod13381,XjPEPmVmLAHkbaK,appliances,3
prod13382,ZzdGAYvYOznEpLf,furniture,11
prod13383,BBbGulhTOoAzmgE,appliances,4
prod13384,LnKvzGzqWXpGDUU,furniture,6
prod13385,UWRNwozBdhmEnrj,appliances,14
prod13386,BQUSxHKxBRirrJq,electronics,8
prod13387,NkcpjPudoEoaGOT,electronics,12
prod13388,kNwwjsxzVjkGtJL,appliances,6
prod13389,zwxplOQZwmfaecO,furniture,11
prod13390,KOLeEGfozRPjLdG,furniture,7
prod13391,qjqKxYzQumGfDeo,furniture,8
prod13392,TFNOiSbBiAxGEFg,electronics,12
prod13393,HgAfPQfVWxLmqdr,appliances,14
prod13394,YUeLMEoGddEaPaq,appliances,6
prod13395,PYyqwzLUCuAwfPV,appliances,10
prod13396,QcNxZtMyHQbfupx,furniture,13
prod13397,invXskxxlzgdakz,electronics,3
prod13398,XEvqSGSMsEvbJPF,appliances,11
prod13399,iqZYngZOFpkihau,electronics,1
prod13400,OOIokoeBPhRWVKg,electronics,11
prod13401,LOiqBJHrMHeeZFG,appliances,14
prod13402,RcuxXnQQHyCalts,electronics,11
prod13403,WljhgVNUgHUulhP,appliances,8
prod13404,hatiwnLuCoMfzBS,furniture,4
prod13405,dLraVUzGiXrvHnZ,appliances,3
prod13406,DgiuSvKrRmNTujI,electronics,10
prod13407,wCaBXZXtqqTRqfq,electronics,4
prod13408,JnoIURuIFErgyIq,electronics,2
prod13409,XMdDqkGBMqxgNhR,appliances,8
prod13410,YRAdTIWSCLVfWuN,appliances,12
prod13411,qYWLJFIVAzWtfTu,appliances,15
prod13412,wvaHmtHgKhMhcEI,electronics,15
prod13413,txoHxktrCvuQIpX,electronics,9
prod13414,fEVdjJTpPXwrVzh,appliances,14
prod13415,vsnbQgJAzTKVzFl,electronics,1
prod13416,dOOwWccYBXxDQGP,electronics,6
prod13417,sChXZRcsYgmBVjf,appliances,10
prod13418,WNIqymDAlKelDqP,appliances,7
prod13419,XvlarxuCgdbumJv,appliances,4
prod13420,YABdhTGbgeKirTT,appliances,15
prod13421,JQdSCmgouJrmHAT,appliances,12
prod13422,MgaRuxQjRZkMAxM,appliances,8
prod13423,obEZRBDZRRXntzc,appliances,15
prod13424,oHCVekgLSUdodxt,electronics,12
prod13425,YwcTOOGcotyRiKu,electronics,2
prod13426,JCCYIfzsSiHqmBA,electronics,13
prod13427,rknKSKWsitUhKwm,electronics,15
prod13428,ljNsEmGvyAHZgfj,appliances,15
prod13429,FZbEczsXpcgEvpK,appliances,12
prod13430,uTuweMLtCTmCxDn,appliances,9
prod13431,TSdixMyKLkqyQhX,appliances,8
prod13432,bGcwEeXwJdJCvOS,electronics,2
prod13433,QYFmajGIDwixOqH,furniture,5
prod13434,oooxfINAwpBZwSq,appliances,11
prod13435,dHNwBnCjGtZXELB,appliances,14
prod13436,jmgfoYdYxBmbJvA,furniture,3
prod13437,SgxxlkTssvsJELM,furniture,2
prod13438,zEHmtjzmdQDpRcf,furniture,8
prod13439,REUDmNdxzMwIBxA,furniture,3
prod13440,yrBiXgwTqgQetqb,furniture,8
prod13441,jQUIQkffYKbzxBl,electronics,10
prod13442,VyaTKePjewsvXtr,furniture,7
prod13443,coDdAtGamUwydtq,furniture,6
prod13444,pUUbOpSWDHlytAo,appliances,5
prod13445,vzqavBtqRmLXFcF,electronics,1
prod13446,UUVjzeQECiMxELp,appliances,15
prod13447,euEYytrYtfWqOWF,electronics,14
prod13448,kqpsJBvOlbjaLym,furniture,14
prod13449,YCvTvAkcYHHAgAn,electronics,10
prod13450,LSYnBWpAlgJHiUO,furniture,3
prod13451,jOdnmntYFLDjDYe,furniture,7
prod13452,jHMQdaRIiLqFTZA,appliances,8
prod13453,zMvkbvBSXOwOHjA,appliances,11
prod13454,GultlVILloxBiSm,furniture,9
prod13455,BPNKPBmNhbDAYxh,electronics,3
prod13456,fRRtKVkWdCKnOLX,electronics,3
prod13457,RgQgwHpnmZWHmKf,electronics,15
prod13458,IMKnQsGmsdJGFrb,furniture,11
prod13459,iJyNEjDUEtMxhGp,furniture,14
prod13460,GwdKRHlNlkmEbLK,furniture,3
prod13461,FkYfFwgZBzYFgGy,electronics,9
prod13462,gsSJOVHaGyqsRLD,appliances,5
prod13463,RpBpZZCnvcouKnN,appliances,3
prod13464,EwgccoqPFfYUrUK,furniture,7
prod13465,XWoVaPghFoTfzQM,furniture,13
prod13466,sIrzSSJRhgSgYWC,appliances,7
prod13467,kNKHDNAsdGaKMNu,appliances,5
