rental_id,customer_id,product_id,quantity
r16324,user46,prd146,3
r16325,user804,prd982,1
r16326,user516,prd322,2
r16327,user362,prd8,1
r16328,user442,prd136,5
r16329,user691,prd688,7
r16330,user187,prd571,5
r16331,user937,prd45,4
r16332,user690,prd701,1
r16333,user350,prd935,7
r16334,user88,prd781,2
r16335,user342,prd614,6
r16336,user924,prd625,6
r16337,user414,prd369,4
r16338,user416,prd342,3
r16339,user507,prd461,2
r16340,user723,prd896,6
r16341,user823,prd574,7
r16342,user738,prd106,2
r16343,user242,prd53,2
r16344,user116,prd559,3
r16345,user950,prd836,5
r16346,user452,prd554,4
r16347,user639,prd11,5
r16348,user5,prd160,4
r16349,user889,prd124,6
r16350,user870,prd945,6
r16351,user462,prd773,3
r16352,user630,prd788,2
r16353,user591,prd472,5
r16354,user606,prd555,1
r16355,user928,prd180,1
r16356,user367,prd431,4
r16357,user624,prd686,6
r16358,user287,prd605,7
r16359,user994,prd675,3
r16360,user80,prd586,2
r16361,user576,prd204,3
r16362,user522,prd466,7
r16363,user900,prd924,3
r16364,user503,prd810,2
r16365,user722,prd442,1
r16366,user938,prd749,5
r16367,user974,prd91,3
r16368,user544,prd154,3
r16369,user808,prd116,5
r16370,user154,prd97,2
r16371,user894,prd949,6
r16372,user226,prd742,4
r16373,user116,prd347,7
r16374,user971,prd992,1
r16375,user646,prd70,5
r16376,user779,prd430,4
r16377,user206,prd587,1
r16378,user114,prd222,1
r16379,user224,prd349,7
r16380,user261,prd536,7
r16381,user533,prd400,6
r16382,user40,prd494,5
r16383,user333,prd708,3
r16384,user967,prd382,3
r16385,user609,prd327,5
r16386,user367,prd629,4
r16387,user937,prd83,4
r16388,user131,prd303,5
r16389,user734,prd301,6
r16390,user593,prd32,1
r16391,user112,prd352,1
r16392,user40,prd305,1
r16393,user901,prd774,6
r16394,user401,prd814,6
r16395,user406,prd938,3
r16396,user698,prd49,1
r16397,user857,prd624,2
r16398,user662,prd39,2
r16399,user584,prd560,4
r16400,user625,prd248,1
r16401,user239,prd620,3
r16402,user644,prd51,4
r16403,user496,prd846,2
r16404,user245,prd355,6
r16405,user764,prd380,2
r16406,user43,prd752,1
r16407,user839,prd967,2
r16408,user377,prd618,7
r16409,user765,prd156,1
r16410,user770,prd978,5
r16411,user550,prd514,3
r16412,user867,prd954,1
r16413,user725,prd740,4
r16414,user59,prd232,3
r16415,user747,prd625,1
r16416,user717,prd161,7
r16417,user685,prd682,2
r16418,user630,prd380,7
r16419,user246,prd854,6
r16420,user723,prd762,3
r16421,user73,prd588,2
r16422,user195,prd502,3
r16423,user186,prd734,6
r16424,user442,prd691,4
r16425,user805,prd732,4
r16426,user685,prd276,1
r16427,user964,prd217,4
r16428,user508,prd496,5
r16429,user829,prd940,3
r16430,user204,prd813,6
r16431,user876,prd299,4
r16432,user717,prd795,7
r16433,user601,prd122,5
r16434,user958,prd584,4
r16435,user666,prd923,6
r16436,user248,prd20,1
r16437,user990,prd54,6
r16438,user725,prd980,6
r16439,user238,prd787,7
r16440,user950,prd794,1
r16441,user165,prd64,1
r16442,user561,prd773,5
r16443,user540,prd485,4
r16444,user71,prd791,1
r16445,user66,prd547,2
r16446,user293,prd511,1
r16447,user539,prd929,4
r16448,user53,prd571,3
r16449,user812,prd522,5
r16450,user27,prd838,2
r16451,user495,prd324,1
r16452,user245,prd48,2
r16453,user981,prd431,4
r16454,user522,prd642,3
r16455,user216,prd850,4
r16456,user390,prd791,1
r16457,user769,prd719,1
r16458,user20,prd298,3
r16459,user272,prd999,5
r16460,user853,prd268,2
r16461,user827,prd149,2
r16462,user784,prd209,7
r16463,user605,prd760,3
r16464,user879,prd728,5
r16465,user114,prd119,2
r16466,user987,prd746,7
r16467,user465,prd302,7
r16468,user186,prd244,3
r16469,user650,prd224,5
r16470,user270,prd518,3
r16471,user547,prd647,2
r16472,user929,prd356,3
r16473,user900,prd815,4
r16474,user210,prd65,7
r16475,user644,prd681,6
r16476,user526,prd363,5
r16477,user252,prd460,3
r16478,user585,prd479,7
r16479,user453,prd494,5
r16480,user302,prd406,4
r16481,user384,prd486,3
r16482,user292,prd595,4
r16483,user799,prd456,4
r16484,user554,prd28,5
r16485,user49,prd692,6
r16486,user888,prd609,6
r16487,user23,prd99,5
r16488,user107,prd699,1
r16489,user376,prd904,4
r16490,user423,prd818,6
r16491,user320,prd289,4
r16492,user601,prd972,3
r16493,user877,prd606,7
r16494,user432,prd917,3
r16495,user787,prd797,3
r16496,user637,prd793,3
r16497,user857,prd227,3
r16498,user640,prd930,3
r16499,user886,prd834,1
r16500,user448,prd687,1
r16501,user371,prd599,7
r16502,user258,prd351,7
r16503,user974,prd235,2
r16504,user632,prd64,2
r16505,user781,prd555,3
r16506,user672,prd709,5
r16507,user983,prd408,7
r16508,user832,prd42,5
r16509,user617,prd986,3
r16510,user350,prd95,3
r16511,user902,prd126,7
r16512,user846,prd962,7
r16513,user924,prd402,6
r16514,user680,prd763,1
r16515,user37,prd509,2
r16516,user262,prd600,1
r16517,user617,prd909,2
r16518,user703,prd533,5
r16519,user915,prd220,2
r16520,user127,prd331,6
r16521,user795,prd954,2
r16522,user59,prd427,6
r16523,user338,prd553,2
r16524,user912,prd635,4
r16525,user26,prd40,3
r16526,user536,prd344,3
r16527,user323,prd779,6
r16528,user425,prd538,5
r16529,user594,prd518,6
r16530,user102,prd691,1
r16531,user30,prd780,6
r16532,user47,prd29,5
r16533,user611,prd802,5
r16534,user929,prd4,5
r16535,user371,prd336,6
r16536,user254,prd65,3
r16537,user738,prd905,4
r16538,user4,prd782,7
r16539,user802,prd90,1
r16540,user257,prd457,2
r16541,user146,prd350,7
r16542,user665,prd11,7
r16543,user890,prd878,2
r16544,user497,prd397,3
r16545,user656,prd505,5
r16546,user249,prd876,2
r16547,user457,prd416,7
r16548,user252,prd670,7
r16549,user883,prd664,5
r16550,user227,prd777,7
r16551,user70,prd50,2
r16552,user245,prd506,1
r16553,user556,prd52,2
r16554,user226,prd293,2
r16555,user44,prd486,4
r16556,user656,prd150,1
r16557,user435,prd555,3
r16558,user655,prd396,4
r16559,user17,prd216,5
r16560,user263,prd716,6
r16561,user206,prd101,5
r16562,user800,prd495,3
r16563,user199,prd312,4
r16564,user763,prd945,4
r16565,user911,prd529,7
r16566,user724,prd213,7
r16567,user600,prd896,7
r16568,user847,prd684,4
r16569,user152,prd511,7
r16570,user977,prd981,7
r16571,user869,prd100,3
r16572,user613,prd277,4
r16573,user121,prd278,1
r16574,user176,prd944,2
r16575,user219,prd453,4
r16576,user138,prd126,4
r16577,user266,prd684,5
r16578,user166,prd242,3
r16579,user60,prd444,6
r16580,user176,prd172,3
r16581,user614,prd353,3
r16582,user100,prd307,2
r16583,user133,prd499,3
r16584,user498,prd922,1
r16585,user52,prd469,1
r16586,user478,prd449,6
r16587,user824,prd572,2
r16588,user532,prd206,4
r16589,user592,prd216,7
r16590,user776,prd987,3
r16591,user526,prd421,4
r16592,user738,prd850,4
r16593,user358,prd684,4
r16594,user726,prd697,5
r16595,user77,prd670,7
r16596,user501,prd864,5
r16597,user537,prd769,4
r16598,user804,prd606,7
r16599,user882,prd250,5
r16600,user24,prd527,5
r16601,user949,prd515,5
r16602,user233,prd928,7
r16603,user669,prd459,3
r16604,user620,prd901,3
r16605,user462,prd765,7
r16606,user274,prd922,5
r16607,user450,prd443,6
r16608,user506,prd592,6
r16609,user924,prd38,3
r16610,user677,prd921,3
r16611,user146,prd139,4
r16612,user525,prd779,6
r16613,user555,prd204,3
r16614,user683,prd881,4
r16615,user573,prd678,1
r16616,user561,prd612,2
r16617,user389,prd186,2
r16618,user984,prd796,1
r16619,user493,prd235,4
r16620,user461,prd104,2
r16621,user535,prd261,6
r16622,user118,prd99,3
r16623,user629,prd150,6
r16624,user278,prd122,3
r16625,user804,prd306,5
r16626,user589,prd694,5
r16627,user85,prd180,3
r16628,user38,prd211,7
r16629,user796,prd855,7
r16630,user437,prd553,1
r16631,user276,prd184,3
r16632,user165,prd18,6
r16633,user221,prd240,3
r16634,user227,prd388,3
r16635,user262,prd554,7
r16636,user100,prd574,5
r16637,user507,prd175,1
r16638,user509,prd402,6
r16639,user974,prd431,6
r16640,user607,prd17,6
r16641,user545,prd919,4
r16642,user334,prd570,1
r16643,user300,prd964,6
r16644,user476,prd554,6
r16645,user30,prd522,2
r16646,user246,prd381,4
r16647,user822,prd249,3
r16648,user183,prd305,1
r16649,user989,prd295,1
r16650,user305,prd336,3
r16651,user32,prd513,1
r16652,user192,prd955,6
r16653,user535,prd96,6
r16654,user651,prd864,4
r16655,user722,prd43,2
r16656,user760,prd679,2
r16657,user395,prd377,6
r16658,user309,prd137,1
r16659,user810,prd512,7
r16660,user488,prd775,5
r16661,user890,prd62,2
r16662,user342,prd742,4
r16663,user590,prd148,5
r16664,user240,prd154,1
r16665,user930,prd465,5
r16666,user446,prd772,1
r16667,user43,prd330,4
r16668,user848,prd242,7
r16669,user851,prd320,1
r16670,user912,prd811,5
r16671,user312,prd214,2
r16672,user139,prd458,4
r16673,user130,prd480,6
r16674,user552,prd104,6
r16675,user278,prd383,5
r16676,user616,prd872,7
r16677,user634,prd664,2
r16678,user385,prd654,5
r16679,user677,prd569,6
r16680,user434,prd489,5
r16681,user963,prd334,3
r16682,user70,prd276,5
r16683,user345,prd646,5
r16684,user161,prd457,2
r16685,user270,prd7,7
r16686,user612,prd341,2
r16687,user953,prd96,5
r16688,user93,prd962,5
r16689,user424,prd637,3
r16690,user469,prd673,3
r16691,user630,prd327,3
r16692,user448,prd669,1
r16693,user664,prd248,7
r16694,user645,prd18,7
r16695,user224,prd956,4
r16696,user952,prd167,5
r16697,user614,prd962,5
r16698,user803,prd183,6
r16699,user141,prd553,7
r16700,user724,prd114,4
r16701,user748,prd849,2
r16702,user891,prd558,5
r16703,user925,prd136,7
r16704,user448,prd583,5
r16705,user266,prd295,6
r16706,user345,prd603,1
r16707,user243,prd792,5
r16708,user512,prd372,1
r16709,user972,prd620,5
r16710,user258,prd510,3
r16711,user881,prd937,2
r16712,user571,prd527,4
r16713,user881,prd332,3
r16714,user928,prd907,3
r16715,user126,prd730,1
r16716,user834,prd424,4
r16717,user453,prd891,6
r16718,user131,prd690,7
r16719,user904,prd330,6
r16720,user152,prd138,5
r16721,user640,prd680,1
r16722,user231,prd623,6
r16723,user35,prd493,7
r16724,user190,prd485,3
r16725,user90,prd49,2
r16726,user358,prd332,6
r16727,user55,prd537,5
r16728,user139,prd52,4
r16729,user215,prd94,6
r16730,user396,prd646,4
r16731,user35,prd770,4
r16732,user77,prd443,2
r16733,user572,prd805,2
r16734,user640,prd611,5
r16735,user482,prd935,3
r16736,user683,prd949,1
r16737,user826,prd57,4
r16738,user607,prd252,4
r16739,user302,prd640,1
r16740,user21,prd192,2
r16741,user785,prd325,4
r16742,user154,prd640,4
r16743,user471,prd849,1
r16744,user851,prd5,7
r16745,user858,prd701,5
r16746,user672,prd523,3
r16747,user166,prd566,4
r16748,user295,prd859,5
r16749,user477,prd792,7
r16750,user860,prd871,2
r16751,user559,prd862,4
r16752,user271,prd960,3
r16753,user868,prd86,4
r16754,user237,prd550,1
r16755,user238,prd369,3
r16756,user697,prd253,2
r16757,user500,prd681,1
r16758,user71,prd985,1
r16759,user958,prd142,1
r16760,user717,prd413,3
r16761,user10,prd254,4
r16762,user652,prd616,7
r16763,user13,prd168,7
r16764,user9,prd472,6
r16765,user839,prd988,2
r16766,user101,prd521,1
r16767,user395,prd723,2
r16768,user647,prd808,1
r16769,user336,prd174,6
r16770,user206,prd775,4
r16771,user318,prd901,6
r16772,user441,prd951,2
r16773,user779,prd846,2
r16774,user175,prd434,7
r16775,user624,prd227,7
r16776,user359,prd301,7
r16777,user282,prd508,4
r16778,user793,prd460,3
r16779,user418,prd374,3
r16780,user519,prd549,3
r16781,user855,prd678,5
r16782,user952,prd441,1
r16783,user856,prd10,6
r16784,user424,prd426,6
r16785,user694,prd606,4
r16786,user809,prd795,2
r16787,user723,prd384,5
r16788,user241,prd689,1
r16789,user980,prd901,7
r16790,user244,prd657,1
r16791,user139,prd570,3
r16792,user563,prd464,1
r16793,user890,prd471,3
r16794,user181,prd676,5
r16795,user784,prd257,2
r16796,user964,prd889,4
r16797,user133,prd903,7
r16798,user257,prd751,3
r16799,user759,prd440,4
r16800,user934,prd240,5
r16801,user948,prd750,3
r16802,user269,prd54,6
r16803,user64,prd808,3
r16804,user850,prd408,1
r16805,user793,prd522,2
r16806,user644,prd566,3
r16807,user479,prd667,5
r16808,user633,prd271,6
r16809,user114,prd19,3
r16810,user195,prd855,5
r16811,user546,prd41,4
r16812,user198,prd399,5
r16813,user987,prd212,7
r16814,user386,prd485,4
r16815,user398,prd239,7
r16816,user173,prd58,2
r16817,user615,prd640,6
r16818,user817,prd725,4
r16819,user437,prd635,3
r16820,user229,prd759,6
r16821,user372,prd376,5
r16822,user141,prd278,2
r16823,user693,prd442,5
r16824,user940,prd488,2
r16825,user89,prd651,4
r16826,user614,prd996,2
r16827,user19,prd435,2
r16828,user491,prd241,7
r16829,user34,prd744,2
r16830,user265,prd506,1
r16831,user27,prd752,5
r16832,user942,prd399,2
r16833,user507,prd683,2
r16834,user141,prd273,7
r16835,user119,prd694,2
r16836,user288,prd264,1
r16837,user663,prd185,7
r16838,user22,prd330,7
r16839,user496,prd137,7
r16840,user706,prd311,2
r16841,user36,prd626,5
r16842,user90,prd978,3
r16843,user650,prd150,3
r16844,user31,prd294,2
r16845,user56,prd57,1
r16846,user585,prd937,3
r16847,user196,prd396,3
r16848,user91,prd361,4
r16849,user27,prd311,1
r16850,user207,prd132,1
r16851,user686,prd990,4
r16852,user787,prd307,5
r16853,user922,prd792,3
r16854,user852,prd236,2
r16855,user386,prd445,2
r16856,user85,prd842,5
r16857,user544,prd551,5
r16858,user937,prd314,7
r16859,user973,prd327,4
r16860,user631,prd457,1
r16861,user735,prd905,2
r16862,user139,prd519,7
r16863,user378,prd164,4
r16864,user329,prd843,6
r16865,user306,prd835,3
r16866,user960,prd46,1
r16867,user528,prd941,7
r16868,user256,prd681,6
r16869,user827,prd312,7
r16870,user594,prd924,5
r16871,user850,prd951,6
r16872,user702,prd871,1
r16873,user25,prd483,6
r16874,user693,prd520,5
r16875,user405,prd417,2
r16876,user275,prd612,6
r16877,user967,prd655,5
r16878,user8,prd726,7
r16879,user691,prd305,5
r16880,user10,prd777,2
r16881,user491,prd995,2
r16882,user597,prd491,6
r16883,user171,prd502,2
r16884,user945,prd695,4
r16885,user893,prd206,2
r16886,user847,prd468,2
r16887,user642,prd902,2
r16888,user148,prd182,4
r16889,user423,prd990,5
r16890,user923,prd894,1
r16891,user681,prd30,3
r16892,user23,prd875,5
r16893,user78,prd849,2
r16894,user655,prd29,4
r16895,user794,prd713,4
r16896,user267,prd845,2
r16897,user934,prd642,1
r16898,user496,prd684,7
r16899,user117,prd820,6
r16900,user193,prd921,1
r16901,user204,prd974,6
r16902,user240,prd164,5
r16903,user877,prd148,5
r16904,user438,prd652,7
r16905,user193,prd502,5
r16906,user981,prd535,7
r16907,user573,prd266,5
r16908,user550,prd68,3
r16909,user937,prd10,2
r16910,user595,prd754,6
r16911,user504,prd883,6
r16912,user595,prd553,4
r16913,user825,prd161,5
r16914,user447,prd146,7
r16915,user886,prd763,4
r16916,user804,prd888,7
r16917,user940,prd535,4
r16918,user271,prd876,4
r16919,user134,prd986,6
r16920,user645,prd892,1
r16921,user731,prd474,7
r16922,user895,prd489,6
r16923,user640,prd207,7
r16924,user848,prd609,7
r16925,user838,prd782,1
r16926,user807,prd49,7
r16927,user729,prd974,3
r16928,user289,prd810,1
r16929,user828,prd139,5
r16930,user93,prd77,6
r16931,user999,prd7,3
r16932,user802,prd947,7
r16933,user901,prd261,5
r16934,user174,prd67,5
r16935,user590,prd939,5
r16936,user906,prd48,4
r16937,user902,prd476,7
r16938,user821,prd832,1
r16939,user673,prd662,1
r16940,user835,prd496,1
r16941,user583,prd292,1
r16942,user741,prd57,7
r16943,user637,prd721,5
r16944,user439,prd800,1
r16945,user299,prd333,6
r16946,user691,prd448,1
r16947,user826,prd944,2
r16948,user415,prd114,7
r16949,user307,prd519,4
r16950,user853,prd52,1
r16951,user689,prd99,5
r16952,user694,prd9,1
r16953,user782,prd481,4
r16954,user501,prd152,4
r16955,user792,prd843,1
r16956,user75,prd61,7
r16957,user793,prd231,3
r16958,user588,prd538,2
r16959,user436,prd54,7
r16960,user956,prd585,2
r16961,user864,prd535,7
r16962,user985,prd394,5
r16963,user753,prd44,4
r16964,user612,prd241,3
r16965,user676,prd905,4
r16966,user651,prd279,4
r16967,user948,prd261,6
r16968,user434,prd879,4
r16969,user251,prd511,5
r16970,user983,prd226,7
r16971,user959,prd825,1
r16972,user556,prd616,3
r16973,user329,prd794,1
r16974,user332,prd527,3
r16975,user209,prd403,1
r16976,user916,prd42,6
r16977,user853,prd692,2
r16978,user685,prd306,1
r16979,user201,prd587,7
r16980,user333,prd26,2
r16981,user697,prd237,6
r16982,user209,prd922,6
r16983,user531,prd377,4
r16984,user67,prd742,5
r16985,user576,prd904,3
r16986,user374,prd577,4
r16987,user124,prd351,1
r16988,user268,prd592,1
r16989,user936,prd114,5
r16990,user960,prd940,6
r16991,user996,prd853,3
r16992,user705,prd832,3
r16993,user801,prd478,5
r16994,user625,prd362,7
r16995,user606,prd822,7
r16996,user81,prd250,3
r16997,user509,prd558,3
r16998,user946,prd552,1
r16999,user91,prd194,2
r17000,user558,prd552,7
r17001,user4,prd130,4
r17002,user725,prd943,2
r17003,user166,prd611,4
r17004,user879,prd523,3
r17005,user903,prd724,5
r17006,user327,prd805,4
r17007,user957,prd729,1
r17008,user501,prd928,2
r17009,user516,prd890,6
r17010,user745,prd707,4
r17011,user707,prd364,2
r17012,user610,prd928,5
r17013,user570,prd191,1
r17014,user114,prd561,6
r17015,user846,prd680,1
r17016,user514,prd16,7
r17017,user95,prd878,3
r17018,user388,prd640,4
r17019,user903,prd604,4
r17020,user512,prd273,4
r17021,user74,prd424,6
r17022,user741,prd172,7
r17023,user615,prd134,7
r17024,user116,prd429,3
r17025,user218,prd455,1
r17026,user924,prd316,3
r17027,user424,prd789,3
r17028,user499,prd363,3
r17029,user729,prd276,5
r17030,user752,prd551,1
r17031,user781,prd327,4
r17032,user288,prd84,2
r17033,user179,prd469,2
r17034,user87,prd613,1
r17035,user235,prd168,1
r17036,user929,prd522,2
r17037,user428,prd498,4
r17038,user318,prd711,6
r17039,user230,prd270,6
r17040,user642,prd579,3
r17041,user722,prd811,1
r17042,user926,prd191,3
r17043,user783,prd581,4
r17044,user504,prd503,5
r17045,user443,prd306,1
r17046,user223,prd769,7
r17047,user522,prd957,1
r17048,user639,prd275,6
r17049,user498,prd279,1
r17050,user428,prd456,5
r17051,user794,prd779,3
r17052,user490,prd419,4
r17053,user80,prd215,5
r17054,user742,prd526,3
r17055,user645,prd148,3
r17056,user266,prd365,3
r17057,user451,prd40,1
r17058,user742,prd329,1
r17059,user803,prd366,3
r17060,user475,prd546,2
r17061,user912,prd742,6
r17062,user451,prd46,7
r17063,user264,prd831,1
r17064,user85,prd863,3
r17065,user292,prd524,5
r17066,user380,prd395,1
r17067,user294,prd196,2
r17068,user64,prd849,2
r17069,user213,prd329,7
r17070,user993,prd116,1
r17071,user377,prd67,7
r17072,user307,prd115,7
r17073,user824,prd264,2
r17074,user934,prd292,4
r17075,user346,prd316,6
r17076,user806,prd483,4
r17077,user182,prd387,3
r17078,user149,prd869,2
r17079,user486,prd556,3
r17080,user276,prd867,1
r17081,user982,prd194,4
r17082,user834,prd86,1
r17083,user112,prd645,2
r17084,user735,prd158,2
r17085,user803,prd75,3
r17086,user396,prd400,7
r17087,user418,prd135,4
r17088,user116,prd159,4
r17089,user554,prd917,2
r17090,user784,prd42,2
r17091,user500,prd585,5
r17092,user872,prd519,1
r17093,user51,prd901,3
r17094,user555,prd338,4
r17095,user754,prd593,4
r17096,user515,prd670,1
r17097,user707,prd16,5
r17098,user189,prd565,3
r17099,user860,prd475,7
r17100,user161,prd172,6
r17101,user919,prd121,1
r17102,user560,prd200,3
r17103,user788,prd339,4
r17104,user734,prd683,7
r17105,user558,prd439,3
r17106,user684,prd544,1
r17107,user917,prd926,1
r17108,user468,prd86,7
r17109,user201,prd483,3
r17110,user46,prd55,5
r17111,user245,prd404,5
r17112,user555,prd12,5
r17113,user705,prd287,2
r17114,user503,prd88,3
r17115,user929,prd901,4
r17116,user973,prd536,2
r17117,user722,prd149,3
r17118,user922,prd308,5
r17119,user335,prd62,4
r17120,user819,prd194,2
r17121,user492,prd501,4
r17122,user69,prd820,1
r17123,user535,prd684,5
r17124,user195,prd517,4
r17125,user15,prd353,4
r17126,user824,prd436,5
r17127,user402,prd54,1
r17128,user958,prd456,7
r17129,user6,prd967,7
r17130,user864,prd12,1
r17131,user588,prd650,5
r17132,user82,prd141,1
r17133,user729,prd80,7
r17134,user536,prd132,5
r17135,user475,prd571,6
r17136,user220,prd987,1
r17137,user470,prd352,6
r17138,user920,prd397,5
r17139,user183,prd674,7
r17140,user534,prd17,2
r17141,user535,prd933,4
r17142,user667,prd232,7
r17143,user716,prd522,7
r17144,user321,prd473,3
r17145,user271,prd551,1
r17146,user283,prd418,3
r17147,user624,prd768,2
r17148,user946,prd388,7
r17149,user187,prd208,4
r17150,user958,prd257,3
r17151,user3,prd765,3
r17152,user900,prd924,7
r17153,user314,prd303,4
r17154,user433,prd247,1
r17155,user97,prd853,7
r17156,user502,prd361,3
r17157,user885,prd54,5
r17158,user483,prd686,7
r17159,user794,prd341,4
r17160,user210,prd112,6
r17161,user172,prd74,7
r17162,user538,prd229,7
r17163,user346,prd394,2
r17164,user484,prd19,7
r17165,user473,prd559,3
r17166,user504,prd485,6
r17167,user467,prd168,5
r17168,user290,prd151,6
r17169,user691,prd425,6
r17170,user967,prd105,6
r17171,user593,prd397,2
r17172,user855,prd845,7
r17173,user497,prd843,6
r17174,user669,prd574,5
r17175,user668,prd88,6
r17176,user530,prd364,3
r17177,user527,prd404,3
r17178,user416,prd335,3
r17179,user570,prd639,3
r17180,user152,prd996,2
r17181,user151,prd190,2
r17182,user777,prd169,5
r17183,user296,prd785,6
r17184,user982,prd654,6
r17185,user379,prd920,2
r17186,user380,prd536,5
r17187,user18,prd34,2
r17188,user10,prd95,2
r17189,user886,prd505,5
r17190,user400,prd523,7
r17191,user418,prd985,5
r17192,user751,prd192,6
r17193,user673,prd950,4
r17194,user770,prd462,6
r17195,user6,prd187,7
r17196,user680,prd909,7
r17197,user884,prd817,4
r17198,user92,prd608,2
r17199,user544,prd332,7
r17200,user895,prd639,6
r17201,user480,prd948,3
r17202,user908,prd571,5
r17203,user606,prd903,1
r17204,user879,prd640,5
r17205,user689,prd75,6
r17206,user993,prd394,6
r17207,user326,prd530,1
r17208,user97,prd809,4
r17209,user861,prd678,1
r17210,user29,prd769,1
r17211,user487,prd35,4
r17212,user426,prd850,2
r17213,user290,prd128,7
r17214,user946,prd761,3
r17215,user793,prd171,3
r17216,user924,prd406,5
r17217,user726,prd316,4
r17218,user790,prd849,7
r17219,user99,prd425,4
r17220,user47,prd414,4
r17221,user931,prd693,5
r17222,user621,prd665,2
r17223,user512,prd535,6
r17224,user289,prd903,4
r17225,user271,prd84,5
r17226,user874,prd430,5
r17227,user798,prd293,5
r17228,user845,prd215,4
r17229,user63,prd32,6
r17230,user467,prd35,3
r17231,user572,prd246,4
r17232,user303,prd94,2
r17233,user870,prd59,3
r17234,user173,prd518,2
r17235,user684,prd226,7
r17236,user836,prd754,5
r17237,user764,prd168,3
r17238,user623,prd122,5
r17239,user149,prd479,3
r17240,user822,prd876,4
r17241,user658,prd324,5
r17242,user888,prd289,1
r17243,user827,prd82,2
r17244,user205,prd488,4
r17245,user186,prd779,3
r17246,user681,prd522,5
r17247,user10,prd735,4
r17248,user613,prd941,4
r17249,user660,prd675,4
r17250,user562,prd206,5
r17251,user931,prd855,2
r17252,user776,prd56,1
r17253,user395,prd976,6
r17254,user289,prd392,3
r17255,user172,prd286,6
r17256,user834,prd524,2
r17257,user667,prd890,1
r17258,user872,prd111,2
r17259,user722,prd358,1
r17260,user402,prd226,1
r17261,user152,prd111,7
r17262,user272,prd47,6
r17263,user638,prd271,6
r17264,user731,prd221,1
r17265,user540,prd489,2
r17266,user775,prd474,6
r17267,user985,prd174,2
r17268,user978,prd568,2
r17269,user263,prd204,7
r17270,user104,prd138,1
r17271,user742,prd101,4
r17272,user182,prd981,1
r17273,user845,prd446,3
r17274,user488,prd717,2
r17275,user570,prd293,1
r17276,user817,prd617,2
r17277,user222,prd705,5
r17278,user797,prd602,4
r17279,user61,prd262,5
r17280,user883,prd920,5
r17281,user403,prd473,4
r17282,user600,prd935,7
r17283,user641,prd254,3
r17284,user296,prd314,2
r17285,user564,prd631,6
r17286,user827,prd399,4
r17287,user953,prd931,4
r17288,user656,prd203,2
r17289,user49,prd146,6
r17290,user522,prd79,4
r17291,user954,prd706,1
r17292,user115,prd147,1
r17293,user5,prd466,6
r17294,user891,prd944,5
r17295,user81,prd221,4
r17296,user429,prd481,4
r17297,user131,prd704,4
r17298,user611,prd125,4
r17299,user762,prd877,1
r17300,user267,prd207,1
r17301,user21,prd34,7
r17302,user377,prd793,5
r17303,user263,prd655,6
r17304,user55,prd846,2
r17305,user819,prd569,1
r17306,user261,prd919,3
r17307,user265,prd60,4
r17308,user386,prd357,2
r17309,user317,prd638,6
r17310,user341,prd686,1
r17311,user544,prd626,2
r17312,user64,prd228,5
r17313,user908,prd693,3
r17314,user100,prd971,7
r17315,user14,prd401,2
r17316,user235,prd905,3
r17317,user290,prd750,6
r17318,user215,prd765,6
r17319,user653,prd462,2
r17320,user383,prd903,2
r17321,user417,prd903,1
r17322,user839,prd640,3
r17323,user220,prd327,5
r17324,user821,prd756,6
r17325,user129,prd636,2
r17326,user441,prd716,7
r17327,user148,prd625,7
r17328,user95,prd202,4
r17329,user242,prd376,1
r17330,user362,prd101,1
r17331,user979,prd971,1
r17332,user357,prd658,6
r17333,user200,prd118,3
r17334,user128,prd690,3
r17335,user107,prd546,1
r17336,user999,prd524,4
r17337,user270,prd273,6
r17338,user445,prd417,4
r17339,user649,prd956,4
r17340,user873,prd10,6
r17341,user451,prd327,5
r17342,user573,prd41,7
r17343,user511,prd600,7
r17344,user811,prd369,3
r17345,user730,prd398,3
r17346,user832,prd455,3
r17347,user643,prd177,6
r17348,user704,prd645,7
r17349,user956,prd892,4
r17350,user677,prd205,3
r17351,user378,prd265,1
r17352,user443,prd471,3
r17353,user556,prd765,7
r17354,user153,prd613,3
r17355,user748,prd542,5
r17356,user570,prd62,5
r17357,user217,prd733,1
r17358,user46,prd78,5
r17359,user360,prd413,5
r17360,user33,prd280,6
r17361,user774,prd850,6
r17362,user399,prd475,5
r17363,user374,prd549,6
r17364,user865,prd903,5
r17365,user575,prd578,2
r17366,user605,prd24,5
r17367,user477,prd938,7
r17368,user811,prd941,3
r17369,user729,prd593,3
r17370,user869,prd937,1
r17371,user513,prd530,6
r17372,user189,prd427,6
r17373,user807,prd71,5
r17374,user732,prd524,7
r17375,user496,prd536,5
r17376,user321,prd615,5
r17377,user741,prd233,5
r17378,user188,prd51,7
r17379,user771,prd652,6
r17380,user863,prd989,3
r17381,user981,prd40,6
r17382,user195,prd583,5
r17383,user480,prd770,1
r17384,user842,prd164,5
r17385,user435,prd895,1
r17386,user631,prd753,4
r17387,user297,prd562,1
r17388,user387,prd890,3
r17389,user71,prd508,1
r17390,user95,prd997,4
r17391,user759,prd456,1
r17392,user388,prd741,6
r17393,user605,prd152,4
r17394,user63,prd233,3
r17395,user485,prd138,3
r17396,user632,prd525,6
r17397,user360,prd548,1
r17398,user254,prd746,3
