user_id,product_id,quantity
carrodi01,prod000003,11
carrodi02,prod000006,6
carrodo01,prod000001,12
carroed01,prod000018,9
carrofr01,prod000017,3
carroja01,prod000013,5
carroow01,prod000003,12
carropa01,prod000010,1
carrosc01,prod000013,5
carrosc02,prod000001,2
carroto01,prod000017,11
carroto02,prod000014,11
carseki01,prod000010,1
carsoal01,prod000008,6
carsoki01,prod000015,4
carsoma01,prod000011,6
carsoro01,prod000014,12
carswfr01,prod000010,1
cartean01,prod000005,6
cartear01,prod000002,7
cartebl01,prod000004,2
cartech01,prod000015,6
cartech02,prod000010,1
cartega01,prod000002,2
carteho01,prod000003,7
carteje01,prod000007,5
cartejo01,prod000007,3
cartela01,prod000011,5
cartela02,prod000014,12
carteni01,prod000016,2
cartepa01,prod000010,1
carteso01,prod000003,14
cartest01,prod000014,6
cartwal99,prod000008,8
cartwed01,prod000008,3
cartyri01,prod000014,6
carusmi01,prod000010,2
carutbo01,prod000016,1
carvama01,prod000001,4
carych01,prod000015,2
carysc01,prod000015,4
casalcu01,prod000006,11
casalje01,prod000014,7
casanpa01,prod000018,6
casanra01,prod000014,16
cascajo01,prod000003,8
casech01,prod000004,1
casege01,prod000012,18
caseybi01,prod000001,7
caseybo01,prod000009,12
caseyda01,prod000018,8
caseyde01,prod000006,1
caseydo01,prod000016,2
caseyhu01,prod000010,2
caseyjo01,prod000004,2
caseyse01,prod000016,1
cashda01,prod000004,2
cashica01,prod000003,2
cashke01,prod000010,2
cashnan01,prod000014,15
cashno01,prod000012,2
cashro01,prod000001,7
casiala01,prod000010,1
casilal01,prod000012,10
casimca01,prod000005,9
caskecr01,prod000014,12
caskied01,prod000014,16
cassaha01,prod000008,4
cassebo01,prod000014,4
casseja01,prod000007,7
cassied01,prod000016,1
cassija01,prod000013,13
cassijo01,prod000008,5
cassijo02,prod000007,1
cassipe01,prod000011,6
cassisc01,prod000010,2
casteal01,prod000014,15
castege01,prod000018,9
casteni01,prod000018,8
castepe01,prod000012,12
castial01,prod000002,2
castial02,prod000013,5
castibo01,prod000004,2
castibr01,prod000005,2
castica01,prod000011,2
castica02,prod000008,8
castidi01,prod000014,17
castifa01,prod000016,2
castifr01,prod000010,1
castiji01,prod000012,17
castijo01,prod000005,8
castijo02,prod000016,2
castijo03,prod000008,1
castiju01,prod000006,9
castiju02,prod000016,2
castile01,prod000008,1
castilu01,prod000006,12
castilu02,prod000009,5
castima01,prod000011,9
castima02,prod000008,1
castipe01,prod000012,15
castiru01,prod000007,7
castito01,prod000014,20
castito02,prod000016,1
castivi01,prod000015,5
castivi02,prod000017,10
castiwe01,prod000013,19
castiwi01,prod000005,5
castldo01,prod000004,1
castlfo01,prod000006,6
castljo01,prod000017,8
castlro01,prod000018,13
castlsl01,prod000007,5
castnpa01,prod000006,10
castoko01,prod000011,1
castran01,prod000008,9
castrbe01,prod000018,16
castrbi01,prod000013,4
castrda01,prod000004,2
castrfa01,prod000012,7
castrha01,prod000002,2
castrja01,prod000014,19
castrju01,prod000004,1
castrlu01,prod000014,1
castrmi01,prod000012,1
castrra01,prod000005,12
castrra02,prod000005,4
castrsi01,prod000018,15
castrst01,prod000014,12
catalfr01,prod000005,7
caterda01,prod000001,12
catesel01,prod000013,16
catetr01,prod000009,12
catheha01,prod000017,6
cathemi01,prod000003,14
cathete01,prod000006,7
catoke01,prod000001,7
catonho01,prod000001,9
cattajo01,prod000013,15
catteto01,prod000018,14
caudibi01,prod000006,2
caulfja01,prod000012,7
causere01,prod000018,11
causewa01,prod000006,5
cavanjo01,prod000012,11
cavarph01,prod000007,2
cavazan01,prod000009,12
caveja01,prod000007,1
cavenik01,prod000006,1
cavetpu01,prod000003,10
cayloop99,prod000006,11
ceccaar01,prod000014,20
cecchga01,prod000004,1
cecchga02,prod000014,19
cecenjo01,prod000002,8
cecilbr01,prod000018,5
cecilda01,prod000004,1
cecilre01,prod000006,6
cedajo01,prod000005,4
cedenan01,prod000011,5
cedence01,prod000010,1
cedendo01,prod000007,6
cedenro01,prod000002,2
cedenro02,prod000009,1
cedenxa01,prod000011,8
centeju01,prod000001,15
centepe01,prod000017,6
cepedor01,prod000004,2
cepicma01,prod000013,14
cerdaja01,prod000004,2
cermaed01,prod000017,10
ceronri01,prod000004,2
cerroju01,prod000010,1
cerutjo01,prod000006,5
cervbo01,prod000003,7
cervefr01,prod000009,6
cervehu01,prod000011,6
cervemi01,prod000017,11
cespeyo01,prod000013,6
cessalu01,prod000018,3
ceyro01,prod000017,11
chacial01,prod000017,3
chacigu01,prod000014,15
chacijh01,prod000007,1
chacoel01,prod000011,9
chacosh01,prod000014,13
chadbch01,prod000009,12
chadwhe99,prod000008,7
chadwra01,prod000003,1
chafian01,prod000016,2
chagnle01,prod000001,15
chakabo01,prod000013,5
chalkda01,prod000006,10
chalmge01,prod000015,3
chambad01,prod000003,14
chambal01,prod000006,5
chambbi01,prod000015,2
chambbi02,prod000017,1
chambch01,prod000016,1
chambcl01,prod000011,2
chambcr01,prod000010,2
chambel01,prod000012,16
chambji01,prod000001,14
chambjo01,prod000007,2
chambjo02,prod000007,4
chambjo03,prod000002,1
chambro01,prod000002,4
chambwe01,prod000015,3
champbi01,prod000003,11
champmi01,prod000004,2
chancbo01,prod000015,4
chancde01,prod000008,6
chancfr01,prod000006,8
chanded01,prod000018,8
chandha99,prod000016,1
chandsp01,prod000014,11
chaneda01,prod000003,1
chanees01,prod000006,4
channle01,prod000005,2
chantch01,prod000015,1
chapida01,prod000003,8
chapled01,prod000002,6
chaplti01,prod000004,2
chapmar01,prod000008,8
chapmbe01,prod000018,7
chapmca01,prod000006,10
chapmed01,prod000002,1
chapmfr01,prod000001,4
chapmfr02,prod000016,2
chapmgl01,prod000006,8
chapmha01,prod000006,6
chapmja01,prod000002,6
chapmja02,prod000006,12
chapmjo01,prod000006,4
chapmke01,prod000011,4
chapmke02,prod000017,9
chapmma01,prod000010,1
chapmra01,prod000017,2
chapmsa01,prod000014,12
chapmtr01,prod000013,18
chappbi01,prod000006,3
chappha01,prod000014,12
chappla01,prod000004,1
charbjo01,prod000001,7
chargjt01,prod000006,10
charlch01,prod000007,5
charled01,prod000008,9
charlfr01,prod000004,2
charlno01,prod000016,2
charlos99,prod000017,6
chartmi01,prod000001,16
chartpe01,prod000001,10
chaseha01,prod000016,2
chaseke01,prod000013,11
chathbu01,prod000002,3
chattji01,prod000013,14
chatwty01,prod000013,4
chavaos01,prod000010,1
chavean01,prod000017,10
chavean02,prod000017,3
chaveen01,prod000018,3
chaveer01,prod000009,1
chaveje01,prod000002,7
chavene01,prod000006,12
chavera01,prod000002,4
cheadda01,prod000001,3
chechch01,prod000014,1
checoro01,prod000010,2
cheekha01,prod000010,2
cheevvi01,prod000013,17
cheliit01,prod000011,9
chenbr01,prod000015,2
chench01,prod000017,9
chenela01,prod000008,8
cheneto01,prod000008,4
chenwe02,prod000018,3
cherrro01,prod000010,1
chervpa01,prod000017,1
chesbja01,prod000012,3
chesnbo01,prod000013,8
chetkmi01,prod000006,4
cheveto01,prod000007,4
chiamsc01,prod000003,14
chiassc01,prod000012,18
chicktr01,prod000004,2
chicoma01,prod000007,7
chifffl01,prod000005,3
childbi01,prod000010,1
childcu01,prod000013,7
childha01,prod000006,5
childja01,prod000012,16
childma01,prod000002,8
childpe01,prod000001,4
childro01,prod000017,11
childsa01,prod000010,1
chilepe01,prod000007,8
chileri01,prod000003,6
chiozdi01,prod000008,7
chiozlo01,prod000006,1
chipmbo01,prod000008,9
chippwa01,prod000011,9
chiriro01,prod000018,3
chiriyo01,prod000010,2
chiselo01,prod000010,2
chismto01,prod000016,2
chitiha01,prod000016,1
chitrst01,prod000012,5
chittne01,prod000011,9
chlupbo01,prod000012,16
choatdo01,prod000016,2
choatra01,prod000005,6
choicmi01,prod000004,1
choihe01,prod000010,2
choiji01,prod000018,15
choji01,prod000006,11
choosh01,prod000014,19
chouibo01,prod000005,4
chouife01,prod000010,2
chounch01,prod000004,1
chozeha01,prod000017,3
chrisbo01,prod000015,5
chrisbr01,prod000017,6
chriscl01,prod000017,10
chriscu01,prod000010,1
chrisga01,prod000015,5
chrisja01,prod000013,10
chrisjo01,prod000004,1
chrisjo02,prod000008,7
chrisju01,prod000007,2
chrisla01,prod000002,4
chrisll01,prod000012,16
chrislo01,prod000015,3
chrisma01,prod000016,2
chrismc01,prod000002,4
chrismi01,prod000017,7
chrismi02,prod000015,1
chrisne01,prod000002,8
chrisni01,prod000007,3
chrisru01,prod000006,5
chrisry01,prod000007,1
chrisst01,prod000009,9
christi01,prod000011,10
chulkvi01,prod000007,6
churcbu01,prod000002,7
churchi01,prod000016,2
churcle01,prod000005,4
churcry01,prod000003,14
churnch01,prod000013,13
churrjo01,prod000008,5
chylane99,prod000014,16
ciaffla01,prod000008,9
cianfar01,prod000004,2
ciardma01,prod000016,2
ciasda01,prod000003,10
cicerjo01,prod000009,6
cicotal01,prod000011,8
cicoted01,prod000003,6
cieslte01,prod000015,2
cihocal01,prod000018,11
cihoced01,prod000008,3
cimbead01,prod000004,1
ciminpe01,prod000007,2
cimolgi01,prod000009,4
cimorfr01,prod000010,2
cingrto01,prod000005,11
cintral01,prod000015,6
ciolalo01,prod000006,4
ciprifr01,prod000018,1
ciriape01,prod000005,2
cirilje01,prod000006,10
cisarge01,prod000002,4
ciscoga01,prod000011,4
cishest01,prod000011,2
cisnejo01,prod000013,15
cissebi01,prod000018,9
citarra01,prod000017,5
ciuffni01,prod000012,6
clabamo01,prod000011,5
clackbo01,prod000010,1
claggan01,prod000015,4
claibpr01,prod000002,1
clairda01,prod000011,9
clancal01,prod000013,10
clancbi01,prod000010,2
clancbu01,prod000017,8
clancji01,prod000009,7
clantuk01,prod000003,13
clapich01,prod000001,11
clappaa01,prod000017,7
clappjo01,prod000010,2
clappst01,prod000012,12
clarede01,prod000018,13
claredo01,prod000008,3
clarkal01,prod000002,3
clarkar01,prod000001,15
clarkbi01,prod000015,1
clarkbo01,prod000011,1
clarkbo02,prod000001,12
clarkbo03,prod000005,2
clarkbo04,prod000007,6
clarkbr01,prod000015,2
clarkbr02,prod000014,3
clarkbu01,prod000007,8
clarkca01,prod000014,11
clarkco01,prod000004,1
clarkda01,prod000002,2
clarkda02,prod000001,8
clarkda03,prod000018,7
clarkda04,prod000007,6
clarkda05,prod000009,8
clarkda06,prod000015,5
clarkdo01,prod000018,13
clarkea01,prod000009,7
clarked01,prod000006,12
clarkfr01,prod000014,19
clarkge01,prod000006,9
clarkgi01,prod000006,7
clarkgl01,prod000015,1
clarkgr01,prod000018,4
clarkha01,prod000018,12
clarkhe01,prod000005,3
clarkho01,prod000001,5
clarkho02,prod000006,8
clarkja01,prod000017,3
clarkje01,prod000008,9
clarkje02,prod000015,2
clarkji01,prod000004,1
clarkji02,prod000006,10
clarkji03,prod000016,1
clarkjo01,prod000004,1
clarkjo02,prod000001,12
clarkle01,prod000007,4
clarkma01,prod000002,5
clarkma02,prod000012,2
clarkme01,prod000012,18
clarkmi01,prod000008,6
clarkni01,prod000012,5
clarkot01,prod000004,2
clarkpe01,prod000015,5
clarkph01,prod000018,6
clarkph02,prod000009,11
clarkri01,prod000010,1
clarkro01,prod000006,9
clarkro02,prod000012,8
clarkru01,prod000008,4
clarksp01,prod000012,3
clarkst01,prod000007,2
clarkst02,prod000004,1
clarksu01,prod000010,1
clarkte01,prod000007,5
clarkto01,prod000010,1
clarkto02,prod000006,5
clarkwa01,prod000002,1
clarkwa02,prod000007,4
clarkwe01,prod000016,2
clarkwi01,prod000017,10
clarkwi02,prod000007,1
clarkwi03,prod000006,3
clarkza01,prod000017,2
claryel01,prod000009,5
claryma01,prod000006,6
clasego01,prod000001,1
claudal01,prod000005,6
clausal01,prod000010,1
clausbr01,prod000016,1
clausfr01,prod000009,12
claybi01,prod000011,10
clayda01,prod000007,3
clayda02,prod000017,8
clayke01,prod000016,2
claytro01,prod000001,3
clearjo01,prod000010,1
clearma01,prod000013,18
clemebi01,prod000012,15
clemebo01,prod000009,5
clemech01,prod000010,2
clemecl01,prod000006,1
clemedo01,prod000015,6
clemeed01,prod000016,2
clemeed02,prod000016,2
clemeja01,prod000008,10
clemeje01,prod000017,1
clemema01,prod000017,12
clemepa01,prod000007,6
clemepa02,prod000005,1
clemero01,prod000013,14
clemero02,prod000006,3
clemewa01,prod000009,7
clemoch01,prod000007,8
clemola01,prod000017,12
clemove01,prod000003,11
clenddo01,prod000004,2
cletoma01,prod000011,5
cleveel01,prod000001,10
clevere01,prod000001,6
clevest01,prod000016,2
clevete01,prod000013,6
clevimi01,prod000014,5
clevlbr01,prod000003,6
clibust01,prod000016,2
clibust02,prod000016,1
cliftfl01,prod000004,2
cliftha01,prod000003,14
clinege01,prod000014,20
clinemo01,prod000016,1
clinety01,prod000012,3
clingbi01,prod000006,8
clintji01,prod000016,2
clintlo01,prod000016,1
clippty01,prod000018,7
clonito01,prod000003,10
clontbr01,prod000002,3
clossjd01,prod000009,6
clostal01,prod000017,10
cloudke01,prod000015,6
clouged01,prod000009,10
clowebi01,prod000004,1
cloydty01,prod000009,9
cluttbr01,prod000018,14
clybuda01,prod000011,7
clydeda01,prod000008,7
clydeto01,prod000005,6
clymebi01,prod000003,7
clymeot01,prod000009,2
coachpe01,prod000016,1
coaklan01,prod000018,5
coangi01,prod000013,5
coateji01,prod000008,9
coatsbu01,prod000010,1
coatsja01,prod000007,2
cobbal01,prod000018,13
cobbge01,prod000004,1
cobbhe01,prod000016,1
cobbjo01,prod000009,1
cobbty01,prod000014,13
cobleda01,prod000002,6
cocanja01,prod000006,8
cochrda01,prod000011,4
cochrge01,prod000012,3
cochrgo01,prod000011,9
cochrmi01,prod000018,9
cockmji01,prod000011,2
cockral01,prod000016,2
cocopa01,prod000008,7
cocrege01,prod000010,2
codirch01,prod000004,1
coellro01,prod000004,1
coffeja01,prod000002,4
coffeto01,prod000001,9
coffiiv01,prod000010,1
coffmdi01,prod000013,5
coffmke01,prod000015,2
coffmsl01,prod000001,10
cogandi01,prod000002,6
coganto01,prod000014,2
coggida01,prod000011,4
coggifr01,prod000015,2
coggiri01,prod000008,1
coghlch01,prod000014,19
cogswed01,prod000013,7
cohenal01,prod000002,4
cohenan01,prod000004,1
cohenhy01,prod000015,2
cohensy01,prod000016,2
cokeph01,prod000017,7
cokerji01,prod000006,1
colabch01,prod000015,1
colanmi01,prod000008,8
colavro01,prod000016,1
colbecr01,prod000010,1
colbemi01,prod000007,1
colbena01,prod000012,17
colbevi01,prod000003,9
colboji01,prod000006,4
colbrgr01,prod000008,3
colcoto01,prod000002,8
coleaj01,prod000015,6
coleal01,prod000018,14
colebe01,prod000002,7
coleda01,prod000005,11
coledi01,prod000009,9
coleed01,prod000001,4
colege01,prod000003,9
coleki01,prod000006,7
colembo01,prod000017,4
colemca01,prod000002,2
colemch01,prod000011,4
colemcu01,prod000013,2
colemda01,prod000005,10
colemdu01,prod000010,2
colemed01,prod000013,18
colemgo01,prod000008,3
colemje01,prod000014,14
colemjo01,prod000009,11
colemjo02,prod000018,1
colemjo03,prod000009,6
colemjo04,prod000002,7
colemjo05,prod000005,2
colemlo01,prod000009,7
colemmi01,prod000017,2
colempe01,prod000011,3
colemra01,prod000008,10
colemri01,prod000009,12
colemvi01,prod000013,13
colesca01,prod000008,6
colesch01,prod000003,8
colesda01,prod000002,2
colest01,prod000017,8
coleta01,prod000004,2
coletch01,prod000017,8
colevi01,prod000008,2
colewi01,prod000018,14
colgaed01,prod000005,9
colinal01,prod000004,1
collaal01,prod000010,1
collaha01,prod000009,12
collawi01,prod000015,3
collibi01,prod000016,1
collibi02,prod000007,1
collich01,prod000008,3
collida01,prod000012,9
collida02,prod000017,3
collido01,prod000005,1
collied01,prod000008,4
collied02,prod000009,11
colliha01,prod000011,4
collihu01,prod000012,15
colliji01,prod000006,12
collijo01,prod000011,8
collike01,prod000013,12
collilo01,prod000011,3
collior01,prod000012,6
collior02,prod000015,3
collipa01,prod000014,18
colliph01,prod000013,7
collira01,prod000007,3
colliri01,prod000013,6
colliri02,prod000002,4
colliri03,prod000016,2
collish01,prod000018,13
collite99,prod000016,1
colliti01,prod000015,6
collity01,prod000018,9
colliwi01,prod000010,1
collizi01,prod000015,1
collmjo01,prod000016,2
colluja01,prod000013,9
collvbi01,prod000015,3
colmafr01,prod000007,3
colomal01,prod000010,1
colomje01,prod000007,8
colonba01,prod000002,6
colonch01,prod000004,1
coloncr01,prod000016,2
colonjo01,prod000009,9
colonro01,prod000009,9
colpadi01,prod000006,8
colsolo01,prod000015,5
coltola01,prod000003,7
colucbo01,prod000006,3
colvity01,prod000007,8
colyest01,prod000013,14
combege01,prod000008,3
combsea01,prod000005,11
combsme01,prod000015,2
combspa01,prod000009,6
comeljo01,prod000016,1
comerst01,prod000012,2
comerwa01,prod000001,5
comisch01,prod000009,4
commaji01,prod000001,1
comorad01,prod000007,3
comptcl01,prod000016,2
comptja01,prod000010,2
comptmi01,prod000013,2
comptpe01,prod000018,9
comstke01,prod000006,10
comstra01,prod000006,5
conatcl01,prod000013,14
conceda01,prod000017,11
concege01,prod000008,1
conceon01,prod000010,2
condera01,prod000014,1
condrcl01,prod000018,12
conebo01,prod000014,20
coneda01,prod000014,5
conefr01,prod000013,16
confomi01,prod000006,2
congabu01,prod000009,9
congedi01,prod000002,1
congeha01,prod000001,15
conigbi01,prod000010,2
conigto01,prod000007,5
coninje01,prod000011,3
conkwal01,prod000007,1
conlajo01,prod000018,11
conlead01,prod000009,9
conlebo01,prod000007,4
conleed01,prod000006,3
conlege01,prod000003,11
conlesn01,prod000017,9
conlojo01,prod000011,2
conlopj01,prod000018,2
connabr01,prod000016,2
connafr01,prod000003,9
connafr02,prod000008,7
connasa01,prod000001,1
connbe01,prod000008,5
connebi01,prod000009,2
connege01,prod000007,6
connejo01,prod000012,15
connepe01,prod000015,6
connest01,prod000006,2
connete01,prod000015,2
conneto01,prod000014,4
connobi01,prod000008,4
connobu01,prod000012,11
connoch01,prod000005,3
connoed01,prod000018,15
connoed02,prod000014,19
connoje01,prod000014,16
connoji01,prod000007,3
connojo01,prod000009,1
connojo02,prod000011,5
connojo03,prod000016,2
connojo04,prod000006,10
connojo05,prod000006,5
connome01,prod000012,18
connone01,prod000009,7
connore01,prod000018,15
connoro01,prod000004,1
connoto01,prod000017,11
connoto99,prod000006,2
conovte01,prod000017,7
conrabr01,prod000003,6
conrobe01,prod000005,12
conrobi01,prod000011,5
conrobi02,prod000005,9
conroti01,prod000007,2
conrowi01,prod000017,4
consobi01,prod000008,4
constji01,prod000004,1
constjo01,prod000008,6
consusa01,prod000013,5
contija01,prod000011,6
contrca01,prod000016,1
contrjo01,prod000005,9
contrna01,prod000001,15
contrwi01,prod000018,11
conveji01,prod000007,1
conwabi01,prod000017,10
conwach01,prod000003,11
conwadi01,prod000017,10
conwaja01,prod000016,2
conwaje01,prod000007,3
conwaji01,prod000006,6
conwaow01,prod000016,2
conwape01,prod000014,10
conwari01,prod000008,5
conweed01,prod000007,6
conyehe01,prod000004,1
conzejo01,prod000017,3
coogada01,prod000013,15
coogada02,prod000005,12
cookaa01,prod000002,6
cookan01,prod000009,7
cookcl01,prod000015,5
cookde01,prod000015,4
cookdo01,prod000011,4
cookea01,prod000008,7
cookedu01,prod000004,1
cookefr01,prod000009,2
cookest01,prod000018,12
cookgl01,prod000005,8
cookji01,prod000015,6
cookmi01,prod000005,4
cookpa01,prod000006,4
cookro01,prod000016,1
cookro02,prod000011,8
cookry01,prod000008,4
cooksbr01,prod000016,2
coolbmi01,prod000011,8
coolbsc01,prod000006,6
cooledu01,prod000010,1
coombbo01,prod000018,7
coombce01,prod000016,2
coombda01,prod000004,2
coombja01,prod000010,2
coomero01,prod000010,1
coonebi01,prod000013,20
coonebo01,prod000015,2
cooneji01,prod000007,5
cooneji02,prod000011,6
coonejo01,prod000017,2
cooneph01,prod000016,1
cooneti01,prod000013,5
coonwi01,prod000002,7
coopean99,prod000002,5
coopebr01,prod000003,14
coopeca01,prod000014,11
coopece01,prod000012,2
coopecl01,prod000001,2
coopeda01,prod000001,11
coopedo01,prod000010,1
coopega01,prod000004,2
coopega02,prod000012,1
coopega03,prod000008,8
coopegu01,prod000002,1
coopemo01,prod000014,13
coopepa01,prod000001,6
coopesc01,prod000002,6
coopewa01,prod000004,2
coopewi01,prod000001,7
copelma01,prod000005,9
copelsc01,prod000014,15
coppiro01,prod000018,11
coppohe01,prod000016,1
coquitr01,prod000005,1
coraal01,prod000011,2
corajo01,prod000010,2
corbedo01,prod000002,2
corbege01,prod000016,1
corbejo01,prod000012,8
corbesh01,prod000005,9
corbiar01,prod000002,1
corbicl01,prod000005,8
corbipa01,prod000010,2
corbira01,prod000009,9
corcida01,prod000017,10
corcoar01,prod000016,1
corcoja01,prod000011,10
corcojo01,prod000012,9
corcola01,prod000008,7
corcomi01,prod000012,14
corcomi02,prod000017,1
corcoro01,prod000013,4
corcoti01,prod000007,5
corcoti02,prod000012,18
corcoto01,prod000010,2
cordech01,prod000007,3
cordefr01,prod000014,1
cordefr02,prod000017,6
cordeji01,prod000009,12
cordery01,prod000002,2
cordewi01,prod000010,1
cordier01,prod000009,10
cordoal01,prod000016,2
cordofr01,prod000006,5
cordoma01,prod000009,11
coreybr01,prod000017,1
coreyed01,prod000002,8
coreyfr01,prod000005,5
coreyma01,prod000010,2
coreyma02,prod000006,5
corgach01,prod000010,1
corharo01,prod000016,1
corkhpo01,prod000012,15
corkimi01,prod000003,3
cormila01,prod000006,4
cormirh01,prod000008,5
cornebr01,prod000006,12
corneje01,prod000007,5
cornejo01,prod000001,9
cornema01,prod000010,2
cornena01,prod000018,1
cornere01,prod000014,16
cornute01,prod000017,3
corpama01,prod000008,10
corpoca01,prod000011,8
corrapa01,prod000015,2
correca01,prod000002,3
correed01,prod000005,4
correke01,prod000003,12
correro01,prod000011,3
correvi01,prod000015,2
corrifr01,prod000009,3
corrijo01,prod000007,1
corriph01,prod000006,6
corrire01,prod000004,1
corsiji01,prod000014,7
cortaje01,prod000014,1
cortba01,prod000001,3
corteda01,prod000005,3
corteda02,prod000006,11
cortefe01,prod000010,1
cortene01,prod000003,9
corwial01,prod000008,8
cosarja01,prod000015,5
coscajo01,prod000018,3
coscape01,prod000009,11
coseyra01,prod000012,12
cosgrmi01,prod000010,2
cosmaji01,prod000001,13
costami01,prod000013,5
costash01,prod000015,1
costech01,prod000007,2
costeda01,prod000006,1
costejo01,prod000001,16
costoti01,prod000005,1
cotahu01,prod000005,5
cotehe01,prod000001,1
cotepe01,prod000002,7
cothaca01,prod000012,1
cotteda01,prod000009,11
cottedi01,prod000014,8
cotteed01,prod000007,7
cotteho01,prod000002,1
cotteto01,prod000018,3
cottich01,prod000010,2
cottohe01,prod000003,8
cottojh01,prod000012,13
cottren01,prod000007,4
cottsne01,prod000011,2
couchjo01,prod000008,2
couchmi01,prod000004,1
coughbi01,prod000018,9
coughde01,prod000009,8
coughed01,prod000014,2
coughma01,prod000018,16
coughro01,prod000017,4
couloda01,prod000005,12
coulsbo01,prod000014,17
coultch01,prod000018,14
coumbfr01,prod000003,8
counscr01,prod000014,20
courtcl01,prod000004,1
courter01,prod000007,3
courtha01,prod000006,5
courtjo01,prod000017,5
couside01,prod000005,5
cousisc01,prod000005,12
coutljo01,prod000016,1
covelha01,prod000015,3
covelst01,prod000018,4
covenja01,prod000003,12
coveydy01,prod000007,6
covinch01,prod000012,18
covinsa01,prod000009,7
covinte01,prod000006,2
covinwe01,prod000015,4
cowanbi01,prod000010,2
cowarka01,prod000018,2
cowenal01,prod000001,13
cowgico01,prod000011,10
cowlejo01,prod000012,9
coxbi01,prod000008,10
coxbi02,prod000017,3
coxbo01,prod000011,1
coxca01,prod000018,16
coxda01,prod000003,10
coxda02,prod000010,2
coxdi01,prod000016,1
coxer01,prod000005,7
coxfr01,prod000008,7
coxge01,prod000018,2
coxgl01,prod000013,14
coxje01,prod000015,1
coxji01,prod000013,12
coxla01,prod000006,3
coxle01,prod000012,2
coxre01,prod000002,1
coxst01,prod000003,13
coxte01,prod000001,7
coxte02,prod000013,16
coylebi01,prod000009,2
coyneto01,prod000007,6
cozarch01,prod000018,4
cozarza01,prod000016,2
cozendy01,prod000002,5
crabbca01,prod000012,3
crabbro01,prod000017,7
crablge01,prod000006,12
crabtes01,prod000010,1
crabtti01,prod000010,1
craddwa01,prod000018,14
cradlri01,prod000018,15
craftha01,prod000007,8
craftmo01,prod000011,7
craghho01,prod000015,3
craigal01,prod000002,5
craigge01,prod000017,7
craigpe01,prod000009,6
craigro01,prod000011,1
craigro02,prod000007,1
crainje01,prod000008,2
cramebi01,prod000004,1
cramebo01,prod000012,16
cramedi01,prod000007,6
cramedo01,prod000018,10
cramje01,prod000006,2
crandde01,prod000013,15
cranddo01,prod000016,1
craneed01,prod000004,1
cranefr01,prod000005,3
cranesa01,prod000003,4
cranesa02,prod000017,6
cravaga01,prod000011,5
cravebi01,prod000010,1
cravyty01,prod000013,9
crawfbr01,prod000002,7
crawfca01,prod000013,18
crawfca02,prod000015,6
crawfev01,prod000009,9
crawffo01,prod000012,4
crawfge01,prod000007,6
crawfgl01,prod000016,1
crawfja01,prod000007,4
crawfji01,prod000002,7
crawfjo01,prod000002,1
crawfjp01,prod000009,12
crawfke01,prod000017,11
crawfla01,prod000004,1
crawfpa01,prod000006,1
crawfpa02,prod000007,1
crawfsa01,prod000013,2
crawfst01,prod000016,1
crawfwi01,prod000004,2
creamge01,prod000018,4
credejo01,prod000009,3
creebi01,prod000004,2
creedco01,prod000011,2
creedpa01,prod000015,2
creegma01,prod000014,20
creekdo01,prod000008,6
creelgu01,prod000005,11
creelja01,prod000003,10
creelke01,prod000018,10
cregape01,prod000001,3
cregebe01,prod000002,8
cremibo01,prod000010,1
crespce01,prod000010,1
crespcr01,prod000017,4
crespfe01,prod000013,11
cressja01,prod000009,5
cresswa01,prod000010,2
crewsti01,prod000014,7
crichst01,prod000007,8
crickky01,prod000001,15
crideje01,prod000009,6
crigelo01,prod000016,2
crimch01,prod000012,11
crimija01,prod000014,10
cripeda01,prod000010,1
criscda01,prod000014,16
criscto01,prod000013,8
crishpa01,prod000012,17
crispco01,prod000003,13
crispjo01,prod000006,7
crissdo01,prod000004,1
cristbi01,prod000018,5
cristch01,prod000010,1
cristle01,prod000009,4
critcmo01,prod000016,1
critzhu01,prod000012,12
crockcl01,prod000009,7
crockda01,prod000018,12
crockky01,prod000011,3
croftar01,prod000002,5
croftha01,prod000007,4
crolifr01,prod000017,6
cromawa01,prod000002,5
cromedt01,prod000007,5
crometr01,prod000007,3
cromphe01,prod000007,7
crompne01,prod000001,11
cronch01,prod000011,5
croncj01,prod000010,2
cronera01,prod000007,2
cronibi01,prod000018,4
cronida01,prod000017,1
cronija01,prod000012,5
croniji01,prod000011,3
cronijo01,prod000004,1
crookja01,prod000006,2
crookto01,prod000018,2
crosbbo01,prod000014,13
crosbbu01,prod000011,7
crosbca01,prod000002,6
crosbed01,prod000010,1
crosbge01,prod000003,4
crosbke01,prod000012,18
crosefr01,prod000010,1
crossam01,prod000005,4
crosscl01,prod000018,4
crossfr01,prod000017,1
crossfr02,prod000014,20
crossje01,prod000003,8
crossjo01,prod000015,3
crossla01,prod000003,8
crossle01,prod000010,2
crossmo01,prod000001,9
crothdo01,prod000011,9
crottjo01,prod000012,3
crottmi01,prod000003,2
croucbi01,prod000002,1
croucbi02,prod000007,1
croucfr01,prod000007,6
croucja01,prod000003,5
croucza01,prod000002,6
crousbu01,prod000005,2
crousri01,prod000012,18
crowaa01,prod000013,6
crowdal01,prod000015,5
crowde01,prod000007,6
crowdo01,prod000009,9
crowebi01,prod000009,1
croweca01,prod000015,5
crowege01,prod000017,3
croweji01,prod000016,1
