020-08-11 01:17:10,951 charges_calc.py:163 DEBUG [RNT051] Value 'units_rented' read as 6
2020-08-11 01:17:11,354 charges_calc.py:163 DEBUG [RNT137] Value 'rental_end' read as 9/11/17
2020-08-11 01:17:11,354 charges_calc.py:163 DEBUG [RNT137] Value 'price_per_day' read as 5
2020-08-11 01:17:11,354 charges_calc.py:163 DEBUG [RNT137] Value 'units_rented' read as 1
2020-08-11 01:17:11,354 charges_calc.py:177 DEBUG [RNT137] Value total_days set as 309
2020-08-11 01:17:11,354 charges_calc.py:177 DEBUG [RNT137] Value total_price set as 1545.0
2020-08-11 01:17:11,354 charges_calc.py:177 DEBUG [RNT137] Value total_sqrt set as 39.30648801406709
2020-08-11 01:17:11,354 charges_calc.py:177 DEBUG [RNT137] Value unit_cost set as 1545.0
2020-08-11 01:17:11,370 charges_calc.py:163 DEBUG [RNT138] Value 'product_code' read as PRD23
2020-08-11 01:17:11,370 charges_calc.py:163 DEBUG [RNT138] Value 'rental_start' read as 1/4/18
2020-08-11 01:17:11,370 charges_calc.py:163 DEBUG [RNT138] Value 'rental_end' read as 12/22/18
2020-08-11 01:17:11,370 charges_calc.py:163 DEBUG [RNT138] Value 'price_per_day' read as 22
2020-08-11 01:17:11,370 charges_calc.py:163 DEBUG [RNT138] Value 'units_rented' read as 10
2020-08-11 01:17:11,370 charges_calc.py:177 DEBUG [RNT138] Value total_days set as 352
2020-08-11 01:17:11,370 charges_calc.py:177 DEBUG [RNT138] Value total_price set as 7744.0
2020-08-11 01:17:11,370 charges_calc.py:177 DEBUG [RNT138] Value total_sqrt set as 88.0
2020-08-11 01:17:11,370 charges_calc.py:177 DEBUG [RNT138] Value unit_cost set as 774.4
2020-08-11 01:17:11,370 charges_calc.py:163 DEBUG [RNT139] Value 'product_code' read as PRD13
2020-08-11 01:17:11,370 charges_calc.py:163 DEBUG [RNT139] Value 'rental_start' read as 9/13/17
2020-08-11 01:17:11,370 charges_calc.py:163 DEBUG [RNT139] Value 'rental_end' read as 5/1/17
2020-08-11 01:17:11,370 charges_calc.py:163 DEBUG [RNT139] Value 'price_per_day' read as 23
2020-08-11 01:17:11,370 charges_calc.py:163 DEBUG [RNT139] Value 'units_rented' read as 2
2020-08-11 01:17:11,370 charges_calc.py:177 DEBUG [RNT139] Value total_days set as -135
2020-08-11 01:17:11,370 charges_calc.py:177 DEBUG [RNT139] Value total_price set as -3105.0
2020-08-11 01:17:11,370 charges_calc.py:175 WARNING [RNT139] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 01:17:11,370 charges_calc.py:177 DEBUG [RNT139] Value total_sqrt set as 0.0
2020-08-11 01:17:11,370 charges_calc.py:177 DEBUG [RNT139] Value unit_cost set as -1552.5
2020-08-11 01:17:11,370 charges_calc.py:163 DEBUG [RNT140] Value 'product_code' read as PRD70
2020-08-11 01:17:11,370 charges_calc.py:163 DEBUG [RNT140] Value 'rental_start' read as 12/14/16
2020-08-11 01:17:11,370 charges_calc.py:163 DEBUG [RNT140] Value 'rental_end' read as 2/26/17
2020-08-11 01:17:11,370 charges_calc.py:163 DEBUG [RNT140] Value 'price_per_day' read as 7
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT140] Value 'units_rented' read as 7
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT140] Value total_days set as 74
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT140] Value total_price set as 518.0
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT140] Value total_sqrt set as 22.759613353482084
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT140] Value unit_cost set as 74.0
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT141] Value 'product_code' read as PRD63
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT141] Value 'rental_start' read as 1/20/18
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT141] Value 'rental_end' read as 3/22/17
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT141] Value 'price_per_day' read as 21
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT141] Value 'units_rented' read as 3
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT141] Value total_days set as -304
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT141] Value total_price set as -6384.0
2020-08-11 01:17:11,377 charges_calc.py:175 WARNING [RNT141] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT141] Value total_sqrt set as 0.0
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT141] Value unit_cost set as -2128.0
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT142] Value 'product_code' read as PRD66
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT142] Value 'rental_start' read as 11/15/16
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT142] Value 'rental_end' read as 5/2/16
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT142] Value 'price_per_day' read as 16
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT142] Value 'units_rented' read as 9
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT142] Value total_days set as -197
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT142] Value total_price set as -3152.0
2020-08-11 01:17:11,377 charges_calc.py:175 WARNING [RNT142] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT142] Value total_sqrt set as 0.0
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT142] Value unit_cost set as -350.22222222222223
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT143] Value 'product_code' read as PRD38
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT143] Value 'rental_start' read as 11/20/18
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT143] Value 'rental_end' read as 1/3/16
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT143] Value 'price_per_day' read as 39
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT143] Value 'units_rented' read as 8
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT143] Value total_days set as -1052
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT143] Value total_price set as -41028.0
2020-08-11 01:17:11,377 charges_calc.py:175 WARNING [RNT143] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT143] Value total_sqrt set as 0.0
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT143] Value unit_cost set as -5128.5
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT144] Value 'product_code' read as PRD51
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT144] Value 'rental_start' read as 5/18/16
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT144] Value 'rental_end' read as 5/29/18
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT144] Value 'price_per_day' read as 35
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT144] Value 'units_rented' read as 7
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT144] Value total_days set as 741
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT144] Value total_price set as 25935.0
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT144] Value total_sqrt set as 161.04347239177378
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT144] Value unit_cost set as 3705.0
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT145] Value 'product_code' read as PRD31
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT145] Value 'rental_start' read as 7/28/18
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT145] Value 'rental_end' read as 7/15/16
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT145] Value 'price_per_day' read as 31
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT145] Value 'units_rented' read as 7
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT145] Value total_days set as -743
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT145] Value total_price set as -23033.0
2020-08-11 01:17:11,377 charges_calc.py:175 WARNING [RNT145] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT145] Value total_sqrt set as 0.0
2020-08-11 01:17:11,377 charges_calc.py:177 DEBUG [RNT145] Value unit_cost set as -3290.4285714285716
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT146] Value 'product_code' read as PRD56
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT146] Value 'rental_start' read as 5/8/16
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT146] Value 'rental_end' read as 9/17/17
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT146] Value 'price_per_day' read as 38
2020-08-11 01:17:11,377 charges_calc.py:163 DEBUG [RNT146] Value 'units_rented' read as 8
2020-08-11 01:17:11,392 charges_calc.py:177 DEBUG [RNT146] Value total_days set as 497
2020-08-11 01:17:11,392 charges_calc.py:177 DEBUG [RNT146] Value total_price set as 18886.0
2020-08-11 01:17:11,392 charges_calc.py:177 DEBUG [RNT146] Value total_sqrt set as 137.42634390829147
2020-08-11 01:17:11,392 charges_calc.py:177 DEBUG [RNT146] Value unit_cost set as 2360.75
2020-08-11 01:17:11,392 charges_calc.py:163 DEBUG [RNT147] Value 'product_code' read as PRD94
2020-08-11 01:17:11,392 charges_calc.py:163 DEBUG [RNT147] Value 'rental_start' read as 4/8/17
2020-08-11 01:17:11,392 charges_calc.py:163 DEBUG [RNT147] Value 'rental_end' read as 10/10/17
2020-08-11 01:17:11,392 charges_calc.py:163 DEBUG [RNT147] Value 'price_per_day' read as 11
2020-08-11 01:17:11,392 charges_calc.py:163 DEBUG [RNT147] Value 'units_rented' read as 3
2020-08-11 01:17:11,392 charges_calc.py:177 DEBUG [RNT147] Value total_days set as 185
2020-08-11 01:17:11,392 charges_calc.py:177 DEBUG [RNT147] Value total_price set as 2035.0
2020-08-11 01:17:11,392 charges_calc.py:177 DEBUG [RNT147] Value total_sqrt set as 45.110974274559844
2020-08-11 01:17:11,392 charges_calc.py:177 DEBUG [RNT147] Value unit_cost set as 678.3333333333334
2020-08-11 01:17:11,392 charges_calc.py:163 DEBUG [RNT148] Value 'product_code' read as PRD33
2020-08-11 01:17:11,392 charges_calc.py:163 DEBUG [RNT148] Value 'rental_start' read as 10/20/18
2020-08-11 01:17:11,392 charges_calc.py:163 DEBUG [RNT148] Value 'rental_end' read as 9/17/18
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT148] Value 'price_per_day' read as 13
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT148] Value 'units_rented' read as 6
2020-08-11 01:17:11,408 charges_calc.py:177 DEBUG [RNT148] Value total_days set as -33
2020-08-11 01:17:11,408 charges_calc.py:177 DEBUG [RNT148] Value total_price set as -429.0
2020-08-11 01:17:11,408 charges_calc.py:175 WARNING [RNT148] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 01:17:11,408 charges_calc.py:177 DEBUG [RNT148] Value total_sqrt set as 0.0
2020-08-11 01:17:11,408 charges_calc.py:177 DEBUG [RNT148] Value unit_cost set as -71.5
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT149] Value 'product_code' read as PRD34
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT149] Value 'rental_start' read as 9/29/18
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT149] Value 'rental_end' read as 11/3/16
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT149] Value 'price_per_day' read as 20
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT149] Value 'units_rented' read as 8
2020-08-11 01:17:11,408 charges_calc.py:177 DEBUG [RNT149] Value total_days set as -695
2020-08-11 01:17:11,408 charges_calc.py:177 DEBUG [RNT149] Value total_price set as -13900.0
2020-08-11 01:17:11,408 charges_calc.py:175 WARNING [RNT149] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 01:17:11,408 charges_calc.py:177 DEBUG [RNT149] Value total_sqrt set as 0.0
2020-08-11 01:17:11,408 charges_calc.py:177 DEBUG [RNT149] Value unit_cost set as -1737.5
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT150] Value 'product_code' read as PRD88
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT150] Value 'rental_start' read as 2/3/16
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT150] Value 'rental_end' read as 7/14/17
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT150] Value 'price_per_day' read as 8
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT150] Value 'units_rented' read as 6
2020-08-11 01:17:11,408 charges_calc.py:177 DEBUG [RNT150] Value total_days set as 527
2020-08-11 01:17:11,408 charges_calc.py:177 DEBUG [RNT150] Value total_price set as 4216.0
2020-08-11 01:17:11,408 charges_calc.py:177 DEBUG [RNT150] Value total_sqrt set as 64.9307323229917
2020-08-11 01:17:11,408 charges_calc.py:177 DEBUG [RNT150] Value unit_cost set as 702.6666666666666
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT151] Value 'product_code' read as PRD93
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT151] Value 'rental_start' read as 8/11/18
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT151] Value 'rental_end' read as 8/16/16
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT151] Value 'price_per_day' read as 25
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT151] Value 'units_rented' read as 7
2020-08-11 01:17:11,408 charges_calc.py:177 DEBUG [RNT151] Value total_days set as -725
2020-08-11 01:17:11,408 charges_calc.py:177 DEBUG [RNT151] Value total_price set as -18125.0
2020-08-11 01:17:11,408 charges_calc.py:175 WARNING [RNT151] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 01:17:11,408 charges_calc.py:177 DEBUG [RNT151] Value total_sqrt set as 0.0
2020-08-11 01:17:11,408 charges_calc.py:177 DEBUG [RNT151] Value unit_cost set as -2589.285714285714
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT152] Value 'product_code' read as PRD89
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT152] Value 'rental_start' read as 12/24/17
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT152] Value 'rental_end' read as 12/24/17
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT152] Value 'price_per_day' read as 36
2020-08-11 01:17:11,408 charges_calc.py:163 DEBUG [RNT152] Value 'units_rented' read as 4
> c:\users\pants\pycharmprojects\sp_python220b_2019\students\tim_lurvey\lesson02\assignment\code\charges_calc.py(175)calculate_additional_fields()
-> logging.warning(f"[{key}] Unabled to calculate {new_val}. Using {calc}")
(Pdb) l
170
171             # setup new variables and add them to data
172             for new_val in sorted(calculations.keys()):
173                 calc  = calculations.get(new_val)(val=value)
174                 if not calc:
175 B->                 logging.warning(f"[{key}] Unabled to calculate {new_val}. Using {calc}")
176                 value.update({new_val: calc})
177                 logging.debug(f"[{key}] Value {new_val} set as {calc}")
178
179         return data
180
(Pdb) source calc
*** module, class, method, function, traceback, frame, or code object was expected, got int
(Pdb) source calculations.get(new_val)(val=value)
*** module, class, method, function, traceback, frame, or code object was expected, got int
(Pdb) source calculations.get(new_val)
103     def calc_total_days(val):
104         """
105         Return the total number of days
106         :type val: dict
107         :return int
108         """
109         try:
110             start = datetime.datetime.strptime(val['rental_start'], '%m/%d/%y')
111             end = datetime.datetime.strptime(val['rental_end'], '%m/%d/%y')
112             total_days = (end - start).days
113         except:
114             total_days = 0
115         return total_days
(Pdb) end
*** NameError: name 'end' is not defined
(Pdb) start = datetime.datetime.strptime(val['rental_start'], '%m/%d/%y')
*** NameError: name 'val' is not defined
(Pdb) start = datetime.datetime.strptime(value['rental_start'], '%m/%d/%y')
(Pdb) start
datetime.datetime(2017, 12, 24, 0, 0)
(Pdb) end = datetime.datetime.strptime(value['rental_end'], '%m/%d/%y')
187     if __name__ == "__main__":
188         args = parse_cmd_arguments()
189         set_logging_level()
190         data = load_rentals_file(args.input)
191  ->     data = calculate_additional_fields(data)
192         save_to_json(args.output, data)
[EOF]
(Pdb)
...
2020-08-11 13:45:01,367 charges_calc.py:177 DEBUG [RNT734] Value total_days set as 570
2020-08-11 13:45:01,367 charges_calc.py:177 DEBUG [RNT734] Value total_price set as 15390.0
2020-08-11 13:45:01,367 charges_calc.py:177 DEBUG [RNT734] Value total_sqrt set as 124.056438768812
2020-08-11 13:45:01,367 charges_calc.py:177 DEBUG [RNT734] Value unit_cost set as 1710.0
2020-08-11 13:45:01,367 charges_calc.py:163 DEBUG [RNT735] Value 'product_code' read as PRD22
2020-08-11 13:45:01,367 charges_calc.py:163 DEBUG [RNT735] Value 'rental_start' read as 1/15/18
2020-08-11 13:45:01,367 charges_calc.py:163 DEBUG [RNT735] Value 'rental_end' read as 11/3/18
2020-08-11 13:45:01,367 charges_calc.py:163 DEBUG [RNT735] Value 'price_per_day' read as 37
2020-08-11 13:45:01,367 charges_calc.py:163 DEBUG [RNT735] Value 'units_rented' read as 8
2020-08-11 13:45:01,367 charges_calc.py:177 DEBUG [RNT735] Value total_days set as 292
2020-08-11 13:45:01,383 charges_calc.py:177 DEBUG [RNT735] Value total_price set as 10804.0
2020-08-11 13:45:01,383 charges_calc.py:177 DEBUG [RNT735] Value total_sqrt set as 103.94229168149026
2020-08-11 13:45:01,383 charges_calc.py:177 DEBUG [RNT735] Value unit_cost set as 1350.5
2020-08-11 13:45:01,383 charges_calc.py:163 DEBUG [RNT736] Value 'product_code' read as PRD31
2020-08-11 13:45:01,383 charges_calc.py:163 DEBUG [RNT736] Value 'rental_start' read as 4/13/16
2020-08-11 13:45:01,383 charges_calc.py:163 DEBUG [RNT736] Value 'rental_end' read as 6/9/17
2020-08-11 13:45:01,383 charges_calc.py:163 DEBUG [RNT736] Value 'price_per_day' read as 37
2020-08-11 13:45:01,383 charges_calc.py:163 DEBUG [RNT736] Value 'units_rented' read as 10
2020-08-11 13:45:01,383 charges_calc.py:177 DEBUG [RNT736] Value total_days set as 422
2020-08-11 13:45:01,383 charges_calc.py:177 DEBUG [RNT736] Value total_price set as 15614.0
2020-08-11 13:45:01,383 charges_calc.py:177 DEBUG [RNT736] Value total_sqrt set as 124.95599225327291
2020-08-11 13:45:01,383 charges_calc.py:177 DEBUG [RNT736] Value unit_cost set as 1561.4
2020-08-11 13:45:01,383 charges_calc.py:163 DEBUG [RNT737] Value 'product_code' read as PRD92
2020-08-11 13:45:01,383 charges_calc.py:163 DEBUG [RNT737] Value 'rental_start' read as 1/4/16
2020-08-11 13:45:01,383 charges_calc.py:163 DEBUG [RNT737] Value 'rental_end' read as 12/6/16
2020-08-11 13:45:01,383 charges_calc.py:163 DEBUG [RNT737] Value 'price_per_day' read as 20
2020-08-11 13:45:01,383 charges_calc.py:163 DEBUG [RNT737] Value 'units_rented' read as 1
2020-08-11 13:45:01,383 charges_calc.py:177 DEBUG [RNT737] Value total_days set as 337
2020-08-11 13:45:01,383 charges_calc.py:177 DEBUG [RNT737] Value total_price set as 6740.0
2020-08-11 13:45:01,383 charges_calc.py:177 DEBUG [RNT737] Value total_sqrt set as 82.09750300709517
2020-08-11 13:45:01,383 charges_calc.py:177 DEBUG [RNT737] Value unit_cost set as 6740.0
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT738] Value 'product_code' read as PRD59
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT738] Value 'rental_start' read as 11/3/16
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT738] Value 'rental_end' read as 7/1/17
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT738] Value 'price_per_day' read as 11
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT738] Value 'units_rented' read as 4
2020-08-11 13:45:01,398 charges_calc.py:177 DEBUG [RNT738] Value total_days set as 240
2020-08-11 13:45:01,398 charges_calc.py:177 DEBUG [RNT738] Value total_price set as 2640.0
2020-08-11 13:45:01,398 charges_calc.py:177 DEBUG [RNT738] Value total_sqrt set as 51.38093031466052
2020-08-11 13:45:01,398 charges_calc.py:177 DEBUG [RNT738] Value unit_cost set as 660.0
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT739] Value 'product_code' read as PRD73
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT739] Value 'rental_start' read as 9/18/17
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT739] Value 'rental_end' read as 6/2/18
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT739] Value 'price_per_day' read as 37
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT739] Value 'units_rented' read as 5
2020-08-11 13:45:01,398 charges_calc.py:177 DEBUG [RNT739] Value total_days set as 257
2020-08-11 13:45:01,398 charges_calc.py:177 DEBUG [RNT739] Value total_price set as 9509.0
2020-08-11 13:45:01,398 charges_calc.py:177 DEBUG [RNT739] Value total_sqrt set as 97.51410154434076
2020-08-11 13:45:01,398 charges_calc.py:177 DEBUG [RNT739] Value unit_cost set as 1901.8
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT740] Value 'product_code' read as PRD81
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT740] Value 'rental_start' read as 2/16/18
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT740] Value 'rental_end' read as 10/13/17
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT740] Value 'price_per_day' read as 32
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT740] Value 'units_rented' read as 7
2020-08-11 13:45:01,398 charges_calc.py:177 DEBUG [RNT740] Value total_days set as -126
2020-08-11 13:45:01,398 charges_calc.py:177 DEBUG [RNT740] Value total_price set as -4032.0
2020-08-11 13:45:01,398 charges_calc.py:175 WARNING [RNT740] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:45:01,398 charges_calc.py:177 DEBUG [RNT740] Value total_sqrt set as 0.0
2020-08-11 13:45:01,398 charges_calc.py:177 DEBUG [RNT740] Value unit_cost set as -576.0
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT741] Value 'product_code' read as PRD1
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT741] Value 'rental_start' read as 4/21/16
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT741] Value 'rental_end' read as 2/7/18
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT741] Value 'price_per_day' read as 6
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT741] Value 'units_rented' read as 3
2020-08-11 13:45:01,398 charges_calc.py:177 DEBUG [RNT741] Value total_days set as 657
2020-08-11 13:45:01,398 charges_calc.py:177 DEBUG [RNT741] Value total_price set as 3942.0
2020-08-11 13:45:01,398 charges_calc.py:177 DEBUG [RNT741] Value total_sqrt set as 62.78534860936905
2020-08-11 13:45:01,398 charges_calc.py:177 DEBUG [RNT741] Value unit_cost set as 1314.0
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT742] Value 'product_code' read as PRD9
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT742] Value 'rental_start' read as 4/24/16
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT742] Value 'rental_end' read as 8/21/17
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT742] Value 'price_per_day' read as 26
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT742] Value 'units_rented' read as 4
2020-08-11 13:45:01,398 charges_calc.py:177 DEBUG [RNT742] Value total_days set as 484
2020-08-11 13:45:01,398 charges_calc.py:177 DEBUG [RNT742] Value total_price set as 12584.0
2020-08-11 13:45:01,398 charges_calc.py:177 DEBUG [RNT742] Value total_sqrt set as 112.17842929904127
2020-08-11 13:45:01,398 charges_calc.py:177 DEBUG [RNT742] Value unit_cost set as 3146.0
2020-08-11 13:45:01,398 charges_calc.py:163 DEBUG [RNT743] Value 'product_code' read as PRD44
2020-08-11 13:45:01,414 charges_calc.py:163 DEBUG [RNT743] Value 'rental_start' read as 6/28/16
2020-08-11 13:45:01,414 charges_calc.py:163 DEBUG [RNT743] Value 'rental_end' read as 12/22/18
2020-08-11 13:45:01,414 charges_calc.py:163 DEBUG [RNT743] Value 'price_per_day' read as 32
2020-08-11 13:45:01,414 charges_calc.py:163 DEBUG [RNT743] Value 'units_rented' read as 10
2020-08-11 13:45:01,414 charges_calc.py:177 DEBUG [RNT743] Value total_days set as 907
2020-08-11 13:45:01,414 charges_calc.py:177 DEBUG [RNT743] Value total_price set as 29024.0
2020-08-11 13:45:01,414 charges_calc.py:177 DEBUG [RNT743] Value total_sqrt set as 170.36431551237484
2020-08-11 13:45:01,414 charges_calc.py:177 DEBUG [RNT743] Value unit_cost set as 2902.4
2020-08-11 13:45:01,414 charges_calc.py:163 DEBUG [RNT744] Value 'product_code' read as PRD39
2020-08-11 13:45:01,414 charges_calc.py:163 DEBUG [RNT744] Value 'rental_start' read as 4/28/16
2020-08-11 13:45:01,414 charges_calc.py:163 DEBUG [RNT744] Value 'rental_end' read as 8/27/17
2020-08-11 13:45:01,414 charges_calc.py:163 DEBUG [RNT744] Value 'price_per_day' read as 15
2020-08-11 13:45:01,414 charges_calc.py:163 DEBUG [RNT744] Value 'units_rented' read as 1
2020-08-11 13:45:01,414 charges_calc.py:177 DEBUG [RNT744] Value total_days set as 486
2020-08-11 13:45:01,414 charges_calc.py:177 DEBUG [RNT744] Value total_price set as 7290.0
2020-08-11 13:45:01,414 charges_calc.py:177 DEBUG [RNT744] Value total_sqrt set as 85.38149682454625
2020-08-11 13:45:01,414 charges_calc.py:177 DEBUG [RNT744] Value unit_cost set as 7290.0
2020-08-11 13:45:01,414 charges_calc.py:163 DEBUG [RNT745] Value 'product_code' read as PRD36
2020-08-11 13:45:01,414 charges_calc.py:163 DEBUG [RNT745] Value 'rental_start' read as 9/2/18
2020-08-11 13:45:01,414 charges_calc.py:163 DEBUG [RNT745] Value 'rental_end' read as 10/18/17
2020-08-11 13:45:01,414 charges_calc.py:163 DEBUG [RNT745] Value 'price_per_day' read as 21
2020-08-11 13:45:01,414 charges_calc.py:163 DEBUG [RNT745] Value 'units_rented' read as 6
2020-08-11 13:45:01,414 charges_calc.py:177 DEBUG [RNT745] Value total_days set as -319
2020-08-11 13:45:01,414 charges_calc.py:177 DEBUG [RNT745] Value total_price set as -6699.0
2020-08-11 13:45:01,414 charges_calc.py:175 WARNING [RNT745] Unabled to calculate total_sqrt. Using 0.0
2020-08-11 13:45:01,414 charges_calc.py:177 DEBUG [RNT745] Value total_sqrt set as 0.0
2020-08-11 13:45:01,414 charges_calc.py:177 DEBUG [RNT745] Value unit_cost set as -1116.5
2020-08-11 13:45:01,429 charges_calc.py:163 DEBUG [RNT746] Value 'product_code' read as PRD40
2020-08-11 13:45:01,429 charges_calc.py:163 DEBUG [RNT746] Value 'rental_start' read as 10/16/17
2020-08-11 13:45:01,429 charges_calc.py:163 DEBUG [RNT746] Value 'rental_end' read as 8/8/17
2020-08-11 13:45:01,429 charges_calc.py:163 DEBUG [RNT746] Value 'price_per_day' read as 28
